bill_id,human_issue_code,policy_direction_of_yea,ideological_valence,position_summary,confidence,review_status,position_evidence_allowed,review_note
96866,taxes_budget,"Allow Limestone County's existing sales-and-use-tax receipts to pay refinanced debt for the same authorized public buildings and terminate the tax after all original or refunding debt is paid.",nonideological,"Co-sponsored a local debt-refinancing clarification for an existing earmarked sales tax.",high,reviewed,False,"Full introduced local text reviewed. This changes debt administration but neither authorizes a new tax nor reveals a general tax or spending position."
96938,social_services,"Require the Alabama Network of Family Resource Centers to adopt allocation rules for state and federal funds and publish advance notice of proposed rules in the Alabama Administrative Monthly.",progressive,"Co-sponsored transparent rulemaking for distribution of public funding among family resource centers.",high,reviewed,True,"Full enrolled text reviewed. The bill is procedural rather than a new appropriation, but it directly supports transparency and standardized allocation in a social-services network."
96349,business_economic_development,"Grandfather economic-development projects whose companies filed intent statements by November 21, 2009, under the earlier base-wage requirement rather than a newer wage threshold.",conservative,"Co-sponsored delaying a higher base-wage requirement for already developing tax-incentive projects.",high,reviewed,True,"Full enrolled text reviewed. The transition rule favors project continuity and lower employer wage requirements over immediate application of the newer labor standard; it is conservative on wage conditions, though limited to a grandfathered cohort."
96772,criminal_justice,"Allow qualifying first-time felony offenders serving life without parole for capital murder to obtain life with parole eligibility after twenty years and sustained records free of serious prison misconduct, with retroactive review.",progressive,"Co-sponsored a narrowly conditioned, retroactive second-chance pathway for some capital offenders serving life without parole.",high,reviewed,True,"Full introduced text reviewed. This is strong sentencing-reform evidence while retaining a twenty-year minimum and extensive conduct safeguards."
96454,social_services,"Restore TANF and food-assistance eligibility to otherwise qualified people with drug-felony convictions after sentence completion or during satisfactory probation and required treatment.",progressive,"Co-sponsored ending Alabama's lifetime food-aid and cash-assistance exclusion for many people with drug felony records.",high,reviewed,True,"Full introduced text reviewed. The policy supports reintegration and access to the safety net, conditioned on sentence, probation, and treatment compliance."
96872,occupational_licensing,"Create state licensure, form approval, disclosures, examinations, reporting, and civil and criminal enforcement for life-settlement providers and brokers under the Insurance Commissioner.",progressive,"Co-sponsored comprehensive consumer-protection regulation of the life-settlement industry.",high,reviewed,True,"Full introduced structure and synopsis reviewed. The act adds substantial market regulation and disclosure duties intended to protect policyholders, making it progressive on occupational and financial-services regulation."
96605,public_employee_benefits,"Allow former legislative, judicial, and executive employees age 50 or older with at least 24 months of service and 18 months of coverage to remain in the state employee health plan at their own full cost.",progressive,"Co-sponsored continued group-health-plan access for qualifying former state employees without a state premium subsidy.",high,reviewed,True,"Full engrossed text reviewed. The measure expands benefit access but expressly places the entire cost on the former employee, making it a modest rather than expansive public benefit."
96761,public_employee_benefits,"End future supernumerary status for the Cullman County sheriff and revenue commissioner and allow participation in the regular Employees' Retirement System, while grandfathering existing rights and permitting service-credit purchase.",mixed,"Co-sponsored replacing two county officials' supernumerary system with ordinary state employee retirement participation.",high,reviewed,True,"Full proposed local constitutional amendment reviewed. This modernizes and regularizes retirement treatment but preserves accrued rights and permits credit purchase; code as mixed institutional benefit reform."
96517,public_education,"Transfer the State Board of Education's fiscal-year 2011 share of Children First Trust Fund receipts to the State General Fund.",conservative,"Co-sponsored diverting an earmarked education allocation from the Children First Trust Fund into the General Fund for one fiscal year.",high,reviewed,True,"Full enrolled text reviewed. The bill reduces the statutory protection of a public-education funding stream, though the ultimate General Fund use is unspecified; classify the observable diversion, not an assumed spending cut."
96763,ethics_government,"Give the Attorney General exclusive direction and control over state civil and criminal litigation and investigations, bar the governor from initiating or directing them, and void prior contrary actions.",mixed,"Co-sponsored shifting state litigation and investigative authority from the governor to the independently elected attorney general.",high,reviewed,True,"Full introduced text reviewed. This is a clear separation-of-powers position but not inherently left or right; code as mixed institutional governance."
96719,social_services,"Broaden and modernize Alabama's civil Protection From Abuse Act to cover dating relationships and threats, expand remedies and enforcement, create a statewide registry, and coordinate custody and interstate-order procedures.",progressive,"Co-sponsored broader and more accessible civil protection-order safeguards for domestic-violence victims.",high,reviewed,True,"Full introduced purpose and operative structure reviewed. Repeal of duplicative criminal provisions does not reverse the bill's expressly victim-protective civil expansion."
96724,criminal_justice,"Abolish the common-law rule barring homicide prosecution when the victim dies more than a year and a day after the causal act.",conservative,"Co-sponsored expanding homicide liability to deaths occurring beyond the former year-and-a-day limit.",high,reviewed,True,"Full introduced text reviewed. The act removes a defense and broadens prosecutorial reach, making it modestly conservative/punitive on criminal justice."
96841,criminal_justice,"Define a child for chemical-endangerment prosecution to include an unborn child at any stage regardless of viability and create a rebuttable presumption from matching positive drug tests at birth.",conservative,"Co-sponsored criminal prosecution of prenatal drug exposure using fetal-personhood language and an evidentiary presumption against the mother.",high,reviewed,True,"Full introduced text reviewed. This is strongly punitive criminal-justice evidence with an additional anti-abortion/fetal-personhood valence; code primarily under criminal justice to avoid treating drug exposure as a general abortion position."
97956,environment_energy,"Commend a regional Resource Conservation and Development Council for an award and for community and conservation projects.",nonideological,"Co-sponsored a ceremonial commendation of a regional conservation council.",high,reviewed,False,"Full resolution reviewed. Although it lists substantive conservation accomplishments, the act only honors an award recipient and is not reliable individual policy evidence."
96787,environment_energy,"Require affected county and municipal approval, findings, public notice, hearings, and information access before ADEM may issue or modify granite or limestone surface-mining permits.",progressive,"Co-sponsored local veto authority and public environmental review for surface-mining permits.",high,reviewed,True,"Full introduced text reviewed. The proposal adds substantial environmental, health, infrastructure, property-value, and public-participation safeguards before mining approval."
96325,ethics_government,"Prohibit political action committees from transferring contributions to other PACs, except principal campaign committees.",progressive,"Sponsored a ban on PAC-to-PAC transfers intended to improve campaign-money traceability.",high,reviewed,True,"Full introduced text reviewed. This is direct campaign-finance transparency and anti-circumvention evidence."
96654,ethics_government,"Limit each political action committee's contributions to a candidate to $1,000 per election cycle.",progressive,"Co-sponsored a $1,000 cap on PAC contributions to individual candidates.",high,reviewed,True,"Full introduced text reviewed. This is direct campaign-finance restriction evidence aimed at limiting organized-money influence."
97627,public_education,"Recognize the University of West Alabama's 175th anniversary.",nonideological,"Joined a chamber-wide ceremonial recognition of the University of West Alabama.",high,reviewed,False,"Full resolution reviewed. The historical commendation creates no higher-education policy or funding commitment."
96907,rural_hunting,"Allow permitted sales of farm-raised yellow perch under the same exception already available for specified hatchery and farm-pond fish.",conservative,"Co-sponsored a narrow deregulation benefiting farm-pond aquaculture while retaining permits and wild game-fish sale restrictions.",high,reviewed,True,"Full introduced text reviewed. This is modest rural-business and aquaculture deregulation, not a change to wild-fish conservation rules."
96297,ethics_government,"Create and fund a third elected circuit judgeship for Marshall County beginning with the 2012 general election after Voting Rights Act preclearance.",nonideological,"Sponsored additional local judicial capacity in the Twenty-seventh Judicial Circuit.",high,reviewed,False,"Full introduced text reviewed. Adding a judge is a concrete local service priority but supplies no dependable ideological or issue-direction evidence for the state matrix."
96284,taxes_budget,"Redistribute TVA in-lieu-of-tax payments among TVA-served jurisdictions and dry non-TVA communities while offsetting parts of the latter allocation with liquor-tax receipts.",mixed,"Co-sponsored revising the geographic distribution of TVA and alcohol-related local revenues.",high,reviewed,True,"Full enrolled structure reviewed. The bill is distributive local fiscal policy with winners and offsets rather than a general tax increase or cut; retain as mixed."
96988,social_services,"Create a multidisciplinary statewide team to standardize and coordinate investigation of sudden unexplained infant deaths.",progressive,"Co-sponsored coordinated state investigation and prevention capacity for sudden unexplained infant deaths.",high,reviewed,True,"Official bill synopsis reviewed. The measure expands public-health and child-welfare coordination rather than criminalizing parents or changing benefits."
96768,criminal_justice,"Further restrict over-the-counter ephedrine and pseudoephedrine sales through real-time electronic verification, penalties, and a Drug Abuse Task Force.",conservative,"Co-sponsored expanded controlled-substance precursor monitoring and enforcement.",high,reviewed,True,"Official synopsis reviewed. The bill's dominant direction is stricter drug enforcement, although it also has a public-health rationale."
97114,criminal_justice,"Recognize the Concerns of Police Survivors Fly the Blue Campaign.",nonideological,"Co-sponsored a ceremonial recognition of a police-survivor organization and campaign.",high,reviewed,False,"Official resolution synopsis reviewed. This is symbolic support for law-enforcement families, not a criminal-justice policy position."
97125,criminal_justice,"Commend Jesse Owens and name a segment of Highway 36 the Jesse Owens Parkway.",nonideological,"Co-sponsored an honorary highway designation for Jesse Owens.",high,reviewed,False,"Official resolution synopsis reviewed. The action is commemorative and non-policy."
96511,public_education,"Appropriate Education Trust Fund money to Talladega College subject to state fiscal controls.",progressive,"Co-sponsored state higher-education funding for Talladega College.",high,reviewed,True,"Official appropriation text and synopsis reviewed. This is direct support for public investment in a historically Black private college serving an educational public purpose."
1012398,business_economic_development,"Allow Shoals Economic Development Fund money to support workforce training and economic-development programs at the University of North Alabama.",progressive,"Co-sponsored using regional development funds for university-based workforce training and economic development.",high,reviewed,True,"Official synopsis reviewed. The measure expands permissible public investment in workforce capacity."
1006730,business_economic_development,"Allow Shoals Economic Development Fund money to construct a Workforce Training and Development Center.",progressive,"Co-sponsored regional public investment in a workforce training center.",high,reviewed,True,"Official synopsis reviewed. This is direct workforce-development infrastructure evidence."
1089854,rural_hunting,"Urge Congress to review commercial-driver-license mandates and remove unnecessary burdens on agriculture and small businesses.",conservative,"Co-sponsored federal regulatory relief for agricultural and small-business vehicle operators.",high,reviewed,True,"Official resolution synopsis reviewed. This is explicit deregulatory advocacy centered on rural and small-business interests."
587659,social_services,"Criminalize interference with, injury to, or intentional killing of a service animal and require restitution.",progressive,"Co-sponsored stronger legal protection for service-animal users and restitution for harm.",high,reviewed,True,"Official synopsis reviewed. The disability-access protection is progressive even though enforcement uses criminal penalties."
471772,criminal_justice,"Authorize local public-school security forces and define their relationship with local law enforcement.",conservative,"Sponsored establishment of dedicated security forces in public K-12 schools.",high,reviewed,True,"Official synopsis reviewed. The policy expands institutional security and policing capacity in schools."
291633,criminal_justice,"Permit a seat-belt citation when a person is stopped and arrested for a separate violation.",progressive,"Sponsored limited secondary enforcement of Alabama's seat-belt requirement.",medium,reviewed,True,"Official synopsis reviewed. The measure expands safety-law enforcement only after an independent stop and arrest, making the regulatory direction progressive but narrow."
612409,rural_hunting,"Create a hunting license for disabled residents that remains valid while the disability continues.",progressive,"Sponsored more accessible, durable hunting licensure for people with disabilities.",high,reviewed,True,"Official synopsis reviewed. This is a rural sporting-access measure with a disability-accommodation direction."
96435,environment_energy,"Prohibit state agencies from adopting fuel-economy regulation or a cap-and-trade program without legislative authorization.",conservative,"Co-sponsored blocking administrative climate and fuel-economy regulation absent a separate legislative act.",high,reviewed,True,"Official synopsis reviewed. This is explicit conservative environmental and regulatory policy."
622638,ethics_government,"Exclude third-party rewards for exemplary public service from the ethics-law ban on using office for personal gain.",conservative,"Co-sponsored a new ethics-law exception allowing certain third-party rewards to public officials.",high,reviewed,True,"Official synopsis reviewed. Whatever its employee-recognition rationale, the operative direction loosens ethics restrictions and creates a gift-like exception."
416092,ethics_government,"Prohibit political action committees from transferring money to other PACs except principal campaign committees.",progressive,"Sponsored a PAC-to-PAC transfer ban to improve campaign-finance traceability.",high,reviewed,True,"Full repaired 2010 First Special Session text was previously validated and reviewed. This is direct campaign-finance reform evidence."
549798,guns,"Authorize qualified local-board school security personnel and resource officers to carry firearms under specified conditions.",conservative,"Co-sponsored arming qualified school security personnel and resource officers.",high,reviewed,True,"Official synopsis reviewed. This is direct conservative gun and school-security evidence."
299613,guns,"Create crimes for knowingly soliciting an unlawful firearm transfer or deliberately giving false information to a gun seller, with stated exceptions and penalties.",progressive,"Sponsored additional criminal enforcement against unlawful and deceptive firearm purchases.",high,reviewed,True,"Official synopsis reviewed. The measure strengthens gun-sale enforcement while targeting already unlawful or knowingly deceptive conduct rather than lawful possession."
299373,guns,"Require law-enforcement agencies to dispose of seized firearms through auctions to eligible purchasers and retain proceeds for law-enforcement purposes.",conservative,"Sponsored returning seized firearms to lawful commerce through auction instead of destruction.",high,reviewed,True,"Official synopsis reviewed. The policy favors lawful gun circulation and law-enforcement revenue and is conservative on firearms."
969034,healthcare_medicaid_finance,"Recognize Red Bay Hospital for fifty years of service.",nonideological,"Sponsored a ceremonial hospital anniversary recognition.",high,reviewed,False,"Official resolution synopsis reviewed. No health financing or delivery policy is enacted."
968822,healthcare_medicaid_finance,"Recognize Red Bay Hospital for fifty years of service.",nonideological,"Sponsored a ceremonial hospital anniversary recognition.",high,reviewed,False,"Official joint-resolution synopsis reviewed. This companion is non-policy."
328554,criminal_justice,"Authorize blood and saliva testing and specified disclosure after offenders expose law-enforcement officers, firefighters, first responders, or corrections officers to communicable disease in the line of duty.",mixed,"Co-sponsored occupational disease-testing protections for first responders that compel testing and limited health-information disclosure from offenders.",high,reviewed,True,"Official synopsis reviewed. Worker safety is protective while involuntary testing and offender privacy burdens are coercive; code as mixed."
1049643,business_economic_development,"Name a segment of U.S. Highway 72 for Frankie Lee Wallace.",nonideological,"Co-sponsored an honorary highway designation.",high,reviewed,False,"Official resolution synopsis reviewed. This is ceremonial, not infrastructure policy."
637505,infrastructure_energy,"Expand the Franklin County Water Coordinating and Fire Prevention Authority's permissible services to include sewage and broadband.",progressive,"Sponsored expansion of a public local authority into sewer and broadband service.",high,reviewed,True,"Official synopsis reviewed. This is active public-service and infrastructure expansion."
612569,taxes_budget,"Authorize a Franklin County sales tax for schools, temporarily allocate a portion to roads, and require a referendum for extension.",mixed,"Sponsored a locally approved sales tax supporting schools and roads with a time-limited allocation and renewal vote.",high,reviewed,True,"Official synopsis reviewed. The bill combines a regressive revenue instrument with public education and infrastructure investment plus voter control."
574829,ethics_government,"Allow the Retirement Systems of Alabama secretary-treasurer to make investment decisions without Board of Control approval.",mixed,"Sponsored concentrating RSA investment authority in its secretary-treasurer.",high,reviewed,True,"Official synopsis reviewed. This is a clear governance-centralization position but has no stable left-right direction absent evidence about safeguards and performance."
97129,public_education,"Commend the University of North Alabama on its 180th anniversary.",nonideological,"Co-sponsored a ceremonial university anniversary resolution.",high,reviewed,False,"Official synopsis reviewed. No education policy or appropriation is created."
97089,public_education,"Commend the George Lindsey University of North Alabama Film Festival.",nonideological,"Co-sponsored a ceremonial film-festival commendation.",high,reviewed,False,"Official synopsis reviewed. This is cultural recognition, not education policy."
402719,public_employee_benefits,"Award correctional officers one year of hazardous-duty service credit for every five years worked for retirement and insurance purposes.",progressive,"Sponsored enhanced retirement recognition for correctional officers' hazardous service.",high,reviewed,True,"Official synopsis reviewed. This expands public-worker benefits for a high-risk occupation."
1006665,business_economic_development,"Create a Lauderdale County Community Development Fund and divide expenditures between the county commission and a development authority after formation of an agriculture authority.",mixed,"Sponsored a local structure for distributing community-development resources between public bodies.",medium,reviewed,True,"Official synopsis reviewed. The measure establishes a development priority but the compact description does not expose enough allocation detail for a directional ideological code."
788478,public_employee_benefits,"Use Lauderdale County TVA in-lieu-of-tax community-development money to provide sheriff's officers uniforms and a uniform allowance, retroactive to 2006.",progressive,"Sponsored public funding of work uniforms and allowances for county sheriff's officers.",high,reviewed,True,"Official synopsis reviewed. This is a narrow employee-compensation and equipment benefit."
743211,taxes_budget,"Create optional personalized memorial license plates for deceased family members, charge an additional fee, and send proceeds to the General Fund.",nonideological,"Sponsored a fee-supported memorial license-plate option.",high,reviewed,False,"Official synopsis reviewed. This consumer option and fee is administrative and not useful ideological evidence."
98540,abortion,"Constitutionally prohibit abortion except to preserve the pregnant woman's life or when pregnancy results from rape or incest, with penalties.",conservative,"Sponsored a constitutional abortion ban with life, rape, and incest exceptions.",high,reviewed,True,"Official synopsis reviewed. This is direct anti-abortion policy evidence, with broader exceptions than Alabama's later near-total statutory ban."
98662,healthcare_conscience,"Prohibit private or denominational hospitals from requiring employees or physicians to participate in abortion, embryo research, cloning, euthanasia, or assisted suicide and create civil remedies.",conservative,"Sponsored broad institutional and worker conscience protections against participation in specified reproductive and end-of-life procedures.",high,reviewed,True,"Official synopsis reviewed. This is direct conservative health-care conscience evidence."
98862,business_economic_development,"Commend the Pike County Economic Development Corporation.",nonideological,"Co-sponsored a ceremonial commendation of a local development corporation.",high,reviewed,False,"Official resolution synopsis reviewed. Recognition alone does not establish a subsidy or development-policy stance."
98601,public_employee_benefits,"Provide salary increases for specified Department of Corrections employees working inside secured facilities.",progressive,"Sponsored increased compensation for corrections employees working inside security fences.",high,reviewed,True,"Official synopsis reviewed. This is direct support for higher pay for hazardous public work and parallels HB747."
98422,criminal_justice,"Classify assault on an off-duty law-enforcement officer performing lawful private security work as second-degree assault under the officer-protection statute.",conservative,"Sponsored extending enhanced assault penalties to off-duty officers employed by private entities.",high,reviewed,True,"Official synopsis reviewed. The measure broadens a penalty enhancement and is punitive/conservative on criminal justice."
98508,criminal_justice,"Establish crimes and penalties for coercive or deceptive labor and sex trafficking.",mixed,"Sponsored explicit criminal prohibitions against human trafficking and exploitation.",high,reviewed,True,"Official synopsis reviewed. Protection from exploitation is progressive while the delivery mechanism is punitive criminal enforcement; the issue is substantively important but not cleanly partisan."
98158,rural_hunting,"Create a continuously valid hunting and fishing license for qualifying disabled veterans.",progressive,"Sponsored durable, lower-burden hunting and fishing access for disabled veterans.",high,reviewed,True,"Official synopsis reviewed. This combines rural sporting access with a disability and veterans accommodation."
98169,ethics_government,"Require the Ethics Commission to provide mandatory ethics training for elected officials.",progressive,"Sponsored mandatory ethics-law training for elected officials.",high,reviewed,True,"Official synopsis reviewed. This is direct good-government and compliance evidence."
98435,public_employee_benefits,"Create a voluntarily funded annuity and benefit system for paid and volunteer firefighters with service, disability, and death benefits, professional administration, audits, and reports.",progressive,"Sponsored a new voluntary retirement and survivor-benefit program for firefighters.",high,reviewed,True,"Official synopsis reviewed. This expands structured benefits for public-safety workers while relying on voluntary participation and dedicated funding."
98635,social_services,"Create an Alzheimer's Disease Task Force to assess statewide present and future needs and report recommendations.",progressive,"Sponsored state planning for Alzheimer's disease services and policy.",high,reviewed,True,"Official synopsis reviewed. The task force is a substantive health and aging priority even though it does not itself appropriate services."
98481,healthcare_medicaid_finance,"Authorize hospitals and long-term-care providers to donate unused prescription drugs and physician samples to charitable pharmacies and clinics under regulated conditions.",progressive,"Sponsored a prescription-drug donation pathway for charitable health providers.",high,reviewed,True,"Official synopsis reviewed. The policy expands access to medicines through regulated reuse and charitable distribution."
98257,business_economic_development,"Dedicate $100 million annually from the Alabama Trust Fund for ten years to state and local road, bridge, rail, maintenance, and economic-development infrastructure.",progressive,"Sponsored a decade-long state and local transportation investment program funded from Trust Fund assets.",high,reviewed,True,"Official synopsis and House-companion text reviewed. This is active public infrastructure investment with a real Trust Fund tradeoff."
98787,business_economic_development,"Name a segment of Alabama Highway 113 for Dewey J. Bondurant Jr.",nonideological,"Co-sponsored an honorary highway designation.",high,reviewed,False,"Official synopsis reviewed. No transportation policy is created."
98786,business_economic_development,"Name a segment of Interstate 65 for Ray Scott.",nonideological,"Co-sponsored an honorary highway designation.",high,reviewed,False,"Official synopsis reviewed. No transportation policy is created."
98366,public_employee_benefits,"Allow designated Etowah County sales-tax revenue to support salaries of certified school personnel and Gadsden State employees during proration.",progressive,"Sponsored protecting education employee salaries with earmarked local revenue during budget proration.",high,reviewed,True,"Official synopsis reviewed. This is direct educator-compensation protection, though geographically and fiscally conditional."
98459,ethics_government,"Alter the constitutional age requirement for members of the University of Alabama Board of Trustees.",nonideological,"Sponsored a governance eligibility change for university trustees.",medium,reviewed,False,"Official synopsis reviewed. Without a substantive policy consequence in the compact record, an age-rule adjustment is not reliable ideological evidence."
98871,public_education,"Commend the White House HBCU Initiative and Alabama A&M University for hosting a technical-assistance conference.",nonideological,"Co-sponsored a ceremonial HBCU conference commendation.",high,reviewed,False,"Official synopsis reviewed. Recognition does not enact education policy."
98535,racial_civil_rights,"Exempt the National Voting Rights Museum and Institute from state income and state and local sales and use taxes.",progressive,"Sponsored tax support for an institution preserving voting-rights and civil-rights history.",high,reviewed,True,"Official synopsis reviewed. This is narrow but direct material support for a civil-rights institution."
98549,rural_hunting,"Centralize livestock and animal-husbandry regulation in the Agriculture Department and State Veterinarian while revising animal-cruelty enforcement.",mixed,"Sponsored state preemption and consolidation of livestock regulation with animal-health and cruelty provisions.",medium,reviewed,True,"Official synopsis reviewed. Agricultural regulatory uniformity is conservative, while disease and cruelty enforcement can be protective; code as mixed rural/agriculture policy."
98624,criminal_justice,"Add an Etowah County solicitor fee and court costs and direct the proceeds under a companion constitutional amendment.",conservative,"Sponsored additional criminal and court fees in Etowah County.",high,reviewed,True,"Official synopsis reviewed. This expands fee-based justice-system financing and is conservative/punitive in effect."
98480,criminal_justice,"Charge an application fee for interstate adult-offender supervision transfers, permit exemptions, and continuously appropriate proceeds to probation upkeep.",conservative,"Sponsored user-fee financing for interstate probation and parole transfer administration.",high,reviewed,True,"Official synopsis reviewed. The measure places added financial burden on supervised people, subject to exceptions."
98551,public_employee_benefits,"Apply salary reductions consistently to state-employed and specified county-employed juvenile probation officers.",conservative,"Sponsored consistent pay reductions across juvenile-probation employment arrangements.",medium,reviewed,True,"Official synopsis reviewed. The compact text indicates a benefit cut but does not expose its size or fiscal context, so confidence is medium."
98243,ethics_government,"Substantially strengthen Alabama ethics law through broader definitions, disclosure, subpoena authority, lobbying and contracting restrictions, and increased bribery, conflict, and trading-in-office penalties.",progressive,"Sponsored a comprehensive expansion of ethics disclosure, enforcement, and anti-corruption restrictions.",high,reviewed,True,"Official synopsis reviewed. This is strong good-government reform evidence despite its use of enhanced penalties."
98517,gambling,"Create and constitutionally authorize a Gaming Commission to regulate and tax commercial bingo and distribute proceeds.",mixed,"Sponsored legalized, regulated, and taxed commercial bingo.",high,reviewed,True,"Official synopsis reviewed. The concrete stance is pro-regulated gambling; because Alabama gambling coalitions cross conventional ideology, retain a mixed valence."
98719,guns,"Increase the Choctaw County concealed-pistol permit fee.",progressive,"Sponsored a local increase in the cost of concealed-pistol permits.",high,reviewed,True,"Official synopsis reviewed. This is modestly progressive on gun regulation but narrow and revenue-oriented."
98332,criminal_justice,"Prohibit text messaging while driving on public roads and impose penalties.",progressive,"Sponsored a statewide distracted-driving safety prohibition.",high,reviewed,True,"Official synopsis reviewed. The measure expands safety regulation and enforcement rather than general criminal punishment."
98770,public_education,"Commend teachers and educational support personnel.",nonideological,"Co-sponsored a ceremonial commendation of education workers.",high,reviewed,False,"Official synopsis reviewed. Recognition alone is not evidence of pay, funding, or labor policy."
98452,criminal_justice,"Require revocation of education certification or termination of school employment after conviction of a felony or a child-related sex offense.",conservative,"Sponsored mandatory professional exclusion of education workers convicted of specified crimes.",high,reviewed,True,"Official synopsis reviewed. The policy removes discretion and imposes a collateral employment consequence, making it punitive/conservative."
98297,criminal_justice,"Require revocation of education certification or termination of school employment after conviction of a felony or a child-related sex offense.",conservative,"Sponsored mandatory professional exclusion of education workers convicted of specified crimes.",high,reviewed,True,"Official synopsis reviewed. This companion states the same punitive employment consequence as SB316."
98749,public_private_partnerships,"Extend the Lieutenant Governor's Commission on Public-Private Partnership Projects.",mixed,"Sponsored continuing state study and implementation work on public-private infrastructure partnerships.",high,reviewed,True,"Official synopsis and House-companion text reviewed. The extension establishes a P3 priority but incorporates recommendations not restated here, so no simple ideological direction is assigned."
98450,rural_hunting,"Authorize Forestry Commission administrative rules governing conduct on state forests and penalties for violations.",mixed,"Sponsored enforceable conduct rules on state forest land.",medium,reviewed,True,"Official synopsis reviewed. Resource stewardship and rule enforcement are substantive, but the compact description does not show whether particular restrictions expand conservation, recreation access, or agency power enough for a directional code."
98712,infrastructure_energy,"Redirect part of Citronelle oil-and-gas revenue to a volunteer fire department in place of a rescue squad and release specified escrowed funds.",progressive,"Sponsored local energy-revenue support for volunteer fire protection.",high,reviewed,True,"Official synopsis reviewed. This is public-safety service funding through local resource revenue, though it reallocates rather than creates money."
98680,ethics_government,"Create an additional Baldwin County circuit judgeship with conditional state appropriations.",nonideological,"Sponsored additional local judicial capacity.",high,reviewed,False,"Official synopsis reviewed. The service-capacity choice has no dependable ideological direction in the available text."
98659,business_economic_development,"Authorize an income-tax deduction for employers hiring qualifying unemployment-benefit recipients or people whose benefits expired.",mixed,"Sponsored a targeted tax incentive for reemployment of unemployed workers.",high,reviewed,True,"Official synopsis reviewed. The bill combines a conservative tax mechanism with a progressive labor-market objective and is coded mixed."
299664,business_economic_development,"Revise film-production tax rebates and limit related sales, use, and lodging exemptions to the state-tax portion.",mixed,"Sponsored targeted entertainment-industry incentives while narrowing which tax shares are exempt.",high,reviewed,True,"Official synopsis reviewed. This is industrial policy with both subsidy expansion/adjustment and a local-revenue limitation."
423424,criminal_justice,"Add a Cleburne County drug-and-violent-crime court fee and distribute proceeds to the circuit clerk, sheriff, and regional task force.",conservative,"Sponsored fee-financed drug and violent-crime enforcement.",high,reviewed,True,"Official synopsis reviewed. This expands court-cost burdens and funds punitive enforcement."
96958,criminal_justice,"Authorize additional Cleburne County court costs in traffic, civil, and criminal cases and distribute the revenue locally.",conservative,"Co-sponsored broader local court-cost financing.",high,reviewed,True,"Official synopsis reviewed. The policy increases user fees across justice proceedings and is conservative on fee-based court finance."
543965,guns,"Allow Cherokee County sheriff's deputies retiring with at least ten years of service to receive a badge, commission card, and pistol without cost.",conservative,"Sponsored a free service pistol and credentials benefit for qualifying retired deputies.",high,reviewed,True,"Official synopsis reviewed. This is both a public-employee recognition benefit and a narrow gun-rights position."
96889,public_employee_benefits,"Credit qualifying military service and other covered public employment when calculating the retiree sliding-scale premium in the State Employees' Health Insurance Plan.",progressive,"Co-sponsored broader service credit to reduce or improve retiree health-premium treatment.",high,reviewed,True,"Official synopsis reviewed. This is direct benefit protection for public servants and veterans."
536949,business_economic_development,"Designate a Cleburne County highway segment as the Lieutenant Ralph Byron Bentley Memorial Highway.",nonideological,"Co-sponsored an honorary memorial highway designation.",high,reviewed,False,"Official synopsis reviewed. No infrastructure policy is created."
424221,business_economic_development,"Name a Cherokee County highway segment for W. A. Ellis Jr.",nonideological,"Co-sponsored an honorary highway designation.",high,reviewed,False,"Official synopsis reviewed. No infrastructure policy is created."
424225,business_economic_development,"Name a Cherokee County U.S. Highway 411 segment for George and Tom Jordan.",nonideological,"Co-sponsored an honorary highway designation.",high,reviewed,False,"Official synopsis reviewed. No infrastructure policy is created."
637590,taxes_budget,"Levy an additional Cherokee County sales tax dedicated exclusively to public schools.",mixed,"Sponsored a local sales-tax increase earmarked for public education.",high,reviewed,True,"Official synopsis reviewed. The policy combines a regressive tax instrument with progressive public-school investment."
96983,public_education,"Authorize Public School and College Authority bonds and negotiated sales for education capital, swap obligations, and school-bus fleet renewal, backed by pledged Public School Fund revenue.",progressive,"Co-sponsored bond financing for public-education capital needs and school-bus replacement.",high,reviewed,True,"Official synopsis reviewed. This is active public-school investment, with debt and swap-financing risks that should remain visible in fiscal analysis."
96964,public_education,"Appropriate Public School Fund money to local boards of education for fiscal-year 2011 operating expenses and authorize its expenditure.",progressive,"Co-sponsored state operating support for local public-school systems.",high,reviewed,True,"Official synopsis reviewed. This is direct public-education funding evidence."
96825,public_employee_benefits,"Allow officers and employees of the Alabama Higher Education Partnership to participate in the Teachers' Retirement System.",progressive,"Co-sponsored extending public retirement-system eligibility to employees of a higher-education advocacy organization.",medium,reviewed,True,"Official synopsis reviewed. The bill expands retirement access, though to a narrow quasi-public/nonprofit group rather than general educators."
96592,public_employee_benefits,"Allow both the Teachers' and Employees' Retirement Systems to amortize accrued pension liabilities over as many as 30 years rather than 20.",conservative,"Co-sponsored lengthening the public pension liability funding period to reduce near-term contribution pressure.",high,reviewed,True,"Official synopsis and the parallel teachers-only bill text reviewed. Longer amortization eases current budgets but delays funding and can raise long-run costs."
96307,public_employee_benefits,"Allow qualifying School Superintendents of Alabama executives and employees to continue participating in the Teachers' Retirement System.",progressive,"Co-sponsored preserving Teachers' Retirement System participation for employees of the superintendents' association.",medium,reviewed,True,"Official synopsis reviewed. This is a narrow benefit-continuation measure."
332609,social_services,"Mourn the death of Archie L. Farmer.",nonideological,"Sponsored a constituent memorial resolution.",high,reviewed,False,"Official synopsis reviewed. This is ceremonial."
