person_id,candidate,election_cycle,issue,stance_code,position_summary,evidence_date,temporal_status,confidence,source_url
ALPERSON-JERRY-L-FIELDING,Jerry Fielding,2010,business_economic_development,industrial_jobs,"In his 2014 reelection questionnaire, prioritized attracting businesses and industry and assisting the local economic-development council with job creation.",2014-05-29,post_election,high,https://newsaegis.com/2014/05/29/primary-elections-2014/
ALPERSON-JERRY-L-FIELDING,Jerry Fielding,2010,infrastructure_energy,support_public_investment,"In his 2014 reelection questionnaire, called infrastructure vital to job creation and sought funding for water systems, industrial parks, and road construction and repair.",2014-05-29,post_election,high,https://newsaegis.com/2014/05/29/primary-elections-2014/
ALPERSON-JERRY-L-FIELDING,Jerry Fielding,2010,healthcare_medicaid,oppose_aca,"In his 2014 reelection questionnaire, promised conservative reforms intended to minimize the Affordable Care Act's impact in Alabama.",2014-05-29,post_election,high,https://newsaegis.com/2014/05/29/primary-elections-2014/
ALPERSON-REX-CHEATHAM,Rex Cheatham,2014,labor_unions,support_seniority_protection,"As an Alabama Education Association spokesperson, opposed legislation removing teacher seniority as the leading layoff consideration and argued that the State Board of Education should decide the policy.",2014-03-06,pre_election,high,https://www.waff.com/story/24907880/aea-eliminating-teacher-seniority-protection-is-wrong/
ALPERSON-TAMMY-L-IRONS,Tammy Irons,2010,taxes_budget,oppose_costly_litigation,"In the Democratic response to the 2013 State of the State, criticized legislation she said would cost Alabama millions to defend in court and characterized that agenda as fiscally irresponsible.",2013-02-06,post_election,high,https://quadcitiesdaily.com/shoals-very-own-state-senator-tammy-irons-gives-the-democratic-partys-response-to-governor-bentleys-address/
ALPERSON-TAMMY-L-IRONS,Tammy Irons,2010,public_education,support_funding,"In the Democratic response to the 2013 State of the State, criticized deep cuts to public education and argued that children and schools should take priority over large multistate corporations.",2013-02-06,post_election,high,https://quadcitiesdaily.com/shoals-very-own-state-senator-tammy-irons-gives-the-democratic-partys-response-to-governor-bentleys-address/
ALPERSON-TAMMY-L-IRONS,Tammy Irons,2010,healthcare_medicaid,support_access,"In the Democratic response to the 2013 State of the State, identified affordable and accessible health care as a legislative priority.",2013-02-06,post_election,high,https://quadcitiesdaily.com/shoals-very-own-state-senator-tammy-irons-gives-the-democratic-partys-response-to-governor-bentleys-address/
ALPERSON-BILLY-BEASLEY,Billy Beasley,2010,healthcare_medicaid,support_expansion,"Argued in the 2014 legislative session that refusing Medicaid expansion would leave low-wage working Alabamians uninsured and shift uncompensated-care costs to hospitals.",2014-01-15,post_election,high,https://www.washingtonexaminer.com/policy/healthcare/304271/alabama-gov-robert-bentley-defends-decision-not-to-expand-medicaid/
ALPERSON-JAMES-C-FIELDS-JR,James C. Fields Jr.,2010,infrastructure_energy,support_public_investment,"While considering another run in 2017, identified better roads as a first-order district priority tied to education and a stronger local tax base.",2017-07-09,post_election,high,https://www.cullmantribune.com/2017/07/09/james-fields-will-he-or-wont-he/
ALPERSON-JAMES-C-FIELDS-JR,James C. Fields Jr.,2010,taxes_budget,restructure_spending,"Said the state should restructure how tax dollars are spent rather than raise taxes, with stronger coordination between state representatives and county government.",2017-07-09,post_election,high,https://www.cullmantribune.com/2017/07/09/james-fields-will-he-or-wont-he/
ALPERSON-JAMES-C-FIELDS-JR,James C. Fields Jr.,2010,business_economic_development,business_labor_balance,"Described himself as friendly to both business and labor and emphasized vocational training as an avenue from poverty into productive employment.",2017-07-09,post_election,high,https://www.cullmantribune.com/2017/07/09/james-fields-will-he-or-wont-he/
ALPERSON-MARC-KEAHEY,Marc Keahey,2010,healthcare_medicaid,support_funding,"Argued that a proposed Alabama Trust Fund transfer was necessary to prevent collapse of Medicaid and preserve hospitals and health-care services.",2012-09-14,post_election,high,https://www.alreporter.com/2012/09/14/vote-yes-on-tuesday-for-the-future-of-alabama/
ALPERSON-MARC-KEAHEY,Marc Keahey,2010,taxes_budget,support_trust_fund_transfer,"Supported the 2012 constitutional amendment transferring Trust Fund resources to sustain Medicaid, corrections, courts, and other General Fund services during the budget crisis.",2012-09-14,post_election,high,https://www.alreporter.com/2012/09/14/vote-yes-on-tuesday-for-the-future-of-alabama/
ALPERSON-MARC-KEAHEY,Marc Keahey,2010,ethics_government,support_anti_corruption_pledge,"Signed a detailed anti-corruption pledge supporting legislative term limits, a two-year lobbying cooling-off period, contract-lobbying disclosure, a lobbyist gift ban, restrictions on dual public salaries and contractor donations, and a ban on in-session fundraising.",2014-03-25,post_election,high,https://www.alreporter.com/2014/03/25/former-state-senator-asks-legislators-to-sign-anti-corruption-pledge/
ALPERSON-LARRY-MEANS,Larry Means,2014,ethics_government,support_anti_corruption_pledge,"Signed a detailed anti-corruption pledge supporting legislative term limits, a two-year lobbying cooling-off period, contract-lobbying disclosure, a lobbyist gift ban, restrictions on dual public salaries and contractor donations, and a ban on in-session fundraising.",2014-03-25,pre_election,high,https://www.alreporter.com/2014/03/25/former-state-senator-asks-legislators-to-sign-anti-corruption-pledge/
ALPERSON-VIVIAN-DAVIS-FIGURES,Vivian Davis Figures,2010,abortion,support_rape_incest_exceptions,"Filed legislation to add rape and incest exceptions to Alabama's abortion ban and argued that abortion decisions should remain with patients and doctors.",2023-03-08,post_election,high,https://apnews.com/article/f793146799ba4d399bdc5ca0cb4fa2cb
ALPERSON-VIVIAN-DAVIS-FIGURES,Vivian Davis Figures,2010,minimum_wage_worker_pay,support_paid_parental_leave,"Sponsored legislation providing eight weeks of paid parental leave to public-school teachers and pressed the Senate to advance it after an initial 26-2 vote.",2024-05-04,post_election,high,https://apnews.com/article/49f2e4704e9ee5928ba535063e5b6809
ALPERSON-VIVIAN-DAVIS-FIGURES,Vivian Davis Figures,2010,healthcare_medicaid,support_dedicated_funding,"Sponsored a constitutional amendment proposing a five-mill state property-tax increase dedicated to Medicaid funding.",2016-03-05,post_election,high,https://birminghamwatch.org/2016/03/05/2016-legislative-update/
ALPERSON-RANDALL-WHITE,Randall White,2010,business_economic_development,aligned_credit_unions,"Received a 100 percent 2010 candidate evaluation from the League of Southeastern Credit Unions; this supports only a narrow inference of alignment with that organization's credit-union and consumer-finance priorities.",2010-01-01,pre_election,medium,https://justfacts.votesmart.org/interest-group/1991/rating/5850
ALPERSON-ALAN-HARPER,Alan Harper,2010,business_economic_development,support_jobs_and_business,"When announcing his 2012 party switch, identified business support and bringing new jobs to his west Alabama district as continuing top priorities.",2012-02-07,post_election,high,https://yellowhammernews.com/rep-alan-harper-of-aliceville-announces-switch-to-alabama-gop/
ALPERSON-ALAN-HARPER,Alan Harper,2010,public_education,support,"When announcing his 2012 party switch, identified education as a continuing top priority alongside business and job creation.",2012-02-07,post_election,high,https://yellowhammernews.com/rep-alan-harper-of-aliceville-announces-switch-to-alabama-gop/
ALPERSON-RICHARD-LINDSEY,Richard Lindsey,2014,taxes_budget,preserve_core_services,"Warned that repeated budget cuts had left prison staffing, school supplies, and state-trooper coverage at damaging minimums and argued that lawmakers had to decide how to finance services Alabamians wanted to retain.",2013-03-19,pre_election,high,https://www.apr.org/politics-government/2013-03-19/ala-legislator-discusses-severity-of-budget-cuts
ALPERSON-RICHARD-LINDSEY,Richard Lindsey,2014,public_education,support_funding,"Cited inadequate school supplies as evidence that repeated state budget cuts had gone too far.",2013-03-19,pre_election,high,https://www.apr.org/politics-government/2013-03-19/ala-legislator-discusses-severity-of-budget-cuts
