amendment_id,person_id,candidate,election_cycle,bill_number,issue,stance_code,position_summary,revision_direction,ideological_valence,evidence_date,temporal_status,confidence,source_url,local_text,review_note,linked_bill_number,header_bill_number,bill_link_status
75160,ALPERSON-ANTHONY-DANIELS,Anthony Daniels,2014,HB314,abortion,amendment_support,Proposed exempting abortions terminating pregnancies resulting from rape or incest from HB314's criminal abortion prohibition.,adds_rape_and_incest_exceptions,progressive,2019-04-30,post_election,high,https://legiscan.com/AL/amendment/HB314/id/75160,data\processed\legislative\focal_amendment_text\75160.txt,The amendment directly narrows the abortion ban and is unambiguously progressive relative to the underlying bill.,HB314,HB314,matched
76455,ALPERSON-BARBARA-A-DRUMMOND,Barbara A. Drummond,2014,HB598,taxes_budget,amendment_support,"Proposed temporarily redirecting $500,000 each from Mobile city and county simplified-sellers-use-tax proceeds and $200,000 from other Mobile County municipalities to the Thirteenth Judicial Circuit through fiscal 2024.",redirects_mobile_sales_tax_to_circuit_court,indeterminate,2019-05-16,post_election,high,https://legiscan.com/AL/amendment/HB598/id/76455,data\processed\legislative\focal_amendment_text\76455.txt,The amendment specifies a local court-funding allocation and sunset. It demonstrates judicial-system funding priority but no simple ideological direction.,HB598,HB598,matched
76893,ALPERSON-BARBARA-A-DRUMMOND,Barbara A. Drummond,2014,SB14,public_education,amendment_support,"Proposed requiring public-school Bible electives to be objective and as academically rigorous as other electives, limiting related displays to the course duration, and ensuring students could meet every requirement without taking the course.",adds_bible_course_academic_and_opt_out_safeguards,progressive,2019-05-23,post_election,high,https://legiscan.com/AL/amendment/SB14/id/76893,data\processed\legislative\focal_amendment_text\76893.txt,"The safeguards preserve voluntariness, academic standards, and church-state neutrality within the elective-course bill, a progressive direction relative to an unrestricted program.",SB14,SB14,matched
79902,ALPERSON-BARBARA-A-DRUMMOND,Barbara A. Drummond,2014,HB46,health_social_services,amendment_support,Proposed extending HB46's prohibition on smoking tobacco products in a vehicle with a minor present to vaping and defining vaping by the existing electronic-nicotine-delivery-system statute.,extends_child_vehicle_smoking_ban_to_vaping,progressive,2020-02-18,post_election,high,https://legiscan.com/AL/amendment/HB46/id/79902,data\processed\legislative\focal_amendment_text\79902.txt,The amendment directly broadens a child public-health protection and has a progressive regulatory direction.,HB46,HB46,matched
105741,ALPERSON-VIVIAN-DAVIS-FIGURES,Vivian Davis Figures,2010,HB391,lgbtq_cultural,amendment_support,Proposed limiting HB391's restriction on mixed-biological-sex school athletic competition to events and athletic associations within Alabama.,limits_transgender_sports_ban_to_in_state_events,progressive,2021-04-15,post_election,medium,https://legiscan.com/AL/amendment/HB391/id/105741,data\processed\legislative\focal_amendment_text\105741.txt,The amendment narrows the geographic reach of the transgender-athletics restriction but does not oppose its in-state application. It is progressive only relative to the broader bill and therefore receives medium confidence.,HB391,HB391,matched
105970,ALPERSON-BARBARA-A-DRUMMOND,Barbara A. Drummond,2014,HB265,racial_civil_rights,amendment_support,"Proposed requiring Alabama residency and racial, gender, geographic, urban-rural, and economic diversity in the Psychology Professional Wellness Committee's membership.",requires_diverse_psychology_wellness_committee,progressive,2021-04-15,post_election,high,https://legiscan.com/AL/amendment/HB265/id/105970,data\processed\legislative\focal_amendment_text\105970.txt,The membership standard expressly advances representative diversity and is progressive on inclusive governance.,HB265,HB265,matched
131138,ALPERSON-BARBARA-A-DRUMMOND,Barbara A. Drummond,2014,HB220,public_education,amendment_support,"Proposed retaining the 2021-22 start, rather than delaying until 2022-23, for the Literacy Act requirement that third graders demonstrate sufficient reading skills for promotion.",retains_earlier_third_grade_reading_promotion_start,conservative,2022-02-23,post_election,high,https://legiscan.com/AL/amendment/HB220/id/131138,data\processed\legislative\focal_amendment_text\131138.txt,"The archived HB220 provision resolves the date fragment. Accelerating the promotion gate is a conservative education-accountability direction, though the broader bill also provides multiple assessments and interventions.",HB220,HB220,matched
136162,ALPERSON-VIVIAN-DAVIS-FIGURES,Vivian Davis Figures,2010,SB204,ethics_government,amendment_support,Proposed adding legislators to SB204's personal-information confidentiality protections while deleting prosecutors from the covered group.,substitutes_legislators_for_prosecutors_in_privacy_protection,mixed,2022-03-10,post_election,high,https://legiscan.com/AL/amendment/SB204/id/136162,data\processed\legislative\focal_amendment_text\136162.txt,The amendment expands privacy protection for legislators but removes it from prosecutors. Those opposing coverage changes produce a mixed institutional direction.,SB204,SB204,matched
140462,ALPERSON-BARBARA-A-DRUMMOND,Barbara A. Drummond,2014,SB171,public_education,amendment_support,"Proposed broadening recognized mathematics assessments, allowing comprehensive assessment reports to substitute for separate parent reports, lowering two numerical thresholds from 900 to 800, and adding House and Senate minority leaders to multiple Numeracy Act oversight and reporting provisions.",revises_numeracy_assessment_reporting_and_oversight,mixed,2022-03-29,post_election,medium,https://legiscan.com/AL/amendment/SB171/id/140462,data\processed\legislative\focal_amendment_text\140462.txt,"The amendment clearly prioritizes parent information and bipartisan oversight, but the meaning of the two lowered thresholds depends on the committee substitute. The combined direction is therefore mixed with medium confidence.",SB171,SB171,matched
199959,ALPERSON-VIVIAN-DAVIS-FIGURES,Vivian Davis Figures,2010,SB18,criminal_justice,amendment_support,"Proposed retroactively reopening otherwise time-barred civil claims for childhood sex offenses solely against the bankruptcy estate of the congressionally chartered organization that entered bankruptcy on February 18, 2020, through 2026.",reopens_boy_scout_bankruptcy_child_abuse_claims,progressive,2024-02-21,post_election,high,https://legiscan.com/AL/amendment/SB18/id/199959,data\processed\legislative\focal_amendment_text\199959.txt,The complete Scouts' Honor substitute creates a narrow remedy for abuse survivors against the Boy Scouts bankruptcy estate while protecting other entities from revived claims. It is progressive on victim access to civil remedies.,SB18,SB18,matched
