person_id,candidate,election_cycle,evidence_date,dimension,coded_value,evidence_summary,source_type,source_url,confidence,review_status
ALPERSON-LINDA-MEIGS,Linda Meigs,2018,2018-10-28,localism_personal_vote,1,"The same voter guide identified Meigs as a retired Grissom High School teacher, a first-time candidate, and an active member of Madison County Democratic organizations. The occupational tie supports some local credibility, but the evidence does not demonstrate a long-standing personal electoral network.",contemporary_candidate_voter_guide,https://media.al.com/news_impact/other/Huntsville%20Times%202018%20midterm%20guide.pdf,medium,provisional
ALPERSON-KIM-CAUDLE-LEWIS,Kim Caudle Lewis,2022,2022-09-14,economic_ideology,-1,"During the campaign Lewis said Alabama needed to move education beyond years of stagnation and identified education as the district's highest priority. This is evidence for a mildly progressive public-investment orientation, not a complete economic platform.",contemporary_candidate_interview,https://www.alreporter.com/2022/09/14/in-competitive-districts-some-democratic-candidates-may-find-success/,high,provisional
ALPERSON-KIM-CAUDLE-LEWIS,Kim Caudle Lewis,2022,2022-09-14,abortion_position,-1,"After Dobbs, Lewis described reproductive rights as something voters wanted protected and said they wanted legislators willing to listen to women and preserve those choices. The statement supports an abortion-rights code, while its indirect wording warrants a mild rather than strong score.",contemporary_candidate_interview,https://www.alreporter.com/2022/09/14/in-competitive-districts-some-democratic-candidates-may-find-success/,high,provisional
ALPERSON-KIM-CAUDLE-LEWIS,Kim Caudle Lewis,2022,2022-01-31,localism_personal_vote,2,"At campaign launch Lewis emphasized lifelong Madison County residence, building local businesses, supporting schools and community organizations, and prior Chamber of Commerce leadership. Contemporary profiles identify her as the first Black woman to chair the Huntsville/Madison County Chamber.",contemporary_candidate_interview,https://256today.com/kimberly-caudle-lewis-enters-the-race-for-the-alabama-state-senate-district-2/,high,provisional
ALPERSON-JAMES-C-FIELDS-JR,James C. Fields Jr.,2010,2010-11-02,overall_ideological_valence,1,"Fields's pre-election Shor-McCarty score of -0.131 placed him around the 64th conservative percentile of the contemporary Alabama Democratic House caucus. This supports a mildly conservative relative-caucus classification, not a claim that he had a uniformly conservative platform.",academic_ideal_point_dataset,https://doi.org/10.7910/DVN/GZJOT3,high,verified
ALPERSON-JAMES-C-FIELDS-JR,James C. Fields Jr.,2010,2009-01-27,economic_ideology,-1,"Official Cullman County Commission minutes record Fields saying education funding deserved immediate attention and urging immediate passage of a half-cent sales tax for schools followed by a 2010 referendum. This supports a mildly progressive public-investment code despite the regressive tax instrument.",official_local_government_minutes,https://www.co.cullman.al.us/assets/PDFs/minutes/2009/01_27_09.pdf,high,provisional
ALPERSON-JAMES-C-FIELDS-JR,James C. Fields Jr.,2010,2010-02-25,localism_personal_vote,2,"A contemporary New York Times Magazine profile centered on Fields's roots and acceptance in overwhelmingly white Cullman County after his 2008 special-election victory. He was a local native, longtime state employment-service worker, Methodist minister, and the first Black candidate elected from the district.",contemporary_national_profile,https://www.nytimes.com/2010/02/28/magazine/28Alabama-t.html,high,provisional
ALPERSON-REX-CHEATHAM,Rex Cheatham,2014,2012-03-01,labor_position,-2,"A University of North Alabama alumni profile documented Cheatham's prior work for the Alabama Education Association, ten years teaching in Morgan County schools, and service as executive director of a gubernatorial education-reform committee. A contemporaneous 2014 report independently identified him as a former AEA employee. This supports strong education-labor alignment but not a complete economic ideology.",contemporary_institutional_profile,https://www.una.edu/alumni/benefits/files/mags/UNAmagazineSpring%20Vol-20%20No%201-2012SM.pdf,high,provisional
ALPERSON-REX-CHEATHAM,Rex Cheatham,2014,2012-03-01,localism_personal_vote,2,"The UNA profile reports ten years as a Morgan County teacher, statewide and local civic awards, leadership of the Morgan County Democratic Executive Committee, and repeated election as a national and state Democratic delegate. These establish unusually deep local and organizational roots before the 2014 race.",contemporary_institutional_profile,https://www.una.edu/alumni/benefits/files/mags/UNAmagazineSpring%20Vol-20%20No%201-2012SM.pdf,high,provisional
ALPERSON-NAPOLEON-BRACY-JR,Napoleon Bracy Jr.,2010,2010-12-01,localism_personal_vote,2,"A contemporary Alabama Municipal Journal report identified Bracy as a Prichard councilmember elected to House District 98. Later institutional biographies document council service beginning in 2004, reelection in 2008, and selection as council president. Because the publication followed election day, this code is biographical context rather than time-eligible ideology evidence.",contemporary_post_election_profile,https://almonline.org/Assets/Files/Alabama%20Municipal%20Journal/JournalArchive/2010/Dec-2010.pdf,high,post_election_preexisting_biographical_fact
ALPERSON-GREG-VARNER,Greg Varner,2010,2026-08-15,localism_personal_vote,1,"Varner's current professional biography says he opened an Ashland law practice in 2000 and represented individuals, small businesses, family farms, and local governments across east Alabama. This documents a pre-election local professional base retrospectively but cannot establish how prominently it figured in the 2010 campaign.",retrospective_professional_biography,https://www.gregvarnerlaw.com/gregory-varner/,medium,retrospective_pre_election_biographical_fact
ALPERSON-JERRY-L-FIELDING,Jerry Fielding,2010,2010-09-07,localism_personal_vote,2,"Contemporary Associated Press reporting identified Fielding as a retired circuit judge. Later contemporary state reporting documented 26 years as a Talladega County district and circuit judge before the Senate race. That exceptionally long judicial career supports a strong local-recognition code, while the precise duration is retrospectively documented.",contemporary_campaign_reporting,https://www.apr.org/2010-09-07/ala-gop-picks-robbins-to-replace-sen-preuitt,high,provisional
ALPERSON-BEDDINGFIELD,David Beddingfield,2014,2008-01-01,localism,NA,"An official Alabama school directory lists Beddingfield as president of the Fort Payne City Board of Education years before his legislative run. A contemporaneous April 2014 civil-rights letter also copies him in that role.",official_school_directory,https://mail.acaletics.com/Directories/Directories/Working%20Files/AL/SDE_Directory.pdf,high,verified
ALPERSON-DENNIS-W-STEPHENS,Dennis W. Stephens,2014,2014-05-13,government_reform,NA,"Stephens signed the Alabama Anti-Corruption Pledge during the campaign. This provides a time-valid governance signal but does not locate him on the substantive ideological dimensions used in the article.",contemporary_reporting,https://www.alreporter.com/2014/05/13/more-candidates-sign-anti-corruption-pledge/,high,verified
ALPERSON-JEFF-MCLAUGHLIN,Jeff McLaughlin,2014,2014-11-04,overall_ideological_valence,2,"McLaughlin's legislative service predates the scored election. His Shor-McCarty score of -0.016 places him around the 92nd conservative percentile of Alabama Democratic House members in the project reference caucus. Under the fixed percentile rule this is a strong relative-caucus conservative code, not proof of a uniformly conservative platform.",academic_ideal_point_dataset,https://doi.org/10.7910/DVN/GZJOT3,high,adjudicated_blind_review
ALPERSON-JEFF-MCLAUGHLIN,Jeff McLaughlin,2014,2013-11-27,government_reform,NA,"McLaughlin launched his campaign emphasizing education, infrastructure, TVA protection, opposition to extreme partisanship, and honesty in office. Contemporary election coverage also described representation without special-interest money as a central theme.",contemporary_campaign_announcement,https://www.alreporter.com/2013/11/27/jeff-mclaughlin-announces-campaign-for-house-district-27/,high,verified
ALPERSON-RICHARD-LINDSEY,Richard Lindsey,2014,2014-11-04,overall_ideological_valence,2,"Lindsey's pre-election Shor-McCarty score of -0.130 places him around the 92nd conservative percentile of Alabama Democratic House members in the project reference caucus. Under the fixed percentile rule this is a strong relative-caucus conservative code, not a uniformly conservative issue platform.",academic_ideal_point_dataset,https://doi.org/10.7910/DVN/GZJOT3,high,adjudicated_blind_review
ALPERSON-RICHARD-LINDSEY,Richard Lindsey,2014,2014-09-30,labor_position,-1,"Alabama Education Association campaign-finance records show a $25,000 contribution during the general-election period. A later refund and new contribution complicate gross totals, but the record supports education-union alignment.",contemporary_campaign_finance_record,https://publicunionfacts.com/union/QUxBQkFNQSBFRFVDQVRJT04gQVNTT0NJQVRJT04%3D/alabama-education-association/state-candidates/all-contributions,medium,provisional
ALPERSON-JOHN-ROBINSON,John Robinson,2014,2014-11-04,overall_ideological_valence,1,"Robinson's pre-election Shor-McCarty score of -0.169 places him around the 87th conservative percentile of Alabama Democratic House members in the project reference caucus. This is close to Lindsey's score and supports the same broad relative-caucus code.",academic_ideal_point_dataset,https://doi.org/10.7910/DVN/GZJOT3,high,verified
ALPERSON-JOHN-ROBINSON,John Robinson,2014,2014-10-29,labor_position,-1,"Alabama Education Association campaign-finance records show a $16,434 general-election contribution, following earlier cycle support. This supports education-union alignment but does not establish Robinson's complete economic platform.",contemporary_campaign_finance_record,https://publicunionfacts.com/union/QUxBQkFNQSBFRFVDQVRJT04gQVNTT0NJQVRJT04%3D/alabama-education-association/state-candidates/all-contributions,medium,provisional
ALPERSON-LOUISE-ALEXANDER,Louise Alexander,2014,2009-01-01,localism,NA,"The official 2009 Bessemer municipal code lists Alexander on the City Council. Later profiles document council service from 1998 through 2010 plus local funeral-home, small-business, church, youth, and alumni networks.",official_municipal_record,https://bessemer-al.elaws.us/code/coor_app,high,verified
