election_year,section,question,option_text,policy_key,dimension,affirmative_direction,coding_confidence,response_mode,coding_status,candidates_observed,selected_responses,normalized_option,policy_family
2010.0,"Budget, Spending, and Tax Issues",1) State SpendingIndicate what state funding levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.2) State TaxesIndicate what state tax levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.3) Budget StabilizationIndicate which proposals you support (if any) for balancing Alabama's budget.,c) Issuing the early release of certain non-violent offenders,,,,,,unmapped,24,21,issuing the early release of certain non-violent offenders,fiscal_tax_budget
2010.0,"Budget, Spending, and Tax Issues",1) State SpendingIndicate what state funding levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.2) State TaxesIndicate what state tax levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.3) Budget StabilizationIndicate which proposals you support (if any) for balancing Alabama's budget.,d) Increasing tuition rates at public universities,economic_public_university_tuition_increase,economic_ideology,1.0,medium,binary,rule_mapped,24,24,increasing tuition rates at public universities,fiscal_tax_budget
2010.0,"Budget, Spending, and Tax Issues",1) State SpendingIndicate what state funding levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.2) State TaxesIndicate what state tax levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.3) Budget StabilizationIndicate which proposals you support (if any) for balancing Alabama's budget.,e) Instituting mandatory furloughs and layoffs for state employees,,,,,,unmapped,24,21,instituting mandatory furloughs and layoffs for state employees,fiscal_tax_budget
2010.0,"Budget, Spending, and Tax Issues",1) State SpendingIndicate what state funding levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.2) State TaxesIndicate what state tax levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.3) Budget StabilizationIndicate which proposals you support (if any) for balancing Alabama's budget.,f) Reducing benefits for Medicaid recipients,economic_medicaid_benefit_reduction,economic_ideology,1.0,high,binary,rule_mapped,24,23,reducing benefits for medicaid recipients,fiscal_tax_budget
2010.0,"Budget, Spending, and Tax Issues",1) State SpendingIndicate what state funding levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.2) State TaxesIndicate what state tax levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.3) Budget StabilizationIndicate which proposals you support (if any) for balancing Alabama's budget.,g) Privatizing certain government services,economic_government_service_privatization,economic_ideology,1.0,high,binary,rule_mapped,24,23,privatizing certain government services,fiscal_tax_budget
2010.0,"Budget, Spending, and Tax Issues",1) State SpendingIndicate what state funding levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.2) State TaxesIndicate what state tax levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.3) Budget StabilizationIndicate which proposals you support (if any) for balancing Alabama's budget.,h) Other or expanded principles,open_ended_other,non_scorable,,high,,non_scorable,12,0,other or expanded principles,fiscal_tax_budget
2010.0,Campaign Finance and Government Reform Issues,c) Do you support limits on the following types of contributions to candidates for state government?,a) Do you support limits on the number of terms for Alabama governors?,,,,,,unmapped,24,23,do you support limits on the number of terms for alabama governors?,campaign_elections_government
2010.0,Campaign Finance and Government Reform Issues,c) Do you support limits on the following types of contributions to candidates for state government?,b) Do you support limits on the number of terms for Alabama state legislators?,,,,,,unmapped,24,22,do you support limits on the number of terms for alabama state legislators?,campaign_elections_government
2010.0,Campaign Finance and Government Reform Issues,c) Do you support limits on the following types of contributions to candidates for state government?,1) Individual,campaign_contribution_limits_individual,position_only,,high,binary,position_only,24,23,individual,campaign_elections_government
2010.0,Campaign Finance and Government Reform Issues,c) Do you support limits on the following types of contributions to candidates for state government?,2) Political Action Committee,,,,,,unmapped,24,23,political action committee,campaign_elections_government
2010.0,Campaign Finance and Government Reform Issues,c) Do you support limits on the following types of contributions to candidates for state government?,3) Corporate,campaign_contribution_limits_corporate,position_only,,high,binary,position_only,24,23,corporate,campaign_elections_government
2010.0,Campaign Finance and Government Reform Issues,c) Do you support limits on the following types of contributions to candidates for state government?,4) Political Party,,,,,,unmapped,24,23,political party,campaign_elections_government
2010.0,Campaign Finance and Government Reform Issues,c) Do you support limits on the following types of contributions to candidates for state government?,d) Should candidates for state office be encouraged to meet voluntary spending limits?,,,,,,unmapped,24,23,should candidates for state office be encouraged to meet voluntary spending limits?,campaign_elections_government
2010.0,Campaign Finance and Government Reform Issues,c) Do you support limits on the following types of contributions to candidates for state government?,e) Do you support requiring full and timely disclosure of campaign finance information?,campaign_finance_disclosure,position_only,,high,binary,position_only,24,23,do you support requiring full and timely disclosure of campaign finance information?,campaign_elections_government
2010.0,Campaign Finance and Government Reform Issues,c) Do you support limits on the following types of contributions to candidates for state government?,f) Should the Alabama Ethics Commission have the power of subpoena?,,,,,,unmapped,24,23,should the alabama ethics commission have the power of subpoena?,campaign_elections_government
2010.0,Campaign Finance and Government Reform Issues,c) Do you support limits on the following types of contributions to candidates for state government?,g) Should current elected officials be prohibited from holding additional state jobs?,,,,,,unmapped,24,21,should current elected officials be prohibited from holding additional state jobs?,campaign_elections_government
2010.0,Campaign Finance and Government Reform Issues,c) Do you support limits on the following types of contributions to candidates for state government?,h) Should Alabama hold a constitutional convention to rewrite the state constitution?,constitution_rewrite,position_only,,high,binary,position_only,24,22,should alabama hold a constitutional convention to rewrite the state constitution?,campaign_elections_government
2010.0,Campaign Finance and Government Reform Issues,c) Do you support limits on the following types of contributions to candidates for state government?,i) Other or expanded principles,open_ended_other,non_scorable,,high,,non_scorable,14,0,other or expanded principles,campaign_elections_government
2010.0,Crime and Public Safety Issues,,a) Do you support capital punishment for certain crimes?,crime_death_penalty,criminal_justice_position,1.0,high,binary,rule_mapped,24,23,do you support capital punishment for certain crimes?,criminal_justice
2010.0,Crime and Public Safety Issues,,"b) Do you support alternatives to incarceration for certain non-violent offenders, such as mandatory counseling or substance abuse treatment?",,,,,,unmapped,24,23,"do you support alternatives to incarceration for certain non-violent offenders, such as mandatory counseling or substance abuse treatment?",criminal_justice
2010.0,Crime and Public Safety Issues,,c) Should the possession of small amounts of marijuana be decriminalized?,,,,,,unmapped,24,22,should the possession of small amounts of marijuana be decriminalized?,criminal_justice
2010.0,Crime and Public Safety Issues,,d) Do you support increasing penalties for illegal cockfighting?,,,,,,unmapped,24,22,do you support increasing penalties for illegal cockfighting?,criminal_justice
2010.0,Crime and Public Safety Issues,,e) Should a minor accused of a violent crime be prosecuted as an adult?,,,,,,unmapped,24,21,should a minor accused of a violent crime be prosecuted as an adult?,criminal_justice
2010.0,Crime and Public Safety Issues,,f) Should a minor who sends sexually-explicit or nude photos by cell phone face criminal charges?,,,,,,unmapped,24,22,should a minor who sends sexually-explicit or nude photos by cell phone face criminal charges?,criminal_justice
2010.0,Crime and Public Safety Issues,,g) Do you support the enforcement of federal immigration laws by state and local police?,,,,,,unmapped,24,22,do you support the enforcement of federal immigration laws by state and local police?,criminal_justice
2010.0,Crime and Public Safety Issues,,h) Other or expanded principles,open_ended_other,non_scorable,,high,,non_scorable,14,0,other or expanded principles,criminal_justice
2010.0,Economic Issues,,a) Do you support reducing government regulations on the private sector?,economic_reduce_regulation,economic_ideology,1.0,high,binary,rule_mapped,24,22,do you support reducing government regulations on the private sector?,economy_business
2010.0,Economic Issues,,b) Do you support increased state funding for job-training programs that re-train displaced workers?,economic_job_training,economic_ideology,-1.0,high,binary,rule_mapped,24,23,do you support increased state funding for job-training programs that re-train displaced workers?,economy_business
2010.0,Economic Issues,,c) Do you support expanding access to unemployment benefits?,economic_unemployment_benefits,economic_ideology,-1.0,high,binary,rule_mapped,24,21,do you support expanding access to unemployment benefits?,economy_business
2010.0,Economic Issues,,d) Do you support providing financial incentives to the private sector for the purpose of job creation?,,,,,,unmapped,24,23,do you support providing financial incentives to the private sector for the purpose of job creation?,economy_business
2010.0,Economic Issues,,e) Do you support increased spending on infrastructure projects for the purpose of job creation?,,,,,,unmapped,24,23,do you support increased spending on infrastructure projects for the purpose of job creation?,economy_business
2010.0,Economic Issues,,f) Do you support providing direct financial assistance to homeowners facing foreclosure?,economic_homeowner_assistance,economic_ideology,-1.0,high,binary,rule_mapped,24,22,do you support providing direct financial assistance to homeowners facing foreclosure?,economy_business
2010.0,Economic Issues,,g) Other or expanded principles,open_ended_other,non_scorable,,high,,non_scorable,20,0,other or expanded principles,economy_business
2010.0,Education Issues,,a) Do you support national education standards?,,,,,,unmapped,24,21,do you support national education standards?,education
2010.0,Education Issues,,b) Do you support requiring public schools to administer high school exit exams?,education_exit_exams,education_position,1.0,medium,binary,rule_mapped,24,23,do you support requiring public schools to administer high school exit exams?,education
2010.0,Education Issues,,c) Do you support using a merit pay system for teachers?,education_teacher_merit_pay,education_position,1.0,medium,binary,rule_mapped,24,22,do you support using a merit pay system for teachers?,education
2010.0,Education Issues,,d) Do you support state funding for charter schools?,education_charter_schools,education_position,1.0,medium,binary,rule_mapped,24,19,do you support state funding for charter schools?,education
2010.0,Education Issues,,e) Do you support the state government providing college students with financial aid?,education_student_financial_aid,education_position,-1.0,high,binary,rule_mapped,24,22,do you support the state government providing college students with financial aid?,education
2010.0,Education Issues,,f) Should illegal immigrants who graduate from Alabama high schools be eligible for in-state tuition at public universities?,immigration_instate_tuition,immigration_position,-1.0,high,binary,rule_mapped,24,23,should illegal immigrants who graduate from alabama high schools be eligible for in-state tuition at public universities?,education
2010.0,Education Issues,,g) Other or expanded principles,open_ended_other,non_scorable,,high,,non_scorable,13,0,other or expanded principles,education
2010.0,Environment and Energy Issues,,a) Do you support state funding for the development of alternative energy?,environment_alternative_energy_funding,environment_position,-1.0,high,binary,rule_mapped,24,22,do you support state funding for the development of alternative energy?,environment_energy_resources
2010.0,Environment and Energy Issues,,"b) Do you support state funding for the development of traditional domestic energy sources (e.g. coal, natural gas, oil)?",,,,,,unmapped,24,22,"do you support state funding for the development of traditional domestic energy sources (e.g. coal, natural gas, oil)?",environment_energy_resources
2010.0,Environment and Energy Issues,,c) Do you support providing financial incentives to farms that produce biofuel crops?,,,,,,unmapped,24,22,do you support providing financial incentives to farms that produce biofuel crops?,environment_energy_resources
2010.0,Environment and Energy Issues,,d) Do you support state funding for improvements to Alabama's energy infrastructure?,,,,,,unmapped,24,20,do you support state funding for improvements to alabama's energy infrastructure?,environment_energy_resources
2010.0,Environment and Energy Issues,,e) Do you support state funding for open space preservation?,environment_open_space_funding,environment_position,-1.0,high,binary,rule_mapped,24,22,do you support state funding for open space preservation?,environment_energy_resources
2010.0,Environment and Energy Issues,,f) Do you support enacting environmental regulations aimed at reducing the effects of climate change?,environment_climate_regulation,environment_position,-1.0,high,binary,rule_mapped,24,22,do you support enacting environmental regulations aimed at reducing the effects of climate change?,environment_energy_resources
2010.0,Environment and Energy Issues,,g) Other or expanded principles,open_ended_other,non_scorable,,high,,non_scorable,18,0,other or expanded principles,environment_energy_resources
2010.0,Gun Issues,,a) Do you support restrictions on the purchase and possession of guns?,guns_restrictions,guns_position,-1.0,high,binary,rule_mapped,24,23,do you support restrictions on the purchase and possession of guns?,guns
2010.0,Gun Issues,,b) Do you support requiring background checks on gun sales between private citizens at gun shows?,guns_background_checks,guns_position,-1.0,high,binary,rule_mapped,24,21,do you support requiring background checks on gun sales between private citizens at gun shows?,guns
2010.0,Gun Issues,,c) Do you support allowing individuals to carry concealed guns?,guns_concealed_carry,guns_position,1.0,high,binary,rule_mapped,24,23,do you support allowing individuals to carry concealed guns?,guns
2010.0,Gun Issues,,d) Do you support requiring a license for gun possession?,guns_license,guns_position,-1.0,high,binary,rule_mapped,24,23,do you support requiring a license for gun possession?,guns
2010.0,Gun Issues,,e) Other or expanded principles,open_ended_other,non_scorable,,high,,non_scorable,19,0,other or expanded principles,guns
2010.0,Health Issues,,"a) Do you support a universally-accessible, publicly-administered health insurance option?",,,,,,unmapped,24,22,"do you support a universally-accessible, publicly-administered health insurance option?",healthcare
2010.0,Health Issues,,b) Do you support expanding access to health care through commercial health insurance reform?,,,,,,unmapped,24,22,do you support expanding access to health care through commercial health insurance reform?,healthcare
2010.0,Health Issues,,c) Do you support interstate health insurance compacts?,,,,,,unmapped,24,21,do you support interstate health insurance compacts?,healthcare
2010.0,Health Issues,,d) Should individuals be required to purchase health care insurance?,,,,,,unmapped,24,22,should individuals be required to purchase health care insurance?,healthcare
2010.0,Health Issues,,e) Do you support monetary limits on damages that can be collected in malpractice lawsuits?,economic_tort_damage_limits,economic_ideology,1.0,high,binary,rule_mapped,24,23,do you support monetary limits on damages that can be collected in malpractice lawsuits?,healthcare
2010.0,Health Issues,,f) Do you support legalizing physician-assisted suicide in Alabama?,health_assisted_suicide,healthcare_position,-1.0,medium,binary,rule_mapped,24,23,do you support legalizing physician-assisted suicide in alabama?,healthcare
2010.0,Health Issues,,g) Do you support allowing doctors to prescribe marijuana to their patients for medicinal purposes?,health_medical_marijuana,healthcare_position,-1.0,high,binary,rule_mapped,24,23,do you support allowing doctors to prescribe marijuana to their patients for medicinal purposes?,healthcare
2010.0,Health Issues,,h) Other or expanded principles,open_ended_other,non_scorable,,high,,non_scorable,18,0,other or expanded principles,healthcare
2010.0,Social Issues,,a) Should marriage only be between one man and one woman?,,,,,,unmapped,24,23,should marriage only be between one man and one woman?,social_civil_family
2010.0,Social Issues,,b) Should Alabama allow same-sex couples to form civil unions?,social_same_sex_marriage,social_ideology,-1.0,high,binary,rule_mapped,24,21,should alabama allow same-sex couples to form civil unions?,social_civil_family
2010.0,Social Issues,,c) Do you support state funding for stem cell research?,social_stem_cell_research,social_ideology,-1.0,medium,binary,rule_mapped,24,23,do you support state funding for stem cell research?,social_civil_family
2010.0,Social Issues,,d) Do you support state funding for embryonic stem cell research?,social_stem_cell_research,social_ideology,-1.0,medium,binary,rule_mapped,24,23,do you support state funding for embryonic stem cell research?,social_civil_family
2010.0,Social Issues,,e) Do you support the state's use of affirmative action?,,,,,,unmapped,24,23,do you support the state's use of affirmative action?,social_civil_family
2010.0,Social Issues,,f) Do you support the inclusion of sexual orientation in Alabama's anti-discrimination laws?,social_sexual_orientation_inclusion,social_ideology,-1.0,high,binary,rule_mapped,24,23,do you support the inclusion of sexual orientation in alabama's anti-discrimination laws?,social_civil_family
2010.0,Social Issues,,g) Do you support the inclusion of gender identity in Alabama's anti-discrimination laws?,social_gender_identity_inclusion,social_ideology,-1.0,high,binary,rule_mapped,24,22,do you support the inclusion of gender identity in alabama's anti-discrimination laws?,social_civil_family
2010.0,Social Issues,,h) Other or expanded principles,open_ended_other,non_scorable,,high,,non_scorable,22,0,other or expanded principles,social_civil_family
2010.0,Legislative Priorities,,"Please explain in a total of 100 words or less, your top two or three priorities if elected. If they require additional funding for implementation, please explain how you would obtain this funding.",,,,,,unmapped,9,0,"please explain in a total of 100 words or less, your top two or three priorities if elected. if they require additional funding for implementation, please explain how you would obtain this funding.",legislative_priorities
2018.0,Abortion & Reproductive Issues:,,a) Do you generally support pro-choice or pro-life legislation?,abortion_general_pro_life,abortion_position,1.0,high,binary,rule_mapped,20,17,do you generally support pro-choice or pro-life legislation?,abortion_reproductive
2018.0,Abortion & Reproductive Issues:,,b) Should abortion be legal when the pregnancy resulted from incest or rape?,abortion_rape_incest_exception,abortion_position,-1.0,medium,binary,rule_mapped,20,17,should abortion be legal when the pregnancy resulted from incest or rape?,abortion_reproductive
2018.0,Abortion & Reproductive Issues:,,c) Do you support the prohibition of public funds for organizations that perform abortions?,abortion_public_funding_prohibition,abortion_position,1.0,high,binary,rule_mapped,20,17,do you support the prohibition of public funds for organizations that perform abortions?,abortion_reproductive
2018.0,"Budget, Spending, & Tax Issues:",1) Budget Stabilization:Indicate which proposals you support (if any) for balancing Alabama's budget.,a) Reducing state employee salaries AND/OR pensions?,,,,,,unmapped,20,17,reducing state employee salaries and/or pensions?,fiscal_tax_budget
2018.0,"Budget, Spending, & Tax Issues:",1) Budget Stabilization:Indicate which proposals you support (if any) for balancing Alabama's budget.,b) Instituting mandatory furloughs AND/OR layoffs for state employees?,,,,,,unmapped,20,18,instituting mandatory furloughs and/or layoffs for state employees?,fiscal_tax_budget
2018.0,"Budget, Spending, & Tax Issues:",1) Budget Stabilization:Indicate which proposals you support (if any) for balancing Alabama's budget.,c) Reducing benefits for Medicaid recipients?,economic_medicaid_benefit_reduction,economic_ideology,1.0,high,binary,rule_mapped,20,17,reducing benefits for medicaid recipients?,fiscal_tax_budget
2018.0,"Budget, Spending, & Tax Issues:",1) Budget Stabilization:Indicate which proposals you support (if any) for balancing Alabama's budget.,d) An income tax increase on any tax bracket?,economic_income_tax_increase,economic_ideology,-1.0,high,binary,rule_mapped,20,17,an income tax increase on any tax bracket?,fiscal_tax_budget
2018.0,Campaign Finance & Government Reform Issues:,,a) Do you support any limits on campaign contributions to state candidates?,,,,,,unmapped,20,19,do you support any limits on campaign contributions to state candidates?,campaign_elections_government
2018.0,Campaign Finance & Government Reform Issues:,,b) Do you support the regulation of indirect campaign contributions from corporations and unions?,,,,,,unmapped,20,19,do you support the regulation of indirect campaign contributions from corporations and unions?,campaign_elections_government
2018.0,Campaign Finance & Government Reform Issues:,,c) Do you support the use of an independent AND/OR bipartisan commission for redistricting?,,,,,,unmapped,20,18,do you support the use of an independent and/or bipartisan commission for redistricting?,campaign_elections_government
2018.0,Campaign Finance & Government Reform Issues:,,d) Do you support requiring a government-issued photo identification in order to vote at the polls?,elections_photo_id,government_reform_position,1.0,high,binary,rule_mapped,20,17,do you support requiring a government-issued photo identification in order to vote at the polls?,campaign_elections_government
2018.0,Campaign Finance & Government Reform Issues:,,e) Other or expanded principles:,,,,,,unmapped,5,0,other or expanded principles:,campaign_elections_government
2018.0,Crime & Public Safety Issues:,,a) Do you support capital punishment for certain crimes?,crime_death_penalty,criminal_justice_position,1.0,high,binary,rule_mapped,20,18,do you support capital punishment for certain crimes?,criminal_justice
2018.0,Crime & Public Safety Issues:,,b) Do you support the legalization of marijuana for recreational purposes?,crime_marijuana_legalization,criminal_justice_position,-1.0,high,binary,rule_mapped,20,17,do you support the legalization of marijuana for recreational purposes?,criminal_justice
2018.0,Crime & Public Safety Issues:,,c) Should a minor accused of a violent crime be prosecuted as an adult?,,,,,,unmapped,20,15,should a minor accused of a violent crime be prosecuted as an adult?,criminal_justice
2018.0,Crime & Public Safety Issues:,,d) Do you support the enforcement of federal immigration laws by state and local police?,,,,,,unmapped,20,16,do you support the enforcement of federal immigration laws by state and local police?,criminal_justice
2018.0,Economic Issues:,,a) Do you support state government spending as a means of promoting economic growth?,economic_government_spending_growth,economic_ideology,-1.0,high,binary,rule_mapped,20,17,do you support state government spending as a means of promoting economic growth?,economy_business
2018.0,Economic Issues:,,b) Do you support lowering state taxes as a means of promoting economic growth?,economic_lower_taxes_growth,economic_ideology,1.0,high,binary,rule_mapped,20,17,do you support lowering state taxes as a means of promoting economic growth?,economy_business
2018.0,Economic Issues:,,c) Do you support reducing state government regulations on the private sector?,economic_reduce_regulation,economic_ideology,1.0,high,binary,rule_mapped,20,17,do you support reducing state government regulations on the private sector?,economy_business
2018.0,Economic Issues:,,d) Do you support expanding access to unemployment benefits?,economic_unemployment_benefits,economic_ideology,-1.0,high,binary,rule_mapped,20,13,do you support expanding access to unemployment benefits?,economy_business
2018.0,Economic Issues:,,e) Do you support requiring welfare applicants to pass a drug test in order to receive benefits?,economic_welfare_drug_test,economic_ideology,1.0,high,binary,rule_mapped,20,18,do you support requiring welfare applicants to pass a drug test in order to receive benefits?,economy_business
2018.0,Economic Issues:,,f) Do you support an increase of the minimum wage of Alabama?,labor_minimum_wage,labor_position,-1.0,high,binary,rule_mapped,20,18,do you support an increase of the minimum wage of alabama?,economy_business
2018.0,Education Issues:,,a) Do you support adopting federal education standards in Alabama?,,,,,,unmapped,20,16,do you support adopting federal education standards in alabama?,education
2018.0,Education Issues:,,b) Do you support state funding for charter schools?,education_charter_schools,education_position,1.0,medium,binary,rule_mapped,20,17,do you support state funding for charter schools?,education
2018.0,Education Issues:,,c) Should immigrants unlawfully present in the United States who graduate from Alabama high schools be eligible for in-state tuition at public universities?,immigration_instate_tuition,immigration_position,-1.0,high,binary,rule_mapped,20,13,should immigrants unlawfully present in the united states who graduate from alabama high schools be eligible for in-state tuition at public universities?,education
2018.0,Education Issues:,,d) Do you support increasing funding for the state education budget?,,,,,,unmapped,20,19,do you support increasing funding for the state education budget?,education
2018.0,Environment & Energy Issues:,,"a) Do you support state funding for the development of renewable energy (e.g. solar, wind, thermal)?",environment_renewable_energy,environment_position,-1.0,high,binary,rule_mapped,20,17,"do you support state funding for the development of renewable energy (e.g. solar, wind, thermal)?",environment_energy_resources
2018.0,Environment & Energy Issues:,,b) Do you support state government regulations of greenhouse gas emissions?,environment_emissions_regulation,environment_position,-1.0,high,binary,rule_mapped,20,17,do you support state government regulations of greenhouse gas emissions?,environment_energy_resources
2018.0,Environment & Energy Issues:,,c) Do you support increasing state funding for clean drinking water initiatives?,environment_clean_water_funding,environment_position,-1.0,high,binary,rule_mapped,20,18,do you support increasing state funding for clean drinking water initiatives?,environment_energy_resources
2018.0,Gun Issues:,,a) Do you generally support gun-control legislation?,guns_general_control,guns_position,-1.0,high,binary,rule_mapped,20,15,do you generally support gun-control legislation?,guns
2018.0,Gun Issues:,,b) Should background checks be required on gun sales between private citizens at gun shows?,guns_background_checks,guns_position,-1.0,high,binary,rule_mapped,20,18,should background checks be required on gun sales between private citizens at gun shows?,guns
2018.0,Gun Issues:,,c) Should teachers be allowed to bring guns into the classroom?,guns_teachers_carry,guns_position,1.0,medium,binary,rule_mapped,20,18,should teachers be allowed to bring guns into the classroom?,guns
2018.0,Gun Issues:,,d) Should a license be required for gun ownership?,guns_license,guns_position,-1.0,high,binary,rule_mapped,20,16,should a license be required for gun ownership?,guns
2018.0,Health Issues:,,a) Should the state government increase funding for treatment facilities to combat opioid abuse?,health_opioid_treatment,healthcare_position,-1.0,high,binary,rule_mapped,20,20,should the state government increase funding for treatment facilities to combat opioid abuse?,healthcare
2018.0,Health Issues:,,b) Do you support Medicaid expansion through Alabama's health care programs?,,,,,,unmapped,20,18,do you support medicaid expansion through alabama's health care programs?,healthcare
2018.0,Health Issues:,,c) Do you support requiring individuals to purchase health care insurance?,,,,,,unmapped,20,16,do you support requiring individuals to purchase health care insurance?,healthcare
2018.0,Health Issues:,,d) Do you support legislation that grants citizens the right to choose to die through euthanasia?,health_assisted_suicide,healthcare_position,-1.0,medium,binary,rule_mapped,20,17,do you support legislation that grants citizens the right to choose to die through euthanasia?,healthcare
2018.0,Health Issues:,,e) Do you support eliminating religious exemptions for vaccinations?,,,,,,unmapped,20,15,do you support eliminating religious exemptions for vaccinations?,healthcare
2018.0,Social Issues:,,a) Do you support the inclusion of sexual orientation in Alabama's anti-discrimination laws?,social_sexual_orientation_inclusion,social_ideology,-1.0,high,binary,rule_mapped,20,18,do you support the inclusion of sexual orientation in alabama's anti-discrimination laws?,social_civil_family
2018.0,Social Issues:,,b) Do you support the inclusion of gender identity in Alabama's anti-discrimination laws?,social_gender_identity_inclusion,social_ideology,-1.0,high,binary,rule_mapped,20,17,do you support the inclusion of gender identity in alabama's anti-discrimination laws?,social_civil_family
2018.0,Social Issues:,,c) Do you support greater efforts by Alabama state government in closing the pay gap between men and women?,,,,,,unmapped,20,19,do you support greater efforts by alabama state government in closing the pay gap between men and women?,social_civil_family
2018.0,Social Issues:,,d) Do you support the removal of Confederate monuments from public spaces?,social_confederate_monument_removal,social_ideology,-1.0,high,binary,rule_mapped,20,15,do you support the removal of confederate monuments from public spaces?,social_civil_family
2018.0,Social Issues:,,e) Other or expanded principles:,,,,,,unmapped,13,0,other or expanded principles:,social_civil_family
,Abortion and Reproductive Issues,,a) Do you consider yourself pro-choice or pro-life?,abortion_general_pro_life,abortion_position,1.0,high,binary,rule_mapped,1,1,do you consider yourself pro-choice or pro-life?,abortion_reproductive
,Abortion and Reproductive Issues,,b) Should abortion be legal only within the first trimester of pregnancy?,abortion_first_trimester_legality,abortion_position,-1.0,medium,binary,rule_mapped,1,1,should abortion be legal only within the first trimester of pregnancy?,abortion_reproductive
,Abortion and Reproductive Issues,,c) Should abortion be legal when the pregnancy resulted from incest or rape?,abortion_rape_incest_exception,abortion_position,-1.0,medium,binary,rule_mapped,1,1,should abortion be legal when the pregnancy resulted from incest or rape?,abortion_reproductive
,Abortion and Reproductive Issues,,d) Should abortion be legal when the life of the woman is endangered?,abortion_life_exception,abortion_position,-1.0,medium,binary,rule_mapped,1,1,should abortion be legal when the life of the woman is endangered?,abortion_reproductive
,Abortion and Reproductive Issues,,e) Do you support requiring parental notification before an abortion is performed on a minor?,abortion_parental_notification,abortion_position,1.0,high,binary,rule_mapped,1,1,do you support requiring parental notification before an abortion is performed on a minor?,abortion_reproductive
,Abortion and Reproductive Issues,,f) Do you support requiring parental consent before an abortion is performed on a minor?,abortion_parental_consent,abortion_position,1.0,high,binary,rule_mapped,1,1,do you support requiring parental consent before an abortion is performed on a minor?,abortion_reproductive
,Abortion and Reproductive Issues,,"g) Do you support sexual education programs that include information on abstinence, contraceptives, and HIV/STD prevention methods?",social_comprehensive_sex_education,social_ideology,-1.0,high,binary,rule_mapped,1,1,"do you support sexual education programs that include information on abstinence, contraceptives, and hiv/std prevention methods?",abortion_reproductive
,Abortion and Reproductive Issues,,h) Do you support abstinence-only sexual education programs?,social_abstinence_education,social_ideology,1.0,high,binary,rule_mapped,1,1,do you support abstinence-only sexual education programs?,abortion_reproductive
,Abortion and Reproductive Issues,,i) Other or expanded principles,open_ended_other,non_scorable,,high,,non_scorable,1,0,other or expanded principles,abortion_reproductive
,"Budget, Spending, and Tax Issues",1) State SpendingIndicate what state funding levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.2) State TaxesIndicate what state tax levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.3) Budget StabilizationIndicate which proposals you support (if any) for balancing Alabama's budget.,a) Education (higher),spending_higher_education,education_position,-1.0,high,ordinal,rule_mapped,1,1,education (higher),fiscal_tax_budget
,"Budget, Spending, and Tax Issues",1) State SpendingIndicate what state funding levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.2) State TaxesIndicate what state tax levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.3) Budget StabilizationIndicate which proposals you support (if any) for balancing Alabama's budget.,b) Education (K-12),spending_k12_education,education_position,-1.0,high,ordinal,rule_mapped,1,1,education (k-12),fiscal_tax_budget
,"Budget, Spending, and Tax Issues",1) State SpendingIndicate what state funding levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.2) State TaxesIndicate what state tax levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.3) Budget StabilizationIndicate which proposals you support (if any) for balancing Alabama's budget.,c) Environment,spending_environment,environment_position,-1.0,high,ordinal,rule_mapped,1,1,environment,fiscal_tax_budget
,"Budget, Spending, and Tax Issues",1) State SpendingIndicate what state funding levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.2) State TaxesIndicate what state tax levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.3) Budget StabilizationIndicate which proposals you support (if any) for balancing Alabama's budget.,d) Health care,spending_healthcare,healthcare_position,-1.0,high,ordinal,rule_mapped,1,1,health care,fiscal_tax_budget
,"Budget, Spending, and Tax Issues",1) State SpendingIndicate what state funding levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.2) State TaxesIndicate what state tax levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.3) Budget StabilizationIndicate which proposals you support (if any) for balancing Alabama's budget.,e) Law enforcement,spending_law_enforcement,criminal_justice_position,1.0,medium,ordinal,rule_mapped,1,1,law enforcement,fiscal_tax_budget
