canonical_candidate_id,person_id,year,chamber,district_candidate,canonical_party,canonical_name,incumbent,winner,prior_winner_i,expected_prior_officeholder,resolved_name,name_source,people_id,member_source_id,member_display_name,first_session,last_session,legislative_sessions,identity_status,identity_match_method,review_reason
AL-2014-house-53-R-CHRISTOPHER-HORN,ALPERSON-CHRISTOPHER-HORN,2014,house,53,R,Christopher Horn,0,0,False,False,Christopher Horn,canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-2006-house-28-R-CHRISTOPHER-P-WORD,ALPERSON-CHRISTOPHER-P-WORD,2006,house,28,R,CHRISTOPHER P. WORD,0,0,False,False,CHRISTOPHER P. WORD,canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-2014-senate-16-D-CINDY-BELL,ALPERSON-CINDY-BELL,2014,senate,16,D,Cindy Bell,0,0,False,False,Cindy Bell,canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-2006-house-80-R-CINDY-DUNN-IRVIN,ALPERSON-CINDY-DUNN-IRVIN,2006,house,80,R,CINDY DUNN IRVIN,0,0,False,False,CINDY DUNN IRVIN,canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-2006-house-33-D-CLARA-L-CURTIS,ALPERSON-CLARA-L-CURTIS,2006,house,33,D,CLARA L. CURTIS,0,0,False,False,CLARA L. CURTIS,canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-1994-house-84-D-CLARK,ALPERSON-CLARK,1994,house,84,D,Clark,0,1,False,False,Clark,canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-1994-house-98-D-CLARK,ALPERSON-CLARK,1994,house,98,D,Clark,0,1,False,False,Clark,canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-2002-house-98-D-CLARK-BILL,ALPERSON-CLARK-BILL,2002,house,98,D,"Clark, Bill",0,1,False,False,"Clark, Bill",canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-1994-senate-28-D-CLAY,ALPERSON-CLAY,1994,senate,28,D,Clay,0,1,False,False,George Clay,manual_verified_candidate_alias,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-1998-house-21-R-CLEMONS,ALPERSON-CLEMONS,1998,house,21,R,Clemons,0,0,False,False,Adam Clemons,manual_verified_candidate_alias,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-2002-house-93-R-CLOUSE-STEVE,ALPERSON-CLOUSE-STEVE,2002,house,93,R,"Clouse, Steve",0,1,False,False,"Clouse, Steve",canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-2006-house-29-R-CODY-ROBINSON,ALPERSON-CODY-ROBINSON,2006,house,29,R,CODY ROBINSON,0,0,False,False,Cody Robinson,manual_verified_candidate_alias,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-2002-house-5-R-COFFMAN-RONNIE-G,ALPERSON-COFFMAN-RONNIE-G,2002,house,5,R,"Coffman, Ronnie G.",0,0,False,False,"Coffman, Ronnie G.",canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-2002-house-60-D-COLEMAN-LINDA,ALPERSON-COLEMAN-LINDA,2002,house,60,D,"Coleman, Linda",0,1,False,False,"Coleman, Linda",canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-2002-house-57-D-COLEMAN-MERIKA,ALPERSON-COLEMAN-MERIKA,2002,house,57,D,"Coleman, Merika",0,1,False,False,"Coleman, Merika",canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-2002-house-9-R-COLEY-ROY,ALPERSON-COLEY-ROY,2002,house,9,R,"Coley, Roy",0,0,False,False,"Coley, Roy",canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-2002-house-105-R-COLLIER-JACK-SPENCER,ALPERSON-COLLIER-JACK-SPENCER,2002,house,105,R,"Collier, ""Jack"" Spencer",0,1,False,False,"Collier, ""Jack"" Spencer",canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-1994-house-16-D-COLLINS,ALPERSON-COLLINS,1994,house,16,D,Collins,0,1,False,False,Collins,canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-2002-house-13-R-COMBS-TOMMY,ALPERSON-COMBS-TOMMY,2002,house,13,R,"Combs, Tommy",0,0,False,False,"Combs, Tommy",canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-1994-house-62-R-COPELAND,ALPERSON-COPELAND,1994,house,62,R,Copeland,0,0,False,False,Copeland,canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-2014-house-40-D-COPELAND,ALPERSON-COPELAND,2014,house,40,D,Copeland,0,0,False,False,Copeland,canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-2018-house-88-D-CORY-CREEL,ALPERSON-CORY-CREEL,2018,house,88,D,Cory Creel,0,0,False,False,Cory Creel,manual_verified_candidate_alias,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-2002-senate-25-D-COX-HOBSON,ALPERSON-COX-HOBSON,2002,senate,25,D,"Cox, Hobson",0,0,False,False,"Cox, Hobson",canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-2002-house-37-R-CREED-WAYNE-J,ALPERSON-CREED-WAYNE-J,2002,house,37,R,"Creed, Wayne J.",0,0,False,False,"Creed, Wayne J.",canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-1994-house-105-R-CRIGLER,ALPERSON-CRIGLER,1994,house,105,R,Crigler,0,1,False,False,"Richard P. """"Phil"""" Crigler Jr.",manual_verified_candidate_alias,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-1998-house-105-R-CRIGLER,ALPERSON-CRIGLER,1998,house,105,R,Crigler,0,1,True,True,Crigler,canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-1998-senate-8-R-CULPEPPER,ALPERSON-CULPEPPER,1998,senate,8,R,Culpepper,0,0,False,False,Culpepper,canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-1994-senate-23-R-CURL,ALPERSON-CURL,1994,senate,23,R,Curl,0,0,False,False,Curl,canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-1994-house-15-R-CURRY,ALPERSON-CURRY,1994,house,15,R,Curry,0,1,False,False,Johnny Curry,manual_verified_candidate_alias,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-2002-house-33-D-CURTIS-CLARA,ALPERSON-CURTIS-CLARA,2002,house,33,D,"Curtis, Clara",0,0,False,False,"Curtis, Clara",canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-2018-senate-26-R-D-J-JOHNSON,ALPERSON-D-J-JOHNSON,2018,senate,26,R,D. J. Johnson,0,0,False,False,D. J. Johnson,canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-2018-house-94-D-DANIELLE-MASHBURN-MYRICK,ALPERSON-DANIELLE-MASHBURN-MYRICK,2018,house,94,D,Danielle Mashburn-Myrick,0,0,False,False,Danielle Mashburn-Myrick,canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-2010-senate-22-R-DANNY-B-JOYNER,ALPERSON-DANNY-B-JOYNER,2010,senate,22,R,DANNY B. JOYNER,0,0,False,False,Danny B. Joyner,manual_verified_candidate_alias,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-2014-house-56-R-DARIUS-FOSTER,ALPERSON-DARIUS-FOSTER,2014,house,56,R,Darius Foster,0,0,False,False,Darius Foster,canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-2014-senate-13-D-DARRELL-TURNER,ALPERSON-DARRELL-TURNER,2014,senate,13,D,Darrell Turner,0,0,False,False,Darrell Turner,canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-2018-senate-13-D-DARRELL-TURNER,ALPERSON-DARRELL-TURNER,2018,senate,13,D,Darrell Turner,0,0,False,False,Darrell Turner,canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-2018-senate-25-D-DAVID-A-SADLER,ALPERSON-DAVID-A-SADLER,2018,senate,25,D,David A. Sadler,0,0,False,False,David A. Sadler,canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-2010-house-92-D-DAVID-S-DARBY,ALPERSON-DAVID-S-DARBY,2010,house,92,D,DAVID S. DARBY,0,0,False,False,DAVID S. DARBY,canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-1994-senate-5-R-DAVIDSON,ALPERSON-DAVIDSON,1994,senate,5,R,Davidson,0,1,False,False,Charles Davidson,manual_verified_candidate_alias,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-2002-house-96-R-DAVIS-RANDY,ALPERSON-DAVIS-RANDY,2002,house,96,R,"Davis, Randy",0,1,False,False,"Davis, Randy",canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-2002-senate-22-R-DAY-SHELDON-A,ALPERSON-DAY-SHELDON-A,2002,senate,22,R,"Day, Sheldon A.",0,0,False,False,Sheldon A. Day,manual_verified_candidate_alias,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-1994-house-104-R-DEAN,ALPERSON-DEAN,1994,house,104,R,Dean,0,1,False,False,Mike Dean,manual_verified_candidate_alias,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-1998-house-104-R-DEAN,ALPERSON-DEAN,1998,house,104,R,Dean,0,1,True,True,Mike Dean,manual_verified_candidate_alias,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-2018-senate-7-D-DEBORAH-BARROS,ALPERSON-DEBORAH-BARROS,2018,senate,7,D,Deborah Barros,0,0,False,False,Deborah Barros,manual_verified_candidate_alias,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-1998-house-79-D-DEMPSEY,ALPERSON-DEMPSEY,1998,house,79,D,Dempsey,0,0,False,False,Jan Miles Dempsey,manual_verified_candidate_alias,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-2014-house-22-D-DENNIS-W-STEPHENS,ALPERSON-DENNIS-W-STEPHENS,2014,house,22,D,Dennis W. Stephens,0,0,False,False,Dennis W. Stephens,canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-1994-senate-1-D-DENTON,ALPERSON-DENTON,1994,senate,1,D,Denton,0,1,False,False,Denton,canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-1998-senate-1-D-DENTON,ALPERSON-DENTON,1998,senate,1,D,Denton,0,1,True,True,Denton,canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-2002-senate-1-D-DENTON-BOBBY,ALPERSON-DENTON-BOBBY,2002,senate,1,D,"Denton, Bobby",0,1,False,False,"Denton, Bobby",canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-1994-senate-13-D-DIAL,ALPERSON-DIAL,1994,senate,13,D,Dial,0,1,False,False,Dial,canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-2002-senate-13-D-DIAL-GERALD,ALPERSON-DIAL-GERALD,2002,senate,13,D,"Dial, Gerald",0,1,False,False,"Dial, Gerald",canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-2002-senate-25-R-DIXON-LARRY,ALPERSON-DIXON-LARRY,2002,senate,25,R,"Dixon, Larry",0,1,False,False,"Dixon, Larry",canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-1998-house-67-R-DOBYNES,ALPERSON-DOBYNES,1998,house,67,R,Dobynes,0,0,False,False,Aaron Dobynes,manual_verified_candidate_alias,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-1994-house-65-D-DOLBARE,ALPERSON-DOLBARE,1994,house,65,D,Dolbare,0,1,False,False,Jeff Dolbare,manual_verified_candidate_alias,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-1998-house-65-D-DOLBARE,ALPERSON-DOLBARE,1998,house,65,D,Dolbare,0,1,True,True,Jeff Dolbare,manual_verified_candidate_alias,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-2002-house-65-D-DOLBARE-JEFF,ALPERSON-DOLBARE-JEFF,2002,house,65,D,"Dolbare, Jeff",0,1,False,False,Jeff Dolbare,manual_verified_candidate_alias,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-2014-house-17-D-DON-BARNWELL,ALPERSON-DON-BARNWELL,2014,house,17,D,Don Barnwell,0,0,False,False,Don Barnwell,manual_verified_candidate_alias,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-2006-senate-8-R-DON-STOUT,ALPERSON-DON-STOUT,2006,senate,8,R,DON STOUT,0,0,False,False,DON STOUT,canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-2014-house-28-R-DOUG-SHERROD,ALPERSON-DOUG-SHERROD,2014,house,28,R,Doug Sherrod,0,0,False,False,Doug Sherrod,canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-2010-senate-25-D-DOUG-SMITTY-SMITH,ALPERSON-DOUG-SMITTY-SMITH,2010,senate,25,D,DOUG 'Smitty' SMITH,0,0,False,False,DOUG 'Smitty' SMITH,canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-1994-house-11-D-DRAKE,ALPERSON-DRAKE,1994,house,11,D,Drake,0,1,False,False,Drake,canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-2010-house-8-D-DRAMA-BRELAND,ALPERSON-DRAMA-BRELAND,2010,house,8,D,DRAMA BRELAND,0,0,False,False,DRAMA BRELAND,canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-2002-house-21-R-DUGAN-JERRY,ALPERSON-DUGAN-JERRY,2002,house,21,R,"Dugan, Jerry",0,0,False,False,"Dugan, Jerry",canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-2002-house-8-D-DUKES-BILL-J,ALPERSON-DUKES-BILL-J,2002,house,8,D,"Dukes, Bill J.",0,1,False,False,"Dukes, Bill J.",canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-1998-house-80-R-DUNN,ALPERSON-DUNN,1998,house,80,R,Dunn,0,0,False,False,Cindy Dunn Irvin,manual_verified_candidate_alias,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-2002-house-56-D-DUNN-PRICILLA,ALPERSON-DUNN-PRICILLA,2002,house,56,D,"Dunn, Pricilla",0,1,False,False,"Dunn, Pricilla",canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-2002-senate-5-D-DUTTON-JOHN-RANDALL,ALPERSON-DUTTON-JOHN-RANDALL,2002,senate,5,D,"Dutton, John Randall",0,0,False,False,"Dutton, John Randall",canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-2006-house-38-R-DUWAYNE-BRIDGES,ALPERSON-DUWAYNE-BRIDGES,2006,house,38,R,DUWAYNE BRIDGES,0,1,False,False,DuWayne Bridges,manual_verified_candidate_alias,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-2006-senate-31-R-DWIGHT-ADAMS,ALPERSON-DWIGHT-ADAMS,2006,senate,31,R,DWIGHT ADAMS,0,0,False,False,DWIGHT ADAMS,canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-2014-house-81-D-DYLAN-V-OLIVER,ALPERSON-DYLAN-V-OLIVER,2014,house,81,D,Dylan V. Oliver,0,0,False,False,Dylan V. Oliver,canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-2006-senate-19-D-E-B-MCCLAIN,ALPERSON-E-B-MCCLAIN,2006,senate,19,D,E.B. MCCLAIN,0,1,False,False,E.B. MCCLAIN,canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-1998-house-96-D-EASON,ALPERSON-EASON,1998,house,96,D,Eason,0,0,False,False,Tonia Cherry Eason,manual_verified_candidate_alias,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-2018-house-18-D-EDDIE-BRITTON,ALPERSON-EDDIE-BRITTON,2018,house,18,D,Eddie Britton,0,0,False,False,Eddie Britton,canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-2002-senate-9-R-EDMONDS-DORIS,ALPERSON-EDMONDS-DORIS,2002,senate,9,R,"Edmonds, Doris",0,1,False,False,"Edmonds, Doris",canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-2006-house-64-D-ELLIOT-D-DICK-WEAVER,ALPERSON-ELLIOT-D-DICK-WEAVER,2006,house,64,D,"ELLIOT D. ""DICK"" WEAVER",0,0,False,False,"ELLIOT D. ""DICK"" WEAVER",canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-2018-house-41-D-EMILY-ANNE-MARCUM,ALPERSON-EMILY-ANNE-MARCUM,2018,house,41,D,Emily Anne Marcum,0,0,False,False,Emily Anne Marcum,canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-1998-senate-7-R-ENFINGER,ALPERSON-ENFINGER,1998,senate,7,R,Enfinger,0,1,False,False,Jeffrey Wade Enfinger,manual_verified_candidate_alias,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-2002-senate-7-D-ENFINGER-JEFF,ALPERSON-ENFINGER-JEFF,2002,senate,7,D,"Enfinger, Jeff",0,1,False,False,"Enfinger, Jeff",canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-2002-senate-14-R-ERWIN-HENRY-E-HANK-JR,ALPERSON-ERWIN-HENRY-E-HANK-JR,2002,senate,14,R,"Erwin, Henry E. ""Hank"", Jr.",0,1,False,False,"Erwin, Henry E. ""Hank"", Jr.",canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-1998-senate-20-D-ESCOTT,ALPERSON-ESCOTT,1998,senate,20,D,Escott,0,1,False,False,Escott,canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-1994-senate-20-D-ESCOTT-RUSSELL,ALPERSON-ESCOTT-RUSSELL,1994,senate,20,D,Escott-Russell,0,1,False,False,Escott-Russell,canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-2002-senate-20-D-ESCOTT-SUNDRA,ALPERSON-ESCOTT-SUNDRA,2002,senate,20,D,"Escott, Sundra",0,1,False,False,"Escott, Sundra",canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-1994-house-29-R-ESTES,ALPERSON-ESTES,1994,house,29,R,Estes,0,0,False,False,Estes,canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-1994-house-55-R-EVANS,ALPERSON-EVANS,1994,house,55,R,Evans,0,0,False,False,Evans,canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-2006-house-66-D-F-P-SKIPPY-WHITE,ALPERSON-F-P-SKIPPY-WHITE,2006,house,66,D,"F. P. ""SKIPPY"" WHITE",0,0,False,False,"F. P. ""SKIPPY"" WHITE",canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-2002-house-6-R-FARGERSON-SHAWN,ALPERSON-FARGERSON-SHAWN,2002,house,6,R,"Fargerson, Shawn",0,0,False,False,Shawn Fargerson,manual_verified_candidate_alias,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-1994-senate-4-D-FARRAR,ALPERSON-FARRAR,1994,senate,4,D,Farrar,0,0,False,False,Farrar,canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-2002-house-94-R-FAUST-JOE-SR,ALPERSON-FAUST-JOE-SR,2002,house,94,R,"Faust, Joe, Sr.",0,1,False,False,"Faust, Joe, Sr.",canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-2018-house-46-D-FELICIA-STEWART,ALPERSON-FELICIA-STEWART,2018,house,46,D,Felicia Stewart,0,0,False,False,Felicia Stewart,manual_verified_candidate_alias,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-1994-senate-33-D-FIGURES,ALPERSON-FIGURES,1994,senate,33,D,Figures,0,1,False,False,Figures,canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-2002-senate-33-D-FIGURES-VIVIAN-DAVIS,ALPERSON-FIGURES-VIVIAN-DAVIS,2002,senate,33,D,"Figures, Vivian Davis",0,1,False,False,"Figures, Vivian Davis",canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-1998-house-25-R-FINLEY,ALPERSON-FINLEY,1998,house,25,R,Finley,0,0,False,False,Finley,canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-1994-house-89-D-FLOWERS,ALPERSON-FLOWERS,1994,house,89,D,Flowers,0,1,False,False,Flowers,canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-1994-senate-10-D-FLOYD,ALPERSON-FLOYD,1994,senate,10,D,Floyd,0,0,False,False,Jack Floyd,manual_verified_candidate_alias,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-1994-house-28-D-FORD,ALPERSON-FORD,1994,house,28,D,Ford,0,1,False,False,Joe Ford,manual_verified_candidate_alias,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-1998-house-28-D-FORD,ALPERSON-FORD,1998,house,28,D,Ford,0,1,True,True,Joe Ford,manual_verified_candidate_alias,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-2002-house-82-D-FORD-JOHNNY,ALPERSON-FORD-JOHNNY,2002,house,82,D,"Ford, Johnny",0,1,False,False,"Ford, Johnny",canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-2006-house-95-D-FRANK-CAMP,ALPERSON-FRANK-CAMP,2006,house,95,D,FRANK CAMP,0,0,False,False,FRANK CAMP,canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-2006-house-61-R-FRANK-CHANDLER,ALPERSON-FRANK-CHANDLER,2006,house,61,R,FRANK CHANDLER,0,0,False,False,"Frank Chandler, Jr.",manual_verified_candidate_alias,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-2010-house-61-R-FRANK-CHANDLER,ALPERSON-FRANK-CHANDLER,2010,house,61,R,FRANK CHANDLER,0,0,False,False,FRANK CHANDLER,canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-2002-senate-6-R-FRAZIER-BETTY,ALPERSON-FRAZIER-BETTY,2002,senate,6,R,"Frazier, Betty",0,0,False,False,"Frazier, Betty",canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-2002-house-14-R-FRAZIER-ED,ALPERSON-FRAZIER-ED,2002,house,14,R,"Frazier, Ed",0,0,False,False,"Frazier, Ed",canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-2014-house-3-R-FRED-JOLY,ALPERSON-FRED-JOLY,2014,house,3,R,Fred Joly,0,0,False,False,Fred Joly,canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-1994-senate-7-D-FREEMAN,ALPERSON-FREEMAN,1994,senate,7,D,Freeman,0,1,False,False,Charles Dewayne Freeman,manual_verified_candidate_alias,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-2002-senate-15-R-FRENCH-STEVE,ALPERSON-FRENCH-STEVE,2002,senate,15,R,"French, Steve",0,1,False,False,"French, Steve",canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-1994-house-38-D-FULLER,ALPERSON-FULLER,1994,house,38,D,Fuller,0,1,False,False,Fuller,canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-1998-house-38-D-FULLER,ALPERSON-FULLER,1998,house,38,D,Fuller,0,1,True,True,Bill Fuller,manual_verified_candidate_alias,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-1994-house-47-D-GAINES,ALPERSON-GAINES,1994,house,47,D,Gaines,0,1,False,False,Gaines,canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-2002-house-46-R-GAINES-MARK,ALPERSON-GAINES-MARK,2002,house,46,R,"Gaines, Mark",0,1,False,False,"Gaines, Mark",canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-2002-house-30-R-GALLIHER-BLAINE,ALPERSON-GALLIHER-BLAINE,2002,house,30,R,"Galliher, Blaine",0,1,False,False,"Galliher, Blaine",canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-1994-house-103-R-GARDNER,ALPERSON-GARDNER,1994,house,103,R,Gardner,0,0,False,False,Gardner,canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-2002-house-25-R-GARNER-RAY,ALPERSON-GARNER-RAY,2002,house,25,R,"Garner, Ray",0,1,False,False,Ray Garner,manual_verified_candidate_alias,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-2010-house-36-D-GARRY-BEARDEN,ALPERSON-GARRY-BEARDEN,2010,house,36,D,GARRY BEARDEN,0,0,False,False,Garry A. Bearden,manual_verified_candidate_alias,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-2014-house-83-R-GARY-HEAD,ALPERSON-GARY-HEAD,2014,house,83,R,Gary Head,0,0,False,False,Gary Head,canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-2006-house-102-D-GARY-JOHNSON,ALPERSON-GARY-JOHNSON,2006,house,102,D,GARY JOHNSON,0,0,False,False,GARY JOHNSON,canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-2006-senate-35-D-GARY-TANNER,ALPERSON-GARY-TANNER,2006,senate,35,D,GARY TANNER,0,0,False,False,GARY TANNER,canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-1994-house-100-D-GASTON,ALPERSON-GASTON,1994,house,100,D,Gaston,0,1,False,False,Gaston,canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-2002-house-100-R-GASTON-VICTOR,ALPERSON-GASTON-VICTOR,2002,house,100,R,"Gaston, Victor",0,1,False,False,"Gaston, Victor",canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-2006-house-94-D-GENE-PONDER,ALPERSON-GENE-PONDER,2006,house,94,D,GENE PONDER,0,0,False,False,GENE PONDER,canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
AL-1994-senate-3-R-GENTRY,ALPERSON-GENTRY,1994,senate,3,R,Gentry,0,0,False,False,Gentry,canonical_election_ballot,,,,,,0,unmatched,unmatched,no verified candidate-to-member identity
