group_id,normalized_option,representative_section,representative_question,representative_option_text,item_count,years,selected_response_count,candidate_count_sum
682B83A0FBF9BF23,"encourage employers to offer flex-time scheduling, comp-time, and unpaid leave for family emergencies.",Employment and Affirmative Action Issues,1) Indicate which principles you support (if any) regarding employment.2) Indicate which principles you support (if any) regarding affirmative action.,"d) Encourage employers to offer flex-time scheduling, comp-time, and unpaid leave for family emergencies.",2,2000.0;2004.0,3,3
8188C300189178DB,"support increased development of traditional energy resources (e.g. coal, natural gas, oil).",Environment and Energy Issues,Indicate which principles you support (if any) regarding the environment and energy.,"f) Support increased development of traditional energy resources (e.g. coal, natural gas, oil).",2,2004.0;2008.0,3,3
0460F466E4AAFB4E,encourage further development and use of alternative fuels to reduce pollution.,Environment and Energy Issues,Indicate which principles you support (if any) regarding the environment and energy.,i) Encourage further development and use of alternative fuels to reduce pollution.,2,2000.0;2004.0,3,3
9844EBB7F1412B48,expand eligibility for tax-free medical savings accounts.,Health Issues,Indicate which principles you support (if any) regarding health care.,e) Expand eligibility for tax-free medical savings accounts.,2,2004.0;2008.0,3,3
E018DF1B2734135F,aid should be granted to countries when extraordinary circumstances cause disaster and threaten civilian lives.,"International Aid, International Policy, and Trade Issues, Part 1: International Aid",International AidIndicate which principles you support (if any) regarding United States economic assistance.,a) Aid should be granted to countries when extraordinary circumstances cause disaster and threaten civilian lives.,2,2000.0;2004.0,3,3
19C4E1714A0001AE,aid should be eliminated for any nation with documented human rights abuses.,"International Aid, International Policy, and Trade Issues, Part 1: International Aid",International AidIndicate which principles you support (if any) regarding United States economic assistance.,c) Aid should be eliminated for any nation with documented human rights abuses.,2,2000.0;2004.0,3,3
4EC405667226A7D0,should the united states continue to provide leadership in the israeli-palestinian peace process?,"International Aid, International Policy, and Trade Issues, Part 2: International Policy",International Policy1) Indicate which principles you support (if any) regarding the Middle East.2) Indicate which principles you support (if any) regarding Central and East Asia.3) Indicate which principles you support (if any) regarding the United Nations.,a) Should the United States continue to provide leadership in the Israeli-Palestinian peace process?,2,2004.0;2008.0,3,3
E1DA54C8BBBFA9CC,should the united states support the creation of a palestinian state?,"International Aid, International Policy, and Trade Issues, Part 2: International Policy",International Policy1) Indicate which principles you support (if any) regarding the Middle East.2) Indicate which principles you support (if any) regarding Central and East Asia.3) Indicate which principles you support (if any) regarding the United Nations.,b) Should the United States support the creation of a Palestinian state?,2,2004.0;2008.0,3,3
E34B415E87A3EABF,should the united states withdraw its troops from iraq?,"International Aid, International Policy, and Trade Issues, Part 2: International Policy",International Policy1) Indicate which principles you support (if any) regarding the Middle East.2) Indicate which principles you support (if any) regarding Central and East Asia.3) Indicate which principles you support (if any) regarding the United Nations.,c) Should the United States withdraw its troops from Iraq?,2,2004.0;2008.0,3,3
089CEA5CDFAEEAFA,do you support continued u.s. membership in the world trade organization (wto)?,"International Aid, International Policy, and Trade Issues, Part 3: International Trade",International TradeIndicate which principles you support (if any) regarding international trade.,3) Do you support continued U.S. membership in the World Trade Organization (WTO)?,2,2000.0;2004.0,3,3
2C5FF6FBFDCC049F,do you support the trade embargo against cuba?,"International Aid, International Policy, and Trade Issues, Part 3: International Trade",International TradeIndicate which principles you support (if any) regarding international trade.,5) Do you support the trade embargo against Cuba?,2,2000.0;2004.0,3,3
FAD8747DB55D4EEF,do you support using military tribunals to try suspected terrorists when ordinary civilian courts are deemed inappropriate or impractical?,National Security Issues,Indicate which principles you support (if any) regarding national security.,a) Do you support using military tribunals to try suspected terrorists when ordinary civilian courts are deemed inappropriate or impractical?,2,2004.0;2008.0,3,3
4A44FD16C1E2CF45,should the united states hold foreign states accountable for terrorists who operate in their country?,National Security Issues,Indicate which principles you support (if any) regarding national security.,d) Should the United States hold foreign states accountable for terrorists who operate in their country?,2,2004.0;2008.0,3,3
CFA352CA9A3DABE1,should the federal government increase funding to states and cities for homeland security?,National Security Issues,Indicate which principles you support (if any) regarding national security.,e) Should the federal government increase funding to states and cities for homeland security?,2,2004.0;2008.0,3,3
485F038CE85F3829,support government mandates to curtail violent and sexual content on television.,Technology and Communication Issues,Indicate which principles you support (if any) regarding technology and communication.,d) Support government mandates to curtail violent and sexual content on television.,2,2000.0;2004.0,3,3
ADCD120649DFB0E3,continue to give states and local governments flexibility in and responsibility for welfare programs through federal block grants.,Welfare and Poverty Issues,Indicate which principles you support (if any) regarding welfare and poverty.,c) Continue to give states and local governments flexibility in and responsibility for welfare programs through federal block grants.,2,2004.0;2008.0,3,3
A2FBD98EFBDBF565,increase the federal minimum wage.,Employment and Affirmative Action Issues,1) Indicate which principles you support (if any) regarding employment.2) Indicate which principles you support (if any) regarding affirmative action.,f) Increase the federal minimum wage.,3,2000.0;2004.0;2008.0,2,4
F90266594B8DFF4C,medical expense deduction,"Budgetary, Spending, and Tax Issues, Part 3: Taxes (A)","Using the key above, indicate what federal tax levels you support for the following general categories. Select one number per category.TaxesIncome Taxes:Family IncomeRetiree IncomeOther Taxes:Deductions/Credits:",d) Medical expense deduction,2,2004.0;2008.0,2,3
ECFD0A7495563362,mortgage deduction,"Budgetary, Spending, and Tax Issues, Part 3: Taxes (A)","Using the key above, indicate what federal tax levels you support for the following general categories. Select one number per category.TaxesIncome Taxes:Family IncomeRetiree IncomeOther Taxes:Deductions/Credits:",e) Mortgage deduction,2,2004.0;2008.0,2,3
AEF2CA533DF8A2DB,student loan credit,"Budgetary, Spending, and Tax Issues, Part 3: Taxes (A)","Using the key above, indicate what federal tax levels you support for the following general categories. Select one number per category.TaxesIncome Taxes:Family IncomeRetiree IncomeOther Taxes:Deductions/Credits:",f) Student loan credit,2,2004.0;2008.0,2,3
1F77984C238F911F,increase the amount individuals are permitted to contribute to federal campaigns.,Campaign Finance and Government Reform Issues,Indicate which principles you support (if any) regarding campaign finance and government reform.,b) Increase the amount individuals are permitted to contribute to federal campaigns.,2,2000.0;2004.0,2,3
31B833E72C496648,reduce government regulation of the private sector in order to encourage investment and economic expansion.,Employment and Affirmative Action Issues,1) Indicate which principles you support (if any) regarding employment.2) Indicate which principles you support (if any) regarding affirmative action.,b) Reduce government regulation of the private sector in order to encourage investment and economic expansion.,2,2000.0;2004.0,2,3
120BA5F92005A90E,allow unregulated soft money campaign contributions to political parties or committees.,Campaign Finance and Government Reform Issues,Indicate which principles you support (if any) regarding campaign finance and government reform.,d) Allow unregulated soft money campaign contributions to political parties or committees.,2,2004.0;2008.0,2,3
40CF425E96A12D4B,increase funding of programs such as pell grants and stafford loans to help students pay for college.,Education Issues,Indicate which principles you support (if any) regarding education.,l) Increase funding of programs such as Pell grants and Stafford loans to help students pay for college.,2,2000.0;2004.0,2,3
433FBD6532706FEC,increase funding for national job-training programs that re-train displaced workers or teach skills needed in today's job market.,Employment and Affirmative Action Issues,1) Indicate which principles you support (if any) regarding employment.2) Indicate which principles you support (if any) regarding affirmative action.,a) Increase funding for national job-training programs that re-train displaced workers or teach skills needed in today's job market.,2,2000.0;2004.0,2,3
CDC89CC2758A0601,the federal government should continue affirmative action programs.,Employment and Affirmative Action Issues,1) Indicate which principles you support (if any) regarding employment.2) Indicate which principles you support (if any) regarding affirmative action.,c) The federal government should continue affirmative action programs.,2,2000.0;2004.0,2,3
B789FF5F203B9F29,support the use of ethanol as an alternative fuel.,Environment and Energy Issues,Indicate which principles you support (if any) regarding the environment and energy.,j) Support the use of ethanol as an alternative fuel.,2,2004.0;2008.0,2,3
090AEEC0987F84F2,support a patient's bill of rights which includes the right to sue when claims are denied.,Health Issues,Indicate which principles you support (if any) regarding health care.,d) Support a Patient's Bill of Rights which includes the right to sue when claims are denied.,2,2000.0;2004.0,2,3
A8FAA81E4495D9AF,support expanding prescription drug coverage under medicare.,Health Issues,Indicate which principles you support (if any) regarding health care.,g) Support expanding prescription drug coverage under Medicare.,2,2004.0;2008.0,2,3
3C67F570CDC59FD0,offer tax credits to individuals and small businesses to offset the cost of insurance coverage.,Health Issues,Indicate which principles you support (if any) regarding health care.,i) Offer tax credits to individuals and small businesses to offset the cost of insurance coverage.,2,2004.0;2008.0,2,3
53A360F8E45BCB48,require welfare recipients to spend at least 40 hours a week in a combination of work and training programs.,Welfare and Poverty Issues,Indicate which principles you support (if any) regarding welfare and poverty.,a) Require welfare recipients to spend at least 40 hours a week in a combination of work and training programs.,2,2004.0;2008.0,2,3
AF3E2CDE90FB71BD,welfare (afdc),Budgetary Issues,"1) Indicate what changes you support (if any) concerning levels of federal funding for the following categories. Select one number only.2) Do you support the use of block grants given to states, rather than federal spending, in the following areas?",l) Welfare (AFDC),2,1996.0,2,2
2655B6685802B39B,defense plant conversion,Defense Spending,Indicate what changes you support (if any) regarding funding for the following categories. Select one number only.,2) Defense plant conversion,2,1996.0;2000.0,2,2
D14C330823A10BC9,military space shuttle missions,Defense Spending,Indicate what changes you support (if any) regarding funding for the following categories. Select one number only.,4) Military space shuttle missions,2,1996.0;2000.0,2,2
600D70C308AF6831,charitable deductions,Taxes,1) Indicate the changes you support (if any) concerning the tax levels for the following categories. Select one number only.Income TaxesOther Tax Issues,h) Charitable deductions,2,1996.0;2000.0,2,2
D2E186455175494F,medical expense deductions,Taxes,1) Indicate the changes you support (if any) concerning the tax levels for the following categories. Select one number only.Income TaxesOther Tax Issues,m) Medical expense deductions,2,1996.0;2000.0,2,2
C1D267AF7ABA8B62,mortgage deductions,Taxes,1) Indicate the changes you support (if any) concerning the tax levels for the following categories. Select one number only.Income TaxesOther Tax Issues,n) Mortgage deductions,2,1996.0;2000.0,2,2
46A04C24E70B99FA,do you support imposing tariffs on products imported from nations that maintain restrictive trade barriers on american products?,Trade,,6) Do you support imposing tariffs on products imported from nations that maintain restrictive trade barriers on American products?,2,1996.0;2000.0,2,2
39549B192FF8FF19,provide tax credits for companies that move job-creating industries into areas with high unemployment.,Unemployment,Indicate which principles you support regarding unemployment.,a) Provide tax credits for companies that move job-creating industries into areas with high unemployment.,2,1996.0;2000.0,2,2
5C2DF00EDAB240CC,united nations,"Budgetary, Spending, and Tax Issues","Indicate what federal funding levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.1) Budget Priorities2) Defense Spending3) TaxesIndicate what federal tax levels (#1-6) you support for the following general categories. Select one number per category, you can use a number more than once.Family Income TaxesOther TaxesDeductions/Credits",q) United Nations,2,2008.0;2016.0,2,2
E5114A18B899DDEF,"in order to balance the budget, do you support an income tax increase on any tax bracket?",Budget,,"In order to balance the budget, do you support an income tax increase on any tax bracket?",2,2016.0;nan,2,2
DF3278ADAB7D2642,do you support federal spending as a means of promoting economic growth?,Economy,,Do you support federal spending as a means of promoting economic growth?,2,2016.0;nan,2,2
0E7E6B0E664670BB,"do you support repealing the 2010 affordable care act (""obamacare"")?",Health Care,,"Do you support repealing the 2010 Affordable Care Act (""Obamacare"")?",2,2016.0;nan,2,2
4CF71E2EB765915D,do you support requiring immigrants who are unlawfully present to return to their country of origin before they are eligible for citizenship?,Immigration,,Do you support requiring immigrants who are unlawfully present to return to their country of origin before they are eligible for citizenship?,2,2016.0;nan,2,2
4FE2AEA59A370244,do you support increasing defense spending?,Defense,,Do you support increasing defense spending?,2,2024.0;nan,2,2
D209B16A9F175D66,legalize physician assisted suicide in alabama.,Health Issues,Indicate which principles you support (if any) regarding health.,f) Legalize physician assisted suicide in Alabama.,1,2006.0,2,42
12638E9226370274,"$25,000-$75,000","Budgetary, Spending, and Tax Issues, Part 3: Taxes (A)","Using the key above, indicate what federal tax levels you support for the following general categories. Select one number per category.TaxesIncome Taxes:Family IncomeRetiree IncomeOther Taxes:Deductions/Credits:","b) $25,000-$75,000",1,2004.0,2,2
C18524FF005B6424,"$75,000-$150,000","Budgetary, Spending, and Tax Issues, Part 3: Taxes (A)","Using the key above, indicate what federal tax levels you support for the following general categories. Select one number per category.TaxesIncome Taxes:Family IncomeRetiree IncomeOther Taxes:Deductions/Credits:","c) $75,000-$150,000",1,2004.0,2,2
77D09258570F35B3,"over $40,000","Budgetary, Spending, and Tax Issues, Part 3: Taxes (A)","Using the key above, indicate what federal tax levels you support for the following general categories. Select one number per category.TaxesIncome Taxes:Family IncomeRetiree IncomeOther Taxes:Deductions/Credits:","f) Over $40,000",1,2004.0,2,2
055DEE5D9AD06A85,charitable contributions,"Budgetary, Spending, and Tax Issues, Part 3: Taxes (A)","Using the key above, indicate what federal tax levels you support for the following general categories. Select one number per category.TaxesIncome Taxes:Family IncomeRetiree IncomeOther Taxes:Deductions/Credits:",a) Charitable contributions,1,2004.0,2,2
32B37C403E01EF30,do you support permanent repeal of the federal estate tax?,"Budgetary, Spending, and Taxes, Part 3: Taxes (B)",,4) Do you support permanent repeal of the federal estate tax?,1,2004.0,2,2
23B14AE0AC1BB9A5,do you support eliminating taxes on dividends paid to individual investors?,"Budgetary, Spending, and Taxes, Part 3: Taxes (B)",,5) Do you support eliminating taxes on dividends paid to individual investors?,1,2004.0,2,2
E349685D5C7CD386,allow ads paid for by soft money that support or attack a candidate for federal office.,Campaign Finance and Government Reform Issues,Indicate which principles you support (if any) regarding campaign finance and government reform.,e) Allow ads paid for by soft money that support or attack a candidate for federal office.,1,2004.0,2,2
6087A85B97CC90CB,do you support instant run-off voting (irv)?,Campaign Finance and Government Reform Issues,Indicate which principles you support (if any) regarding campaign finance and government reform.,h) Do you support instant run-off voting (IRV)?,1,2004.0,2,2
3A51BF6371EBFBBE,should election day be a national holiday?,Campaign Finance and Government Reform Issues,Indicate which principles you support (if any) regarding campaign finance and government reform.,i) Should Election Day be a national holiday?,1,2004.0,2,2
79C94D91874916D8,should marriage be restricted to a union only between a man and a woman?,Campaign Finance and Government Reform Issues,Indicate which principles you support (if any) regarding campaign finance and government reform.,k) Should marriage be restricted to a union only between a man and a woman?,1,2004.0,2,2
0A56FB6F6F62B0D7,support additional criminal penalties if a fetus is killed in the commission of a federal crime against a pregnant woman.,Crime Issues,Indicate which principles you support (if any) regarding crime.,g) Support additional criminal penalties if a fetus is killed in the commission of a federal crime against a pregnant woman.,1,2004.0,2,2
64E6ABD3C09DDB53,increase border security to stop the flow of illegal drugs into the united states.,Drug Issues,Indicate which principles you support (if any) regarding drugs.,e) Increase border security to stop the flow of illegal drugs into the United States.,1,2004.0,2,2
6F404F8BB2004998,support changing the mission of head start to emphasize improving the math and reading skills of disadvantaged children.,Education Issues,Indicate which principles you support (if any) regarding education.,i) Support changing the mission of Head Start to emphasize improving the math and reading skills of disadvantaged children.,1,2004.0,2,2
145FD06736CCD527,relax logging restrictions on federal lands.,Environment and Energy Issues,Indicate which principles you support (if any) regarding the environment and energy.,d) Relax logging restrictions on federal lands.,1,2004.0,2,2
F76B4AEC9DBA9377,relax standards on federal lands to allow increased recreational usage.,Environment and Energy Issues,Indicate which principles you support (if any) regarding the environment and energy.,e) Relax standards on federal lands to allow increased recreational usage.,1,2004.0,2,2
DFE73FCF3CBD5D77,"support legislation that would protect manufacturers, distributors, dealers, and importers of firearms from civil lawsuits by crime victims.",Gun Issues,Indicate which principles you support (if any) regarding guns.,"j) Support legislation that would protect manufacturers, distributors, dealers, and importers of firearms from civil lawsuits by crime victims.",1,2004.0,2,2
0BC8E6FE21BDFFBF,support a patient's bill of rights which includes appeal mechanisms when claims are denied.,Health Issues,Indicate which principles you support (if any) regarding health care.,c) Support a Patient's Bill of Rights which includes appeal mechanisms when claims are denied.,1,2004.0,2,2
CE64B623DB4C1E0C,support stem cell research on existing lines of stem cells.,Health Issues,Indicate which principles you support (if any) regarding health care.,l) Support stem cell research on existing lines of stem cells.,1,2004.0,2,2
4DFF1C4D0E5D3A69,support the detention of asylum seekers from countries known to sponsor terrorism.,Immigration Issues,Indicate which principles you support (if any) regarding immigration.,f) Support the detention of asylum seekers from countries known to sponsor terrorism.,1,2004.0,2,2
4F2B8A6211D5D14B,aid should be granted to countries when it is in the security interests of the united states.,"International Aid, International Policy, and Trade Issues, Part 1: International Aid",International AidIndicate which principles you support (if any) regarding United States economic assistance.,b) Aid should be granted to countries when it is in the security interests of the United States.,1,2004.0,2,2
7C41810C7AF37C79,should the united states use diplomatic and economic pressure to encourage north korea to abandon its nuclear weapons program?,"International Aid, International Policy, and Trade Issues, Part 2: International Policy",International Policy1) Indicate which principles you support (if any) regarding the Middle East.2) Indicate which principles you support (if any) regarding Central and East Asia.3) Indicate which principles you support (if any) regarding the United Nations.,a) Should the United States use diplomatic and economic pressure to encourage North Korea to abandon its nuclear weapons program?,1,2004.0,2,2
F6061D8DAEA9B022,should the united states use military force to destroy the north korean nuclear weapons program?,"International Aid, International Policy, and Trade Issues, Part 2: International Policy",International Policy1) Indicate which principles you support (if any) regarding the Middle East.2) Indicate which principles you support (if any) regarding Central and East Asia.3) Indicate which principles you support (if any) regarding the United Nations.,b) Should the United States use military force to destroy the North Korean nuclear weapons program?,1,2004.0,2,2
505BE6852678C781,should the united states remove the north korean government from power?,"International Aid, International Policy, and Trade Issues, Part 2: International Policy",International Policy1) Indicate which principles you support (if any) regarding the Middle East.2) Indicate which principles you support (if any) regarding Central and East Asia.3) Indicate which principles you support (if any) regarding the United Nations.,c) Should the United States remove the North Korean government from power?,1,2004.0,2,2
30D3D9AEF529570D,should the united states increase financial support to afghanistan?,"International Aid, International Policy, and Trade Issues, Part 2: International Policy",International Policy1) Indicate which principles you support (if any) regarding the Middle East.2) Indicate which principles you support (if any) regarding Central and East Asia.3) Indicate which principles you support (if any) regarding the United Nations.,d) Should the United States increase financial support to Afghanistan?,1,2004.0,2,2
9C1F54650CE1CD7D,should the united states increase military support to afghanistan?,"International Aid, International Policy, and Trade Issues, Part 2: International Policy",International Policy1) Indicate which principles you support (if any) regarding the Middle East.2) Indicate which principles you support (if any) regarding Central and East Asia.3) Indicate which principles you support (if any) regarding the United Nations.,e) Should the United States increase military support to Afghanistan?,1,2004.0,2,2
AFF2159D760B004F,should the united states maintain its financial support of the united nations?,"International Aid, International Policy, and Trade Issues, Part 2: International Policy",International Policy1) Indicate which principles you support (if any) regarding the Middle East.2) Indicate which principles you support (if any) regarding Central and East Asia.3) Indicate which principles you support (if any) regarding the United Nations.,a) Should the United States maintain its financial support of the United Nations?,1,2004.0,2,2
1539B9D09E873DDB,should the united states decrease its financial support of the united nations?,"International Aid, International Policy, and Trade Issues, Part 2: International Policy",International Policy1) Indicate which principles you support (if any) regarding the Middle East.2) Indicate which principles you support (if any) regarding Central and East Asia.3) Indicate which principles you support (if any) regarding the United Nations.,b) Should the United States decrease its financial support of the United Nations?,1,2004.0,2,2
50BC5933E496BC2D,should the united states commit troops to united nations peacekeeping missions?,"International Aid, International Policy, and Trade Issues, Part 2: International Policy",International Policy1) Indicate which principles you support (if any) regarding the Middle East.2) Indicate which principles you support (if any) regarding Central and East Asia.3) Indicate which principles you support (if any) regarding the United Nations.,c) Should the United States commit troops to United Nations peacekeeping missions?,1,2004.0,2,2
31A7542E9A78481B,should the united states lift the travel ban to cuba?,"International Aid, International Policy, and Trade Issues, Part 2: International Policy",International Policy1) Indicate which principles you support (if any) regarding the Middle East.2) Indicate which principles you support (if any) regarding Central and East Asia.3) Indicate which principles you support (if any) regarding the United Nations.,4) Should the United States lift the travel ban to Cuba?,1,2004.0,2,2
E90D1F2E9DA84B7E,"should the united states increase its financial support to colombia to combat ""the war on drugs""?","International Aid, International Policy, and Trade Issues, Part 2: International Policy",International Policy1) Indicate which principles you support (if any) regarding the Middle East.2) Indicate which principles you support (if any) regarding Central and East Asia.3) Indicate which principles you support (if any) regarding the United Nations.,"5) Should the United States increase its financial support to Colombia to combat ""the war on drugs""?",1,2004.0,2,2
1E5E26637D0F1AB0,should aid to african nations for aids prevention programs fund distribution of contraceptives?,"International Aid, International Policy, and Trade Issues, Part 2: International Policy",International Policy1) Indicate which principles you support (if any) regarding the Middle East.2) Indicate which principles you support (if any) regarding Central and East Asia.3) Indicate which principles you support (if any) regarding the United Nations.,6) Should aid to African nations for AIDS prevention programs fund distribution of contraceptives?,1,2004.0,2,2
84F6DD87B9896A9B,should aid to african nations for aids prevention fund abstinence education?,"International Aid, International Policy, and Trade Issues, Part 2: International Policy",International Policy1) Indicate which principles you support (if any) regarding the Middle East.2) Indicate which principles you support (if any) regarding Central and East Asia.3) Indicate which principles you support (if any) regarding the United Nations.,7) Should aid to African nations for AIDS prevention fund abstinence education?,1,2004.0,2,2
3545F0BF775A2396,should a nation's human rights record affect its normal trade relations (most favored nation) status with the united states?,"International Aid, International Policy, and Trade Issues, Part 3: International Trade",International TradeIndicate which principles you support (if any) regarding international trade.,4) Should a nation's human rights record affect its normal trade relations (most favored nation) status with the United States?,1,2004.0,2,2
EAF052E2D3D23DF1,should trade agreements include provisions to address environmental concerns and to protect workers' rights?,"International Aid, International Policy, and Trade Issues, Part 3: International Trade",International TradeIndicate which principles you support (if any) regarding international trade.,6) Should trade agreements include provisions to address environmental concerns and to protect workers' rights?,1,2004.0,2,2
5371120FFF0410CA,should the united states adopt stricter rules for student visa applications from nations known to sponsor terrorism?,National Security Issues,Indicate which principles you support (if any) regarding national security.,b) Should the United States adopt stricter rules for student visa applications from nations known to sponsor terrorism?,1,2004.0,2,2
E708828032EA4D55,"should the united states grant law enforcement agencies greater discretion to read mail and email, tap phones, and conduct random searches to prevent future terrorist attacks?",National Security Issues,Indicate which principles you support (if any) regarding national security.,"c) Should the United States grant law enforcement agencies greater discretion to read mail and email, tap phones, and conduct random searches to prevent future terrorist attacks?",1,2004.0,2,2
11C033041E0B08A1,do you support a policy of pre-emptive strikes against countries deemed to be a threat to national security?,National Security Issues,Indicate which principles you support (if any) regarding national security.,f) Do you support a policy of pre-emptive strikes against countries deemed to be a threat to national security?,1,2004.0,2,2
CC57EDCB48D79EDE,implement regulation of internet content.,Technology and Communication Issues,Indicate which principles you support (if any) regarding technology and communication.,c) Implement regulation of Internet content.,1,2004.0,2,2
2A0CF005D6CB8216,"support strict penalties for internet crimes (e.g. hacking, identity theft, worms/viruses).",Technology and Communication Issues,Indicate which principles you support (if any) regarding technology and communication.,"e) Support strict penalties for Internet crimes (e.g. hacking, identity theft, worms/viruses).",1,2004.0,2,2
0D7BE80A5EF04E06,support legislation to detail how personal information can be collected and used on the internet.,Technology and Communication Issues,Indicate which principles you support (if any) regarding technology and communication.,f) Support legislation to detail how personal information can be collected and used on the Internet.,1,2004.0,2,2
EAEE875867E46BDF,other or expanded principles,"International Aid, International Policy, and Trade Issues, Part 2: International Policy",International Policy1) Indicate which principles you support (if any) regarding the Middle East.2) Indicate which principles you support (if any) regarding Central and East Asia.3) Indicate which principles you support (if any) regarding the United Nations.,8) Other or expanded principles,4,2004.0;2008.0,1,7
80746504A90D6E73,reduce prison sentences for those who commit non-violent crimes.,Crime Issues,Indicate which principles you support (if any) regarding crime.,f) Reduce prison sentences for those who commit non-violent crimes.,3,1996.0;2004.0;2008.0,1,4
A704795E7934F0E2,implement a universal health care program to guarantee coverage to all americans regardless of income.,Health Issues,Indicate which principles you support (if any) regarding health issues.,b) Implement a universal health care program to guarantee coverage to all Americans regardless of income.,3,1996.0;2000.0;2004.0,1,4
89D6514174F36DAE,enforcement of civil rights should primarily be the responsibility of the federal government.,Crime Issues,Indicate which principles you support (if any) regarding crime.,k) Enforcement of civil rights should primarily be the responsibility of the federal government.,2,2000.0;2004.0,1,3
3AD41E411C9F1AB9,the federal government should discontinue affirmative action programs.,Employment and Affirmative Action Issues,1) Indicate which principles you support (if any) regarding employment.2) Indicate which principles you support (if any) regarding affirmative action.,b) The federal government should discontinue affirmative action programs.,2,2000.0;2004.0,1,3
26B369354F9301D7,providing health care is not a responsibility of the federal government.,Health Issues,Indicate which principles you support (if any) regarding health care.,a) Providing health care is not a responsibility of the federal government.,2,2000.0;2004.0,1,3
22D457E74D07DA16,decrease the number of legal immigrants allowed into the country.,Immigration Issues,Indicate which principles you support (if any) regarding immigration.,a) Decrease the number of legal immigrants allowed into the country.,2,2004.0;2008.0,1,3
36EC5245E374BC1A,allow workers to invest a portion of their payroll tax in private accounts which they manage themselves.,Social Security Issues,Indicate which principles you support (if any) regarding Social Security.,a) Allow workers to invest a portion of their payroll tax in private accounts which they manage themselves.,2,2000.0;2004.0,1,3
E096FDD4550F5DC4,increase penalties for selling illegal drugs.,Illegal Drugs,Indicate which principles you support concerning illegal drugs.,a) Increase penalties for selling illegal drugs.,2,1996.0;2000.0,1,2
30479BCD09F25CF4,"require that crimes based on gender, sexual orientation, and disability be prosecuted as federal hate crimes.",Crime Issues,Indicate which principles you support (if any) to address crime.,"i) Require that crimes based on gender, sexual orientation, and disability be prosecuted as federal hate crimes.",2,2000.0;2004.0,1,3
1F5C7CC61F97D187,provide extra federal aid to states with higher numbers of immigrants for necessary medical and social services.,Immigration Issues,Indicate which principles you support (if any) regarding immigration.,d) Provide extra federal aid to states with higher numbers of immigrants for necessary medical and social services.,2,1996.0;2000.0,1,2
922365293523A553,"prohibit states from passing laws that deny human services (medical care, education) to illegal immigrants or their children.",Immigration Issues,Indicate which principles you support (if any) regarding immigration.,"e) Prohibit states from passing laws that deny human services (medical care, education) to illegal immigrants or their children.",2,1996.0;2000.0,1,2
5A5038CC5FB5D9D1,support housing assistance for welfare recipients.,Welfare and Poverty Issues,Indicate which principles you support (if any) regarding poverty and the welfare system.,a) Support housing assistance for welfare recipients.,2,2000.0;2008.0,1,2
0E85BA7A06E29272,provide homeless families with apartment vouchers they can use to supplement the cost of an apartment.,Welfare and Poverty Issues,Indicate which principles you support (if any) regarding poverty and the welfare system.,b) Provide homeless families with apartment vouchers they can use to supplement the cost of an apartment.,2,1996.0;2000.0,1,2
9DA93BD2D9E880F3,remove all contribution limits on federal campaigns and parties.,Campaign Finance and Government Reform Issues,Indicate which principles you support (if any) regarding campaign finance and government reform.,d) Remove all contribution limits on federal campaigns and parties.,2,2004.0;2008.0,1,3
DD9AC8AD36A6EE22,support public taxpayer funding for federal candidates who comply with campaign spending limits.,Campaign Finance and Government Reform Issues,Indicate which principles you support (if any) regarding campaign finance and government reform.,a) Support public taxpayer funding for federal candidates who comply with campaign spending limits.,1,2004.0,1,2
6E0DDAB9117F3083,"allow issue advocacy commercials by corporations, labor unions, and non-profit groups which appear within 60 days of a general election and within 30 days of a primary election.",Campaign Finance and Government Reform Issues,Indicate which principles you support (if any) regarding campaign finance and government reform.,"f) Allow issue advocacy commercials by corporations, labor unions, and non-profit groups which appear within 60 days of a general election and within 30 days of a primary election.",1,2004.0,1,2
6B4E3D309015DCFF,impose stricter penalties for those convicted of white-collar crimes.,Crime Issues,Indicate which principles you support (if any) regarding crime.,j) Impose stricter penalties for those convicted of white-collar crimes.,1,2004.0,1,2
8CFA9A47AA3DE988,increase funding for block grants to states to aid in the hiring of additional teachers.,Education Issues,Indicate which principles you support (if any) regarding education.,e) Increase funding for block grants to states to aid in the hiring of additional teachers.,1,2004.0,1,2
EBDFF548D6C0D0DB,"increase funding for school capital improvements (e.g. buildings, infrastructure, technology).",Education Issues,Indicate which principles you support (if any) regarding education.,"g) Increase funding for school capital improvements (e.g. buildings, infrastructure, technology).",1,2004.0,1,2
D1B68FD65976163F,support granting states limited control over head start programs.,Education Issues,Indicate which principles you support (if any) regarding education.,h) Support granting states limited control over Head Start programs.,1,2004.0,1,2
C991ADDCEC452753,providing education is not a responsibility of the federal government.,Education Issues,Indicate which principles you support (if any) regarding education.,j) Providing education is not a responsibility of the federal government.,1,2004.0,1,2
63C696EEB2256F00,provide tax credits or grants to businesses that offer child care services to employees.,Employment and Affirmative Action Issues,1) Indicate which principles you support (if any) regarding employment.2) Indicate which principles you support (if any) regarding affirmative action.,c) Provide tax credits or grants to businesses that offer child care services to employees.,1,2004.0,1,2
