ontology_version,review_id,election_year,option_text,primary_domain,policy_key,response_mode,adjudication_authority,axis,pole,strength,rationale
2.0.1,B4C11C285F3DA7B1,1998,a) Provide tax incentives to small businesses that provide health care to their employees.,healthcare,,,model_consensus_provisional,market_governance,intervention,secondary,Tax incentives are a form of government intervention in the market by providing financial support for businesses that provide health care to their employees.
2.0.1,B60E072A2DCDE919,2014,b) Do you support expanding access to health care through commercial health insurance reform?,healthcare,,,model_consensus_provisional,welfare_policy,expansion,secondary,The question asks for support of expanding healthcare access through commercial health insurance reform.
2.0.1,BBD154B206600077,2002,i) Support the lower .08 blood-alcohol-content limit defining drunk driving.,welfare,,,model_consensus_provisional,welfare_policy,restriction,secondary,secondary
2.0.1,BBD154B206600077,2002,i) Support the lower .08 blood-alcohol-content limit defining drunk driving.,welfare,,,model_consensus_provisional,market_governance,intervention,primary,Setting a legal blood-alcohol limit is an intervention in the market of driving behavior.
2.0.1,BDB4C004A3F394E9,2014,d) Gas/Oil taxes,taxation,,,model_consensus_provisional,welfare_policy,restriction,secondary,The text does not explicitly state the effect of this policy on welfare. It only mentions a restriction on gas/oil taxes.
2.0.1,BDB4C004A3F394E9,2014,d) Gas/Oil taxes,taxation,,,model_consensus_provisional,business_scale_alignment,large_business,primary,The text does not explicitly state the effect of this policy on small or large businesses. It only mentions a restriction on gas/oil taxes.
2.0.1,BDB4C004A3F394E9,2014,d) Gas/Oil taxes,taxation,,,model_consensus_provisional,market_governance,intervention,secondary,The imposition of taxes on gas and oil production is a form of market intervention to regulate the industry.
2.0.1,BDB4C004A3F394E9,2014,d) Gas/Oil taxes,taxation,,,model_consensus_provisional,tax_distribution,progressive,primary,"A progressive tax distribution means that higher income individuals or corporations pay a larger share of their income in taxes. This could be applied to gas and oil companies, ensuring they contribute more to the state's revenue."
2.0.1,BDFC17C9697200A8,2002,g) Decriminalize the use of marijuana for medicinal purposes.,criminal_justice,,,model_consensus_provisional,business_scale_alignment,small_business,secondary,The policy may impact small businesses that sell or provide services related to marijuana.
2.0.1,BE221EBFA9C53E45,2006,b) Transfer current Medicaid recipients into managed care programs.,healthcare,,,model_consensus_provisional,welfare_policy,restriction,primary,Focused Ministral pole adjudication
2.0.1,C4F21038900DEBEE,2002,b) Transfer more existing Medicaid recipients into managed care programs.,healthcare,,,model_consensus_provisional,welfare_policy,restriction,primary,Focused Ministral pole adjudication
2.0.1,C5DA12534832F532,2002,j) Increase state funding to expand Head Start programs.,education,,,model_consensus_provisional,welfare_policy,expansion,secondary,The policy is a form of expansion.
2.0.1,C5DA12534832F532,2002,j) Increase state funding to expand Head Start programs.,education,,,model_consensus_provisional,business_scale_alignment,small_business,secondary,Head Start programs are often run by non-profits and small businesses.
2.0.1,C9499D0747CD29F1,1998,a) Require the use of cleaner burning fuels in order to prevent pollution.,environment,,,model_consensus_provisional,environmental_protection,strengthen,secondary,The policy explicitly seeks to strengthen environmental protection by requiring cleaner burning fuels.
2.0.1,C9499D0747CD29F1,1998,a) Require the use of cleaner burning fuels in order to prevent pollution.,environment,,,model_consensus_provisional,market_governance,intervention,primary,The policy requires a specific action (using cleaner burning fuels) which is an intervention in the market.
2.0.1,CEE7FF2B6F853736,2018,e) Do you support eliminating religious exemptions for vaccinations?,healthcare,,,model_consensus_provisional,public_private_provision,public_provision,secondary,This option implies a shift from private to public provision of healthcare services.
2.0.1,CEE7FF2B6F853736,2018,e) Do you support eliminating religious exemptions for vaccinations?,healthcare,,,model_consensus_provisional,welfare_policy,restriction,primary,Focused Ministral pole adjudication
2.0.1,CF3028AB45081628,2014,"b) Do you support alternatives to incarceration for certain non-violent offenders, such as mandatory counseling or substance abuse treatment?",welfare,,,model_consensus_provisional,welfare_policy,expansion,secondary,This is a policy that expands the availability of childcare support.
2.0.1,CFF92AE2BB06F063,2002,"b) Use state funds to clean up former industrial and commercial sites that are contaminated, unused or abandoned.",environment,,,model_consensus_provisional,environmental_protection,strengthen,secondary,The policy directly addresses environmental contamination and cleanup.
2.0.1,CFF92AE2BB06F063,2002,"b) Use state funds to clean up former industrial and commercial sites that are contaminated, unused or abandoned.",environment,,,model_consensus_provisional,conservation_preservation,preserve,primary,The policy aims to prevent further environmental damage by cleaning up abandoned sites.
2.0.1,D328971C903F1683,1998,h) Restructure the electric utility industry to allow consumers to choose their power company.,environment,,,model_consensus_provisional,market_governance,market_autonomy,secondary,This policy allows for market-based competition in the electric utility industry.
2.0.1,D328971C903F1683,1998,h) Restructure the electric utility industry to allow consumers to choose their power company.,environment,,,model_consensus_provisional,business_scale_alignment,small_business,primary,The policy directly impacts small businesses by allowing them to compete with larger companies.
2.0.1,D328971C903F1683,1998,h) Restructure the electric utility industry to allow consumers to choose their power company.,environment,,,model_consensus_provisional,environmental_protection,weaken,primary,"Restructuring the electric utility industry to allow consumers to choose their power company may lead to a decrease in environmental protection regulations, as utilities might prioritize profit over conservation efforts."
2.0.1,D328971C903F1683,1998,h) Restructure the electric utility industry to allow consumers to choose their power company.,environment,,,model_consensus_provisional,conservation_preservation,develop,secondary,"Allowing consumers to choose their power company could potentially increase the development of renewable energy sources and more efficient use of resources, which aligns with conservation preservation principles."
2.0.1,D55FDC04F3A4AA8A,2006,f) Support marriage promotion programs for welfare recipients.,welfare,,,model_consensus_provisional,family_support_enforcement,strict_enforcement,primary,"Supporting marriage promotion could lead to stricter enforcement of family support policies, particularly those related to child custody and visitation rights."
2.0.1,D55FDC04F3A4AA8A,2006,f) Support marriage promotion programs for welfare recipients.,welfare,,,model_consensus_provisional,welfare_policy,restriction,primary,Focused Ministral pole adjudication
2.0.1,D7EBE8A3B0F4393A,2014,e) Should a minor who sends sexually-explicit or nude photos by cell phone face criminal charges?,criminal_justice,,,model_consensus_provisional,labor_capital_alignment,labor,secondary,none
2.0.1,D7EBE8A3B0F4393A,2014,e) Should a minor who sends sexually-explicit or nude photos by cell phone face criminal charges?,criminal_justice,,,model_consensus_provisional,tax_distribution,regressive,secondary,none
2.0.1,D7EBE8A3B0F4393A,2014,e) Should a minor who sends sexually-explicit or nude photos by cell phone face criminal charges?,criminal_justice,,,model_consensus_provisional,criminal_punishment,punitive,primary,"The policy suggests that minors who send sexually explicit or nude photos should face criminal charges, indicating a punitive approach to addressing such behavior."
2.0.1,D983DB3B49C90843,1998,f) Support sex education programs which stress safe sexual practices.,education,,,model_consensus_provisional,welfare_policy,expansion,secondary,The policy promotes the expansion of sex education programs.
2.0.1,DB4AD8BA5596940A,2002,g) Redirect welfare funding to faith-based and community-based private organizations.,welfare,,,model_consensus_provisional,welfare_policy,restriction,secondary,secondary
2.0.1,DB4AD8BA5596940A,2002,g) Redirect welfare funding to faith-based and community-based private organizations.,welfare,,,model_consensus_provisional,business_scale_alignment,small_business,secondary,secondary
2.0.1,DB4AD8BA5596940A,2002,g) Redirect welfare funding to faith-based and community-based private organizations.,welfare,,,model_consensus_provisional,public_private_provision,private_provision,primary,Shifting funding from public to private entities for welfare services.
2.0.1,DC24DA6CE8CE0373,1998,d) Deny or suspend state-issued permits and licenses to parents who are delinquent in paying court-ordered child support.,childcare,,,model_consensus_provisional,welfare_policy,restriction,secondary,This policy restricts the ability of parents to obtain licenses and permits. This is a restriction on access to resources.
2.0.1,DC24DA6CE8CE0373,1998,d) Deny or suspend state-issued permits and licenses to parents who are delinquent in paying court-ordered child support.,childcare,,,model_consensus_provisional,business_scale_alignment,small_business,secondary,This policy could impact small businesses that rely on state-issued permits and licenses. This is a restriction on access to resources.
2.0.1,DC24DA6CE8CE0373,1998,d) Deny or suspend state-issued permits and licenses to parents who are delinquent in paying court-ordered child support.,childcare,,,model_consensus_provisional,family_support_enforcement,strict_enforcement,primary,"The policy involves suspending permits and licenses as an enforcement mechanism for unpaid child support, indicating a strict approach to enforcing family responsibilities."
2.0.1,EA2FFA874E5E7780,2018,a) Do you support any limits on campaign contributions to state candidates?,government_reform,,,model_consensus_provisional,welfare_policy,restriction,secondary,The policy is a restriction on campaign contributions.
2.0.1,EFC7DFA03B262A76,2018,c) Should a minor accused of a violent crime be prosecuted as an adult?,criminal_justice,,,model_consensus_provisional,welfare_policy,restriction,secondary,The policy mechanism is a restriction on the discretion of judges to decide whether or not to prosecute minors as adults.
2.0.1,EFC7DFA03B262A76,2018,c) Should a minor accused of a violent crime be prosecuted as an adult?,criminal_justice,,,model_consensus_provisional,criminal_punishment,punitive,primary,"Prosecuting minors accused of violent crimes as adults would likely involve punitive measures, such as harsher penalties or incarceration."
2.0.1,F03227E589B2FDD3,2010,d) Should individuals be required to purchase health care insurance?,welfare,,,model_consensus_provisional,welfare_policy,restriction,secondary,The policy is a restriction on access to healthcare.
2.0.1,F30F0BD890822606,2010,c) Issuing the early release of certain non-violent offenders,welfare,,,model_consensus_provisional,labor_capital_alignment,labor,secondary,This policy may impact labor markets by affecting the availability of workers and potentially impacting wages.
2.0.1,F30F0BD890822606,2010,c) Issuing the early release of certain non-violent offenders,welfare,,,model_consensus_provisional,business_scale_alignment,small_business,primary,"Early release of offenders could affect small businesses in terms of labor costs, competition, and potential safety concerns."
2.0.1,F30F0BD890822606,2010,c) Issuing the early release of certain non-violent offenders,welfare,,,model_consensus_provisional,tax_distribution,regressive,secondary,"Reducing the number of incarcerated individuals may lead to lower tax revenues, potentially resulting in a more regressive tax distribution if not offset by other measures."
2.0.1,F30F0BD890822606,2010,c) Issuing the early release of certain non-violent offenders,welfare,,,model_consensus_provisional,welfare_policy,restriction,primary,Focused Ministral pole adjudication
2.0.1,FADDAC9C37EC191A,2014,d) Should a minor accused of a violent crime be prosecuted as an adult?,criminal_justice,,,model_consensus_provisional,welfare_policy,restriction,secondary,The policy is about restricting the enforcement of family support.
2.0.1,FADDAC9C37EC191A,2014,d) Should a minor accused of a violent crime be prosecuted as an adult?,criminal_justice,,,model_consensus_provisional,criminal_punishment,punitive,secondary,The policy suggests a punitive approach to criminal punishment for minors accused of violent crimes.
2.0.1,FCCFD9807200C492,2006,"i) Require that crimes based on race, ethnic background, religious belief, sex, age, disability, or sexual orientation be prosecuted as hate crimes.",criminal_justice,,,model_consensus_provisional,welfare_policy,expansion,secondary,This policy would likely expand the scope of criminal justice and potentially increase the number of crimes prosecuted.
2.0.1,FCCFD9807200C492,2006,"i) Require that crimes based on race, ethnic background, religious belief, sex, age, disability, or sexual orientation be prosecuted as hate crimes.",criminal_justice,,,model_consensus_provisional,business_scale_alignment,small_business,secondary,"This policy would likely impact small businesses, as they may be more susceptible to hate crimes."
2.0.1,FCCFD9807200C492,2006,"i) Require that crimes based on race, ethnic background, religious belief, sex, age, disability, or sexual orientation be prosecuted as hate crimes.",criminal_justice,,,model_consensus_provisional,labor_capital_alignment,labor,secondary,"This policy could potentially affect labor relations and employer-employee dynamics, as it may impact the way businesses handle discrimination."
2.0.1,FE34C50E38019745,2018,a) Do you support adopting federal education standards in Alabama?,education,,,model_consensus_provisional,welfare_policy,restriction,secondary,none
2.0.1,FE34C50E38019745,2018,a) Do you support adopting federal education standards in Alabama?,education,,,model_consensus_provisional,business_scale_alignment,small_business,secondary,none
2.0.1,FE34C50E38019745,2018,a) Do you support adopting federal education standards in Alabama?,education,,,model_consensus_provisional,market_governance,intervention,primary,"Support for adopting federal education standards implies some level of intervention in the market, potentially to ensure consistency across states and improve student outcomes."
2.0.1,086F985BEC634E5D,2002,,childcare,childcare_employer_tax_credit,binary,direct_text_review,childcare_support,expansion,primary,
2.0.1,086F985BEC634E5D,2002,,childcare,childcare_employer_tax_credit,binary,direct_text_review,childcare_delivery,employer_incentive,primary,
2.0.1,086F985BEC634E5D,2002,,childcare,childcare_employer_tax_credit,binary,direct_text_review,market_governance,intervention,secondary,
2.0.1,09F1B16E2750CB09,1998,,abortion,abortion_clinic_buffer_zone,binary,direct_text_review,abortion_access,expand,primary,
2.0.1,09F1B16E2750CB09,1998,,abortion,abortion_clinic_buffer_zone,binary,direct_text_review,civil_social_liberty,restrict,secondary,
2.0.1,2E2B3DDA33D38BE7,2018,,labor,reduce_state_employee_compensation,binary,direct_text_review,public_employee_compensation,reduce,primary,
2.0.1,2E2B3DDA33D38BE7,2018,,labor,reduce_state_employee_compensation,binary,direct_text_review,labor_capital_alignment,capital_management,secondary,
2.0.1,2F08B4F9818E6D93,2006,,criminal_justice,marijuana_possession_decriminalization,binary,direct_text_review,drug_criminalization,decriminalize,primary,
2.0.1,36D1F14014E5B45B,2010,,energy,biofuel_crop_incentives,binary,direct_text_review,renewable_energy_support,expand,primary,
2.0.1,36D1F14014E5B45B,2010,,energy,biofuel_crop_incentives,binary,direct_text_review,market_governance,intervention,primary,
2.0.1,36D1F14014E5B45B,2010,,energy,biofuel_crop_incentives,binary,direct_text_review,climate_energy,decarbonization,secondary,
2.0.1,37789D41D1E3635D,2014,,government_reform,limit_pac_contributions,binary,direct_text_review,campaign_finance_restrictions,strengthen,primary,
2.0.1,37789D41D1E3635D,2014,,government_reform,limit_pac_contributions,binary,direct_text_review,institutional_populism,popular_control,secondary,
2.0.1,603FD902D633DD46,2014,,energy,fund_traditional_energy_development,binary,direct_text_review,resource_development,expand,primary,
2.0.1,603FD902D633DD46,2014,,energy,fund_traditional_energy_development,binary,direct_text_review,climate_energy,fossil_expansion,primary,
2.0.1,603FD902D633DD46,2014,,energy,fund_traditional_energy_development,binary,direct_text_review,market_governance,intervention,secondary,
2.0.1,603FD902D633DD46,2014,,energy,fund_traditional_energy_development,binary,direct_text_review,business_scale_alignment,large_business,secondary,
2.0.1,675D5E71D85475BC,2010,,labor,state_employee_furloughs_layoffs,binary,direct_text_review,public_employee_compensation,reduce,primary,
2.0.1,675D5E71D85475BC,2010,,labor,state_employee_furloughs_layoffs,binary,direct_text_review,labor_capital_alignment,capital_management,secondary,
2.0.1,7C88115BF8597BFE,2014,,taxation,mid_income_tax_level,ordinal,direct_text_review,tax_burden,increase,primary,
2.0.1,7D3BFAF4AB67E2B6,2014,,immigration,local_enforcement_federal_immigration_law,binary,direct_text_review,immigration_access,restrict,primary,
2.0.1,7D3BFAF4AB67E2B6,2014,,immigration,local_enforcement_federal_immigration_law,binary,direct_text_review,criminal_punishment,punitive,secondary,
2.0.1,7FE6E08148272D4E,2014,,labor,reduce_state_employee_compensation,binary,direct_text_review,public_employee_compensation,reduce,primary,
2.0.1,7FE6E08148272D4E,2014,,labor,reduce_state_employee_compensation,binary,direct_text_review,labor_capital_alignment,capital_management,secondary,
2.0.1,850172B3EBD601E2,1998,,natural_resources,agriculture_forestry_research_funding,binary,direct_text_review,public_spending,expand,primary,
2.0.1,850172B3EBD601E2,1998,,natural_resources,agriculture_forestry_research_funding,binary,direct_text_review,resource_management,active_management,primary,
2.0.1,850172B3EBD601E2,1998,,natural_resources,agriculture_forestry_research_funding,binary,direct_text_review,market_governance,intervention,secondary,
2.0.1,86F73CED0D2C803E,2006,,government_reform,emergency_preparedness_funding,ordinal,direct_text_review,security_preparedness,expand,primary,
2.0.1,86F73CED0D2C803E,2006,,government_reform,emergency_preparedness_funding,ordinal,direct_text_review,public_spending,expand,primary,
2.0.1,90DAFBF66D8125A3,2018,,government_reform,regulate_indirect_campaign_contributions,binary,direct_text_review,campaign_finance_restrictions,strengthen,primary,
2.0.1,90DAFBF66D8125A3,2018,,government_reform,regulate_indirect_campaign_contributions,binary,direct_text_review,institutional_populism,popular_control,secondary,
2.0.1,91A39BD191A5FD02,2010,,energy,fund_traditional_energy_development,binary,direct_text_review,resource_development,expand,primary,
2.0.1,91A39BD191A5FD02,2010,,energy,fund_traditional_energy_development,binary,direct_text_review,climate_energy,fossil_expansion,primary,
2.0.1,91A39BD191A5FD02,2010,,energy,fund_traditional_energy_development,binary,direct_text_review,market_governance,intervention,secondary,
2.0.1,91A39BD191A5FD02,2010,,energy,fund_traditional_energy_development,binary,direct_text_review,business_scale_alignment,large_business,secondary,
2.0.1,9213CF20D5CEC9AB,2014,,government_reform,independent_redistricting_commission,binary,direct_text_review,redistricting_governance,independent_commission,primary,
2.0.1,9213CF20D5CEC9AB,2014,,government_reform,independent_redistricting_commission,binary,direct_text_review,institutional_populism,popular_control,secondary,
2.0.1,9395B1D2CF02F0D7,2010,,criminal_justice,marijuana_possession_decriminalization,binary,direct_text_review,drug_criminalization,decriminalize,primary,
2.0.1,9420CEB59F3A5B54,1998,,childcare,childcare_employer_tax_credit,binary,direct_text_review,childcare_support,expansion,primary,
2.0.1,9420CEB59F3A5B54,1998,,childcare,childcare_employer_tax_credit,binary,direct_text_review,childcare_delivery,employer_incentive,primary,
2.0.1,9420CEB59F3A5B54,1998,,childcare,childcare_employer_tax_credit,binary,direct_text_review,labor_capital_alignment,labor,secondary,
2.0.1,9420CEB59F3A5B54,1998,,childcare,childcare_employer_tax_credit,binary,direct_text_review,market_governance,intervention,secondary,
2.0.1,A7E047B2B299B4BB,2010,,immigration,local_enforcement_federal_immigration_law,binary,direct_text_review,immigration_access,restrict,primary,
2.0.1,A7E047B2B299B4BB,2010,,immigration,local_enforcement_federal_immigration_law,binary,direct_text_review,criminal_punishment,punitive,secondary,
2.0.1,BA4CFD7BC06EEBC3,2018,,labor,state_employee_furloughs_layoffs,binary,direct_text_review,public_employee_compensation,reduce,primary,
2.0.1,BA4CFD7BC06EEBC3,2018,,labor,state_employee_furloughs_layoffs,binary,direct_text_review,labor_capital_alignment,capital_management,secondary,
2.0.1,DC85E256045D3D09,2018,,immigration,local_enforcement_federal_immigration_law,binary,direct_text_review,immigration_access,restrict,primary,
2.0.1,DC85E256045D3D09,2018,,immigration,local_enforcement_federal_immigration_law,binary,direct_text_review,criminal_punishment,punitive,secondary,
2.0.1,E6D2D863E600914F,2010,,civil_social,restrict_marriage_to_opposite_sex,binary,direct_text_review,marriage_equality,restrict,primary,
2.0.1,E6D2D863E600914F,2010,,civil_social,restrict_marriage_to_opposite_sex,binary,direct_text_review,civil_social_liberty,restrict,primary,
2.0.1,E9798404FBF8E10D,2014,,government_reform,limit_political_party_contributions,binary,direct_text_review,campaign_finance_restrictions,strengthen,primary,
2.0.1,E9798404FBF8E10D,2014,,government_reform,limit_political_party_contributions,binary,direct_text_review,institutional_populism,popular_control,secondary,
