canonical_candidate_id,year,chamber,district,party,candidate_name,canonical_incumbent,inferred_prior_winner,expected_prior_officeholder,proposed_people_id,proposed_member_name,proposed_member_chamber,recovery_method,recovery_confidence
AL-2002-senate-33-D-FIGURES-VIVIAN-DAVIS,2002,senate,33,D,"Figures, Vivian Davis",0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-house-25-R-FINLEY,1998,house,25,R,Finley,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-89-D-FLOWERS,1994,house,89,D,Flowers,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-senate-10-D-FLOYD,1994,senate,10,D,Jack Floyd,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-28-D-FORD,1994,house,28,D,Joe Ford,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-house-28-D-FORD,1998,house,28,D,Joe Ford,0,True,True,,,,no_unique_deterministic_recovery,none
AL-2002-house-82-D-FORD-JOHNNY,2002,house,82,D,"Ford, Johnny",0,False,False,,,,no_unique_deterministic_recovery,none
AL-2006-house-95-D-FRANK-CAMP,2006,house,95,D,FRANK CAMP,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2006-house-61-R-FRANK-CHANDLER,2006,house,61,R,"Frank Chandler, Jr.",0,False,False,,,,no_unique_deterministic_recovery,none
AL-2010-house-61-R-FRANK-CHANDLER,2010,house,61,R,FRANK CHANDLER,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-senate-6-R-FRAZIER-BETTY,2002,senate,6,R,"Frazier, Betty",0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-14-R-FRAZIER-ED,2002,house,14,R,"Frazier, Ed",0,False,False,,,,no_unique_deterministic_recovery,none
AL-2014-house-3-R-FRED-JOLY,2014,house,3,R,Fred Joly,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-senate-7-D-FREEMAN,1994,senate,7,D,Charles Dewayne Freeman,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-senate-15-R-FRENCH-STEVE,2002,senate,15,R,"French, Steve",0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-38-D-FULLER,1994,house,38,D,Fuller,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-house-38-D-FULLER,1998,house,38,D,Bill Fuller,0,True,True,,,,no_unique_deterministic_recovery,none
AL-1994-house-47-D-GAINES,1994,house,47,D,Gaines,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-46-R-GAINES-MARK,2002,house,46,R,"Gaines, Mark",0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-30-R-GALLIHER-BLAINE,2002,house,30,R,"Galliher, Blaine",0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-103-R-GARDNER,1994,house,103,R,Gardner,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-25-R-GARNER-RAY,2002,house,25,R,Ray Garner,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2010-house-36-D-GARRY-BEARDEN,2010,house,36,D,Garry A. Bearden,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2014-house-83-R-GARY-HEAD,2014,house,83,R,Gary Head,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2006-house-102-D-GARY-JOHNSON,2006,house,102,D,GARY JOHNSON,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2006-senate-35-D-GARY-TANNER,2006,senate,35,D,GARY TANNER,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-100-D-GASTON,1994,house,100,D,Gaston,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-100-R-GASTON-VICTOR,2002,house,100,R,"Gaston, Victor",0,False,False,,,,no_unique_deterministic_recovery,none
AL-2006-house-94-D-GENE-PONDER,2006,house,94,D,GENE PONDER,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-senate-3-R-GENTRY,1994,senate,3,R,Gentry,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2010-senate-29-R-GEORGE-FLOWERS,2010,senate,29,R,GEORGE FLOWERS,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2006-house-65-D-GEORGE-M-MARC-KEAHEY,2006,house,65,D,GEORGE M. (MARC) KEAHEY,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2014-house-18-R-GERRY-WALLACE,2014,house,18,R,Gerry Wallace,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-senate-12-D-GHEE,1994,senate,12,D,Marshall Douglas Ghee,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-88-D-GIPSON,1994,house,88,D,Gipson,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-88-R-GIPSON-H-MAC,2002,house,88,R,"Gipson, H. Mac",0,False,False,,,,no_unique_deterministic_recovery,none
AL-2010-house-75-D-GLENN-L-ALLEN,2010,house,75,D,GLENN L. ALLEN,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-senate-9-R-GOOD,1994,senate,9,R,Good,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-81-D-GRAHAM,1994,house,81,D,Graham,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-house-81-D-GRAHAM,1998,house,81,D,Graham,0,True,True,,,,no_unique_deterministic_recovery,none
AL-2002-house-81-D-GRAHAM-BETTY-CAROL,2002,house,81,D,"Graham, Betty Carol",0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-76-R-GRANT-TANNER,2002,house,76,R,Tanner Grant,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-senate-12-D-GRAY-PRESTON-R-JR,2002,senate,12,D,"Preston Randall Gray, Jr.",0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-house-96-R-GREENE,1998,house,96,R,Jeanette A. Greene,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-2-R-GREER-LYNN,2002,house,2,R,Bayless Lynn Greer,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-24-R-GREESON-TODD,2002,house,24,R,"Greeson, Todd",0,False,False,,,,no_unique_deterministic_recovery,none
AL-2010-senate-13-D-GREG-VARNER,2010,senate,13,D,Greg Varner,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-73-R-GRIMES-DAVID,2002,house,73,R,"Grimes, David",0,False,False,,,,no_unique_deterministic_recovery,none
AL-2022-house-3-D-GSL003DTHO,2022,house,3,D,Wesley Thompson,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2022-house-7-D-GSL007DJON,2022,house,7,D,"Mose Jones, Jr.",0,False,False,,,,no_unique_deterministic_recovery,none
AL-2022-house-15-D-GSL015DROU,2022,house,15,D,Richard Rouco,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2022-house-25-D-GSL025DHAG,2022,house,25,D,Mallory Hagan,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2022-house-26-D-GSL026DALF,2022,house,26,D,Ben Alford,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2022-house-27-D-GSL027DNEU,2022,house,27,D,Herb Neu,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2022-house-32-R-GSL032RJAC,2022,house,32,R,Evan Jackson,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2022-house-33-D-GSL033DCRU,2022,house,33,D,Fred Crum,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2022-house-40-D-GSL040DHOW,2022,house,40,D,Pam Howard,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2022-house-41-D-GSL041DNEL,2022,house,41,D,Chris Nelson,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2022-house-43-D-GSL043DCLE,2022,house,43,D,Prince Cleveland,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2022-house-47-D-GSL047DCOL,2022,house,47,D,Christian Coleman,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2022-house-57-R-GSL057RBAU,2022,house,57,R,Delor Baumann,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2022-house-62-D-GSL062DCEP,2022,house,62,D,Brenda Cephus,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2022-house-63-D-GSL063DADA,2022,house,63,D,Samuel Adams,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2022-house-65-D-GSL065DCAS,2022,house,65,D,Marcus Caster,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2022-house-68-R-GSL068RKEL,2022,house,68,R,Fred Kelley,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2022-house-69-R-GSL069RMAD,2022,house,69,R,Karla Knight Maddox,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2022-house-82-R-GSL082RPIE,2022,house,82,R,"Lennora ""Tia"" Pierrot",0,False,False,,,,no_unique_deterministic_recovery,none
AL-2022-house-92-D-GSL092DHUB,2022,house,92,D,Steve Hubbard,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2022-house-95-D-GSL095DBRA,2022,house,95,D,"Richard Brackner, Jr.",0,False,False,,,,no_unique_deterministic_recovery,none
AL-2022-senate-1-R-GSU01RMEL,2022,senate,1,R,GSU01RMEL,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2022-senate-2-D-GSU02DLEW,2022,senate,2,D,Kimberly Caudle Lewis,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2022-senate-2-R-GSU02RBUT,2022,senate,2,R,GSU02RBUT,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2022-senate-3-R-GSU03RORR,2022,senate,3,R,GSU03RORR,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2022-senate-4-R-GSU04RGUD,2022,senate,4,R,GSU04RGUD,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2022-senate-5-R-GSU05RREE,2022,senate,5,R,GSU05RREE,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2022-senate-6-R-GSU06RSTU,2022,senate,6,R,GSU06RSTU,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2022-senate-7-D-GSU07DWIL,2022,senate,7,D,Korey Wilson,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2022-senate-8-R-GSU08RLIV,2022,senate,8,R,GSU08RLIV,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2022-senate-9-R-GSU09RSCO,2022,senate,9,R,GSU09RSCO,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2022-senate-10-R-GSU10RJON,2022,senate,10,R,GSU10RJON,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2022-senate-11-R-GSU11RBEL,2022,senate,11,R,GSU11RBEL,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2022-senate-12-D-GSU12DMCC,2022,senate,12,D,Danny McCullars,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2022-senate-13-R-GSU13RPRI,2022,senate,13,R,GSU13RPRI,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2022-senate-14-R-GSU14RWEA,2022,senate,14,R,GSU14RWEA,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2022-senate-15-R-GSU15RROB,2022,senate,15,R,GSU15RROB,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2022-senate-16-R-GSU16RWAG,2022,senate,16,R,GSU16RWAG,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2022-senate-17-R-GSU17RSHE,2022,senate,17,R,GSU17RSHE,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2022-senate-18-D-GSU18DSMI,2022,senate,18,D,GSU18DSMI,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2022-senate-19-D-GSU19DCOL,2022,senate,19,D,GSU19DCOL,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2022-senate-20-D-GSU20DCOL,2022,senate,20,D,GSU20DCOL,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2022-senate-21-D-GSU21DWAR,2022,senate,21,D,Lisa Ward,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2022-senate-22-R-GSU22RALB,2022,senate,22,R,GSU22RALB,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2022-senate-23-R-GSU23RNIM,2022,senate,23,R,Michael Nimmer,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2022-senate-24-D-GSU24DSIN,2022,senate,24,D,GSU24DSIN,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2022-senate-25-R-GSU25RBAR,2022,senate,25,R,GSU25RBAR,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2022-senate-26-D-GSU26DHAT,2022,senate,26,D,GSU26DHAT,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2022-senate-27-D-GSU27DREE,2022,senate,27,D,Sherri Reese,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2022-senate-28-D-GSU28DBEA,2022,senate,28,D,GSU28DBEA,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2022-senate-29-D-GSU29DMAT,2022,senate,29,D,"Nathan ""Nate"" Mathis",0,False,False,,,,no_unique_deterministic_recovery,none
AL-2022-senate-30-R-GSU30RCHA,2022,senate,30,R,GSU30RCHA,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2022-senate-31-R-GSU31RCAR,2022,senate,31,R,GSU31RCAR,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2022-senate-32-R-GSU32RELL,2022,senate,32,R,GSU32RELL,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2022-senate-33-R-GSU33RRIE,2022,senate,33,R,Pete Riehm,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2022-senate-34-R-GSU34RWIL,2022,senate,34,R,GSU34RWIL,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2022-senate-35-R-GSU35RSES,2022,senate,35,R,GSU35RSES,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-14-D-GUIN,1994,house,14,D,Guin,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-house-14-D-GUIN,1998,house,14,D,James Kenneth Ken Guin Jr.,0,True,True,,,,no_unique_deterministic_recovery,none
AL-2002-house-14-D-GUIN-KEN,2002,house,14,D,"James Kenneth """"Ken"""" Guin Jr.",0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-48-D-GULAS,1994,house,48,D,Ike Gulas,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-senate-4-R-HALE,1994,senate,4,R,Don Hale,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-senate-4-R-HALE,1998,senate,4,R,Hale,0,True,True,,,,no_unique_deterministic_recovery,none
AL-1994-house-22-D-HALL,1994,house,22,D,Hall,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-house-22-D-HALL,1998,house,22,D,Albert Hall,0,True,True,,,,no_unique_deterministic_recovery,none
AL-2002-house-22-D-HALL-ALBERT,2002,house,22,D,"Hall, Albert",0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-19-D-HALL-LAURA,2002,house,19,D,"Hall, Laura",0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-2-D-HAMILTON,1994,house,2,D,Hamilton,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-house-2-D-HAMILTON,1998,house,2,D,James H. Hamilton,0,True,True,,,,no_unique_deterministic_recovery,none
AL-2002-house-92-D-HAMMETT-SETH,2002,house,92,D,"Hammett, Seth",0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-4-R-HAMMON-MICKY,2002,house,4,R,"Hammon, Micky",0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-senate-8-R-HAMMONDS-DAVID,2002,senate,8,R,"Hammonds, David",0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-10-D-HANEY,1994,house,10,D,Haney,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-house-10-R-HANEY,1998,house,10,R,James Haney,0,True,True,,,,no_unique_deterministic_recovery,none
AL-2002-house-4-D-HANSBERRY-CATHY,2002,house,4,D,Cathy Hansberry,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-senate-1-R-HANSON-QUINTON,2002,senate,1,R,"Hanson, Quinton",0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-senate-6-R-HARDY,1998,senate,6,R,Hardy,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-senate-1-R-HARGETT,1998,senate,1,R,Hargett,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2006-senate-4-R-HAROLD-SACHS,2006,senate,4,R,HAROLD SACHS,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-17-R-HARPER,1994,house,17,R,Ray Harper,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-105-D-HARPER,1994,house,105,D,Taylor Harper,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-house-12-R-HASTIMGS,1998,house,12,R,Hastimgs,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-33-R-HATTAWAY,1994,house,33,R,Hattaway,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-25-D-HAWK,1994,house,25,D,Hawk,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-house-25-D-HAWK,1998,house,25,D,Howard Hawk,0,True,True,,,,no_unique_deterministic_recovery,none
AL-1994-house-48-R-HAWKINS,1994,house,48,R,John H. Hawkins Jr.,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-47-R-HAWKINS-JOHN-H,2002,house,47,R,"Hawkins, John H.",0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-72-D-HAYDEN,1994,house,72,D,Hayden,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-house-72-D-HAYDEN,1998,house,72,D,Hayden,0,True,True,,,,no_unique_deterministic_recovery,none
AL-2014-senate-27-D-HAYLEE-MOSS,2014,senate,27,D,Haylee Moss,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2014-house-39-R-HEATH-JONES,2014,house,39,R,Heath Jones,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-senate-35-R-HEBERT,1994,senate,35,R,Hebert,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-24-D-HENDRIX-J-LUTHER,2002,house,24,D,"Hendrix, J. Luther",0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-41-D-HILL,1994,house,41,D,Hill,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-senate-11-R-HILL,1998,senate,11,R,Odell Hill Jr.,0,True,True,,,,no_unique_deterministic_recovery,none
AL-2002-house-41-R-HILL-MIKE,2002,house,41,R,"Hill, Mike",0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-70-R-HILL-STEPHEN,2002,house,70,R,"Hill, Stephen",0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-60-D-HILLARD,1994,house,60,D,John Hilliard,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-house-60-D-HILLIARD,1998,house,60,D,Hilliard,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-30-R-HODGES,1994,house,30,R,Phillip Hodges,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-13-D-HOGAN,1994,house,13,D,Hogan,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-house-13-D-HOGAN,1998,house,13,D,Hogan,0,True,True,,,,no_unique_deterministic_recovery,none
AL-1994-house-26-R-HOLCOMB,1994,house,26,R,Annette E. Holcomb,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-49-D-HOLLADAY,1994,house,49,D,Holladay,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-house-30-R-HOLLAND,1998,house,30,R,Holland,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-senate-30-R-HOLLAND,1998,senate,30,R,Patrick F. Owens,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-75-D-HOLLEY,1994,house,75,D,Holley,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-senate-31-D-HOLLEY-JIMMY-W,2002,senate,31,D,"Holley, Jimmy W.",0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-house-22-R-HOLLINGSWORTH,1998,house,22,R,Randy Hollingsworth,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-78-D-HOLMES,1994,house,78,D,Holmes,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-78-D-HOLMES-ALVIN,2002,house,78,D,"Holmes, Alvin",0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-73-R-HOOPER,1994,house,73,R,Perry O. Hooper Jr.,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2014-senate-8-D-HORACE-CLEMMONS,2014,senate,8,D,Horace Clemmons,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-senate-18-R-HORN,1994,senate,18,R,Fred Horn,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-house-84-R-HORNE,1998,house,84,R,Horne,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-57-D-HOUSTON,1994,house,57,D,Houston,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-91-R-HOWELL-WES,2002,house,91,R,Wess Howell,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-79-R-HUBBARD-MIKE,2002,house,79,R,"Hubbard, Mike",0,False,False,,,,no_unique_deterministic_recovery,none
AL-2010-house-38-D-HUEY-P-LONG,2010,house,38,D,HUEY P. LONG,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-senate-22-R-HUGHES,1994,senate,22,R,Barry Hughes,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-house-51-R-HUMPHRYES,1998,house,51,R,Bobby Humphryes,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-15-R-HUMPHYRES-BOBBY,2002,house,15,R,"Humphyres, Bobby",0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-senate-4-R-HUNT-GUY,2002,senate,4,R,H. Guy Hunt,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-35-D-HURST-STEVE,2002,house,35,D,"Hurst, Steve",0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-87-D-HUTTO-MICKEY-A,2002,house,87,D,"Hutto, Mickey A.",0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-house-38-R-INGRAM,1998,house,38,R,Ingram,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-101-R-ISON-JAMIE,2002,house,101,R,"Ison, Jamie",0,False,False,,,,no_unique_deterministic_recovery,none
AL-2018-house-10-D-J-B-KING,2018,house,10,D,JB King,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2006-house-48-R-J-GREGORY-GREG-CANFIELD,2006,house,48,R,"J. GREGORY ""GREG"" CANFIELD",0,False,False,,,,no_unique_deterministic_recovery,none
AL-2018-house-85-R-J-RON-WILSON,2018,house,85,R,J. Ron Wilson,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2018-house-73-D-JACK-JACOBS,2018,house,73,D,Jack Jacobs,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2014-house-102-R-JACK-WILLIAMS,2014,house,102,R,Jack Williams,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-house-68-D-JACKSON,1994,house,68,D,Jackson,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2002-house-68-D-JACKSON-THOMAS-E,2002,house,68,D,"Jackson, Thomas E.",0,False,False,,,,no_unique_deterministic_recovery,none
AL-1994-senate-12-R-JAMES,1994,senate,12,R,Mike James,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2018-house-32-R-JAMES-ALLEN-LLOYD,2018,house,32,R,James Allen Lloyd,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2006-house-13-R-JAMES-BROOKS,2006,house,13,R,JAMES BROOKS,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2018-house-29-D-JARED-MILLICAN,2018,house,29,D,Jared Millican,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2018-house-30-D-JARED-VAUGHN,2018,house,30,D,Jared Vaughn,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2018-senate-32-D-JASON-FISHER,2018,senate,32,D,Jason Fisher,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2010-senate-7-D-JEFF-ENFINGER,2010,senate,7,D,Jeff Enfinger,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2006-house-26-R-JEFF-STONE,2006,house,26,R,JEFF STONE,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-house-86-R-JEFFERS,1998,house,86,R,Ruth Jeffers,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2006-senate-33-R-JEFFERY-JONES,2006,senate,33,R,JEFFERY JONES,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2018-house-45-D-JENN-GRAY,2018,house,45,D,Jenn Gray,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2014-house-93-D-JENNIFER-MARSDEN,2014,house,93,D,Jennifer Marsden,0,False,False,,,,no_unique_deterministic_recovery,none
AL-1998-senate-32-D-JENSEN,1998,senate,32,D,Jensen,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2018-house-81-D-JEREMY-J-J-JEFFCOAT,2018,house,81,D,"Jeremy ""J.J."" Jeffcoat",0,False,False,,,,no_unique_deterministic_recovery,none
AL-2006-house-34-D-JEREMY-P-SHERER,2006,house,34,D,JEREMY P. SHERER,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2014-house-84-R-JERRY-A-MCGILVRAY,2014,house,84,R,Jerry A. McGilvray,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2010-senate-1-R-JERRY-FREEMAN,2010,senate,1,R,JERRY FREEMAN,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2010-house-90-R-JERRY-HARTIN,2010,house,90,R,JERRY HARTIN,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2018-senate-14-D-JERRY-MCDONALD,2018,senate,14,D,Jerry McDonald,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2010-senate-6-R-JIM-BONNER,2010,senate,6,R,JIM BONNER,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2006-house-11-D-JIM-BOYD,2006,house,11,D,Jim Boyd,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2006-senate-2-R-JIM-BURDEN,2006,senate,2,R,JIM BURDEN,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2006-senate-13-R-JIM-C-INGRAM,2006,senate,13,R,Jim C. Ingram,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2006-senate-11-R-JIM-HETHCOX,2006,senate,11,R,JIM HETHCOX,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2018-house-47-D-JIM-TOOMEY,2018,house,47,D,Jim Toomey,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2018-senate-12-D-JIM-WILLIAMS,2018,senate,12,D,Jim Williams,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2018-house-4-D-JO-ANN-CUMMINGS,2018,house,4,D,Jo Ann Cummings,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2006-senate-30-R-JOAN-REYNOLDS,2006,senate,30,R,JOAN REYNOLDS,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2018-house-90-D-JOANNE-WHETSTONE,2018,house,90,D,Joanne Whetstone,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2010-house-85-R-JODY-SINGLETON,2010,house,85,R,Jody Singleton,0,False,False,,,,no_unique_deterministic_recovery,none
AL-2006-senate-21-R-JOE-NATHAN-SAXTON-SR,2006,senate,21,R,"JOE NATHAN SAXTON, SR.",0,False,False,,,,no_unique_deterministic_recovery,none
AL-2014-house-89-D-JOEL-LEE-WILLIAMS,2014,house,89,D,Joel Lee Williams,0,False,False,,,,no_unique_deterministic_recovery,none
