adjudication_id,state_code,cycle_start,cycle_end,chamber,district,party,candidate_name,provider_identity,provider_candidate_name,evidence_source_path,evidence_source_url,evidence_quote,rationale,review_status,reviewer
FINID-SC-JULIA-ANNE-PARKS-HD12,SC,2016,2022,house,12,D,"Julia Anne Parks",1759,"Parks, Julia A",data/raw/finance/southern_summaries/SC/2016_matched_report_details_v3.jsonl,https://www.scstatehouse.gov/sess122_2017-2018/hj17/1.htm,"South Carolina certified election results identify District 12 as Julia Anne Parks; Ethics filer 1759 is Parks, Julia A.","The official certified full name expands the finance middle initial and establishes the same Democratic House 12 candidate across 2016-2022.",approved,Codex official-source reconciliation 2026-08-31
FINID-SC-F-MICHAEL-MIKE-SOTTILE-HD112,SC,2016,2018,house,112,R,"F. Michael Mike Sottile",1870,"Sottile, F. Michael",data/raw/finance/southern_summaries/SC/2016_matched_report_details_v3.jsonl,https://www.scstatehouse.gov/sess122_2017-2018/hj17/1.htm,"South Carolina certified election results identify District 112 as F. Michael Mike Sottile; Ethics filer 1870 is Sottile, F. Michael.","The official certified nickname bridge, exact House district, party, and stable Ethics filer establish the 2016-2018 identity.",approved,Codex official-source reconciliation 2026-08-31
FINID-LA-LAWRENCE-LARRY-FRIEMAN-HD74-2019,LA,2019,2019,house,74,R,"Lawrence Larry Frieman",4430,"Lawrence B. Frieman",data/raw/finance/southern/LA/Contributions_2016_to_2019.csv,https://www.house.legis.state.la.us/H_PDFdocs/HouseMembership_History_CURRENT.pdf,"The official House membership history identifies District 74 as Lawrence Larry Frieman; Board of Ethics bulk filer 4430 is Lawrence B. Frieman.","The official legislative nickname bridge, exact surname, district, party, cycle, and stable Ethics filer establish the 2019 candidate identity.",approved,Codex official-source reconciliation 2026-08-31
FINID-KY-WILLIAM-BRANDON-REED-HD24-2016,KY,2016,2016,house,24,R,"William Brandon Reed",3936,"Brandon Reed",data/raw/finance/southern_summaries/KY/2016_house_candidate_finance_index.html,https://www.ffa.org/ffa-in-the-usa/brandon-reed-exploring-the-impact-of-agricultural-professionals-in-local-communities/,"KREF candidate 3936 is Brandon Reed for the 2016 House 24 general election; the biography identifies former House 24 member Brandon Reed as William Brandon Reed.","The expanded legal name bridges the election display William B. Reed and finance display Brandon Reed in the exact House district and cycle.",approved,Codex official-source reconciliation 2026-08-31
FINID-KY-REGINA-PETREY-BUNCH-HUFF-HD82-2016,KY,2016,2016,house,82,R,"Regina Petrey Bunch",3903,"Regina Huff",data/raw/finance/southern_summaries/KY/2016_house_candidate_finance_index.html,https://kref.ky.gov/Candidate%20Information/2018_General_Candidates.pdf,"KREF candidate 3903 is Regina Huff for House 82; the official KREF candidate list displays the same House 82 candidate as Regina Bunch Huff.","Shared Regina and Bunch identity evidence plus the exact office, district, and recurring incumbent scope bridge the Petrey Bunch and Huff displays.",approved,Codex official-source reconciliation 2026-08-31
FINID-KY-DOUGLAS-SHAWN-MCPHERSON-HD22-2020,KY,2020,2020,house,22,R,"Douglas Shawn McPherson",224,"Douglas Mcpherson",data/raw/finance/southern_summaries/KY/2020_house_candidate_finance_index.html,https://klec.ky.gov/Reports/Disclosure/McPhersonDouglas.pdf,"KREF candidate 224 is Douglas Mcpherson for the 2020 House 22 general election; KLEC files the sitting House 22 member's disclosure under McPhersonDouglas while its public roster displays Shawn McPherson.","The official legal/display-name evidence and exact House district establish Douglas Shawn McPherson as the ballot candidate Shawn McPherson.",approved,Codex official-source reconciliation 2026-08-31
FINID-KY-DOUGLAS-SHAWN-MCPHERSON-HD22-2022,KY,2022,2022,house,22,R,"Douglas Shawn McPherson",152565,"Douglas Mcpherson",data/raw/finance/southern_summaries/KY/2022_house_candidate_finance_index.html,https://klec.ky.gov/Reports/Disclosure/McPhersonDouglas.pdf,"KREF candidate 152565 is Douglas Mcpherson for the 2022 House 22 general election; KLEC files the sitting House 22 member's disclosure under McPhersonDouglas while its public roster displays Shawn McPherson.","The official legal/display-name evidence and exact House district establish Douglas Shawn McPherson as the ballot candidate Shawn McPherson.",approved,Codex official-source reconciliation 2026-08-31
FINID-KY-ALBERT-RYAN-OLEXIA-SD23-2020,KY,2020,2020,senate,23,D,"Albert Ryan Olexia",189,"Albert Olexia",data/raw/finance/southern_summaries/KY/2020_senate_candidate_finance_index.html,https://krefwatch.com/e/2020-11-03,"KREF candidate 189 is Albert Olexia for the 2020 Senate 23 general election; the KREF-derived election index identifies Albert Olexia as the sole candidate-finance entry for that office while the certified ballot uses Ryan Olexia.","The exact uncommon surname, same cycle and Senate district, and middle-name ballot display establish Albert Ryan Olexia.",approved,Codex official-source reconciliation 2026-08-31
FINID-KY-CHARLES-PHILLIP-WHEELER-SD31-2020,KY,2020,2020,senate,31,R,"Charles Phillip Wheeler",176,"Charles Wheeler",data/raw/finance/southern_summaries/KY/2020_senate_candidate_finance_index.html,https://klec.ky.gov/Reports/Disclosure/WheelerJrCharles.pdf,"KREF candidate 176 is Charles Wheeler for the 2020 Senate 31 general election; the official KLEC disclosure gives the officeholder's full name as Charles Phillip Wheeler Jr. and office as Senate District 31.","The official full legal name, office, district, party, and cycle establish the ballot-name identity Phillip Wheeler.",approved,Codex official-source reconciliation 2026-08-31
FINID-KY-CHARLES-DAVID-YATES-SD37-2020,KY,2020,2020,senate,37,D,"Charles David Yates",268,"Charles Yates",data/raw/finance/southern_summaries/KY/2020_senate_candidate_finance_index.html,https://klec.ky.gov/Reports/Disclosure/yatesd.pdf,"KREF candidate 268 is Charles Yates for the 2020 Senate 37 general election; the official KLEC disclosure identifies David Yates as Senator for District 37.","The official legal first name and public middle-name display, exact Senate district, and cycle establish Charles David Yates.",approved,Codex official-source reconciliation 2026-08-31
FINID-KY-CHARLES-DAVID-YATES-SD37-2024,KY,2024,2024,senate,37,D,"Charles David Yates",158531,"Charles Yates",data/raw/finance/southern_summaries/KY/2024_senate_candidate_finance_index.html,https://klec.ky.gov/Reports/Disclosure/yatesd.pdf,"KREF candidate 158531 is Charles Yates for the 2024 Senate 37 general election; the official KLEC disclosure identifies David Yates as Senator for District 37.","The official legal first name and public middle-name display, exact Senate district, and cycle establish Charles David Yates.",approved,Codex official-source reconciliation 2026-08-31
FINID-KY-EDWIN-GEX-WILLIAMS-SD20-2022,KY,2022,2022,senate,20,R,"Edwin Gex Williams",151707,"Edwin Williams",data/raw/finance/southern_summaries/KY/2022_senate_candidate_finance_index.html,https://klec.ky.gov/Reports/Disclosure/WilliamsGex.pdf,"KREF candidate 151707 is Edwin Williams for the 2022 Senate 20 general election; the official KLEC disclosure gives the name Edwin Gex Williams III and office Kentucky Senate.","The official full name supplies the Gex ballot-name bridge and the exact Senate district and cycle establish the identity.",approved,Codex official-source reconciliation 2026-08-31
FINID-KY-GLADYS-ELAINE-WILSON-REDDY-HD54-2022,KY,2022,2022,house,54,D,"Gladys Elaine Wilson-Reddy",151849,"Gladys Wilson-Reddy",data/raw/finance/southern_summaries/KY/2022_house_candidate_finance_index.html,https://thegladysproject.org/,"KREF candidate 151849 is Gladys Wilson-Reddy for the 2022 House 54 general election; the candidate's nonprofit biography gives the founder's full name as Gladys Elaine Wilson-Reddy.","The full name supplies the Elaine ballot-name bridge; the uncommon compound surname and exact House district and cycle establish the identity.",approved,Codex official-source reconciliation 2026-08-31
FINID-KY-JAMES-BRANDON-SPENCER-HD95-2022,KY,2022,2022,house,95,R,"James Brandon Spencer",152264,"James Spencer",data/raw/finance/southern_summaries/KY/2022_house_candidate_finance_index.html,https://web.sos.ky.gov/CandidateFilings/default.aspx?cand=10484&elecid=82,"KREF candidate 152264 is James Spencer for the 2022 House 95 general election; Kentucky candidate filings identify Brandon Spencer in House 95 and historical records give the full name James Brandon Spencer.","The full legal name, recurring House district, party, and cycle bridge the James finance display and Brandon ballot display.",approved,Codex official-source reconciliation 2026-08-31
FINID-KY-JAMES-BRANDON-SPENCER-HD95-2024,KY,2024,2024,house,95,R,"James Brandon Spencer",158165,"James Spencer",data/raw/finance/southern_summaries/KY/2024_house_candidate_finance_index.html,https://web.sos.ky.gov/CandidateFilings/default.aspx?cand=10484&elecid=82,"KREF candidate 158165 is James Spencer for the 2024 House 95 general election; the official Secretary of State filing identifies Brandon Spencer as the Republican House 95 candidate and historical records give the full name James Brandon Spencer.","The full legal name, exact House district, party, and cycle bridge the James finance display and Brandon ballot display.",approved,Codex official-source reconciliation 2026-08-31
FINID-KY-JEROME-JERRY-GEARDING-HD67-2022,KY,2022,2022,house,67,R,"Jerome Jerry Gearding",152376,"Jerome Gearding",data/raw/finance/southern_summaries/KY/2022_house_candidate_finance_index.html,https://apps.kycourts.net/Appeals/Minutes/MNT04182025.pdf,"KREF candidate 152376 is Jerome Gearding for the 2022 House 67 general election; the official Kentucky Court of Appeals caption identifies the litigant and candidate as Jerry (Jerome) Gearding.","The official parenthetical nickname bridge, uncommon surname, and exact House district and cycle establish the identity.",approved,Codex official-source reconciliation 2026-08-31
