act_id,act_year,act_number,act_citation,measure_type,measure_number,origin_chamber,title,approval_label,approval_date_raw,source_volume_year,source_file,ordinal_in_volume,ocr_block_characters,act_key,source_observations,distinct_measure_types,distinct_measure_numbers,identity_conflict,is_canonical_observation
ALACT-663377B9E66BA020,1988,772,88-772,SJR,39.0,S,COMMENDING ASSISTANT POLICE CHIEF LEWIS FINN FOR OUTSTANDING SERVICE TO THE CHILDERSBURG COMMUNITY,Approved,"September 13, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,107,1271,1988-772,1,1,1,False,True
ALACT-7809F20F6A30C5E5,1988,773,88-773,SJR,40.0,S,"COMMENDING IRA FINN FOR DISTINGUISHED SERVICE TO THE POLICE DEPARTMENT OF CHILDERSBURG, ALA¬ BAMA, AND TO THE COMMUNITY",Approved,"September 13, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,108,1518,1988-773,1,1,1,False,True
ALACT-984CF6EA6D9577BE,1988,774,88-774,S,67.0,S,,Approved,"September 14, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,109,1144,1988-774,1,1,1,False,True
ALACT-1B27F8B3B4EFDBCE,1988,775,88-775,SJR,11.0,S,"NAMING THE BRIDGE ON STATE HIGHWAY 27, SOUTH¬ WEST OF ABBEVILLE, ALABAMA, THE “CURETON BRIDGE”",Approved,"September 14, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,110,1280,1988-775,1,1,1,False,True
ALACT-D363936D90B558A0,1988,776,88-776,S,148.0,S,,Approved,"September 14, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,111,13009,1988-776,1,1,1,False,True
ALACT-5F421C8CC9CE3ED6,1988,777,88-777,H,45.0,H,,Approved,"September 14, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,112,901,1988-777,1,1,1,False,True
ALACT-1BCA9F1A2CFDA99E,1988,778,88-778,H,87.0,H,,Approved,"September 13, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,113,1715,1988-778,1,1,1,False,True
ALACT-CE511F723C4C4363,1988,779,88-779,H,235.0,H,,Approved,"September 13, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,114,1771,1988-779,1,1,1,False,True
ALACT-0477D55B5D23FE47,1988,780,88-780,H,193.0,H,,Approved,"September 13, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,115,4576,1988-780,1,1,1,False,True
ALACT-F80B7F939F6257A2,1988,781,88-781,S,10.0,S,,Approved,"September 13, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,116,1897,1988-781,1,1,1,False,True
ALACT-A0C993E99B342044,1988,782,88-782,S,13.0,S,,Approved,"September 13, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,117,3147,1988-782,1,1,1,False,True
ALACT-A9F523B3E39BADB8,1988,783,88-783,H,163.0,H,,Approved,"September 14, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,118,43924,1988-783,1,1,1,False,True
ALACT-8EBFAA0DF2F46F47,1988,784,88-784,H,188.0,H,,Approved,"September 14, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,119,7052,1988-784,1,1,1,False,True
ALACT-8FB728176506C097,1988,785,88-785,H,233.0,H,,Approved,"September 14, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,120,7715,1988-785,1,1,1,False,True
ALACT-F8A9D6D88647AC3F,1988,786,88-786,H,104.0,H,,,,1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,121,1227,1988-786,1,1,1,False,True
ALACT-DE85E973E563B613,1988,787,88-787,H,302.0,H,,,,1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,122,506,1988-787,1,1,1,False,True
ALACT-526F2C0BE3B20A18,1988,788,88-788,S,25.0,S,,,,1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,123,672,1988-788,1,1,1,False,True
ALACT-8FC89EAB2A858E9F,1988,789,88-789,S,4.0,S,,,,1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,124,4925,1988-789,1,1,1,False,True
ALACT-23E9974B7F7FC931,1988,790,88-790,S,33.0,S,,,,1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,125,1364,1988-790,1,1,1,False,True
ALACT-9D2AA05F4BF0AFA1,1988,791,88-791,S,11.0,S,,,,1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,126,749,1988-791,1,1,1,False,True
ALACT-FB63F880601E8E95,1988,792,88-792,S,12.0,S,,,,1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,127,1575,1988-792,1,1,1,False,True
ALACT-9AC4A7E88A26DCCB,1988,793,88-793,HJR,112.0,H,"DESIGNATING NOVEMBER 14, 1988, AS “OPERATION BLESSING DAY” IN ALABAMA",Approved,"September 15, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,128,2684,1988-793,1,1,1,False,True
ALACT-BBFD6FFB61F2845C,1988,794,88-794,H,43.0,H,,Approved,"September 19, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,129,969,1988-794,1,1,1,False,True
ALACT-371E550339138B28,1988,795,88-795,H,297.0,H,,approved,by the local constitutional amendment commission,1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,130,2435,1988-795,1,1,1,False,True
ALACT-C1C46D9646FFF10D,1988,796,88-796,,,,,,,1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,131,1319,1988-796,1,0,0,False,True
ALACT-948569F3EF384373,1988,797,88-797,S,35.0,S,,Approved,"September 20, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,132,6342,1988-797,1,1,1,False,True
ALACT-F8CD6F7CE24D416B,1988,798,88-798,S,36.0,S,,Approved,"September 20, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,133,1223,1988-798,1,1,1,False,True
ALACT-E42337B283562FC8,1988,799,88-799,S,38.0,S,,Approved,"September 20, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,134,782,1988-799,1,1,1,False,True
ALACT-C90C8F54AF507699,1988,800,88-800,SJR,32.0,S,URGING THE NCAA TO ADOPT A RULE MANDATING THAT ITS MAJOR COLLEGE AND UNIVERSITY MEMBERS SHALL DENY ADMISSION AFTER 1992 TO THOSE ATHLETES WHO CANNOT SATISFY ITS ACADEMIC ADMISSION STAND¬,Approved,"September 20, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,135,2726,1988-800,1,1,1,False,True
ALACT-9EED1F7F080E0BE9,1988,801,88-801,SJR,42.0,S,,Approved,"September 20, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,136,1929,1988-801,1,1,1,False,True
ALACT-DC4AAAD6D07C1D4E,1988,802,88-802,SJR,44.0,S,"HONORING DAN A. EASTERLING, II, BY NAMING THE PRISON FACILITY AT CLIO, ALABAMA THE DAN A. EAST¬ ERLING, II, PRISON",Approved,"September 20, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,137,1336,1988-802,1,1,1,False,True
ALACT-FFEA6D737B9643E1,1988,803,88-803,SJR,49.0,S,"THE ACT WHICH HOUSE BILL 233 BECOMES THE STEVE HETTINGER DRUG ENFORCEMENT ACT” ROTH E Hnn?i??mYSi^ THE LEGISLATURE OF ALABAMA,",Approved,"September 20, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,138,392,1988-803,1,1,1,False,True
ALACT-705D6D15404FDD87,1988,804,88-804,SJR,53.0,S,COMMENDING LLOYD G. MCCLENNY FOR DISTTN a SERVICE T0 THE SCHOOLS OF COOSA COUNTY,Approved,"September 20, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,139,2165,1988-804,1,1,1,False,True
ALACT-72C4157A58550827,1988,805,88-805,H,52.0,H,,Approved,"September 20, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,140,9461,1988-805,1,1,1,False,True
ALACT-C52415F262AF751B,1988,806,88-806,H,180.0,H,,Approved,"September 20, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,141,1670,1988-806,1,1,1,False,True
ALACT-70329535BBB1D674,1988,807,88-807,H,116.0,H,,Approved,"September 20, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,142,2496,1988-807,1,1,1,False,True
ALACT-9EDE2EFFE4D3D656,1988,808,88-808,H,159.0,H,,Approved,"September 20, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,143,3282,1988-808,1,1,1,False,True
ALACT-847AEF69334A1271,1988,809,88-809,H,166.0,H,,Approved,"September 20, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,144,6732,1988-809,1,1,1,False,True
ALACT-26D192B2ED7C8A76,1988,810,88-810,H,160.0,H,,Approved,"September 20, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,145,964,1988-810,1,1,1,False,True
ALACT-7D4F66630DA417FB,1988,811,88-811,H,176.0,H,,Approved,"September 20, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,146,884,1988-811,1,1,1,False,True
ALACT-7A2098110888A022,1988,812,88-812,H,230.0,H,,Approved,"September 20, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,147,883,1988-812,1,1,1,False,True
ALACT-F7A4678FC32AE037,1988,813,88-813,H,231.0,H,,Approved,"September 20, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,148,649,1988-813,1,1,1,False,True
ALACT-0C088170BC94D442,1988,814,88-814,H,276.0,H,,Approved,"September 20, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,149,938,1988-814,1,1,1,False,True
ALACT-1387D393F9300A82,1988,815,88-815,H,284.0,H,,Approved,"September 20, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,150,1651,1988-815,1,1,1,False,True
ALACT-4C7BF47704BBDA10,1988,816,88-816,H,309.0,H,,Approved,"September 20, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,151,2638,1988-816,1,1,1,False,True
ALACT-1C562ADED2B302DB,1988,817,88-817,H,322.0,H,,Approved,"September 20, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,152,1138,1988-817,1,1,1,False,True
ALACT-09BB5971A0FE1F5B,1988,818,88-818,HJR,77.0,H,"COMMENDING WILLIAM B. DUNCAN OF FLORENCE, ALABAMA, FOR DISTINGUISHED SERVICE TO LAUDERDALE",Approved,"September 20, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,153,1924,1988-818,1,1,1,False,True
ALACT-C3B2573898430C33,1988,819,88-819,H,321.0,H,,,,1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,154,1376,1988-819,1,1,1,False,True
ALACT-79E16F8E960A329E,1988,820,88-820,H,333.0,H,,,,1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,155,5337,1988-820,1,1,1,False,True
ALACT-8EDC258E428A08A9,1988,821,88-821,H,307.0,H,,Approved,"September 22, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,156,533,1988-821,1,1,1,False,True
ALACT-A5CF91545D3E07F2,1988,822,88-822,S,185.0,S,,Approved,"September 21, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,157,1324,1988-822,1,1,1,False,True
ALACT-9AB83E5BBD36439D,1988,823,88-823,H,259.0,H,,Approved,"September 22, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,158,7089,1988-823,1,1,1,False,True
ALACT-ABDAD303C792B0C4,1988,824,88-824,H,234.0,H,,Approved,"September 22, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,159,53141,1988-824,1,1,1,False,True
ALACT-BD02EDA4D5FA50DF,1988,825,88-825,H,224.0,H,,Approved,"September 22, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,160,3712,1988-825,1,1,1,False,True
ALACT-5791339EB412EF07,1988,826,88-826,H,153.0,H,,Approved,"September 22, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,161,1583,1988-826,1,1,1,False,True
ALACT-A67DEE5559E019FB,1988,827,88-827,H,346.0,H,,Approved,"September 22, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,162,10007,1988-827,1,1,1,False,True
ALACT-26756074088228DD,1988,828,88-828,H,335.0,H,,Approved,"September 22, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,163,2659,1988-828,1,1,1,False,True
ALACT-0D14892AB8CAAA4F,1988,829,88-829,H,326.0,H,,Approved,"September 22, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,164,525,1988-829,1,1,1,False,True
ALACT-DA130C4337B90745,1988,830,88-830,H,324.0,H,,Approved,"September 22, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,165,1825,1988-830,1,1,1,False,True
ALACT-ECA23B96C090FC84,1988,831,88-831,H,315.0,H,,Approved,"September 22, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,166,15248,1988-831,1,1,1,False,True
ALACT-7B45684B7C6336EF,1988,832,88-832,H,312.0,H,,Approved,"September 22, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,167,1206,1988-832,1,1,1,False,True
ALACT-B5E7C6ADBD5CBB9E,1988,833,88-833,H,294.0,H,,Approved,"September 22, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,168,963,1988-833,1,1,1,False,True
ALACT-89C8BABADC0C32DB,1988,834,88-834,H,228.0,H,,Approved,"September 22, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,169,7730,1988-834,1,1,1,False,True
ALACT-D54BDB2BC63D83EA,1988,835,88-835,H,215.0,H,,Approved,"September 22, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,170,1482,1988-835,1,1,1,False,True
ALACT-81EC4C61A1A7E1CE,1988,836,88-836,H,183.0,H,,Approved,"September 22, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,171,7546,1988-836,1,1,1,False,True
ALACT-D254642CCD661C02,1988,837,88-837,H,156.0,H,,Approved,"September 22, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,172,10799,1988-837,1,1,1,False,True
ALACT-324B77DC7D298A11,1988,838,88-838,H,90.0,H,,Approved,"September 22, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,173,2221,1988-838,1,1,1,False,True
ALACT-0F35B32B8E9D247B,1988,839,88-839,H,57.0,H,,Approved,"September 22, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,174,1004,1988-839,1,1,1,False,True
ALACT-95DD687B0C23FA3A,1988,840,88-840,H,338.0,H,,Approved,"September 22, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,175,6456,1988-840,1,1,1,False,True
ALACT-AF910A0ED08C140F,1988,841,88-841,H,124.0,H,,Approved,"September 22, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,176,1176,1988-841,1,1,1,False,True
ALACT-03C42F8E1417BB1B,1988,842,88-842,H,106.0,H,,Approved,"September 22, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,177,6380,1988-842,1,1,1,False,True
ALACT-345E0617DA4F96EC,1988,843,88-843,H,126.0,H,,Approved,"September 22, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,178,2380,1988-843,1,1,1,False,True
ALACT-B58BFFC54CD87809,1988,844,88-844,H,155.0,H,,Approved,"September 22, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,179,1258,1988-844,1,1,1,False,True
ALACT-8C438CF7449BCFCF,1988,845,88-845,H,33.0,H,,Approved,"September 22, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,180,1236,1988-845,1,1,1,False,True
ALACT-1A7F5711EEEB07C9,1988,846,88-846,H,211.0,H,,Approved,"September 22, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,181,1229,1988-846,1,1,1,False,True
ALACT-4DA825869EB8C9FF,1988,847,88-847,H,210.0,H,,Approved,"September 22, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,182,1250,1988-847,1,1,1,False,True
ALACT-93DC0C831360355E,1988,848,88-848,H,200.0,H,,Approved,"September 22, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,183,1211,1988-848,1,1,1,False,True
ALACT-A8F8CB88473B9EE9,1988,849,88-849,H,72.0,H,,Approved,"September 22, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,184,1269,1988-849,1,1,1,False,True
ALACT-AC5E0D66058A1774,1988,850,88-850,H,21.0,H,,Approved,"September 22, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,185,1259,1988-850,1,1,1,False,True
ALACT-D6C17E96DB422FDB,1988,851,88-851,H,24.0,H,,Approved,"September 22, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,186,1522,1988-851,1,1,1,False,True
ALACT-C23AF065932A109A,1988,852,88-852,HJR,168.0,H,"NAMING THE NEW STATE OFFICE BUILDING, NOW UN¬ DER CONSTRUCTION, IN HONOR OF THE LATE SETH GOR¬ DON PERSONS, FORMER GOVERNOR OF THE STATE OF",Approved,"September 22, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,187,2994,1988-852,1,1,1,False,True
ALACT-2B07ED6B246F8AE1,1988,853,88-853,S,149.0,S,,Approved,"September 22, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,188,3545,1988-853,1,1,1,False,True
ALACT-98247149C6033D76,1988,854,88-854,S,107.0,S,,Approved,"September 22, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,189,21716,1988-854,1,1,1,False,True
ALACT-77DBBF3FF6B72AEB,1988,855,88-855,SJR,58.0,S,EXPRESSING LEGISLATIVE INTENT REGARDING SEN¬,Approved,"September 22, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,190,968,1988-855,1,1,1,False,True
ALACT-6C57E5434D60DB64,1988,856,88-856,S,196.0,S,,Approved,"September 22, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,191,5305,1988-856,1,1,1,False,True
ALACT-F73526CF39614079,1988,857,88-857,S,24.0,S,,Approved,"September 27, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,192,20721,1988-857,1,1,1,False,True
ALACT-D0C299FA7C0C32B1,1988,858,88-858,S,126.0,S,,Approved,"September 27, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,193,4777,1988-858,1,1,1,False,True
ALACT-B332875B0B6E6DB6,1988,859,88-859,S,132.0,S,,Approved,"September 27, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,194,23489,1988-859,1,1,1,False,True
ALACT-5B9AD75E78EE1F1A,1988,860,88-860,S,211.0,S,,Approved,"September 27, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,195,1266,1988-860,1,1,1,False,True
ALACT-EA1B0BFC7DB28958,1988,861,88-861,S,71.0,S,,Approved,"September 27, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,196,1935,1988-861,1,1,1,False,True
ALACT-6BB3459BBAE0F0C2,1988,862,88-862,S,201.0,S,,Approved,"September 27, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,197,9946,1988-862,1,1,1,False,True
ALACT-449E40D6F3E35FFA,1988,863,88-863,SJR,77.0,S,"NAMING THE DUAL BRIDGES, SPANNING CHATTA HONOR OF JESSIE DENSON McGILL. ’ IT ^SOLVED BY THE LEGISLATURE OF ALABAMA",Approved,"September 27, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,198,1115,1988-863,1,1,1,False,True
ALACT-123B18C0EEC4F78A,1988,864,88-864,S,145.0,S,,Approved,"September 27, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,199,1133,1988-864,1,1,1,False,True
ALACT-E910F722989796FB,1988,865,88-865,S,151.0,S,,Approved,"September 27, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,200,4239,1988-865,1,1,1,False,True
ALACT-20AE259767B0AA9F,1988,866,88-866,S,150.0,S,,Approved,"September 27, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,201,14211,1988-866,1,1,1,False,True
ALACT-9B093D85174251BD,1988,867,88-867,H,18.0,H,,Approved,"September 27, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,202,21380,1988-867,1,1,1,False,True
ALACT-E887A5A1CD67D424,1988,868,88-868,H,360.0,H,,approved,by voters,1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,203,1983,1988-868,1,1,1,False,True
ALACT-6EAFC94B633E52E4,1988,869,88-869,H,319.0,H,,Approved,"September 27, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,204,3020,1988-869,1,1,1,False,True
ALACT-7B78A55FA85F637A,1988,870,88-870,H,137.0,H,,Approved,"September 27, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,205,23109,1988-870,1,1,1,False,True
ALACT-E684BE2EF946BCC4,1988,871,88-871,H,95.0,H,,Approved,"September 27, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,206,5073,1988-871,1,1,1,False,True
ALACT-A441C8CED86ABA1A,1988,872,88-872,H,132.0,H,,Approved,"September 27, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,207,14385,1988-872,1,1,1,False,True
ALACT-FF0D6B5C3A8970A2,1988,873,88-873,H,6.0,H,,Approved,"September 27, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,208,31422,1988-873,1,1,1,False,True
ALACT-1AB88BE58341BEB8,1988,874,88-874,H,186.0,H,,Approved,"September 28, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,209,2055,1988-874,1,1,1,False,True
ALACT-4A34987EC4897EF8,1988,875,88-875,H,310.0,H,,Approved,"September 28, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,210,16614,1988-875,1,1,1,False,True
ALACT-CA7EBD487FA77B2F,1988,876,88-876,S,51.0,S,,Approved,"September 29, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,211,2141,1988-876,1,1,1,False,True
ALACT-FB7F4E6BAD6C198B,1988,877,88-877,H,311.0,H,,Approved,"September 29, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,212,2095,1988-877,1,1,1,False,True
ALACT-912E330F629B4339,1988,878,88-878,S,100.0,S,,Approved,"September 29, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,213,12816,1988-878,1,1,1,False,True
ALACT-126BC09E584919F7,1988,879,88-879,S,62.0,S,,Approved,"September 29, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,214,2059,1988-879,1,1,1,False,True
ALACT-7EBF2920EB05E6A7,1988,880,88-880,S,7.0,S,,Approved,"September 29, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,215,2617,1988-880,1,1,1,False,True
ALACT-04978F9D80617D78,1988,881,88-881,S,94.0,S,,Approved,"September 29, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,216,1942,1988-881,1,1,1,False,True
ALACT-6EA94D2B54611B4D,1988,882,88-882,S,171.0,S,,Approved,"September 29, 1988",1988,data/raw/alabama_legislature/acts/internet_archive/alabama-acts-1988_special/1988_special_djvu.txt,217,1244,1988-882,1,1,1,False,True
