canonical_rollcall_id,unit_id,id,decision,primitive_axis,policy_pole,confidence,rationale,terminal_status,authority
LS-89089,3B1990467AB94E5B,3B1990467AB94E5B,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-89090,3B1990467AB94E5B,3B1990467AB94E5B,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-89121,54F5B2DEF83C02FF,54F5B2DEF83C02FF,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-89296,EA5BFC6A19D0FAA3,EA5BFC6A19D0FAA3,exclude,,,high,"Adjusts nursing-facility assessments, reimbursement formulas, and inflation treatment; the provisions are technical and mixed-direction rather than a single clear healthcare position.",excluded_after_substantive_text_review,openai_gpt-5.6-luna_structured_then_schema_validated
LS-89503,0B11CC77240FCA92,0B11CC77240FCA92,exclude,,,high,Changes Medicaid procurement exemptions for advisory bodies and is administrative without a clear effect on an allowed healthcare policy axis.,excluded_after_substantive_text_review,openai_gpt-5.6-luna_structured_then_schema_validated
LS-89802,27DD7C536CF79B37,27DD7C536CF79B37,exclude,,,high,local/constituency measure has no stable statewide ideological pole,excluded_local_or_constituency_measure,codex_terminal_rule
LS-89803,27DD7C536CF79B37,27DD7C536CF79B37,exclude,,,high,local/constituency measure has no stable statewide ideological pole,excluded_local_or_constituency_measure,codex_terminal_rule
LS-89841,9249169F5AF15395,9249169F5AF15395,exclude,,,high,local/constituency measure has no stable statewide ideological pole,excluded_local_or_constituency_measure,codex_terminal_rule
LS-89843,9249169F5AF15395,9249169F5AF15395,exclude,,,high,local/constituency measure has no stable statewide ideological pole,excluded_local_or_constituency_measure,codex_terminal_rule
LS-89844,9249169F5AF15395,9249169F5AF15395,exclude,,,high,local/constituency measure has no stable statewide ideological pole,excluded_local_or_constituency_measure,codex_terminal_rule
LS-89927,3055604CFF704A4E,3055604CFF704A4E,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-90065,F0AE952C380F370C,F0AE952C380F370C,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-90086,8BC600A866F7E9CE,8BC600A866F7E9CE,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-90087,8BC600A866F7E9CE,8BC600A866F7E9CE,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-90104,7D2BA974BE41669B,7D2BA974BE41669B,exclude,,,high,local/constituency measure has no stable statewide ideological pole,excluded_local_or_constituency_measure,codex_terminal_rule
LS-90165,2011CA83D2A67B9F,2011CA83D2A67B9F,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-90504,A5541F2AF8973FED,A5541F2AF8973FED,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-90852,F00CED5F0E422EE2,F00CED5F0E422EE2,exclude,,,high,Concerns retirement contribution administration and does not establish a permitted criminal-justice policy position.,excluded_after_substantive_text_review,openai_gpt-5.6-luna_structured_then_schema_validated
LS-90853,F00CED5F0E422EE2,F00CED5F0E422EE2,exclude,,,high,Concerns retirement contribution administration and does not establish a permitted criminal-justice policy position.,excluded_after_substantive_text_review,openai_gpt-5.6-luna_structured_then_schema_validated
LS-90938,C64A7A41A45F1A09,C64A7A41A45F1A09,exclude,,,high,local/constituency measure has no stable statewide ideological pole,excluded_local_or_constituency_measure,codex_terminal_rule
LS-90959,6966AD9A2383E827,6966AD9A2383E827,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-91006,74BC6CBC188E470E,74BC6CBC188E470E,exclude,,,medium,Primarily changes victim-notification procedures and establishes an implementation task force; it is administrative and does not cleanly map to an allowed criminal-justice pole.,excluded_after_substantive_text_review,openai_gpt-5.6-luna_structured_then_schema_validated
LS-91014,C90B533952C795DA,C90B533952C795DA,map,healthcare_access,restrict,high,Imposes service and premium conditions that reduce retiree eligibility or increase retiree costs for state health coverage.,mapped_v3_policy_pole,openai_gpt-5.6-luna_structured_then_schema_validated
LS-91103,17F8F641416FF28B,17F8F641416FF28B,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-91116,A33624C132A23F10,A33624C132A23F10,exclude,,,high,record does not establish that Yea supports final bill policy,excluded_motion_relationship_insufficient,codex_terminal_rule
LS-91117,A33624C132A23F10,A33624C132A23F10,exclude,,,high,record does not establish that Yea supports final bill policy,excluded_motion_relationship_insufficient,codex_terminal_rule
LS-91118,A33624C132A23F10,A33624C132A23F10,exclude,,,high,record does not establish that Yea supports final bill policy,excluded_motion_relationship_insufficient,codex_terminal_rule
LS-91119,A33624C132A23F10,A33624C132A23F10,exclude,,,high,record does not establish that Yea supports final bill policy,excluded_motion_relationship_insufficient,codex_terminal_rule
LS-91121,8B99413EBEA9B784,8B99413EBEA9B784,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-91131,19FD92F851185C45,19FD92F851185C45,map,healthcare_access,restrict,high,"Imposes sliding-scale premiums, coordination limits, and service conditions that restrict access to retiree health coverage.",mapped_v3_policy_pole,openai_gpt-5.6-luna_structured_then_schema_validated
LS-91137,8394F5F514827408,8394F5F514827408,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-91248,9F05D4A378602E98,9F05D4A378602E98,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-91262,4C892944FD91F324,4C892944FD91F324,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-91325,BF89C84474F73B14,BF89C84474F73B14,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-91367,C5C25BC065CF9B4C,C5C25BC065CF9B4C,exclude,,,high,Changes membership of an industrial development authority and is administrative and institutional.,excluded_after_substantive_text_review,openai_gpt-5.6-luna_structured_then_schema_validated
LS-91378,A4595D5D500F0FA9,A4595D5D500F0FA9,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-91379,A4595D5D500F0FA9,A4595D5D500F0FA9,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-91534,AFF55FDFEB7FDC89,AFF55FDFEB7FDC89,exclude,,,high,record does not establish that Yea supports final bill policy,excluded_motion_relationship_insufficient,codex_terminal_rule
LS-91535,AFF55FDFEB7FDC89,AFF55FDFEB7FDC89,exclude,,,high,record does not establish that Yea supports final bill policy,excluded_motion_relationship_insufficient,codex_terminal_rule
LS-91539,AFF55FDFEB7FDC89,AFF55FDFEB7FDC89,exclude,,,high,record does not establish that Yea supports final bill policy,excluded_motion_relationship_insufficient,codex_terminal_rule
LS-91673,5DBBB97767B88D8E,5DBBB97767B88D8E,exclude,,,high,Transfers funds between state accounts; this is primarily a technical fiscal measure and does not clearly expand or reduce education funding overall.,excluded_after_substantive_text_review,openai_gpt-5.6-luna_structured_then_schema_validated
LS-91688,64B45A57C1A3380B,64B45A57C1A3380B,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-91689,64B45A57C1A3380B,64B45A57C1A3380B,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-91839,FC60876FD86A4B41,FC60876FD86A4B41,exclude,,,high,local/constituency measure has no stable statewide ideological pole,excluded_local_or_constituency_measure,codex_terminal_rule
LS-91857,B3006DA04CDFC489,B3006DA04CDFC489,exclude,,,high,local/constituency measure has no stable statewide ideological pole,excluded_local_or_constituency_measure,codex_terminal_rule
LS-91880,C24CB2057299E8BF,C24CB2057299E8BF,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-92225,49ED2694D3D3BF58,49ED2694D3D3BF58,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-92226,626C887CC166708F,626C887CC166708F,exclude,,,high,local/constituency measure has no stable statewide ideological pole,excluded_local_or_constituency_measure,codex_terminal_rule
LS-92339,1C323415C24998BB,1C323415C24998BB,exclude,,,high,local/constituency measure has no stable statewide ideological pole,excluded_local_or_constituency_measure,codex_terminal_rule
LS-151426,9F627E0449ED9828,9F627E0449ED9828,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-151639,FA00A12E0DC2B72E,FA00A12E0DC2B72E,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-151801,C9AE2250E4CB16CC,C9AE2250E4CB16CC,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-151946,2835CCA9A24317FF,2835CCA9A24317FF,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-152461,0690DA822DEE61BD,0690DA822DEE61BD,exclude,,,high,record does not establish that Yea supports final bill policy,excluded_motion_relationship_insufficient,codex_terminal_rule
LS-152462,0690DA822DEE61BD,0690DA822DEE61BD,exclude,,,high,record does not establish that Yea supports final bill policy,excluded_motion_relationship_insufficient,codex_terminal_rule
LS-152481,59CD2BFE93E93D47,59CD2BFE93E93D47,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-152482,FFE060DDA71588C1,FFE060DDA71588C1,map,business_subsidy,expand,high,"Authorizes additional tax abatements for qualifying data-processing, warehousing, and storage facilities.",mapped_v3_policy_pole,openai_gpt-5.6-luna_structured_then_schema_validated
LS-153660,A12629594386C8C0,A12629594386C8C0,map,healthcare_access,expand,high,Expands eligibility to participate in the state health insurance coverage program by authorizing United Ways of Alabama to join it.,mapped_v3_policy_pole,openai_gpt-5.6-luna_structured_then_schema_validated
LS-153705,DBCFF0565DE05F03,DBCFF0565DE05F03,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-153717,D59F23EB32271BD3,D59F23EB32271BD3,exclude,,,high,"Concerns prison-industry sales and private business joint ventures, which do not clearly implicate an allowed criminal-justice policy axis.",excluded_after_substantive_text_review,openai_gpt-5.6-luna_structured_then_schema_validated
LS-154521,8B7F1F947ECDDE5B,8B7F1F947ECDDE5B,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-154522,8B7F1F947ECDDE5B,8B7F1F947ECDDE5B,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-155386,BDB6247A87347BF3,BDB6247A87347BF3,map,business_subsidy,expand,high,Authorizes a new economic-development incentive program for projects providing economic development and job creation.,mapped_v3_policy_pole,openai_gpt-5.6-luna_structured_then_schema_validated
LS-156305,D5962B3D61F0A673,D5962B3D61F0A673,exclude,,,high,local/constituency measure has no stable statewide ideological pole,excluded_local_or_constituency_measure,codex_terminal_rule
LS-156910,9F5684DB82DC8590,9F5684DB82DC8590,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-156911,9F5684DB82DC8590,9F5684DB82DC8590,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-157803,FFBBA0E8D64E0A67,FFBBA0E8D64E0A67,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-159401,DE139D5DBEC094BE,DE139D5DBEC094BE,exclude,,,high,Primarily establishes an administrative licensing and regulatory framework for private investigators rather than a clear allowed criminal-justice policy pole.,excluded_after_substantive_text_review,openai_gpt-5.6-luna_structured_then_schema_validated
LS-159518,192F775A37171CBD,192F775A37171CBD,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-159647,59CD2BFE93E93D47,59CD2BFE93E93D47,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-160620,0A64F7484924DD77,0A64F7484924DD77,exclude,,,medium,"Combines recordkeeping, registration, purchase restrictions, database creation, and criminal penalties, without a sufficiently specific single allowed policy pole.",excluded_after_substantive_text_review,openai_gpt-5.6-luna_structured_then_schema_validated
LS-161225,A9AA2C02C3E2C1C8,A9AA2C02C3E2C1C8,exclude,,,high,"Primarily governs escape notifications and liability, an administrative and liability measure outside the allowed criminal-justice axes.",excluded_after_substantive_text_review,openai_gpt-5.6-luna_structured_then_schema_validated
LS-162936,59CD2BFE93E93D47,59CD2BFE93E93D47,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-162937,59CD2BFE93E93D47,59CD2BFE93E93D47,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-163372,83BB857DBAD811CA,83BB857DBAD811CA,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-163565,602E46322D007F9A,602E46322D007F9A,map,criminal_punishment,punitive,high,Creates a criminal offense and penalty for disarming law enforcement or corrections officers.,mapped_v3_policy_pole,openai_gpt-5.6-luna_structured_then_schema_validated
LS-164136,4AE099BE2275F9FA,4AE099BE2275F9FA,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-164264,418AB57A42C13F4E,418AB57A42C13F4E,map,market_governance,intervention,high,"Increases eligibility for entertainment-industry rebates or tax exemptions, expanding government economic intervention.",mapped_v3_policy_pole,openai_gpt-5.6-luna_structured_then_schema_validated
LS-164265,418AB57A42C13F4E,418AB57A42C13F4E,map,market_governance,intervention,high,"Increases eligibility for entertainment-industry rebates or tax exemptions, expanding government economic intervention.",mapped_v3_policy_pole,openai_gpt-5.6-luna_structured_then_schema_validated
LS-164292,859912CB388239AD,859912CB388239AD,exclude,,,high,record does not establish that Yea supports final bill policy,excluded_motion_relationship_insufficient,codex_terminal_rule
LS-164293,859912CB388239AD,859912CB388239AD,exclude,,,high,record does not establish that Yea supports final bill policy,excluded_motion_relationship_insufficient,codex_terminal_rule
LS-164296,955A730E32DAFBDF,955A730E32DAFBDF,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-164337,1B7343E976AD297B,1B7343E976AD297B,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-165062,59CD2BFE93E93D47,59CD2BFE93E93D47,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-165063,59CD2BFE93E93D47,59CD2BFE93E93D47,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-166671,21901C8B8F5A0BD6,21901C8B8F5A0BD6,map,criminal_punishment,punitive,high,Adds criminal penalties and purchase prohibitions for specified secondary-metal transactions.,mapped_v3_policy_pole,openai_gpt-5.6-luna_structured_then_schema_validated
LS-166672,21901C8B8F5A0BD6,21901C8B8F5A0BD6,map,criminal_punishment,punitive,high,Adds criminal penalties and purchase prohibitions for specified secondary-metal transactions.,mapped_v3_policy_pole,openai_gpt-5.6-luna_structured_then_schema_validated
LS-168068,497B9729FC05038F,497B9729FC05038F,exclude,,,high,local/constituency measure has no stable statewide ideological pole,excluded_local_or_constituency_measure,codex_terminal_rule
LS-169230,AC7B529B2774BDA3,AC7B529B2774BDA3,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-169231,AC7B529B2774BDA3,AC7B529B2774BDA3,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-169573,AB87CBDF990E0600,AB87CBDF990E0600,exclude,,,high,local/constituency measure has no stable statewide ideological pole,excluded_local_or_constituency_measure,codex_terminal_rule
LS-169832,81474CD7ED9576D6,81474CD7ED9576D6,exclude,,,high,local/constituency measure has no stable statewide ideological pole,excluded_local_or_constituency_measure,codex_terminal_rule
LS-169941,9782D8C4559CE1FA,9782D8C4559CE1FA,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-169991,DA1DAFAF6E5E70EA,DA1DAFAF6E5E70EA,map,criminal_punishment,punitive,high,Creates an aggravated surveillance offense and enhances criminal penalties.,mapped_v3_policy_pole,openai_gpt-5.6-luna_structured_then_schema_validated
LS-169992,DA1DAFAF6E5E70EA,DA1DAFAF6E5E70EA,map,criminal_punishment,punitive,high,Creates an aggravated surveillance offense and enhances criminal penalties.,mapped_v3_policy_pole,openai_gpt-5.6-luna_structured_then_schema_validated
LS-170505,34AB5156ADDAEF40,34AB5156ADDAEF40,map,environmental_protection,weaken,high,Exempts specified fuel storage tanks from environmental covenant requirements.,mapped_v3_policy_pole,openai_gpt-5.6-luna_structured_then_schema_validated
LS-171772,6671817A89071709,6671817A89071709,exclude,,,high,local/constituency measure has no stable statewide ideological pole,excluded_local_or_constituency_measure,codex_terminal_rule
LS-171823,53F0BCE5EE506FDB,53F0BCE5EE506FDB,exclude,,,high,local/constituency measure has no stable statewide ideological pole,excluded_local_or_constituency_measure,codex_terminal_rule
LS-172359,3865EC23786377DF,3865EC23786377DF,map,criminal_punishment,punitive,medium,"Establishes or maintains criminal penalties for cyberstalking, harassment, phishing, fraud, tampering, and related computer crimes.",mapped_v3_policy_pole,openai_gpt-5.6-luna_structured_then_schema_validated
LS-172606,298E2693A822C6A9,298E2693A822C6A9,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-173746,F4F9BD7888E6A414,F4F9BD7888E6A414,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-174371,8BEFA8B08B5718AC,8BEFA8B08B5718AC,exclude,,,high,"Concerns ethics and lobbying regulation, reporting, and definitions, but the allowed axes do not clearly cover these measures; it also includes a reporting component.",excluded_after_substantive_text_review,openai_gpt-5.6-luna_structured_then_schema_validated
LS-174388,8BEFA8B08B5718AC,8BEFA8B08B5718AC,exclude,,,high,"Concerns ethics and lobbying regulation, reporting, and definitions, but the allowed axes do not clearly cover these measures; it also includes a reporting component.",excluded_after_substantive_text_review,openai_gpt-5.6-luna_structured_then_schema_validated
LS-174389,8BEFA8B08B5718AC,8BEFA8B08B5718AC,exclude,,,high,"Concerns ethics and lobbying regulation, reporting, and definitions, but the allowed axes do not clearly cover these measures; it also includes a reporting component.",excluded_after_substantive_text_review,openai_gpt-5.6-luna_structured_then_schema_validated
LS-174390,8BEFA8B08B5718AC,8BEFA8B08B5718AC,exclude,,,high,"Concerns ethics and lobbying regulation, reporting, and definitions, but the allowed axes do not clearly cover these measures; it also includes a reporting component.",excluded_after_substantive_text_review,openai_gpt-5.6-luna_structured_then_schema_validated
LS-174391,8BEFA8B08B5718AC,8BEFA8B08B5718AC,exclude,,,high,"Concerns ethics and lobbying regulation, reporting, and definitions, but the allowed axes do not clearly cover these measures; it also includes a reporting component.",excluded_after_substantive_text_review,openai_gpt-5.6-luna_structured_then_schema_validated
LS-174392,8BEFA8B08B5718AC,8BEFA8B08B5718AC,exclude,,,high,"Concerns ethics and lobbying regulation, reporting, and definitions, but the allowed axes do not clearly cover these measures; it also includes a reporting component.",excluded_after_substantive_text_review,openai_gpt-5.6-luna_structured_then_schema_validated
LS-174513,9B8E77A226FB79F5,9B8E77A226FB79F5,exclude,,,high,"Concerns Ethics Commission appointments, investigations, subpoenas, referrals, and penalties, which do not map clearly to the allowed axes.",excluded_after_substantive_text_review,openai_gpt-5.6-luna_structured_then_schema_validated
LS-174517,9B8E77A226FB79F5,9B8E77A226FB79F5,exclude,,,high,"Concerns Ethics Commission appointments, investigations, subpoenas, referrals, and penalties, which do not map clearly to the allowed axes.",excluded_after_substantive_text_review,openai_gpt-5.6-luna_structured_then_schema_validated
LS-174518,9B8E77A226FB79F5,9B8E77A226FB79F5,exclude,,,high,"Concerns Ethics Commission appointments, investigations, subpoenas, referrals, and penalties, which do not map clearly to the allowed axes.",excluded_after_substantive_text_review,openai_gpt-5.6-luna_structured_then_schema_validated
LS-174519,9B8E77A226FB79F5,9B8E77A226FB79F5,exclude,,,high,"Concerns Ethics Commission appointments, investigations, subpoenas, referrals, and penalties, which do not map clearly to the allowed axes.",excluded_after_substantive_text_review,openai_gpt-5.6-luna_structured_then_schema_validated
LS-174520,9B8E77A226FB79F5,9B8E77A226FB79F5,exclude,,,high,"Concerns Ethics Commission appointments, investigations, subpoenas, referrals, and penalties, which do not map clearly to the allowed axes.",excluded_after_substantive_text_review,openai_gpt-5.6-luna_structured_then_schema_validated
LS-174521,9B8E77A226FB79F5,9B8E77A226FB79F5,exclude,,,high,"Concerns Ethics Commission appointments, investigations, subpoenas, referrals, and penalties, which do not map clearly to the allowed axes.",excluded_after_substantive_text_review,openai_gpt-5.6-luna_structured_then_schema_validated
LS-175013,08DB4963696C3F6E,08DB4963696C3F6E,exclude,,,high,"Regulates lobbying, ethics training, and legislative representation, but the allowed axes do not specifically cover lobbying regulation.",excluded_after_substantive_text_review,openai_gpt-5.6-luna_structured_then_schema_validated
LS-175014,08DB4963696C3F6E,08DB4963696C3F6E,exclude,,,high,"Regulates lobbying, ethics training, and legislative representation, but the allowed axes do not specifically cover lobbying regulation.",excluded_after_substantive_text_review,openai_gpt-5.6-luna_structured_then_schema_validated
LS-175018,08DB4963696C3F6E,08DB4963696C3F6E,exclude,,,high,"Regulates lobbying, ethics training, and legislative representation, but the allowed axes do not specifically cover lobbying regulation.",excluded_after_substantive_text_review,openai_gpt-5.6-luna_structured_then_schema_validated
LS-175019,08DB4963696C3F6E,08DB4963696C3F6E,exclude,,,high,"Regulates lobbying, ethics training, and legislative representation, but the allowed axes do not specifically cover lobbying regulation.",excluded_after_substantive_text_review,openai_gpt-5.6-luna_structured_then_schema_validated
LS-175022,DF820F76803C2A3D,DF820F76803C2A3D,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-175023,DF820F76803C2A3D,DF820F76803C2A3D,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-175024,DF820F76803C2A3D,DF820F76803C2A3D,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-175042,D722F801288317EA,D722F801288317EA,map,election_integrity_controls,strengthen,high,"Prohibits specified campaign-fund transfers and imposes related limits and penalties, strengthening campaign-finance controls.",mapped_v3_policy_pole,openai_gpt-5.6-luna_structured_then_schema_validated
LS-175043,D722F801288317EA,D722F801288317EA,map,election_integrity_controls,strengthen,high,"Prohibits specified campaign-fund transfers and imposes related limits and penalties, strengthening campaign-finance controls.",mapped_v3_policy_pole,openai_gpt-5.6-luna_structured_then_schema_validated
LS-175051,D722F801288317EA,D722F801288317EA,map,election_integrity_controls,strengthen,high,"Prohibits specified campaign-fund transfers and imposes related limits and penalties, strengthening campaign-finance controls.",mapped_v3_policy_pole,openai_gpt-5.6-luna_structured_then_schema_validated
LS-175052,D722F801288317EA,D722F801288317EA,map,election_integrity_controls,strengthen,high,"Prohibits specified campaign-fund transfers and imposes related limits and penalties, strengthening campaign-finance controls.",mapped_v3_policy_pole,openai_gpt-5.6-luna_structured_then_schema_validated
LS-175053,D722F801288317EA,D722F801288317EA,map,election_integrity_controls,strengthen,high,"Prohibits specified campaign-fund transfers and imposes related limits and penalties, strengthening campaign-finance controls.",mapped_v3_policy_pole,openai_gpt-5.6-luna_structured_then_schema_validated
LS-175054,D722F801288317EA,D722F801288317EA,map,election_integrity_controls,strengthen,high,"Prohibits specified campaign-fund transfers and imposes related limits and penalties, strengthening campaign-finance controls.",mapped_v3_policy_pole,openai_gpt-5.6-luna_structured_then_schema_validated
LS-175055,D722F801288317EA,D722F801288317EA,map,election_integrity_controls,strengthen,high,"Prohibits specified campaign-fund transfers and imposes related limits and penalties, strengthening campaign-finance controls.",mapped_v3_policy_pole,openai_gpt-5.6-luna_structured_then_schema_validated
LS-175410,6149B3EC474DF5EE,6149B3EC474DF5EE,exclude,,,high,"generic budget/tax label does not identify increase, decrease, distribution, or baseline",excluded_fiscal_baseline_insufficient,codex_terminal_rule
LS-175735,55D967E4AEDA436B,55D967E4AEDA436B,exclude,,,high,local/constituency measure has no stable statewide ideological pole,excluded_local_or_constituency_measure,codex_terminal_rule
LS-176172,FC8CCDA08E10917C,FC8CCDA08E10917C,map,welfare_conditionality,strengthen_conditions,medium,"Deletes the knowledge requirement for public-assistance fraud and establishes penalties, strengthening enforcement conditions around benefit receipt.",mapped_v3_policy_pole,openai_gpt-5.6-luna_structured_then_schema_validated
LS-176530,FE2384928B2CA969,FE2384928B2CA969,exclude,,,high,local/constituency measure has no stable statewide ideological pole,excluded_local_or_constituency_measure,codex_terminal_rule
LS-176544,8F7AF146F85965DD,8F7AF146F85965DD,exclude,,,low,The description does not establish whether the sentencing changes increase or reduce punishment or incarceration overall.,excluded_after_substantive_text_review,openai_gpt-5.6-luna_structured_then_schema_validated
LS-176669,074CAE3454B775EC,074CAE3454B775EC,exclude,,,high,record does not establish that Yea supports final bill policy,excluded_motion_relationship_insufficient,codex_terminal_rule
LS-176792,89092EBB22C36F92,89092EBB22C36F92,exclude,,,high,local/constituency measure has no stable statewide ideological pole,excluded_local_or_constituency_measure,codex_terminal_rule
LS-176834,22C1A3AECEEF9584,22C1A3AECEEF9584,exclude,,,high,local/constituency measure has no stable statewide ideological pole,excluded_local_or_constituency_measure,codex_terminal_rule
LS-177350,667B123D3B42D3CE,667B123D3B42D3CE,exclude,,,high,local/constituency measure has no stable statewide ideological pole,excluded_local_or_constituency_measure,codex_terminal_rule
