county,precinct,dem_votes,rep_votes,two_party_votes,pres_dem_margin,source_format
Bibb,ABSENTEE,65,186,251,-48.20717131474104,standard_xlsx
Bibb,PROVISIONAL,0,0,0,,standard_xlsx
Blount,MT. HIGH,135,1466,1601,-83.13554028732042,standard_xlsx
Blount,SMOKE RISE,118,1006,1124,-79.00355871886121,standard_xlsx
Blount,BLOUNT SPRINGS,34,241,275,-75.27272727272727,standard_xlsx
Blount,HAYDEN,263,2076,2339,-77.51175716117999,standard_xlsx
Blount,SUGAR CREEK BANGOR,40,434,474,-83.12236286919831,standard_xlsx
Blount,NECTAR,104,904,1008,-79.36507936507937,standard_xlsx
Blount,BLOUNTSVILLE,244,1232,1476,-66.93766937669376,standard_xlsx
Blount,SUMMIT,67,283,350,-61.714285714285715,standard_xlsx
Blount,ROYAL,57,333,390,-70.76923076923077,standard_xlsx
Blount,BROOKSVILLE,44,360,404,-78.21782178217822,standard_xlsx
Blount,SNEAD COMMUNITY CENTER,129,895,1024,-74.8046875,standard_xlsx
Blount,SUSAN MOORE,104,724,828,-74.8792270531401,standard_xlsx
Blount,MURPHREE VALLEY,93,544,637,-70.80062794348508,standard_xlsx
Blount,ST. MOUNTAIN,119,1391,1510,-84.23841059602648,standard_xlsx
Blount,HOLLY SPRINGS,20,297,317,-87.38170347003154,standard_xlsx
Blount,CLEVELAND,186,955,1141,-67.39702015775636,standard_xlsx
Blount,LOCUST FORK,124,1216,1340,-81.49253731343283,standard_xlsx
Blount,DALLAS-SELFVILLE,123,1130,1253,-80.36711891460494,standard_xlsx
Blount,REMLAP,99,874,973,-79.65056526207606,standard_xlsx
Blount,PINE MOUNTAIN,37,348,385,-80.77922077922078,standard_xlsx
Blount,ALLGOOD TOWN HALL,47,444,491,-80.85539714867618,standard_xlsx
Blount,ONEONTA,504,1954,2458,-58.99104963384866,standard_xlsx
Blount,ROSA,83,644,727,-77.16643741403026,standard_xlsx
Blount,ROCK SPRINGS,72,387,459,-68.62745098039215,standard_xlsx
Blount,ABSENTEE,115,603,718,-67.96657381615599,standard_xlsx
Blount,PROVISIONAL,0,0,0,,standard_xlsx
Calhoun,GLENWOOD MEADOWS MTG. RM.,491,652,1143,-14.085739282589676,standard_xlsx
Calhoun,EAGLEPOINT CHURCH,496,805,1301,-23.750960799385087,standard_xlsx
Calhoun,JACKSONVILLE WESTSIDE BAPTIST,572,291,863,32.560834298957126,standard_xlsx
Calhoun,JACKSONVILLE 1ST BAPTIST,404,947,1351,-40.19245003700962,standard_xlsx
Calhoun,ALEXANDRIA CIVITAN CLUB,403,1663,2066,-60.98741529525653,standard_xlsx
Calhoun,FOUR MILE METHODIST CHURCH,84,323,407,-58.72235872235872,standard_xlsx
Calhoun,EULATON UNITED METHODIST,171,528,699,-51.072961373390555,standard_xlsx
Calhoun,BYNUM SCHOOL,377,1392,1769,-57.377049180327866,standard_xlsx
Calhoun,WEST PARK HEIGHTS BAPTIST,203,876,1079,-62.3725671918443,standard_xlsx
Calhoun,BETTA VIEW CHURCH OF CHRIST,447,1596,2043,-56.24082232011747,standard_xlsx
Calhoun,1ST UNITED METH. - WEAVER,497,1603,2100,-52.666666666666664,standard_xlsx
Calhoun,ANGEL FIRE STATION,117,539,656,-64.32926829268293,standard_xlsx
Calhoun,FRIENDSHIP BAPTIST CHURCH,107,684,791,-72.94563843236409,standard_xlsx
Calhoun,WEBSTERS CHAPEL FIRE DEPT,111,614,725,-69.37931034482759,standard_xlsx
Calhoun,ASBERRY BAPTIST CHURCH,146,779,925,-68.43243243243244,standard_xlsx
Calhoun,PIEDMONT NATIONAL GUARD ARMORY,151,473,624,-51.6025641025641,standard_xlsx
Calhoun,PIEDMONT FIRE STATION,160,503,663,-51.73453996983409,standard_xlsx
Calhoun,PIEDMONT REC. BLDG.,109,295,404,-46.039603960396036,standard_xlsx
Calhoun,PIEDMONT COMM. BLDG.,135,222,357,-24.369747899159663,standard_xlsx
Calhoun,WHITE PLAINS V.F.D.,78,362,440,-64.54545454545455,standard_xlsx
Calhoun,WHITE PLAINS 1ST BAPTIST,103,694,797,-74.15307402760351,standard_xlsx
Calhoun,DEARMANVILLE UNITED METHODIST,140,601,741,-62.21322537112011,standard_xlsx
Calhoun,CHOCCOLOCCO COMMUNITY CENTER,207,907,1114,-62.83662477558348,standard_xlsx
Calhoun,OXFORD LAKE PARK CIVIC CENTER,238,334,572,-16.783216783216783,standard_xlsx
Calhoun,OXFORD CHEAHA CLUBHOUSE,163,496,659,-50.531107738998486,standard_xlsx
Calhoun,BOILING SPRINGS BAPTIST CHURCH,68,384,452,-69.91150442477876,standard_xlsx
Calhoun,HOBSON CITY - CITY HALL,393,22,415,89.39759036144578,standard_xlsx
Calhoun,MOORE AVE. CHU. OF CHRIST,1023,138,1161,76.22739018087856,standard_xlsx
Calhoun,ANNISTON CARVER CENTER,392,2,394,98.98477157360406,standard_xlsx
Calhoun,SOUTH HIGHLAND COMMUNITY CNTR,680,82,762,78.47769028871392,standard_xlsx
Calhoun,ANNISTON THANKFUL BAPTIST,352,33,385,82.85714285714286,standard_xlsx
Calhoun,CALHOUN CO. HEALTH DEPT.,230,186,416,10.576923076923077,standard_xlsx
Calhoun,ANNISTON MEETING CENTER,714,111,825,73.0909090909091,standard_xlsx
Calhoun,WIGGINS COMMUNITY CENTER,611,7,618,97.73462783171522,standard_xlsx
Calhoun,CH. OF THE COVENANT PRSBY,346,214,560,23.571428571428573,standard_xlsx
Calhoun,GODS COVENANT MINISTRY,246,329,575,-14.434782608695652,standard_xlsx
Calhoun,OXFORD PUBLIC LIBRARY,197,346,543,-27.44014732965009,standard_xlsx
Calhoun,TRINITY MISSIONARY BAPTIST,50,212,262,-61.83206106870229,standard_xlsx
Calhoun,OHATCHEE 1ST BAPTIST CHURCH,287,1066,1353,-57.57575757575758,standard_xlsx
Calhoun,OAK GROVE BAPTIST CHURCH,69,568,637,-78.33594976452119,standard_xlsx
Calhoun,SAKS HIGH SCHOOL,854,1781,2635,-35.180265654648956,standard_xlsx
Calhoun,LEATHERWOOD RD CIVIL DEF.,274,908,1182,-53.63790186125212,standard_xlsx
Calhoun,FRIENDSHIP COMMUNITY CENTER,249,1145,1394,-64.27546628407461,standard_xlsx
Calhoun,WELLINGTON MT. VIEW BAPTIST,120,535,655,-63.3587786259542,standard_xlsx
Calhoun,ANNISTON 1ST PRSBY. CHURCH,561,295,856,31.074766355140188,standard_xlsx
Calhoun,ANNISTON MENTAL HEALTH CENTER,182,302,484,-24.793388429752067,standard_xlsx
Calhoun,ANNISTON GOLDEN SPRINGS,912,1923,2835,-35.66137566137566,standard_xlsx
Calhoun,THE DONOHO SCHOOL,186,626,812,-54.1871921182266,standard_xlsx
Calhoun,ABSENTEE,394,878,1272,-38.0503144654088,standard_xlsx
Calhoun,PROVISIONAL,0,0,0,,standard_xlsx
Chambers,STANDING ROCK,34,181,215,-68.37209302325581,standard_xlsx
Chambers,STROUD,105,67,172,22.093023255813954,standard_xlsx
Chambers,MT. OLIVE,71,67,138,2.898550724637681,standard_xlsx
Chambers,MILLTOWN,56,123,179,-37.43016759776536,standard_xlsx
Chambers,SPARKLING SPRINGS,4,40,44,-81.81818181818181,standard_xlsx
Chambers,UNION HILL,24,152,176,-72.72727272727273,standard_xlsx
Chambers,FIVE POINTS,193,81,274,40.87591240875913,standard_xlsx
Chambers,BUFFALO,150,140,290,3.4482758620689653,standard_xlsx
Chambers,PENTON,28,91,119,-52.94117647058823,standard_xlsx
Chambers,FREDONIA,86,228,314,-45.22292993630573,standard_xlsx
Chambers,LANETT,1770,958,2728,29.765395894428153,standard_xlsx
Chambers,RESCUE,194,391,585,-33.675213675213676,standard_xlsx
Chambers,LAKEVIEW,75,243,318,-52.83018867924528,standard_xlsx
Chambers,LAFAYETTE,990,455,1445,37.0242214532872,standard_xlsx
Chambers,RIDGE GROVE,153,163,316,-3.1645569620253164,standard_xlsx
Chambers,WEST CHAMBERS,208,55,263,58.17490494296578,standard_xlsx
Chambers,WAVERLY,44,97,141,-37.5886524822695,standard_xlsx
Chambers,STURKIE,211,168,379,11.345646437994723,standard_xlsx
Chambers,CUSSETA,109,174,283,-22.968197879858657,standard_xlsx
Chambers,VALLEY,1830,2728,4558,-19.70162351908732,standard_xlsx
Chambers,HUGULEY,317,643,960,-33.958333333333336,standard_xlsx
Chambers,ABSENTEE,201,351,552,-27.17391304347826,standard_xlsx
Chambers,PROVISIONAL,0,0,0,,standard_xlsx
Cherokee,FRIENDSHIP BAP FELLOWSHIP,21,124,145,-71.03448275862068,standard_xlsx
Cherokee,MT CALVARY BAPTIST CHURCH,31,64,95,-34.73684210526316,standard_xlsx
Cherokee,BROOMTOWN FIRE DEPT.,36,208,244,-70.49180327868852,standard_xlsx
Cherokee,THE VALLEY CHURCH,14,132,146,-80.82191780821918,standard_xlsx
Cherokee,UNITY MISSIONARY BAPTIST,43,209,252,-65.87301587301587,standard_xlsx
Cherokee,GAYLESVILLE CITY HALL,44,266,310,-71.61290322580645,standard_xlsx
Cherokee,TUCKERS CHAPEL FIRE DEPT,28,134,162,-65.4320987654321,standard_xlsx
Cherokee,DANIELS CHAPEL FELLOWSHIP,33,95,128,-48.4375,standard_xlsx
Cherokee,CEDAR BLUFF 1ST BAPTIST,261,696,957,-45.45454545454545,standard_xlsx
Cherokee,NEW HOPE METHODIST,73,210,283,-48.409893992932865,standard_xlsx
Cherokee,SAND ROCK TOWN HALL,126,586,712,-64.6067415730337,standard_xlsx
Cherokee,LEESBURG V.F.D.,181,635,816,-55.63725490196079,standard_xlsx
Cherokee,THE ROC,528,1803,2331,-54.6975546975547,standard_xlsx
Cherokee,EBENEZER FELLOWSHIP HALL,162,235,397,-18.387909319899244,standard_xlsx
Cherokee,SHADY GROVE CHURCH,63,103,166,-24.096385542168676,standard_xlsx
Cherokee,MT. WEISNER FIRE HALL,39,159,198,-60.60606060606061,standard_xlsx
Cherokee,MELROSE BAPTIST CHURCH,64,131,195,-34.35897435897436,standard_xlsx
Cherokee,CONGREGATIONAL METHODIST,32,115,147,-56.46258503401361,standard_xlsx
Cherokee,SPRING CREEK FIRE HALL,62,305,367,-66.2125340599455,standard_xlsx
Cherokee,McCORDS CROSSROADS FIRE,39,243,282,-72.34042553191489,standard_xlsx
Cherokee,ROCK RUN CHURCH,24,71,95,-49.473684210526315,standard_xlsx
Cherokee,GOSHEN METHODIST CHURCH,41,235,276,-70.28985507246377,standard_xlsx
Cherokee,SPRING GARDEN FIRE STA.,73,368,441,-66.89342403628117,standard_xlsx
Cherokee,ABSENTEE,108,367,475,-54.526315789473685,standard_xlsx
Cherokee,PROVISIONAL,6,12,18,-33.333333333333336,standard_xlsx
Chilton,MAPLESVILLE PUBLIC LIBRARY,250,426,676,-26.035502958579883,standard_xlsx
Chilton,SOUTH CHILTON FIRE,72,642,714,-79.83193277310924,standard_xlsx
Chilton,FAIRVIEW FIRE STATION,92,513,605,-69.58677685950413,standard_xlsx
Chilton,ENTERPRISE FIRE STATION,131,692,823,-68.16524908869988,standard_xlsx
Chilton,VERBENA FIRE STATION,196,799,995,-60.60301507537689,standard_xlsx
Chilton,PROVIDENCE EAST CHILTON FIRE,50,514,564,-82.26950354609929,standard_xlsx
Chilton,CANE CREEK GAP OF MT FIRE,56,558,614,-81.75895765472313,standard_xlsx
Chilton,UNION GROVE NEW FIRE STATION,94,883,977,-80.75742067553736,standard_xlsx
Chilton,JEMISON CITY HALL,408,1177,1585,-48.51735015772871,standard_xlsx
Chilton,PROVIDENCE BAPTIST CHURCH,157,937,1094,-71.29798903107861,standard_xlsx
Chilton,MARS HILL WEST CHILTON FIRE,85,577,662,-74.3202416918429,standard_xlsx
Chilton,THORSBY TOWN HALL,156,1080,1236,-74.75728155339806,standard_xlsx
Chilton,COLLINS CHAPEL FIRE STATION,43,308,351,-75.4985754985755,standard_xlsx
Chilton,ISABELLA FIRE STATION,90,436,526,-65.77946768060836,standard_xlsx
Chilton,AMERICAN LEGION,521,563,1084,-3.874538745387454,standard_xlsx
Chilton,LIBRARY,121,950,1071,-77.40429505135387,standard_xlsx
Chilton,CLANTON FACILITY BUILDING,220,1444,1664,-73.5576923076923,standard_xlsx
Chilton,COURTHOUSE CLANTON,153,813,966,-68.32298136645963,standard_xlsx
Chilton,ABSENTEE,496,600,1096,-9.489051094890511,standard_xlsx
Chilton,PROVISIONAL,6,20,26,-53.84615384615385,standard_xlsx
Choctaw,PENNINGTON,286,134,420,36.19047619047619,standard_xlsx
Choctaw,PELHAM,66,23,89,48.31460674157304,standard_xlsx
Choctaw,CROSSROADS,94,39,133,41.35338345864662,standard_xlsx
Choctaw,INTERSECTION,73,1,74,97.29729729729729,standard_xlsx
Choctaw,HALSELL,65,19,84,54.76190476190476,standard_xlsx
Choctaw,YANTLEY,251,12,263,90.8745247148289,standard_xlsx
Choctaw,CROMWELL,107,27,134,59.701492537313435,standard_xlsx
Choctaw,LISMAN,328,19,347,89.04899135446686,standard_xlsx
Choctaw,LAVACA,140,86,226,23.893805309734514,standard_xlsx
Choctaw,BOGUELOOSA,21,277,298,-85.90604026845638,standard_xlsx
Choctaw,TOXEY,163,199,362,-9.94475138121547,standard_xlsx
Choctaw,GILBERTOWN,69,300,369,-62.60162601626016,standard_xlsx
Choctaw,MELVIN,83,60,143,16.083916083916083,standard_xlsx
Choctaw,HURRICANE,7,31,38,-63.1578947368421,standard_xlsx
Choctaw,BARRYTOWN,4,199,203,-96.05911330049261,standard_xlsx
Choctaw,WOMACK HILL,23,75,98,-53.06122448979592,standard_xlsx
Choctaw,CHAPPELL HILL,6,230,236,-94.91525423728814,standard_xlsx
Choctaw,CULLOMBURG,124,75,199,24.623115577889447,standard_xlsx
Choctaw,BLADON SPRINGS,68,8,76,78.94736842105263,standard_xlsx
Choctaw,SILAS,106,222,328,-35.36585365853659,standard_xlsx
Choctaw,SOUWILPA,5,63,68,-85.29411764705883,standard_xlsx
Choctaw,ISNEY,16,40,56,-42.857142857142854,standard_xlsx
Choctaw,TOOMEY,81,81,162,0.0,standard_xlsx
Choctaw,LUSK,3,194,197,-96.95431472081218,standard_xlsx
Choctaw,PLEASANT VALLEY,5,178,183,-94.53551912568307,standard_xlsx
Choctaw,ARARAT,55,101,156,-29.487179487179485,standard_xlsx
Choctaw,BRANCH,302,44,346,74.56647398843931,standard_xlsx
Choctaw,PUSHMATAHA,132,14,146,80.82191780821918,standard_xlsx
Choctaw,BUTLER,457,958,1415,-35.40636042402827,standard_xlsx
Choctaw,MT. STERLING,122,64,186,31.182795698924732,standard_xlsx
Choctaw,RIDERWOOD,121,19,140,72.85714285714286,standard_xlsx
Choctaw,ROCK SPRINGS,5,89,94,-89.36170212765957,standard_xlsx
Choctaw,ABSENTEE,397,269,666,19.21921921921922,standard_xlsx
Choctaw,PROVISIONAL,0,0,0,,standard_xlsx
Clarke,GAINSTOWN,499,42,541,84.4731977818854,standard_xlsx
Clarke,CHOCTAW BLUFF FIRE STA.,209,81,290,44.13793103448276,standard_xlsx
Clarke,ROCKVILLE VOTING,125,57,182,37.362637362637365,standard_xlsx
Clarke,CITY HALL - JACKSON,895,450,1345,33.08550185873606,standard_xlsx
Clarke,OVERSTREET GRO WALKER SPR,228,150,378,20.634920634920636,standard_xlsx
Clarke,MORNING STAR CHURCH,258,40,298,73.15436241610739,standard_xlsx
Clarke,GOSPORT FIRE STATION,136,22,158,72.15189873417721,standard_xlsx
Clarke,SKIPPER FIRE STATTION,286,570,856,-33.177570093457945,standard_xlsx
Clarke,JACKSON NATIONAL GUARD,72,533,605,-76.19834710743801,standard_xlsx
Clarke,JACKSON FIRE STATION,91,433,524,-65.26717557251908,standard_xlsx
Clarke,SALITPA VOL. FIRE DEPT.,84,102,186,-9.67741935483871,standard_xlsx
Clarke,WINN-ZIMCO FIRE STATION,228,95,323,41.1764705882353,standard_xlsx
Clarke,GROVE HILL OLD ENGINEERS,174,314,488,-28.688524590163933,standard_xlsx
Clarke,ANTIOCH FIRE STATION,155,240,395,-21.518987341772153,standard_xlsx
Clarke,MAGNOLIA ASSM. HELWESTERN,44,293,337,-73.88724035608308,standard_xlsx
Clarke,GROVE HILL CITY HALL,121,377,498,-51.40562248995984,standard_xlsx
Clarke,NETTLESBORO FIRE STATION,93,101,194,-4.123711340206185,standard_xlsx
Clarke,WHATLEY TIMBER COMPANY,139,81,220,26.363636363636363,standard_xlsx
Clarke,GROVE HILL NATIONAL GUARD,244,86,330,47.878787878787875,standard_xlsx
Clarke,COFFEEVILLE,227,359,586,-22.525597269624573,standard_xlsx
Clarke,THOMASVILLE NAT’L GUARD,1182,1415,2597,-8.971890643049672,standard_xlsx
Clarke,CHILTON-HOPEWELL CHURCH,1,106,107,-98.13084112149532,standard_xlsx
Clarke,OPINE-TALLAHATTA SPRS. FD,1,124,125,-98.4,standard_xlsx
Clarke,FULTON CITY HALL,210,527,737,-43.01221166892809,standard_xlsx
Clarke,WALNUT GROVE MISSIONARY,147,32,179,64.24581005586592,standard_xlsx
Clarke,BASHI METHODIST CHURCH,23,84,107,-57.00934579439252,standard_xlsx
Clarke,SPRINGFIELD METH PROD CH,12,284,296,-91.89189189189189,standard_xlsx
Clarke,ABSENTEE,433,465,898,-3.56347438752784,standard_xlsx
Clarke,PROVISIONAL,17,7,24,41.666666666666664,standard_xlsx
Clay,HIGHLAND COPPERMINE,40,336,376,-78.72340425531915,standard_xlsx
Clay,DELTA COMMUNITY CTR,25,206,231,-78.35497835497836,standard_xlsx
Clay,BARFIELD VOL. FIRE,85,438,523,-67.49521988527725,standard_xlsx
Clay,LINEVILLE NG ARMORY,613,696,1309,-6.340718105423988,standard_xlsx
Clay,IDAHO FIRE DEPARTMENT,23,205,228,-79.82456140350877,standard_xlsx
Clay,HIPINE FIRE DEPT,9,79,88,-79.54545454545455,standard_xlsx
Clay,MILLERVILLE FIRE,133,230,363,-26.72176308539945,standard_xlsx
Clay,COLETA VALLEY FIRE,15,113,128,-76.5625,standard_xlsx
Clay,TRI-COMMUNITY FIRE,80,200,280,-42.857142857142854,standard_xlsx
Clay,HOLLINS COMM. CENTER,55,197,252,-56.34920634920635,standard_xlsx
Clay,MELLOW VALLEY HIGH,29,302,331,-82.4773413897281,standard_xlsx
Clay,CRAGFORD FIRE,19,138,157,-75.79617834394904,standard_xlsx
Clay,BLUFF SPRINGS FIRE,37,322,359,-79.38718662952647,standard_xlsx
Clay,ASHLAND NG ARMORY,425,971,1396,-39.11174785100287,standard_xlsx
Clay,ABSENTEE,182,369,551,-33.938294010889294,standard_xlsx
Clay,PROVISIONAL,0,0,0,,standard_xlsx
Cleburne,BORDEN SPRINGS VOL. FIRE,23,83,106,-56.60377358490566,standard_xlsx
Cleburne,OAK LEVEL VOL. FIRE DEPT.,50,254,304,-67.10526315789474,standard_xlsx
Cleburne,MUSCADINE,30,145,175,-65.71428571428571,standard_xlsx
Cleburne,EDWARDSVILLE,30,289,319,-81.19122257053291,standard_xlsx
Cleburne,PLAINVIEW COMMUNITY CTR.,17,131,148,-77.02702702702703,standard_xlsx
Cleburne,HEFLIN RECREATIONAL CTR.,354,1211,1565,-54.760383386581466,standard_xlsx
Cleburne,TURKEY HEAVEN VFD,63,266,329,-61.702127659574465,standard_xlsx
Cleburne,HOPEWELL,29,373,402,-85.57213930348259,standard_xlsx
Cleburne,GREENS CHAPEL,27,163,190,-71.57894736842105,standard_xlsx
Cleburne,MICAVILLE FIRE DEPT.,18,246,264,-86.36363636363636,standard_xlsx
Cleburne,CHULAFINNEE,140,564,704,-60.22727272727273,standard_xlsx
Cleburne,ABEL,11,135,146,-84.93150684931507,standard_xlsx
Cleburne,RANBURNE RESCUE SQUAD,84,959,1043,-83.89261744966443,standard_xlsx
Cleburne,FRUITHURST,51,208,259,-60.61776061776062,standard_xlsx
Cleburne,ABSENTEE,44,242,286,-69.23076923076923,standard_xlsx
Cleburne,PROVISIONAL,0,0,0,,standard_xlsx
Coffee,KINSTON CITY HALL,29,307,336,-82.73809523809524,standard_xlsx
Coffee,BASIN,46,245,291,-68.38487972508591,standard_xlsx
Coffee,ELBA NATIONAL GUARD,142,244,386,-26.424870466321245,standard_xlsx
Coffee,PINE LEVEL SR. CTR.,14,156,170,-83.52941176470588,standard_xlsx
Coffee,NEWBIA,12,66,78,-69.23076923076923,standard_xlsx
Coffee,BLUFF SPRINGS,5,68,73,-86.3013698630137,standard_xlsx
Coffee,ZION CHAPEL SR. CTR.,31,348,379,-83.64116094986808,standard_xlsx
Coffee,LEE COMMUNITY,24,105,129,-62.7906976744186,standard_xlsx
Coffee,WISE MILL CHURCH,23,231,254,-81.88976377952756,standard_xlsx
Coffee,VICTORIA,16,188,204,-84.31372549019608,standard_xlsx
Coffee,FARM CTR. COMM. ROOM,130,515,645,-59.689922480620154,standard_xlsx
Coffee,CHESTNUT GROVE,7,105,112,-87.5,standard_xlsx
Coffee,FRISCO,92,284,376,-51.06382978723404,standard_xlsx
Coffee,EANON,30,336,366,-83.60655737704919,standard_xlsx
Coffee,HERITAGE UMC,558,984,1542,-27.626459143968873,standard_xlsx
Coffee,ELBA REC CENTER,240,757,997,-51.855566700100304,standard_xlsx
Coffee,DAMASCUS,44,392,436,-79.81651376146789,standard_xlsx
Coffee,PLEASANT RIDGE,78,476,554,-71.84115523465704,standard_xlsx
Coffee,INO,10,166,176,-88.63636363636364,standard_xlsx
Coffee,GOODMAN,53,356,409,-74.08312958435208,standard_xlsx
Coffee,HOLLEY'S STORE,4,65,69,-88.40579710144928,standard_xlsx
Coffee,IAM DISTRICT 75 HALL,419,802,1221,-31.367731367731366,standard_xlsx
Coffee,MT PLEASANT SR. CTR.,92,857,949,-80.61116965226554,standard_xlsx
Coffee,COOL SPRINGS,91,548,639,-71.51799687010954,standard_xlsx
Coffee,ELBA ZION CHAPEL,303,58,361,67.86703601108033,standard_xlsx
Coffee,NEW BROCKTON SR. CTR.,163,141,304,7.2368421052631575,standard_xlsx
Coffee,JOHNS CHAPEL AME,1039,570,1609,29.148539465506527,standard_xlsx
Coffee,YMCA,548,2319,2867,-61.7718869898849,standard_xlsx
Coffee,ENTERPRISE REC. CENTER,481,2255,2736,-64.8391812865497,standard_xlsx
Coffee,ABSENTEE,175,694,869,-59.72382048331416,standard_xlsx
Coffee,PROVISONAL,0,0,0,,standard_xlsx
Colbert,EAST COLBERT SENIOR CENTER,353,819,1172,-39.76109215017065,standard_xlsx
Colbert,HATTON BAPTIST CHURCH,444,332,776,14.43298969072165,standard_xlsx
Colbert,TUSCUMBIA CALVARY BAPTIST,192,238,430,-10.69767441860465,standard_xlsx
Colbert,COLBERT CO. BOARD OF ED.,683,309,992,37.70161290322581,standard_xlsx
Colbert,TUSCUMBIA MULTI-PURPOSE,390,548,938,-16.844349680170577,standard_xlsx
Colbert,HOPE HAVEN SCHOOL,183,504,687,-46.724890829694324,standard_xlsx
Colbert,WESTSIDE BAPTIST,125,314,439,-43.05239179954442,standard_xlsx
Colbert,BARTON FIRST BAPTIST,202,245,447,-9.619686800894854,standard_xlsx
Colbert,CHEROKEE LIONS DEN,236,293,529,-10.775047258979207,standard_xlsx
Colbert,CHEROKEE WATER/GAS DEPT,101,186,287,-29.61672473867596,standard_xlsx
Colbert,MARGERUM METHODIST CHURCH,78,168,246,-36.58536585365854,standard_xlsx
Colbert,MYNOT CHURCH OF CHRIST,17,60,77,-55.84415584415584,standard_xlsx
Colbert,SRYGLEY CHURCH OF CHRIST,30,79,109,-44.95412844036697,standard_xlsx
Colbert,NEW BETHEL FIRE DEPARTMENT,144,343,487,-40.86242299794661,standard_xlsx
Colbert,LA GRANGE FIRE DEPTARTMENT,107,274,381,-43.83202099737533,standard_xlsx
Colbert,LEIGHTON CIVIC CENTER,346,262,608,13.81578947368421,standard_xlsx
Colbert,LEIGHTON CITY HALL,227,73,300,51.333333333333336,standard_xlsx
Colbert,LITTLEVILLE CITY HALL,198,516,714,-44.53781512605042,standard_xlsx
Colbert,PRIDE MISSIONARY BAPTIST,197,504,701,-43.794579172610554,standard_xlsx
Colbert,SPRING VALLEY CHURCH OF GOD,113,252,365,-38.082191780821915,standard_xlsx
Colbert,COUNTY HIGHWAY DEPARTMENT,156,599,755,-58.675496688741724,standard_xlsx
Colbert,CAVE SPRINGS MIS. BAPTIST,153,20,173,76.878612716763,standard_xlsx
Colbert,ALLSBORO CUMBERLAND PRES.,28,71,99,-43.43434343434343,standard_xlsx
Colbert,SHEFFIELD BOARD OF ED BLDG.,180,254,434,-17.05069124423963,standard_xlsx
Colbert,SHEFFIELD FIRE STN 2ND ST,421,254,675,24.74074074074074,standard_xlsx
Colbert,SHEFFIELD MICHAEL CENTER,615,40,655,87.78625954198473,standard_xlsx
Colbert,SHEFFIELD RECREATION CENTER,290,498,788,-26.395939086294415,standard_xlsx
Colbert,SHEFFIELD FIRE MONTGOMERY,135,118,253,6.719367588932807,standard_xlsx
Colbert,TREE HOUSE SCHOOL,218,547,765,-43.00653594771242,standard_xlsx
Colbert,FIRST SOUTHERN BAPTIST CHURCH,118,624,742,-68.19407008086253,standard_xlsx
Colbert,GATMAN PARK & REC. CENTER,316,676,992,-36.29032258064516,standard_xlsx
Colbert,WOODWARD AVE. BAPTIST CHURCH,418,627,1045,-20.0,standard_xlsx
Colbert,PLUMBER STEAMFITTER UNION,268,325,593,-9.612141652613827,standard_xlsx
Colbert,GRACE LIFE CHURCH,578,871,1449,-20.220841959972393,standard_xlsx
Colbert,MUSCLE SHOALS CITY HALL,348,829,1177,-40.866610025488534,standard_xlsx
Colbert,COLBERT HEIGHTS BAPTIST,254,676,930,-45.376344086021504,standard_xlsx
Colbert,ABSENTEE,298,583,881,-32.349602724177075,standard_xlsx
Colbert,PROVISIONAL,6,5,11,9.090909090909092,standard_xlsx
Conecuh,ANNEX VOTING HOUSE,84,30,114,47.36842105263158,standard_xlsx
Conecuh,LYEFFION FIRE DEPT.,69,210,279,-50.53763440860215,standard_xlsx
Conecuh,SKINNERTON FIRE DEPT.,16,42,58,-44.827586206896555,standard_xlsx
Conecuh,ROBINSONS MILL VOTING HOUSE,115,70,185,24.324324324324323,standard_xlsx
Conecuh,BELLEVILLE FIRE DEPT.,355,91,446,59.19282511210762,standard_xlsx
Conecuh,OLD FIELD CHURCH,183,101,284,28.87323943661972,standard_xlsx
Conecuh,WOOTEN VOTING HOUSE,152,101,253,20.158102766798418,standard_xlsx
Conecuh,SANDCUTT FIRE DEPT.,17,217,234,-85.47008547008546,standard_xlsx
Conecuh,CASTLEBERRY FIRE DEPT.,219,308,527,-16.888045540796963,standard_xlsx
Conecuh,BROOKLYN MASONIC LODGE,36,42,78,-7.6923076923076925,standard_xlsx
Conecuh,PAUL FIRE DEPT.,53,78,131,-19.083969465648856,standard_xlsx
Conecuh,JOHNSONVILLE FIRE DEPT.,130,5,135,92.5925925925926,standard_xlsx
Conecuh,ANTIOCH FIRE DEPARTMENT,29,196,225,-74.22222222222223,standard_xlsx
Conecuh,MOUNT UNION CHURCH,35,98,133,-47.36842105263158,standard_xlsx
Conecuh,BROWNVILLE FIRE DEPT.,71,129,200,-29.0,standard_xlsx
Conecuh,FLAT ROCK FIRE DEPT.,11,90,101,-78.21782178217822,standard_xlsx
Conecuh,DAVID BURT BUILDING,200,516,716,-44.134078212290504,standard_xlsx
Conecuh,NATIONAL GUARD ARMORY,692,130,822,68.3698296836983,standard_xlsx
Conecuh,NAZARENE BAPTIST CHURCH,165,59,224,47.32142857142857,standard_xlsx
Conecuh,REPTON CITY HALL,202,176,378,6.878306878306878,standard_xlsx
Conecuh,2ND MOUNT ZION CHURCH,109,24,133,63.909774436090224,standard_xlsx
Conecuh,BERMUDA COMMUNTIY HOUSE,38,145,183,-58.46994535519126,standard_xlsx
