cycle,county_key,precinct_key,place_key,donor_vtd_id,donor_name,donor_vintage,longitude,latitude,geocoder_score,matched_address,geocoder_name_similarity,geocoder_address_type,match_method,confidence,verification_status
2002,TUSCALOOSA,MCABEE CENTER .2,MCABEE CENTER,VTD2000-125-16,McFaland Mall,2000,-87.4866,33.1933,86.38,Mc Abee Activity Center,85.5,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2002,TUSCALOOSA,MCABEE CENTER .3,MCABEE CENTER,VTD2000-125-16,McFaland Mall,2000,-87.4866,33.1933,86.38,Mc Abee Activity Center,85.5,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2002,TUSCALOOSA,ROMULUS VFD,ROMULUS VOLUNTEER FIRE DEPARTMENT,VTD2000-125-25,Fosters-Ralph Fire Dept,2000,-87.75146,33.14786,100.0,Romulus Volunteer Fire Department,100.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2002,TUSCALOOSA,SIPSEY VALLEY VFD - ELROD,SIPSEY VALLEY VOLUNTEER FIRE DEPARTMENT ELROD,VTD2000-125-34,Echola Community Center,2000,-87.79247,33.25568,98.28,Sipsey Valley Volunteer Fire Department Elrod Station,95.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2002,TUSCALOOSA,U OF A RECREATION CENTER .2,U OF A RECREATION CENTER,VTD2000-125-16,McFaland Mall,2000,-87.516334,33.175594,91.87,Tuscaloosa County Park & Recreation Authority Belk Center,85.5,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2002,TUSCALOOSA,U OF A RECREATION CENTER .3,U OF A RECREATION CENTER,VTD2000-125-16,McFaland Mall,2000,-87.516334,33.175594,91.87,Tuscaloosa County Park & Recreation Authority Belk Center,85.5,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2002,WALKER,12-FARMSTEAD SCH.,FARMSTEAD SCHOOL,VTD2000-127-2,Farmstead School-Manchester Comm Bldg,2000,-87.280122,33.886005,92.78,Farmstead Jr High School,85.5,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2002,WALKER,13-FARMSTEAD SCH.,FARMSTEAD SCHOOL,VTD2000-127-2,Farmstead School-Manchester Comm Bldg,2000,-87.280122,33.886005,92.78,Farmstead Jr High School,85.5,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2002,WALKER,14-FARMSTEAD SCH.,FARMSTEAD SCHOOL,VTD2000-127-2,Farmstead School-Manchester Comm Bldg,2000,-87.280122,33.886005,92.78,Farmstead Jr High School,85.5,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2002,WALKER,46-PLEASANTFIELD CH.,PLEASANTFIELD CHURCH,VTD2000-127-15,Piney Woods Fire Dept-Sipsey School,2000,-87.125446,33.904456,100.0,Pleasant Field Church,97.5609756097561,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2002,WALKER,58-PROSPECT METH CH.,PROSPECT METH CHURCH,VTD2000-127-32,Lupton School,2000,-87.445764,33.932657,88.3,"Prospect, Alabama",90.0,Locality,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2002,WALKER,70-NEW HOPE BAP CHR,NEW HOPE BAP CHR,VTD2000-127-39,Mt Zion Church,2000,-87.291192,33.931784,100.0,New Hope Baptist Church,82.05128205128204,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2002,WASHINGTON,COPELAND VFD,COPELAND VOLUNTEER FIRE DEPARTMENT,VTD2000-129-5,Millry-Copeland,2000,-88.424533,31.562317,100.0,Copeland Volunteer Fire Department,100.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2002,WASHINGTON,RED CREEK VFD,RED CREEK VOLUNTEER FIRE DEPARTMENT,VTD2000-129-6,Red Creek Firehouse,2000,-88.431222,31.662997,100.0,Red Creek Volunteer Fire Department,100.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2002,WASHINGTON,TIBBIE VFD,TIBBIE VOLUNTEER FIRE DEPARTMENT,VTD2000-129-8,Tibbie-Seaboard,2000,-88.227677,31.355344,100.0,Tibbie Volunteer Fire Department,100.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2002,WINSTON,A R C BUILDING,A R C BUILDING,VTD2000-133-1,Double Springs Community Center,2000,-87.4025853,34.1470938,88.63,Winston County Archives Building,85.5,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2002,WINSTON,HOUSTON FIRE STATION,HOUSTON FIRE STATION,VTD2000-133-6,Houston Fire Dept,2000,-87.2580132,34.1413371,87.54,"Houston, Alabama",90.0,Locality,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,AUTAUGA,EAST MEMORIAL BAPT_ CHURCH .1,EAST MEMORIAL BAPTIST CHURCH,VTD2010-001-0100,Trinity Methodist Church,2010,-86.423218,32.484027,100.0,East Memorial Baptist Church,100.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,BALDWIN,LILLIAN METHODIST CHURCH .1,LILLIAN METHODIST CHURCH,VTD2010-003-0280,Lillian Community Club,2010,-87.446161,30.411592,100.0,Lillian Methodist Church,100.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,BALDWIN,WHITE HOUSE VOLUNTEER FIRE,WHITE HOUSE VOLUNTEER FIRE,VTD2010-003-0170,White House Fork Vol. Fire Dept.,2010,-87.835393,30.802169,95.63,White House Fork Volunteer Fire Department,85.5,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,BUTLER,GEORGIANA ARMORY .1,GEORGIANA ARMORY,VTD2010-013-1405,GEORGIANA NATIONAL GUARD ARMORY,2010,-86.7287519,31.6410674,92.01,"Georgiana, Alabama",90.0,Locality,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,BUTLER,GEORGIANA ARMORY .2,GEORGIANA ARMORY,VTD2010-013-1405,GEORGIANA NATIONAL GUARD ARMORY,2010,-86.7287519,31.6410674,92.01,"Georgiana, Alabama",90.0,Locality,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,BUTLER,HEALTH DEPARTMENT .1,HEALTH DEPARTMENT,VTD2010-013-1202,GREENVILLE NATIONAL GUARD ARMORY,2010,-86.624323,31.880066,98.39,Butler County Health Department,90.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,CALHOUN,ANNISTON - FIRST PRESBYTERIAN,ANNISTON FIRST PRESBYTERIAN,VTD2010-015-22,1st Presby/Mental Health/Golden Springs/Donoho Voting District,2010,-85.807949,33.656919,89.33,First Presbyterian,90.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,CALHOUN,ANNISTON - THANKFUL BAPTIST,ANNISTON THANKFUL BAPTIST,VTD2010-015-15,Anniston,2010,-85.829793,33.663713,85.19,"Anniston, Alabama",90.0,Locality,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,CALHOUN,CHURCH OF THE COVENANT,CHURCH OF THE COVENANT,VTD2010-015-15,Anniston,2010,-85.819913,33.725354,100.0,Church of the Covenant,100.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,CALHOUN,GODS COVENANT MINISTRY,GODS COVENANT MINISTRY,VTD2010-015-15,Anniston,2010,-85.843271,33.678977,100.0,Gods Covenant Ministry,100.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,CALHOUN,HOBSON CITY - CITY HALL,HOBSON CITY CITY HALL,VTD2010-015-15,Anniston,2010,-85.843468,33.620479,94.83,"Hobson City, Alabama",90.0,Locality,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,CALHOUN,MOORE AVENUE CHURCH OF CHRIST,MOORE AVENUE CHURCH OF CHRIST,VTD2010-015-15,Anniston,2010,-85.833753,33.673136,100.0,Moore Avenue Church of Christ,100.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,CALHOUN,OHATCHEE FIRE STATION,OHATCHEE FIRE STATION,VTD2010-015-17,Ohatchee First Baptist Voting District,2010,-86.02604,33.783578,87.83,"Ohatchee, Alabama",90.0,Locality,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,CALHOUN,WEBSTERS CHAPEL METHODIST,WEBSTERS CHAPEL METHODIST,VTD2010-015-7,Webster's Chapel,2010,-85.854931,33.91695,97.61,Websters Chapel Methodist Church,95.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,CALHOUN,WHITE PLAINS V_F_D_,WHITE PLAINS V F D,VTD2010-015-11,White Plains High School,2010,-85.688683,33.74446,96.38,"White Plains, Alabama",90.0,Locality,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,CALHOUN,WIGGINS COMMUNITY CENTER,WIGGINS COMMUNITY CENTER,VTD2010-015-15,Anniston,2010,-85.859428,33.665684,93.93,James H. Wiggins Community Center,95.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,CHEROKEE,EBENEZER CHURCH,EBENEZER CHURCH,VTD2010-019-0131,Ebenezer Methodist Church,2010,-85.52163,34.18204,100.0,Ebenezer Church,100.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,CHEROKEE,SHADY GROVE CHURCH,SHADY GROVE CHURCH,VTD2010-019-0141,Shady Grove Fellowship Hall,2010,-85.7858,34.13287,100.0,Shady Grove Church,100.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,CHEROKEE,SPRING GARDEN FIRE STATION,SPRING GARDEN FIRE STATION,VTD2010-019-0201,Spring Garden Volunteer Fire Dept.,2010,-85.553568,33.97308,89.1,"Spring Garden, Alabama",90.0,Locality,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,CLARKE,FULTON CITY HALL,FULTON CITY HALL,VTD2010-025-2200,Fulton City Hall,2010,-87.730837,31.786875,94.2,"Fulton, Alabama",90.0,Locality,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,CLARKE,GOSPORT FIRE STATION,GOSPORT FIRE STATION,VTD2010-025-0060,Tri-Community Fire Dept.,2010,-87.5835267,31.5825801,87.23,"Gosport, Alabama",90.0,Locality,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,CLARKE,JACKSON-FIRE STATION NO_2,JACKSON FIRE STATION,VTD2010-025-0070,Skipper Fire Station-Jackson National Guard-Jackson Fire Dept.,2010,-87.879504,31.550071,91.44,Jackson Skipper Fire Station 2,95.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,CLARKE,NETTLESBORO FIRE STATION,NETTLESBORO FIRE STATION,VTD2010-025-1100,Morning Star Church/Nettlesboro Fire Dept,2010,-87.62222,31.79904,88.38,"Nettlesboro, Alabama",90.0,Locality,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,CLARKE,SPRINGFIELD UNITED METHODIST,SPRINGFIELD UNITED METHODIST,VTD2010-025-2000,BASHI METHODIST CHURCH,2010,-87.76195,31.83377,88.55,"Springfield, Alabama",90.0,Locality,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,CLARKE,THOMASVILLE FIRE STATION .3,THOMASVILLE FIRE STATION,VTD2010-025-2000,BASHI METHODIST CHURCH,2010,-87.729722,31.901,92.69,Thomasville Fire Department Station 2,95.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,CLEBURNE,MICAVILLE FIRE DEPT_,MICAVILLE FIRE DEPARTMENT,VTD2010-029-0110,Bud Blake's/Guy Cavender's,2010,-85.5354,33.49551,96.75,Micaville Volunteer Fire Department,95.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,CLEBURNE,PLAINVIEW COMMUNITY CENTER,PLAINVIEW COMMUNITY CENTER,VTD2010-029-0050,Plainview Fire Department Voting District,2010,-85.393301,33.665442,85.8,"Plainview, Alabama",90.0,Locality,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,COFFEE,JOHNS CHAPEL AME CHURCH .1,JOHNS CHAPEL AME CHURCH,VTD2010-031-17-5,John's Chapel Church,2010,-85.854409,31.302558,100.0,Johns Chapel AME Church,100.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,COFFEE,NEW BROCKTON NATIONAL GUARD,NEW BROCKTON NATIONAL GUARD,VTD2010-031-9-5,Old Nat'l Guard Armory/N.B. City Hall,2010,-85.9294711,31.3858851,87.03,"New Brockton, Alabama",90.0,Locality,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,COVINGTON,BABBIE CITY HALL,BABBIE CITY HALL,VTD2010-039-8,Babbie-Cedar Grove,2010,-86.326829,31.307191,94.6,"Babbie, Alabama",90.0,Locality,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,COVINGTON,LOCKHART DAMASCUS CITY HALL,LOCKHART DAMASCUS CITY HALL,VTD2010-039-7,Lockhart-Damacus,2010,-86.350867,31.0138,88.67,"Lockhart, Alabama",90.0,Locality,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,COVINGTON,SANFORD CITY HALL,SANFORD CITY HALL,VTD2010-039-20,Sanford-Oakey Ridge,2010,-86.394563,31.297672,94.72,"Sanford, Alabama",90.0,Locality,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,COVINGTON,STANLEY RED OAK F D,STANLEY RED OAK F D,VTD2010-039-19,Stanley-Enon-McAdams,2010,-86.446634,31.201502,91.24,"Stanley, Alabama",90.0,Locality,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,CULLMAN,CULLMAN CITY HALL,CULLMAN CITY HALL,VTD2010-043-0010,"Cullman (1-1,1-2,1-3,1-4,1-5,1-6,1-7)",2010,-86.8425806,34.1797662,100.0,Cullman City Hall,100.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,CULLMAN,EAST POINT COMMUNITY CENTER,EAST POINT COMMUNITY CENTER,VTD2010-043-0351,East Point Community Center,2010,-86.786913,34.190179,100.0,East Point Community Center,100.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,ETOWAH,CARNES REC CENTER .1,CARNES RECREATION CENTER,VTD2010-055-2301,Rainbow City Community Center,2010,-86.1041336,33.9844017,100.0,Carnes Recreation Center,100.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,ETOWAH,CARNES REC CENTER .2,CARNES RECREATION CENTER,VTD2010-055-2301,Rainbow City Community Center,2010,-86.1041336,33.9844017,100.0,Carnes Recreation Center,100.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,ETOWAH,SOUTHSIDE COMMUNITY CENTER .1,SOUTHSIDE COMMUNITY CENTER,VTD2010-055-0201,Southside H S Old Lunchroom,2010,-86.022906,33.922624,100.0,Southside Community Center,100.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,FAYETTE,COLLIN VT_ CNT_ MT_ VERNON,COLLIN VT CNT MOUNT VERNON,VTD2010-057-0801,Collins,2010,-87.908356,33.734275,89.52,"Mount Vernon, Alabama",90.0,Locality,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,FAYETTE,LEE BELK COMM CTR,LEE BELK COMMUNITY CENTER,VTD2010-057-1001,Lee,2010,-87.931958,33.645125,90.0,Community Center,90.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,GENEVA,BELLWOOD VOTING HOUSE,BELLWOOD VOTING HOUSE,VTD2010-061-9,Bellwood-Chancellor,2010,-85.8587056,31.1475634,87.54,"Bellwood, Alabama",90.0,Locality,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,GENEVA,CHANCELLOR VOTING HOUSE,CHANCELLOR VOTING HOUSE,VTD2010-061-9,Bellwood-Chancellor,2010,-85.876774,31.182303,88.11,"Chancellor, Alabama",90.0,Locality,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,GENEVA,GENEVA ARMORY,GENEVA ARMORY,VTD2010-061-10,Geneva-Courthouse-Armory-Community Center,2010,-85.868774,31.0328907,91.34,"Geneva, Alabama",90.0,Locality,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,GENEVA,GENEVA CITY HALL,GENEVA CITY HALL,VTD2010-061-10,Geneva-Courthouse-Armory-Community Center,2010,-85.868774,31.0328907,94.2,"Geneva, Alabama",90.0,Locality,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,HENRY,EDWIN CLUBHOUSE,EDWIN CLUBHOUSE,VTD2010-067-P-14,Edwin Clubhouse,2010,-85.375314,31.6655909,87.86,"Edwin, Alabama",90.0,Locality,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,JACKSON,HIGDON NORTH SAND MTN. SCHOOL,HIGDON NORTH SAND MTN SCHOOL,VTD2010-071-29,Higdon Rescue Squad Bldg.,2010,-85.62441,34.84869,85.92,North Sand Mountain High School,80.50847457627118,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,LEE,BEST WESTERN,BEST WESTERN,VTD2010-081-0020,Opelika B Voting District,2010,-85.4082356,32.6362621,100.0,Best Western,100.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,LEE,BOYKIN COMMUNITY CENTER,BOYKIN COMMUNITY CENTER,VTD2010-081-0060,Auburn,2010,-85.4935,32.6118,100.0,Boykin Community Center,100.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,LEE,COVINGTON RECREATION CENTER,COVINGTON RECREATION CENTER,VTD2010-081-0020,Opelika B Voting District,2010,-85.3755,32.6354,100.0,Covington Recreation Center,100.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,LEE,GLENWOOD SCHOOL,GLENWOOD SCHOOL,VTD2010-081-0160,Glenwood Elem School Voting District,2010,-85.04895,32.537987,100.0,Glenwood School,100.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,LEE,OPELIKA RECREATION,OPELIKA RECREATION,VTD2010-081-0020,Opelika B Voting District,2010,-85.388211,32.630325,95.34,Opelika Parks & Recreation,85.5,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,LEE,SMITH SCHOOL,SMITH SCHOOL,VTD2010-081-0140,Smiths High School,2010,-85.11521,32.54292,90.35,Smith Station School (historical),85.5,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,MACON,NOTASULGA CITY HALL #1,NOTASULGA CITY HALL,VTD2010-087-0410,Notasulga Town Hall,2010,-85.670935,32.560676,94.47,"Notasulga, Alabama",90.0,Locality,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,MACON,NOTASULGA CITY HALL #2,NOTASULGA CITY HALL,VTD2010-087-0410,Notasulga Town Hall,2010,-85.670935,32.560676,94.47,"Notasulga, Alabama",90.0,Locality,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,MACON,TUSKEGEE UNIVERSITY,TUSKEGEE UNIVERSITY,VTD2010-087-0104,Tuskegee Univ: Thompkins Hall Student Bldg- B,2010,-85.7079166,32.4292096,100.0,Tuskegee University,100.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,MADISON,CENTRAL ASSEMBLY OF GOD,CENTRAL ASSEMBLY OF GOD,VTD2010-089-50,St.Luke Missionary Bapt Church,2010,-86.647711,34.747537,100.0,Central Assembly Of God,100.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,MADISON,HUNTSVILLE HIGH SCHOOL,HUNTSVILLE HIGH SCHOOL,VTD2010-089-24,Southside Bapt Church,2010,-86.58508,34.7147429,100.0,Huntsville High School,100.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,MADISON,PLEVNA FIRE STATION,PLEVNA FIRE STATION,VTD2010-089-73,Plevna /New Market Fire Dept #2,2010,-86.416496,34.961578,87.23,"Plevna, Alabama",90.0,Locality,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,MOBILE,1ST  BAPTIST THEODORE .1,FIRST BAPTIST THEODORE,VTD2010-097-92,Mt. Ararat Baptist Church,2010,-88.17105,30.544777,97.06,First Baptist Church of Theodore,95.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,MOBILE,BAYOU SARA BAPTIST CHURCH .1,BAYOU SARA BAPTIST CHURCH,VTD2010-097-14,Satsuma City Hall,2010,-88.068364,30.826912,100.0,Bayou Sara Baptist Church,100.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,MOBILE,BAYOU SARA BAPTIST CHURCH .2,BAYOU SARA BAPTIST CHURCH,VTD2010-097-14,Satsuma City Hall,2010,-88.068364,30.826912,100.0,Bayou Sara Baptist Church,100.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,MOBILE,CITRONELLE NATIONAL GUARD .1,CITRONELLE NATIONAL GUARD,VTD2010-097-3,Old Citronelle Senior Center,2010,-88.23811,31.094559,86.74,"Citronelle, Alabama",90.0,Locality,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,MOBILE,CITRONELLE NATIONAL GUARD .2,CITRONELLE NATIONAL GUARD,VTD2010-097-3,Old Citronelle Senior Center,2010,-88.23811,31.094559,86.74,"Citronelle, Alabama",90.0,Locality,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,MOBILE,ELIZABETH S CHASTANG SCHOOL .1,ELIZABETH S CHASTANG SCHOOL,VTD2010-097-30,Joseph Dotch Comm. Center,2010,-88.114724,30.732424,96.31,Elizabeth Chastang Middle School,91.34615384615385,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,MOBILE,LEFLORE HIGH SCHOOL .1,LEFLORE HIGH SCHOOL,VTD2010-097-38,Figures Recreation Center,2010,-88.08579,30.7146,99.0,Le Flore High School,97.43589743589743,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,MOBILE,LEFLORE HIGH SCHOOL .2,LEFLORE HIGH SCHOOL,VTD2010-097-38,Figures Recreation Center,2010,-88.08579,30.7146,99.0,Le Flore High School,97.43589743589743,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,MOBILE,RICKARBY PARK .1,RICKARBY PARK,VTD2010-097-67,Corinthian Missionary Baptist Church,2010,-88.0846654,30.6716487,100.0,Rickarby Park,100.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,MOBILE,TRINITY LUTHERAN CHURCH .1,TRINITY LUTHERAN CHURCH,VTD2010-097-30,Joseph Dotch Comm. Center,2010,-88.112484,30.733032,100.0,Trinity Lutheran Church,100.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,MOBILE,TRINITY LUTHERAN CHURCH .2,TRINITY LUTHERAN CHURCH,VTD2010-097-30,Joseph Dotch Comm. Center,2010,-88.112484,30.733032,100.0,Trinity Lutheran Church,100.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,MOBILE,WESTLAWN ELEMENTARY SCHOOL .1,WESTLAWN ELEMENTARY SCHOOL,VTD2010-097-46,Sage Avenue Baptist Church,2010,-88.118012,30.679059,100.0,Westlawn Elementary School,100.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,MOBILE,WESTLAWN ELEMENTARY SCHOOL .2,WESTLAWN ELEMENTARY SCHOOL,VTD2010-097-46,Sage Avenue Baptist Church,2010,-88.118012,30.679059,100.0,Westlawn Elementary School,100.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,MONTGOMERY,1C MUSEUM OF FINE ARTS 1,1C MUSEUM OF FINE ARTS,VTD2010-101-0103,1C Montgomery Museum Of Fine Arts Voting District,2010,-86.20641,32.35104,85.77,Montgomery Museum of Fine Arts,88.04878048780488,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,MONTGOMERY,2G HAYNEVILLE COMM CTR 1,2G HAYNEVILLE COMMUNITY CENTER,VTD2010-101-0406,4F Newtown Community Center Voting District,2010,-86.295427,32.39638,85.6,Community Centers,87.27272727272728,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,MONTGOMERY,2G HAYNEVILLE COMM CTR 2,2G HAYNEVILLE COMMUNITY CENTER,VTD2010-101-0406,4F Newtown Community Center Voting District,2010,-86.295427,32.39638,85.6,Community Centers,87.27272727272728,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,MONTGOMERY,2H HARRISON ELEM SCH 1,2H HARRISON ELEMENTARY SCHOOL,VTD2010-101-0208,2H Harrison Elementary School Voting District,2010,-86.30275,32.32597,97.55,Harrison Elementary School,95.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,MONTGOMERY,2H HARRISON ELEM SCH 2,2H HARRISON ELEMENTARY SCHOOL,VTD2010-101-0208,2H Harrison Elementary School Voting District,2010,-86.30275,32.32597,97.55,Harrison Elementary School,95.0,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,MONTGOMERY,2J HUNTER STATION CTR 1,2J HUNTER STATION CENTER,VTD2010-101-0210,2J Hunter Station Community Center Voting District,2010,-86.39553,32.39569,91.8,"Hunter Station, Montgomery, Alabama",90.0,Locality,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,MONTGOMERY,2J HUNTER STATION CTR 2,2J HUNTER STATION CENTER,VTD2010-101-0210,2J Hunter Station Community Center Voting District,2010,-86.39553,32.39569,91.8,"Hunter Station, Montgomery, Alabama",90.0,Locality,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,MONTGOMERY,4J UNION CHAPEL AME CH 1,4J UNION CHAPEL AME CHURCH,VTD2010-101-0410,4J Union Chapel AME Zion Church Voting District,2010,-86.221993,32.427115,89.12,Union Chapel A M E Zion Church,82.14285714285714,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,MONTGOMERY,5J G_ WASHINGTON SCH 1,5J G WASHINGTON SCHOOL,VTD2010-101-0510,5J Georgia Washington Jr. High School Voting District,2010,-86.10163,32.35542,85.11,Georgia Washington School,82.82051282051282,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,MORGAN,AMERICAN LEGION - HARTSELLE .1,AMERICAN LEGION HARTSELLE,VTD2010-103-15-1,John J Sparkman Civic Center,2010,-86.942196,34.442578,90.75,"Hartselle, Alabama",90.0,Locality,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,MORGAN,AMERICAN LEGION - HARTSELLE .2,AMERICAN LEGION HARTSELLE,VTD2010-103-15-1,John J Sparkman Civic Center,2010,-86.942196,34.442578,90.75,"Hartselle, Alabama",90.0,Locality,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
2006,MORGAN,MORGAN COUNTY D_H_R_,MORGAN COUNTY D H R,VTD2010-103-3-13,Morgan Co Dept Of Human Resources,2010,-86.981214,34.576486,99.0,Morgan County DHR,94.44444444444444,POI,named_place_geocode_to_containing_vtd,low,approximate_geocoded_polling_place
