priority_rank,top_200,case_id,cycle,county_key,precinct_key,priority_activity,legislative_activity_proxy,turnout_proxy,observed_contests,physical_adjudication_candidate,administrative_likelihood,known_race_assignments,is_split_precinct,house_district_count,senate_district_count,suggested_donor_vtd_id,suggested_donor_name,name_match_score,name_match_margin,alias_evidence,adjacent_name_evidence,geocoder_query,geocoder_evidence,intervening_submission_numbers,doj_evidence,precinct_name_norm,precinct_split_base,donor_vintage,donor_vtd_id,donor_name,name_match_method,physical_precinct_count,donor_vtd_count,vtd_inventory_relation,iterative_match_round,frozen_one_to_one,intervening_doj_candidates,intervening_geometry_candidates
981,False,PCT-58DD923BED7A,2006,MARSHALL,BIG SPRING M & S CONSTRUCTION,122.0,122.0,229.0,38,True,none,house-27|senate-9,False,1,1,VTD2010-095-2-1,Tom Lawson's Store,85.5,36.642857142857146,2008:BIG SPRING M & S CONSTRUCTION score=92.7 conf=high rel=one_to_one_candidate,,,,,,BIG SPRING M AND S CONSTRUCTION,BIG SPRING M AND S CONSTRUCTION,2010,,,unmatched_name,45,63,underflow,0,False,1,0
982,False,PCT-E4EF0510D051,2006,RANDOLPH,BEAT 1-1,122.0,122.0,155.0,37,True,none,house-37|senate-13,False,1,1,VTD2010-111-4,"Bethel, Moore's Store, Woodland",57.0,14.25,,1998:12-1 BACON LEVEL score=68.4 code_exact=0 base_exact=0 donor=VTD2000-111-12,,,,,BEAT 1 1,BEAT 1,2010,,,unmatched_name,45,14,overflow,0,False,0,0
983,False,PCT-48905FED14D4,1994,COVINGTN,WING 1 BEDA,122.0,122.0,146.0,26,True,none,house-1|senate-31,False,1,1,VTD2000-039-10,Beda Wing Fire Dept.-Catoe's Store,85.5,35.934782608695656,,2002:WING FIRE DEPARTMENT - BEDA score=85.5 code_exact=0 base_exact=0 donor=VTD2000-039-10,"WING 1 BEDA, COVINGTN County, Alabama","Beda, Alabama score=92.05 type=Locality county=Covington County lon=-86.581928 lat=31.051063 || Beda, Alabama score=92.05 type=Locality county=Covington County lon=-86.58273 lat=31.05101 || Wing, Alabama score=91.13 type=Locality county=Covington County lon=-86.61018 lat=31.027771",,,WING 1 BEDA,WING 1 BEDA,2000,,,unmatched_name,56,24,overflow,0,False,4,0
984,False,PCT-C0B89DBE8403,1994,COVINGTN,FLORAL-3,122.0,122.0,135.0,26,True,none,house-1|senate-31,False,1,1,VTD2000-039-9,Florala,80.0,35.0,,2002:FLORALA-OLD NATIONAL GUARD score=78.8 code_exact=0 base_exact=0 donor=VTD2000-039-9,"FLORAL, COVINGTN County, Alabama","Florala, Alabama score=93.14 type=Locality county=Covington County lon=-86.3276418 lat=31.0050864 || Florala, Alabama score=93.14 type=Locality county=Covington County lon=-86.328 lat=31.00518 || Florala, Alabama score=93.14 type=Locality county=Covington County lon=-86.31374 lat=31.01762",,,FLORAL 3,FLORAL,2000,,,unmatched_name,56,24,overflow,0,False,4,0
985,False,PCT-2EE7C55191D6,1998,CLARKE,0070 VOTING HOUSE 84 & 35,121.0,121.0,283.0,33,True,none,house-68|senate-23,False,1,1,VTD2000-025-11,Voting House,90.0,3.715855290131742e-07,,,"VOTING HOUSE 84 AND, CLARKE County, Alabama","Clarke County, Alabama score=81.71 type=Locality county=Clarke County lon=-87.830816638223 lat=31.676644025537 || US-84, Grove Hill, Alabama, 36451 score=78.98 type=StreetName county=Clarke County lon=-87.800932055247 lat=31.697466849209 || 84 Voting House Rd, Franklin, Alabama, 36444 score=76.84 type=StreetAddress county=Monroe County lon=-87.450193494751 lat=31.630755408837",,,VOTING HOUSE 84 AND 35,VOTING HOUSE 84 AND,2000,,,ambiguous_fuzzy_name,29,21,overflow,0,False,0,0
986,False,PCT-C16E0BD9A1F0,1994,GENEVA,1011,121.0,121.0,132.0,26,True,none,house-87|senate-29,False,1,1,VTD2000-061-11,Coffee Springs,0.0,0.0,,,,,2000-1406,2000-1406: Implementation schedule; Precinct (Deleted); Polling place (Changed) | Precinct (Consolidation); Polling place (Changed); Polling place (Consolidation) [Additional information received | Submission received],,,2000,,,unmatched_name,48,15,overflow,0,False,1,1
987,False,PCT-E442B56EFF51,1994,WINSTON,NESMITH,120.0,120.0,126.0,27,True,none,house-17|senate-6,False,1,1,VTD2000-133-7,Addison Community Center,46.63636363636363,3.886363636363633,1998:019 NESMITH score=95.4 conf=high rel=one_to_one_candidate,1998:019 NESMITH score=90.0 code_exact=0 base_exact=1 donor=[unresolved] || 2002:NESMITH COMMUNITY CENTER score=90.0 code_exact=0 base_exact=0 donor=VTD2000-133-7,"NESMITH, WINSTON County, Alabama","Winston County, Alabama score=89.63 type=Locality county=Winston County lon=-87.373685917802 lat=34.149231964318 || Winston County, Alabama score=89.63 type=Locality county=Winston County lon=-87.37368 lat=34.14923 || Nesmith Church score=82.25 type=POI county=Winston County lon=-87.116645 lat=34.171838",,,NESMITH,NESMITH,2000,,,unmatched_name,22,11,overflow,0,False,2,0
988,False,PCT-23B0C9E7A5CA,1998,CONECUH,15-2A BERMUDA FIRE HOUSE,119.0,119.0,252.0,33,True,none,house-64|house-68|senate-22|senate-23,True,2,2,VTD2000-035-6-2,Fire Dept.,85.5,16.888888888888886,,2002:PAUL FIRE HOUSE score=85.5 code_exact=0 base_exact=0 donor=[unresolved] || 2006:PAUL FIRE DEPT_ score=85.5 code_exact=0 base_exact=0 donor=VTD2010-035-7-2 || 2002:BERMUDA COMMUNITY HOUSE score=68.6 code_exact=0 base_exact=0 donor=VTD2000-035-15-2 || 2006:BERMUDA COMMUNITY HOUSE score=68.6 code_exact=0 base_exact=0 donor=VTD2010-035-15-2,,,99-2097|99-2149,99-2097: Boundary changes; Precinct (Consolidation) [Submission received] || 99-2149: Precinct (Realignment) [Submission received],15 2A BERMUDA FIRE HOUSE,2A BERMUDA FIRE HOUSE,2000,,,unmatched_name,26,28,underflow,0,False,3,2
989,False,PCT-87745C6B807D,2002,LAWRENCE,FREEMAN BAPTIST CHURCH  26-1,119.0,119.0,125.0,23,True,none,house-7|senate-4,False,1,1,VTD2000-079-19-2,Fairfield Church,85.5,6.56346643701511e-08,,1994:DONALD CHURCH score=85.5 code_exact=0 base_exact=0 donor=VTD2000-079-7-1 || 1994:PINEY GROVE CHURCH score=85.5 code_exact=0 base_exact=0 donor=VTD2000-079-22-2 || 1998:0125 DONALD CHURCH score=85.5 code_exact=0 base_exact=0 donor=VTD2000-079-7-1 || 2006:FAITH BAPTIST CHURCH  36-1 score=81.5 code_exact=0 base_exact=0 donor=[unresolved] || 1998:0590 FREEMAN TAB. BAPT. CHURCH score=70.0 code_exact=0 base_exact=0 donor=[unresolved],,,,,FREEMAN BAPTIST CHURCH 26 1,FREEMAN BAPTIST CHURCH 26,2000,,,ambiguous_fuzzy_name,30,38,underflow,0,False,0,0
990,False,PCT-35CE373EEAF1,2002,TUSCALOOSA,SHERIFFS OFFICE FIRING RANGE,119.0,119.0,124.0,32,True,none,house-14|senate-5,False,1,1,VTD2000-125-30,Carrolls Creek Fire Station,43.63636363636364,1.3286713286713263,,2006:SHERIFFS OFFICE FIRING RANGE score=100.0 code_exact=0 base_exact=1 donor=[unresolved],"SHERIFFS OFFICE FIRING RANGE, TUSCALOOSA County, Alabama","Tuscaloosa County, Alabama score=79.17 type=Locality county=Tuscaloosa County lon=-87.52502930704 lat=33.289559468584 || Tuscaloosa County, Alabama score=79.17 type=Locality county=Tuscaloosa County lon=-87.52503 lat=33.28955 || Ranger Cir, Cottondale, Alabama, 35453 score=77.04 type=StreetName county=Tuscaloosa County lon=-87.365349981737 lat=33.173338060792",,,SHERIFFS OFFICE FIRING RANGE,SHERIFFS OFFICE FIRING RANGE,2000,,,unmatched_name,90,41,overflow,0,False,2,0
991,False,PCT-29BE0779E00F,2006,WILCOX,WESTGATE CONCESSION BLDG,117.0,117.0,400.0,34,True,none,house-69|senate-23,False,1,1,VTD2010-131-2003,Snow Hill,50.0,0.0,,2002:WESTGATE PARK score=85.5 code_exact=0 base_exact=0 donor=[unresolved],,,,,WESTGATE CONCESSION BUILDING,WESTGATE CONCESSION BUILDING,2010,,,unmatched_name,28,29,underflow,0,False,1,0
992,False,PCT-B17CDEBE3CC9,1998,COVINGTON,14-1 VALLEY GROVE,117.0,117.0,254.0,32,True,none,house-92|senate-31,False,1,1,VTD2000-039-14,Valley Grave-Friendship,57.0,11.285714285714285,,2006:VALLEY GROVE FRIENDSHIP UG FD score=85.5 code_exact=0 base_exact=0 donor=VTD2010-039-14 || 2002:VALLEY GROVE VOTING HOUSE score=78.6 code_exact=0 base_exact=0 donor=VTD2000-039-14,"1 VALLEY GROVE, COVINGTON County, Alabama","W Valley Rd, Andalusia, Alabama, 36420 score=94.5 type=StreetName county=Covington County lon=-86.504176520312 lat=31.290401614495 || 1 Valley Trl, Covington, Georgia, 30014 score=93.44 type=StreetAddress county=Newton County lon=-83.789655112172 lat=33.595349404083 || 1 Valley Way, Covington, Georgia, 30014 score=93.44 type=StreetAddress county=Newton County lon=-83.790591497526 lat=33.598818257522",,,14 1 VALLEY GROVE,1 VALLEY GROVE,2000,,,unmatched_name,56,24,overflow,0,False,1,0
993,False,PCT-A8B360251050,1994,BUTLER,OLD ARMORY CAR-G,117.0,117.0,245.0,25,True,none,house-90|senate-30,False,1,1,VTD2000-013-10,Old School House at Monterey,85.5,1.665334536937735e-13,,1998:0180 OLD ARMORY #1 score=73.1 code_exact=0 base_exact=0 donor=VTD2000-013-12-3 || 1998:0181 OLD ARMORY #2 score=73.1 code_exact=0 base_exact=0 donor=VTD2000-013-12-3,"OLD ARMORY CAR G, BUTLER County, Alabama","Butler County, Alabama score=83.75 type=Locality county=Butler County lon=-86.68028902208 lat=31.752444063584 || Butler County, Alabama score=83.75 type=Locality county=Butler County lon=-86.68029 lat=31.75243",,,OLD ARMORY CAR G,OLD ARMORY CAR G,2000,,,ambiguous_fuzzy_name,51,23,overflow,0,False,1,0
994,False,PCT-27960D3C4496,1994,BUTLER,OLD ARMORY LEW-O,117.0,117.0,243.0,25,True,none,house-90|senate-30,False,1,1,VTD2000-013-10,Old School House at Monterey,85.5,1.665334536937735e-13,,1998:0180 OLD ARMORY #1 score=73.1 code_exact=0 base_exact=0 donor=VTD2000-013-12-3 || 1998:0181 OLD ARMORY #2 score=73.1 code_exact=0 base_exact=0 donor=VTD2000-013-12-3,"OLD ARMORY LEW O, BUTLER County, Alabama","Butler County, Alabama score=83.75 type=Locality county=Butler County lon=-86.68028902208 lat=31.752444063584 || Butler County, Alabama score=83.75 type=Locality county=Butler County lon=-86.68029 lat=31.75243",,,OLD ARMORY LEW O,OLD ARMORY LEW O,2000,,,ambiguous_fuzzy_name,51,23,overflow,0,False,1,0
995,False,PCT-9E756B0BBB75,1994,HALE,SEVEN,117.0,117.0,162.0,26,True,none,house-72|senate-24,False,1,1,VTD2000-065-6,Sawyerville,50.0,5.0,,,"SEVEN, HALE County, Alabama","Hale County, Alabama score=90.91 type=Locality county=Hale County lon=-87.629102902654 lat=32.762644798769 || 7th St, Akron, Alabama, 35441 score=88.3 type=StreetName county=Hale County lon=-87.738295181283 lat=32.876661862655 || Hale Dr, Robertsdale, Alabama, 36567 score=82.55 type=StreetName county=Baldwin County lon=-87.718872185229 lat=30.53008025378",,,SEVEN,SEVEN,2000,,,unmatched_name,38,36,overflow,0,False,2,0
996,False,PCT-7A3F68DAEF79,1994,MARION,PEARCES MILL-1 TABLE,117.0,117.0,123.0,25,True,none,house-17|senate-6,False,1,1,VTD2000-093-8,Bear Creek City Hall,50.0,2.3809523809523867,,2002:PEARCES MILL score=90.0 code_exact=0 base_exact=0 donor=VTD2000-093-11,,,,,PEARCES MILL 1 TABLE,PEARCES MILL 1 TABLE,2000,,,unmatched_name,20,21,underflow,0,False,1,0
997,False,PCT-26E34C2344EC,1994,WASHNTON,JORDAN,117.0,117.0,120.0,27,True,none,house-65|senate-22,False,1,1,VTD2000-129-3,Frankville Fire House-Bigbee,54.0,0.0,1998:2-2 JORDAN score=79.9 conf=medium rel=one_to_one_candidate,,"JORDAN, WASHNTON County, Alabama","Washington County, Alabama score=79.12 type=Locality county=Washington County lon=-88.20788 lat=31.4076 || Jordan, Alabama score=78.47 type=Locality county=Elmore County lon=-86.006742 lat=32.704009 || Jordan, Alabama score=78.47 type=Locality county=Washington County lon=-88.247233 lat=31.504886",,,JORDAN,JORDAN,2000,,,unmatched_name,31,17,overflow,0,False,0,0
998,False,PCT-2FE009237A04,1994,BUTLER,OLD ARMORY H-LEV,116.0,116.0,265.0,25,True,none,house-90|senate-30,False,1,1,VTD2000-013-10,Old School House at Monterey,85.5,1.665334536937735e-13,,1998:0180 OLD ARMORY #1 score=73.1 code_exact=0 base_exact=0 donor=VTD2000-013-12-3 || 1998:0181 OLD ARMORY #2 score=73.1 code_exact=0 base_exact=0 donor=VTD2000-013-12-3,"OLD ARMORY H LEV, BUTLER County, Alabama","Butler County, Alabama score=83.75 type=Locality county=Butler County lon=-86.68028902208 lat=31.752444063584 || Butler County, Alabama score=83.75 type=Locality county=Butler County lon=-86.68029 lat=31.75243",,,OLD ARMORY H LEV,OLD ARMORY H LEV,2000,,,ambiguous_fuzzy_name,51,23,overflow,0,False,1,0
999,False,PCT-8307C4DE004D,1998,CLEBURNE,10-1,116.0,116.0,244.0,23,True,none,house-39|senate-13,False,1,1,VTD2000-029-11,Bud Blake's-Guy Cavender's,30.000000000000004,1.5000000000000036,,,,,,,10 1,1,2000,,,unmatched_name,16,12,overflow,0,False,0,0
1000,False,PCT-B1ACE3332417,1994,HALE,FOUR-THREE,116.0,116.0,163.0,26,True,none,house-72|senate-24,False,1,1,VTD2000-065-10,Mount Herman,45.45454545454546,0.4545454545454603,,,"FOUR THREE, HALE County, Alabama","3 4th Ave N, Akron, Alabama, 35441 score=97.64 type=StreetAddress county=Hale County lon=-87.746345269373 lat=32.879944730667 || 3rd St, Greensboro, Alabama, 36744 score=89.06 type=StreetName county=Hale County lon=-87.583529317137 lat=32.703162846708 || 3rd Ave, Moundville, Alabama, 35474 score=89.06 type=StreetName county=Hale County lon=-87.63062131374 lat=32.99499611891",,,FOUR THREE,FOUR THREE,2000,,,unmatched_name,38,36,overflow,0,False,2,0
1001,False,PCT-594C59A945F4,1994,PERRY,ARMORY (S-Z),116.0,116.0,160.0,26,True,none,house-72|senate-24,False,1,1,VTD2000-105-1,National Guard Armory,85.5,2.1094237467877974e-13,,1998:0010 OLD NATIONAL GUARD ARMORY #1 score=85.5 code_exact=0 base_exact=0 donor=VTD2000-105-1 || 1998:0011 OLD NATIONAL GUARD ARMORY #2 score=85.5 code_exact=0 base_exact=0 donor=VTD2000-105-11 || 1998:0012 OLD NATIONAL GUARD ARMORY #3 score=85.5 code_exact=0 base_exact=0 donor=VTD2000-105-12 || 1998:0013 OLD NATIONAL GUARD ARMORY #4 score=85.5 code_exact=0 base_exact=0 donor=VTD2000-105-13 || 2002:OLD NATIONAL GUARD ARMORY #1 score=85.5 code_exact=0 base_exact=0 donor=VTD2000-105-1,"ARMORY S Z, PERRY County, Alabama","Perry County, Alabama score=87.69 type=Locality county=Perry County lon=-87.294302326536 lat=32.638510314557 || Perry County, Alabama score=87.69 type=Locality county=Perry County lon=-87.2944 lat=32.63847 || Sperry Rd, Geneva, Alabama, 36340 score=79.57 type=StreetName county=Geneva County lon=-85.878076377837 lat=31.08223060625",1999-2006|99-2006,1999-2006: Precinct (Deconsolidation); Polling place (Location established) [Additional information received] || 99-2006: Precinct (Deconsolidation) [Additional information received | Submission received],ARMORY S Z,ARMORY S Z,2000,,,ambiguous_fuzzy_name,29,11,overflow,0,False,3,2
1002,False,PCT-712F3240AB04,2002,JEFFERSON,6003 FULTONDALE 1ST BAP C 02,116.0,116.0,127.0,50,True,none,house-60|senate-17,False,1,1,VTD2000-073-5902,Fultondale Community Center,58.82352941176471,0.0962566844919834,,2006:6003 FULTONDALE 1 BAP score=90.2 code_exact=0 base_exact=0 donor=VTD2010-073-6003 || 2006:5902 FULTONDALE SR score=85.5 code_exact=0 base_exact=0 donor=VTD2010-073-5902,"FULTONDALE FIRST BAP C, JEFFERSON County, Alabama",First Baptist Church of Fultondale score=91.92 type=POI county=Jefferson County lon=-86.79999 lat=33.60372,2000-2266|2001-0204,2000-2266: Precinct (Consolidation); Polling place (Consolidation) [Submission received] || 2001-0204: Precinct (Consolidation); Polling place (Consolidation) [Submission received],FULTONDALE FIRST BAP C 2,FULTONDALE FIRST BAP C,2000,,,unmatched_name,372,186,overflow,0,False,7,2
1003,False,PCT-EA7759D41BAD,1994,CONECUH,112,116.0,116.0,120.0,28,True,none,house-64|senate-22,False,1,1,VTD2000-035-11-1,David Burt Building,0.0,0.0,,1998:11-1 DAVID BURT BLDG. score=72.0 code_exact=0 base_exact=0 donor=VTD2000-035-11-1 || 1998:11-3A NATIONAL GUARD score=72.0 code_exact=0 base_exact=0 donor=[unresolved] || 1998:11-4A HEALTH DEPT. score=72.0 code_exact=0 base_exact=0 donor=VTD2000-035-11-4,,,99-2097|99-2149,99-2097: Boundary changes; Precinct (Consolidation) [Submission received] || 99-2149: Precinct (Realignment) [Submission received],,,2000,,,unmatched_name,37,28,overflow,0,False,3,2
1004,False,PCT-06585999F48A,2006,RANDOLPH,BEAT 12 BOX 1,116.0,116.0,120.0,36,True,none,house-37|senate-13,False,1,1,VTD2010-111-4,"Bethel, Moore's Store, Woodland",54.0,12.46153846153846,,,,,,,BEAT 12,BEAT,2010,,,unmatched_name,45,14,overflow,0,False,0,0
1005,False,PCT-238630194A4D,1994,TALADEGA,STEED LUMBER COMPANY,116.0,116.0,118.0,27,True,none,house-33|senate-11,False,1,1,VTD2000-121-9,Berney's Station Volunteer Fire Dept,42.75,0.0,,,"STEED LUMBER COMPANY, TALADEGA County, Alabama","Talladega County, Alabama score=81.54 type=Locality county=Talladega County lon=-86.16591 lat=33.38006 || Talladega St, Lineville, Alabama, 36266 score=74.04 type=StreetName county=Clay County lon=-85.789073397736 lat=33.305874440398 || Talladega St, Leeds, Alabama, 35094 score=74.04 type=StreetName county=Jefferson County lon=-86.560500005705 lat=33.552390156576",98-1490,98-1490: Precinct (consolidation); Polling place (consolidation) [Submission received],STEED LUMBER COMPANY,STEED LUMBER COMPANY,2000,,,unmatched_name,35,15,overflow,0,False,2,1
1006,False,PCT-87D47A5CE49E,1998,WILCOX,0410 ARLINGTON DR. NETTES,115.0,115.0,324.0,32,True,none,house-69|senate-23,False,1,1,VTD2000-131-6001-6,Lamison/Arlington 6001 6006,61.07142857142856,3.798701298701289,,,,,,,ARLINGTON DR NETTES,ARLINGTON DR NETTES,2000,,,unmatched_name,26,29,underflow,0,False,2,0
1007,False,PCT-DBBA58653BCF,1998,DEKALB,24-1 WHILTON OLD SCHOOL,115.0,115.0,236.0,35,True,none,house-26|senate-9,False,1,1,VTD2000-049-14,Shiloh,60.00000000000001,0.1500000000000056,,1994:WHITON OLD SCHOOL\BUILDING score=69.4 code_exact=0 base_exact=0 donor=[unresolved],"1 WHILTON OLD SCHOOL, DEKALB County, Alabama","1 School St, Valley Head, Alabama, 35989 score=84.36 type=StreetAddress county=DeKalb County lon=-85.618596580013 lat=34.565563877479 || School St, Valley Head, Alabama, 35989 score=82.44 type=StreetName county=DeKalb County lon=-85.614697090804 lat=34.563889807519 || DeKalb County, Alabama score=81.11 type=Locality county=DeKalb County lon=-85.804128044663 lat=34.459763610995",,,24 1 WHILTON OLD SCHOOL,1 WHILTON OLD SCHOOL,2000,,,unmatched_name,78,30,overflow,0,False,1,0
1008,False,PCT-5116984BBF7B,1994,PERRY,ARMORY (R-Z),115.0,115.0,130.0,26,True,none,house-72|senate-24,False,1,1,VTD2000-105-1,National Guard Armory,85.5,2.1094237467877974e-13,,1998:0010 OLD NATIONAL GUARD ARMORY #1 score=85.5 code_exact=0 base_exact=0 donor=VTD2000-105-1 || 1998:0011 OLD NATIONAL GUARD ARMORY #2 score=85.5 code_exact=0 base_exact=0 donor=VTD2000-105-11 || 1998:0012 OLD NATIONAL GUARD ARMORY #3 score=85.5 code_exact=0 base_exact=0 donor=VTD2000-105-12 || 1998:0013 OLD NATIONAL GUARD ARMORY #4 score=85.5 code_exact=0 base_exact=0 donor=VTD2000-105-13 || 2002:OLD NATIONAL GUARD ARMORY #1 score=85.5 code_exact=0 base_exact=0 donor=VTD2000-105-1,"ARMORY R Z, PERRY County, Alabama","Perry County, Alabama score=87.69 type=Locality county=Perry County lon=-87.294302326536 lat=32.638510314557 || Perry County, Alabama score=87.69 type=Locality county=Perry County lon=-87.2944 lat=32.63847 || Armory Ave, Berry, Alabama, 35546 score=79.32 type=StreetName county=Fayette County lon=-87.606967376347 lat=33.656514532865",1999-2006|99-2006,1999-2006: Precinct (Deconsolidation); Polling place (Location established) [Additional information received] || 99-2006: Precinct (Deconsolidation) [Additional information received | Submission received],ARMORY R Z,ARMORY R Z,2000,,,ambiguous_fuzzy_name,29,11,overflow,0,False,3,2
1009,False,PCT-E0C6F1CEA61F,1994,GENEVA,1322,115.0,115.0,126.0,26,True,none,house-87|senate-29,False,1,1,VTD2000-061-11,Coffee Springs,0.0,0.0,,,,,2000-1406,2000-1406: Implementation schedule; Precinct (Deleted); Polling place (Changed) | Precinct (Consolidation); Polling place (Changed); Polling place (Consolidation) [Additional information received | Submission received],,,2000,,,unmatched_name,48,15,overflow,0,False,1,1
1010,False,PCT-2DF66037013D,1998,COOSA,0016 MT. OLIVE,114.0,114.0,226.0,29,True,none,house-31|senate-11,False,1,1,VTD2000-037-3-6,Kellyton Community Center,49.090909090909086,0.0,2002:MT_ OLIVE COMMUNITY CENTER score=81.3 conf=medium rel=one_to_one_candidate,2002:MT_ OLIVE COMMUNITY CENTER score=85.5 code_exact=0 base_exact=0 donor=[unresolved] || 2006:MT. OLIVE COMMUNITY CENTER score=85.5 code_exact=0 base_exact=0 donor=[unresolved],,,,,MOUNT OLIVE,MOUNT OLIVE,2000,,,unmatched_name,12,20,underflow,0,False,1,0
1011,False,PCT-15F940ECF995,1994,COVINGTN,BOBBIE,114.0,114.0,139.0,26,True,none,house-1|senate-31,False,1,1,VTD2000-039-8,Babbie-Cedar Grove,75.00000000000001,21.00000000000001,,1998:8-1 BABBIE score=75.0 code_exact=0 base_exact=0 donor=VTD2000-039-8 || 2002:BABBIE CITY HALL score=75.0 code_exact=0 base_exact=0 donor=VTD2000-039-8,"BOBBIE, COVINGTN County, Alabama","Babbie, Alabama score=92.22 type=Locality county=Covington County lon=-86.326829 lat=31.307191 || Babbie, Alabama score=92.22 type=Locality county=Covington County lon=-86.32551 lat=31.27961 || Babbie, Alabama score=92.22 type=Locality county=Covington County lon=-86.32295 lat=31.30221",,,BOBBIE,BOBBIE,2000,,,unmatched_name,56,24,overflow,0,False,4,0
1012,False,PCT-42EC63012123,2006,MONROE,OAK GROVE,114.0,114.0,127.0,29,True,none,house-64|senate-23,False,1,1,VTD2010-099-14D,Oak Grove Bapt,90.0,0.0,2008:OAKGROVE score=83.2 conf=medium rel=one_to_one_candidate,2002:OAK GROVE score=100.0 code_exact=0 base_exact=1 donor=[unresolved] || 1998:14C OAK GROVE score=95.0 code_exact=0 base_exact=0 donor=[unresolved],,,,,OAK GROVE,OAK GROVE,2010,,,ambiguous_fuzzy_name,32,34,underflow,0,False,2,0
1013,False,PCT-05BB6FE8F4E4,2002,DEKALB,WHITON OLD SCH.\BUILDING,114.0,114.0,125.0,27,True,none,house-26|senate-8,False,1,1,VTD2000-049-10,White Hall,59.85,4.688709677419354,,1994:WHITON OLD SCHOOL\BUILDING score=92.0 code_exact=0 base_exact=1 donor=[unresolved] || 1998:17-3 OLD SCHOOL score=85.5 code_exact=0 base_exact=0 donor=[unresolved] || 1994:MCKESTES OLD SCHOOL\BUILDING score=69.2 code_exact=0 base_exact=0 donor=[unresolved],"WHITON OLD SCHOOL BUILDING, DEKALB County, Alabama","Whiton, Alabama score=82.97 type=Locality county=DeKalb County lon=-86.083264 lat=34.356149 || Whiton, Alabama score=82.97 type=Locality county=DeKalb County lon=-86.07859 lat=34.35565 || DeKalb County, Alabama score=78.1 type=Locality county=DeKalb County lon=-85.804128044663 lat=34.459763610995",2000-3517,2000-3517: Precinct (Consolidation); Polling place (Consolidation) [Submission received; Expedited Consideration Requested],WHITON OLD SCHOOL BUILDING,WHITON OLD SCHOOL BUILDING,2000,,,unmatched_name,76,30,overflow,0,False,1,1
1014,False,PCT-71DF66C8D7A7,2002,CHEROKEE,ADRIANS STORE,114.0,114.0,123.0,23,True,none,house-39|senate-10,False,1,1,VTD2000-019-1,Alexis-May's Store,64.51612903225806,10.516129032258064,,1998:9-1 JACK ADRIAN STORE score=86.4 code_exact=0 base_exact=0 donor=[unresolved] || 1994:ALEXIS-LINDSEY STORE score=85.5 code_exact=0 base_exact=0 donor=VTD2000-019-11 || 1998:1-1 ALEXIS - LINDSEY STORE score=85.5 code_exact=0 base_exact=0 donor=VTD2000-019-11,"ADRIANS STORE, CHEROKEE County, Alabama","Cherokee County, Alabama score=85.45 type=Locality county=Cherokee County lon=-85.603769471976 lat=34.175951617621 || Cherokee County, Alabama score=85.45 type=Locality county=Cherokee County lon=-85.60379 lat=34.17596 || Cherokee Shores Rd, Northport, Alabama, 35475 score=79.19 type=StreetName county=Tuscaloosa County lon=-87.61186520965 lat=33.364002088812",,,ADRIANS STORE,ADRIANS STORE,2000,,,unmatched_name,31,23,overflow,0,False,0,0
1015,False,PCT-E17AB299AD81,2002,JEFFERSON,1505 SYLVAN SPRINGS COMM 02,114.0,114.0,123.0,50,True,none,house-15|senate-5,False,1,1,VTD2000-073-5112,Sylvan Springs Comm Center,91.2,0.0,,2006:1505 SYLVAN SPRINGS COMM score=95.0 code_exact=0 base_exact=1 donor=VTD2010-073-1505 || 1998:0161 SYLVAN SPRINGS score=80.6 code_exact=0 base_exact=0 donor=VTD2000-073-5112 || 1998:0162 SYLVAN SPRINGS score=80.6 code_exact=0 base_exact=0 donor=VTD2000-073-5112,"SYLVAN SPRINGS COMMUNITY, JEFFERSON County, Alabama","Sylvan Springs, Alabama score=90.9 type=Locality county=Jefferson County lon=-87.027468 lat=33.509688 || Sylvan Springs, Alabama score=90.9 type=Locality county=Jefferson County lon=-87.01499 lat=33.51566 || Sylvan Springs, Alabama score=90.9 type=Locality county=Jefferson County lon=-87.0312 lat=33.52863",2000-2266|2001-0204,2000-2266: Precinct (Consolidation); Polling place (Consolidation) [Submission received] || 2001-0204: Precinct (Consolidation); Polling place (Consolidation) [Submission received],SYLVAN SPRINGS COMMUNITY 2,SYLVAN SPRINGS COMMUNITY,2000,,,ambiguous_fuzzy_name,372,186,overflow,0,False,7,2
1016,False,PCT-A6D7D2879F08,2002,CHEROKEE,MT_ WEISNER FIRE HALL,114.0,114.0,119.0,23,True,none,house-39|senate-10,False,1,1,VTD2000-019-18,Farill,60.00000000000001,5.454545454545468,,2006:MT_ WEISNER FIRE HALL score=100.0 code_exact=0 base_exact=1 donor=[unresolved],"MOUNT WEISNER FIRE HALL, CHEROKEE County, Alabama","Mount Weisner Volunteer Fire Department score=82.63 type=POI county=Cherokee County lon=-85.7114 lat=34.0421 || Cherokee County, Alabama score=80.49 type=Locality county=Cherokee County lon=-85.603769471976 lat=34.175951617621 || Cherokee County, Alabama score=80.49 type=Locality county=Cherokee County lon=-85.60379 lat=34.17596",,,MOUNT WEISNER FIRE HALL,MOUNT WEISNER FIRE HALL,2000,,,unmatched_name,31,23,overflow,0,False,0,0
