state,year,chamber,district,democratic_fundraising,republican_fundraising,democratic_finance_status,republican_finance_status,finance_complete,log_fundraising_ratio_d_to_r,smoothing_constant,race_finance_status,finance_warehouse_run_id,finance_missing,finance_model_eligible
FL,2016,house,75,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
FL,2016,house,76,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
FL,2016,house,77,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
FL,2016,house,78,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
FL,2016,house,79,59964.12000000004,363577.9999999999,observed_positive,observed_positive,1,-1.7884550259288419,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2016,house,80,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
FL,2016,house,81,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
FL,2016,house,82,28966.1,153860.0,observed_positive,observed_positive,1,-1.6424547402277958,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2016,house,83,75655.35,237321.1,observed_positive,observed_positive,1,-1.1342995233730102,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2016,house,84,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
FL,2016,house,85,27910.0,231397.44000000003,observed_positive,observed_positive,1,-2.0842614533982973,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2016,house,86,165331.0,7540.0,observed_positive,observed_positive,1,2.9692187711284244,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2016,house,87,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
FL,2016,house,88,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
FL,2016,house,89,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
FL,2016,house,90,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
FL,2016,house,91,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
FL,2016,house,92,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
FL,2016,house,93,104754.39999999998,318644.05999999994,observed_positive,observed_positive,1,-1.1060886395892797,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2016,house,94,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
FL,2016,house,95,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
FL,2016,house,96,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
FL,2016,house,97,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
FL,2016,house,98,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
FL,2016,house,99,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
FL,2016,house,100,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
FL,2016,house,101,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
FL,2016,house,102,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
FL,2016,house,103,104403.29,495554.29,observed_positive,observed_positive,1,-1.5498989728840238,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2016,house,104,99578.0,1945.26,observed_positive,observed_positive,1,3.530736447441355,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2016,house,105,3746.0,406125.0,observed_positive,observed_positive,1,-4.451818105582825,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2016,house,106,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
FL,2016,house,107,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
FL,2016,house,108,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
FL,2016,house,109,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
FL,2016,house,110,0.0,307100.0,observed_zero,observed_positive,1,-5.730424405602622,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2016,house,111,2300.0,211851.0000000003,observed_positive,observed_positive,1,-4.166669921934925,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2016,house,112,225117.0,71315.04,observed_positive,observed_positive,1,1.1400204347662457,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2016,house,113,199817.0,6243.5,observed_positive,observed_positive,1,3.3222895305890163,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2016,house,114,283628.77,419768.0,observed_positive,observed_positive,1,-0.3908958431098626,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2016,house,115,57493.0,211900.0,observed_positive,observed_positive,1,-1.2919154829408852,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2016,house,116,0.0,361075.0,observed_zero,observed_positive,1,-5.89185137268692,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2016,house,117,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
FL,2016,house,118,79328.0,275052.14,observed_positive,observed_positive,1,-1.234471508341671,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2016,house,119,2100.0,404322.87,observed_positive,observed_positive,1,-4.873281847888975,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2016,house,120,22975.69,523898.0,observed_positive,observed_positive,1,-3.0861635576669126,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2016,senate,1,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
FL,2016,senate,2,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
FL,2016,senate,3,246675.0,6476.83,observed_positive,observed_positive,1,3.500308497491392,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2016,senate,4,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
FL,2016,senate,5,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
FL,2016,senate,6,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
FL,2016,senate,7,1645.0,225525.00000000023,observed_positive,observed_positive,1,-4.4501842487978625,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2016,senate,8,738376.79,741972.09,observed_positive,observed_positive,1,-0.004850824388831048,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2016,senate,9,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
FL,2016,senate,10,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
FL,2016,senate,11,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
FL,2016,senate,12,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
FL,2016,senate,13,149204.14,371864.1699999999,observed_positive,observed_positive,1,-0.9092188956279466,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2016,senate,14,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
FL,2016,senate,15,281170.15,43271.95,observed_positive,observed_positive,1,1.8521589641167453,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2016,senate,16,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
FL,2016,senate,17,6785.0,489025.0,observed_positive,observed_positive,1,-4.142257604925377,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2016,senate,18,429130.59,1045867.9999999992,observed_positive,observed_positive,1,-0.8894692681686883,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2016,senate,19,287268.5,10.0,observed_positive,observed_positive,1,5.653942006635486,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2016,senate,20,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
FL,2016,senate,21,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
FL,2016,senate,22,26277.0,429360.00000000006,observed_positive,observed_positive,1,-2.7585782114721518,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2016,senate,23,147286.0,558220.0,observed_positive,observed_positive,1,-1.3274001142082097,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2016,senate,24,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
FL,2016,senate,25,3745.75,693314.0,observed_positive,observed_positive,1,-4.985674827061572,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2016,senate,26,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
FL,2016,senate,27,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
FL,2016,senate,28,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
FL,2016,senate,29,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
FL,2016,senate,30,353902.39,37429.0,observed_positive,observed_positive,1,2.22303041102043,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2016,senate,31,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
FL,2016,senate,32,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
FL,2016,senate,33,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
FL,2016,senate,34,703698.0100000001,3000.0,observed_positive,observed_positive,1,5.171474995312406,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2016,senate,35,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
FL,2016,senate,36,5465.0,318587.0,observed_positive,observed_positive,1,-3.900626524996208,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2016,senate,37,503199.8299999999,941592.079999999,observed_positive,observed_positive,1,-0.6256609345768241,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2016,senate,38,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
FL,2016,senate,39,235153.93000000005,1132570.0000000012,observed_positive,observed_positive,1,-1.5686433854964543,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2016,senate,40,189762.62,849773.9999999995,observed_positive,observed_positive,1,-1.4951166955144468,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2018,house,1,30270.25,88685.0,observed_positive,observed_positive,1,-1.0536363646799116,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2018,house,2,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
FL,2018,house,3,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
FL,2018,house,4,3138.76,162495.0,observed_positive,observed_positive,1,-3.6763861827650803,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2018,house,5,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
FL,2018,house,6,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
FL,2018,house,7,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
FL,2018,house,8,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
FL,2018,house,9,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
FL,2018,house,10,1710.0,106589.35,observed_positive,observed_positive,1,-3.681373030242292,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2018,house,11,31423.710000000003,156618.0,observed_positive,observed_positive,1,-1.5812844388060123,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2018,house,12,20966.29,204967.0,observed_positive,observed_positive,1,-2.2382069562817457,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2018,house,13,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
FL,2018,house,14,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
FL,2018,house,15,299030.58,317593.0,observed_positive,observed_positive,1,-0.06003002331622814,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2018,house,16,50728.0,256174.62,observed_positive,observed_positive,1,-1.603756088439846,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2018,house,17,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
FL,2018,house,18,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
FL,2018,house,19,2421.0,174825.0,observed_positive,observed_positive,1,-3.9395562761986143,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2018,house,20,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
FL,2018,house,21,77249.35999999999,292195.0,observed_positive,observed_positive,1,-1.3209372661880092,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2018,house,22,7300.0,65200.0,observed_positive,observed_positive,1,-2.07642494814041,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2018,house,23,1750.0,87398.78,observed_positive,observed_positive,1,-3.470257256964907,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2018,house,24,22845.04,293875.0,observed_positive,observed_positive,1,-2.514975308478534,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2018,house,25,31531.18,241964.6,observed_positive,observed_positive,1,-2.010716739680195,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2018,house,26,111874.0,107206.0,observed_positive,observed_positive,1,0.04223533460021602,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2018,house,27,7697.0,252078.0,observed_positive,observed_positive,1,-3.3707196030003477,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2018,house,28,41152.66000000005,223809.0,observed_positive,observed_positive,1,-1.6739533624008736,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2018,house,29,77730.0,148515.0,observed_positive,observed_positive,1,-0.6413724450493618,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2018,house,30,50603.13999999996,315835.0,observed_positive,observed_positive,1,-1.8147986102865636,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2018,house,31,25431.0,119895.0,observed_positive,observed_positive,1,-1.520384836579472,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2018,house,32,33240.0,78152.0,observed_positive,observed_positive,1,-0.8379755032118114,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2018,house,33,18856.01,218625.0,observed_positive,observed_positive,1,-2.403414814419029,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2018,house,34,1850.0,91718.0,observed_positive,observed_positive,1,-3.4822436341990537,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2018,house,35,7272.42,206150.0,observed_positive,observed_positive,1,-3.220516078351887,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2018,house,36,72867.22999999997,238475.0,observed_positive,observed_positive,1,-1.1761797347392267,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2018,house,37,16042.24,289118.0,observed_positive,observed_positive,1,-2.8345927686115644,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2018,house,38,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
FL,2018,house,39,0.0,94975.0,observed_zero,observed_positive,1,-4.564087740886861,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2018,house,40,9567.16,245101.0,observed_positive,observed_positive,1,-3.1479909419551713,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2018,house,41,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
FL,2018,house,42,60599.98999999992,326268.7,observed_positive,observed_positive,1,-1.6701198378127642,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2018,house,43,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
FL,2018,house,44,68470.20999999999,258875.0,observed_positive,observed_positive,1,-1.319302718590379,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2018,house,45,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
FL,2018,house,46,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
FL,2018,house,47,450393.84000000055,170326.0,observed_positive,observed_positive,1,0.9687720435423822,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2018,house,48,99541.1,5900.0,observed_positive,observed_positive,1,2.6790451875204013,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2018,house,49,178769.52,63290.0,observed_positive,observed_positive,1,1.028271487822731,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2018,house,50,14706.5,267066.57,observed_positive,observed_positive,1,-2.8371607057746955,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2018,house,51,19056.05,149184.9,observed_positive,observed_positive,1,-2.0133363477806925,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2018,house,52,10689.0,85340.0,observed_positive,observed_positive,1,-1.9996447615016983,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2018,house,53,22504.94,275091.33,observed_positive,observed_positive,1,-2.46352110495254,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2018,house,54,46937.0,181125.0,observed_positive,observed_positive,1,-1.3348056156900079,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2018,house,55,18944.98,72600.0,observed_positive,observed_positive,1,-1.3056675431355467,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2018,house,56,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
FL,2018,house,57,26843.72,163961.55,observed_positive,observed_positive,1,-1.7791049692123455,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2018,house,58,22441.620000000003,100450.0,observed_positive,observed_positive,1,-1.465052991323193,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2018,house,59,71272.65999999999,96582.0,observed_positive,observed_positive,1,-0.3002471391430124,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2018,house,60,79468.40999999999,367810.00000000006,observed_positive,observed_positive,1,-1.5224169212358318,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2018,house,61,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
FL,2018,house,62,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
FL,2018,house,63,253589.61,236048.02,observed_positive,observed_positive,1,0.07139013953322833,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2018,house,64,4282.18,253350.0,observed_positive,observed_positive,1,-3.874372379973718,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2018,house,65,13569.0,359901.0,observed_positive,observed_positive,1,-3.2097076988236966,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2018,house,66,63622.0,255181.1,observed_positive,observed_positive,1,-1.3773297061620227,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2018,house,67,5510.0,286138.65,observed_positive,observed_positive,1,-3.786625743928699,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2018,house,68,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
FL,2018,house,69,124605.24000000003,295294.91000000003,observed_positive,observed_positive,1,-0.8582113029876214,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2018,house,70,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
FL,2018,house,71,78076.65,352750.0,observed_positive,observed_positive,1,-1.4981728137172294,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2018,house,72,522292.2700000013,172742.0,observed_positive,observed_positive,1,1.1025687014081422,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2018,house,73,59520.24999999999,175635.0,observed_positive,observed_positive,1,-1.0711074367512308,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2018,house,74,100406.84,155560.0,observed_positive,observed_positive,1,-0.4342987785844643,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2018,house,75,,,,observed_positive,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
FL,2018,house,76,4423.07,231150.0,observed_positive,observed_positive,1,-3.756721638705804,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2018,house,77,3178.1800000000003,262845.0,observed_positive,observed_positive,1,-4.145486064489964,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2018,house,78,25129.229999999978,295068.0,observed_positive,observed_positive,1,-2.427534546616021,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2018,house,79,45748.130000000005,276677.57,observed_positive,observed_positive,1,-1.7816863655001849,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2018,house,80,12363.33,165682.55,observed_positive,observed_positive,1,-2.5235767166658136,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2018,house,81,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
FL,2018,house,82,4757.18,208595.0,observed_positive,observed_positive,1,-3.5947293257111053,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2018,house,83,33178.42,218242.98,observed_positive,observed_positive,1,-1.858586161739765,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2018,house,84,79411.0,23970.0,observed_positive,observed_positive,1,1.1694758784551924,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2018,house,85,22012.0,257885.0,observed_positive,observed_positive,1,-2.4203681286504293,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2018,house,86,63008.0,18038.800000000003,observed_positive,observed_positive,1,1.2125290733808594,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2018,house,87,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
FL,2018,house,88,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
FL,2018,house,89,74948.91000000002,224880.0,observed_positive,observed_positive,1,-1.0899430074129086,1000.0,complete,RUN-47B0C9AD3F2E497795F1267A1DF06B43,0,1
FL,2018,house,90,,,observed_positive,,0,,1000.0,not_democratic_republican_contest,RUN-47B0C9AD3F2E497795F1267A1DF06B43,1,0
