state_code,cycle,chamber,district,build_run_id,democratic_candidate_result_id,republican_candidate_result_id,democratic_finance_candidate_cycle_id,republican_finance_candidate_cycle_id,democratic_fundraising,republican_fundraising,democratic_finance_status,republican_finance_status,finance_complete,log_fundraising_ratio_d_to_r,smoothing_constant,race_finance_status
AR,2018,lower,1,RUN-133197C8B7B94F21A2939B438EDAF692,,LCAND-56AD97CA44500B2FA1B9,,FIN-2A7CFE564AF45126567F,,22464.0,,observed_positive,0,,1000.0,not_democratic_republican_contest
AR,2018,lower,10,RUN-133197C8B7B94F21A2939B438EDAF692,,LCAND-52E6B8CF023E2E291674,,FIN-E15DACBA83ED61516DF8,,,,unknown_summary_adapter_not_available,0,,1000.0,not_democratic_republican_contest
AR,2018,lower,100,RUN-133197C8B7B94F21A2939B438EDAF692,,LCAND-F420A367B296DD1839E4,,FIN-076BDF93DA9680FA1F76,,14554.86,,observed_positive,0,,1000.0,not_democratic_republican_contest
AR,2018,lower,11,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-88E2CD1A91D21E93E35D,LCAND-2C6B77D035D1AC2ABD76,FIN-F5A9CFECD04C138482D1,FIN-CE50F0BF28E658D100CB,63104.0,33167.2,observed_positive,observed_positive,1,0.6292406449311498,1000.0,complete
AR,2018,lower,12,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-57F037CB22DD6413C649,LCAND-0B64D2AEC4FE2168DD07,FIN-38BBAC01A72998B44797,FIN-2A0CFFCF575A866FF6B3,45425.0,16768.0,observed_positive,observed_positive,1,0.9604390206466431,1000.0,complete
AR,2018,lower,13,RUN-133197C8B7B94F21A2939B438EDAF692,,LCAND-5B3FC3599E37081ED7BD,,FIN-F2A6AA9D9FDE0B6E33F4,,25150.0,,observed_positive,0,,1000.0,not_democratic_republican_contest
AR,2018,lower,14,RUN-133197C8B7B94F21A2939B438EDAF692,,LCAND-1097A25F5EC3A7BA77E5,,FIN-55EF0862D9E069C12123,,26530.0,,observed_positive,0,,1000.0,not_democratic_republican_contest
AR,2018,lower,15,RUN-133197C8B7B94F21A2939B438EDAF692,,LCAND-B703AA6CAF036C568EE3,,FIN-7DF42924653AAE92AAEE,,41194.25,,observed_positive,0,,1000.0,not_democratic_republican_contest
AR,2018,lower,16,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-7D333246FB58428AD2CA,,FIN-361C8ABD85ED1DF031CC,,13200.0,,observed_positive,,0,,1000.0,not_democratic_republican_contest
AR,2018,lower,17,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-B18EF343A7F638CE716F,,FIN-899DDF3E0613CFF84D41,,36510.0,,observed_positive,,0,,1000.0,not_democratic_republican_contest
AR,2018,lower,18,RUN-133197C8B7B94F21A2939B438EDAF692,,LCAND-6902965187B470B55327,,FIN-F8BC5C34DE88479A3D77,,28288.0,,observed_positive,0,,1000.0,not_democratic_republican_contest
AR,2018,lower,19,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-C1590DB280E3E273B1C5,LCAND-5961684F6524F04896FB,FIN-D0D52922F068391E5CC9,FIN-1F11C51B0B45FA4A0D1F,23078.0,36850.0,observed_positive,observed_positive,1,-0.45233241937062313,1000.0,complete
AR,2018,lower,2,RUN-133197C8B7B94F21A2939B438EDAF692,,LCAND-A8C5685A3C61B77ED1FB,,FIN-F7F2DB207D278EA99412,,13700.0,,observed_positive,0,,1000.0,not_democratic_republican_contest
AR,2018,lower,20,RUN-133197C8B7B94F21A2939B438EDAF692,,LCAND-2EBCA6AA33A1A57F8813,,FIN-1995B1E279ABE3AFB588,,13560.52,,observed_positive,0,,1000.0,not_democratic_republican_contest
AR,2018,lower,21,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-352308E10FDAAC075FE5,LCAND-7C1273EB12B61BF00457,FIN-3846D762576CC440A044,FIN-6694209A3C071DAC0BBF,7038.0,42178.5,observed_positive,observed_positive,1,-1.6811623901514925,1000.0,complete
AR,2018,lower,22,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-78B43C645B8C654CEA47,LCAND-2927C22AF625A59B5E68,FIN-927445A98E8A35624A89,FIN-4066CDDF3B16FFD35119,4375.0,46447.0,observed_positive,observed_positive,1,-2.1778547245966746,1000.0,complete
AR,2018,lower,23,RUN-133197C8B7B94F21A2939B438EDAF692,,LCAND-D33A46AC6461CDD24760,,FIN-FDE6444CB01C1D8E47EE,,8100.0,,observed_positive,0,,1000.0,not_democratic_republican_contest
AR,2018,lower,24,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-751F595E8C4897BEA1E6,LCAND-F2D32D3BF3B24E47667B,FIN-008CAA307477173F385A,FIN-380AC0C9F555F2CDEB8E,3510.0,41075.0,observed_positive,observed_positive,1,-2.233156586562283,1000.0,complete
AR,2018,lower,25,RUN-133197C8B7B94F21A2939B438EDAF692,,LCAND-8709EECEC114AB87CBCE,,FIN-8525B900CA7DE58141D3,,34585.97,,observed_positive,0,,1000.0,not_democratic_republican_contest
AR,2018,lower,26,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-2B5E4B8A9A9715FD0827,LCAND-5808CD4EB33D2E0595F5,FIN-58C032FE851705AC68A5,FIN-27BFC2F839BBD5AD48B6,63261.08,60620.0,observed_positive,observed_positive,1,0.04196766710064831,1000.0,complete
AR,2018,lower,27,RUN-133197C8B7B94F21A2939B438EDAF692,,LCAND-48FF6CB5DED375EBD969,,FIN-157DCAA30C54757CB60B,,5602.93,,observed_positive,0,,1000.0,not_democratic_republican_contest
AR,2018,lower,28,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-935F0E8ECD207E84BC37,LCAND-9687E637B2563320712B,FIN-28B4B817700C01C63725,FIN-1F6B959776692524095C,11891.91,50260.0,observed_positive,observed_positive,1,-1.3803107380806354,1000.0,complete
AR,2018,lower,29,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-E1137F6E10F0F246C396,,FIN-683FEB0A229EB361EC31,,11300.0,,observed_positive,,0,,1000.0,not_democratic_republican_contest
AR,2018,lower,3,RUN-133197C8B7B94F21A2939B438EDAF692,,LCAND-12FD642D973FC5ADC560,,FIN-EF78976A5D3D91BF6A7B,,13900.0,,observed_positive,0,,1000.0,not_democratic_republican_contest
AR,2018,lower,30,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-21A6B99E5B6868C0131F,,FIN-B21CCF800ADD5A63B05F,,16950.0,,observed_positive,,0,,1000.0,not_democratic_republican_contest
AR,2018,lower,31,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-EBACAF3D4110E8066EC8,LCAND-FFB22227202722AC15DE,FIN-56036EDF4232E7D0004B,FIN-8C86063ED85E7A3A8588,13705.18,49680.0,observed_positive,observed_positive,1,-1.237331542787453,1000.0,complete
AR,2018,lower,32,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-A429AC21DB2053D03C9D,LCAND-2E92F03537ACE01122A9,FIN-F1179113E559F4004821,FIN-99F636536AB987F67ADF,40175.78,46051.76,observed_positive,observed_positive,1,-0.1333980529276038,1000.0,complete
AR,2018,lower,33,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-D44A691458CFA1A180CA,,FIN-4F19F6B728DDDF13C483,,102629.31,,observed_positive,,0,,1000.0,not_democratic_republican_contest
AR,2018,lower,34,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-BA21E448D770F8415D36,,FIN-31F983D7E7C57EDE3F53,,0.0,,observed_zero,,0,,1000.0,not_democratic_republican_contest
AR,2018,lower,35,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-766AA2E02AD0037AB770,LCAND-B57DE503B1131533A0AA,FIN-7473B36CF0FC42A851BF,FIN-1279B90AABE2F10A1227,139548.19,170010.0,observed_positive,observed_positive,1,-0.19617161503471015,1000.0,complete
AR,2018,lower,36,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-12F584C9B06AA6694D06,,FIN-C781C30869A39B9535FE,,33360.0,,observed_positive,,0,,1000.0,not_democratic_republican_contest
AR,2018,lower,37,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-CEDBE2B1B792DFD38697,,FIN-2ABD9C2CA80736E0910A,,35774.85,,observed_positive,,0,,1000.0,not_democratic_republican_contest
AR,2018,lower,38,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-3D891A12313AB1524D92,LCAND-1D6349B5BDA5D80BAE38,FIN-07076FB3CDB66CDED37D,FIN-BAF44CAF3DFAB195CB20,17258.04,63920.26,observed_positive,observed_positive,1,-1.2685542166065629,1000.0,complete
AR,2018,lower,39,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-86699B7E5596722917DF,LCAND-E37B82503A8194536B8D,FIN-A0B14746A81433B60E69,FIN-A1F1163D61E16E02A821,18600.0,42440.0,observed_positive,observed_positive,1,-0.7958511093892084,1000.0,complete
AR,2018,lower,4,RUN-133197C8B7B94F21A2939B438EDAF692,,LCAND-07B215555A00EBA68C99,,FIN-3F5F42FA9C2E5296693B,,4750.0,,observed_positive,0,,1000.0,not_democratic_republican_contest
AR,2018,lower,40,RUN-133197C8B7B94F21A2939B438EDAF692,,LCAND-008D34D2B089D0B9B13F,,FIN-DBDD26502BB7C2C45876,,11900.0,,observed_positive,0,,1000.0,not_democratic_republican_contest
AR,2018,lower,41,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-312758FFD8897D8CC013,LCAND-1DFB037BE36A32DFD1D6,FIN-9472BF2CFD2668A49275,FIN-FD3A70BFB8A388528EFA,50870.8,52615.26,observed_positive,observed_positive,1,-0.03307771763182342,1000.0,complete
AR,2018,lower,42,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-D94D2675F98EAC067617,LCAND-4C92FA8673C4E54F5A3F,FIN-FBF08953BCA8A94F3315,FIN-5A154B86631BA27AE4B4,25325.0,35835.0,observed_positive,observed_positive,1,-0.3359294221147377,1000.0,complete
AR,2018,lower,43,RUN-133197C8B7B94F21A2939B438EDAF692,,LCAND-AD6645517D94418FB8E7,,FIN-B0149C6F93A519B8ECED,,42750.0,,observed_positive,0,,1000.0,not_democratic_republican_contest
AR,2018,lower,44,RUN-133197C8B7B94F21A2939B438EDAF692,,LCAND-327D39D129B32F46A169,,FIN-8C3D1B87194D04A4B244,,6550.0,,observed_positive,0,,1000.0,not_democratic_republican_contest
AR,2018,lower,45,RUN-133197C8B7B94F21A2939B438EDAF692,,LCAND-C540153DC77F9247B6D9,,FIN-5E3A0FF2D2EAF7444400,,16450.0,,observed_positive,0,,1000.0,not_democratic_republican_contest
AR,2018,lower,46,RUN-133197C8B7B94F21A2939B438EDAF692,,LCAND-D79A9B65E5CC20C4F806,,FIN-22E1EFD7FE25B6C5273E,,37550.0,,observed_positive,0,,1000.0,not_democratic_republican_contest
AR,2018,lower,47,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-B2ABD8581E561C2829AD,LCAND-5A84A0E38631D9D2BD5C,FIN-D326F4F16F2694BC6B08,FIN-B4907AB8B33817C6AE03,83595.0,35715.0,observed_positive,observed_positive,1,0.8346897723071859,1000.0,complete
AR,2018,lower,48,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-F0D051EF0E458B1DE31F,,FIN-6EE06C115017403C34B6,,0.0,,observed_zero,,0,,1000.0,not_democratic_republican_contest
AR,2018,lower,49,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-4ADEB154ED67157DDE19,LCAND-82646BB17D2083638955,FIN-F0DE53A2CA41B99C4955,FIN-504C02F18EE5ABDAC63E,8815.0,29050.0,observed_positive,observed_positive,1,-1.1189508332527922,1000.0,complete
AR,2018,lower,5,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-1752F7452FC0ED55FCC2,LCAND-9B88D2D0FE17CDBE28EC,FIN-9322508FC052132A1233,FIN-051D0D3D0D13C2901191,26485.0,25758.67,observed_positive,observed_positive,1,0.026781868334071843,1000.0,complete
AR,2018,lower,50,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-3E2360C81B73CD2A72E2,,FIN-F29EDB1A065CC95FB812,,13860.61,,observed_positive,,0,,1000.0,not_democratic_republican_contest
AR,2018,lower,51,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-78320774DB4056A40A7E,,FIN-92035398E0FC1F95F9C6,,6150.0,,observed_positive,,0,,1000.0,not_democratic_republican_contest
AR,2018,lower,52,RUN-133197C8B7B94F21A2939B438EDAF692,,LCAND-B0A72473A339E336FAF1,,FIN-5783F2F8EBE5748F222D,,17150.0,,observed_positive,0,,1000.0,not_democratic_republican_contest
AR,2018,lower,53,RUN-133197C8B7B94F21A2939B438EDAF692,,LCAND-D540469164ABD24A889C,,FIN-A25C8EF3DCCE3A00EE71,,70299.0,,observed_positive,0,,1000.0,not_democratic_republican_contest
AR,2018,lower,54,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-102D8FD8815C37B85EDF,LCAND-FF6B2B539A0D3107B0C0,FIN-0D09AE5AAAAA9C583DFA,FIN-217E0572978A43519C2B,6475.5,39154.48,observed_positive,observed_positive,1,-1.6811030090652808,1000.0,complete
AR,2018,lower,55,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-E2D7FED185849B41F70D,LCAND-C78FCF3631DB5F5BC050,FIN-FD2EEEBE2CB2D07786AB,FIN-36BCDA25EE1BF06055D0,32660.0,3000.0,observed_positive,observed_positive,1,2.130015827642769,1000.0,complete
AR,2018,lower,56,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-3806EC8441C27589FAFB,LCAND-37B63643CF2521532A10,FIN-3DA771F45DB588442F80,FIN-EB68ACCFDB4094351652,7825.0,83560.0,observed_positive,observed_positive,1,-2.259872738742622,1000.0,complete
AR,2018,lower,57,RUN-133197C8B7B94F21A2939B438EDAF692,,LCAND-64EE3DFAAA027F8587CF,,FIN-B959653AFD5DB4101080,,24329.97,,observed_positive,0,,1000.0,not_democratic_republican_contest
AR,2018,lower,58,RUN-133197C8B7B94F21A2939B438EDAF692,,LCAND-D01AB4560D332FDBD2C5,,FIN-EC4ED04CD8A42427FFB9,,17782.93,,observed_positive,0,,1000.0,not_democratic_republican_contest
AR,2018,lower,59,RUN-133197C8B7B94F21A2939B438EDAF692,,LCAND-5C5AAC629145E9939B7C,,FIN-12CA14C870CED6A208DA,,14075.0,,observed_positive,0,,1000.0,not_democratic_republican_contest
AR,2018,lower,6,RUN-133197C8B7B94F21A2939B438EDAF692,,LCAND-EC29C1B088FA59FCAB3E,,FIN-8CC5981DF53FD170F42E,,60700.19,,observed_positive,0,,1000.0,not_democratic_republican_contest
AR,2018,lower,60,RUN-133197C8B7B94F21A2939B438EDAF692,,LCAND-1F1818689790A27AA248,,FIN-050692524DAC6863697C,,15400.0,,observed_positive,0,,1000.0,not_democratic_republican_contest
AR,2018,lower,61,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-17313D8852E26325990E,LCAND-16BD5520794141A12A98,FIN-3B1105CF8712A83AD96F,FIN-96C93C3697860146E83C,27775.0,34900.0,observed_positive,observed_positive,1,-0.22123034088628685,1000.0,complete
AR,2018,lower,62,RUN-133197C8B7B94F21A2939B438EDAF692,,LCAND-35C045CB751CF461A004,,FIN-01989E969C4DB6C37BEB,,29400.0,,observed_positive,0,,1000.0,not_democratic_republican_contest
AR,2018,lower,63,RUN-133197C8B7B94F21A2939B438EDAF692,,LCAND-6AF4410C5D5CFBDF80DA,,FIN-7F79E2C68180C99AA824,,38465.0,,observed_positive,0,,1000.0,not_democratic_republican_contest
AR,2018,lower,64,RUN-133197C8B7B94F21A2939B438EDAF692,,LCAND-03C3AEC45C65ED1CBBEE,,FIN-587CF0463C09D3441DD8,,10775.0,,observed_positive,0,,1000.0,not_democratic_republican_contest
AR,2018,lower,65,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-860C51CAF6A315F69DD4,LCAND-F3BB7C76D6DDA4645E89,FIN-623C62A2DF969B132D1C,FIN-362F94DE885A495B8F2C,11743.5,40364.66,observed_positive,observed_positive,1,-1.1774055554104546,1000.0,complete
AR,2018,lower,66,RUN-133197C8B7B94F21A2939B438EDAF692,,LCAND-D2C29F2363640729668A,,FIN-5B5C8CCE2696E15C9EE1,,5100.0,,observed_positive,0,,1000.0,not_democratic_republican_contest
AR,2018,lower,67,RUN-133197C8B7B94F21A2939B438EDAF692,,LCAND-9850CB838BBC578DC390,,FIN-27802D6C27ABEE40E314,,28674.59,,observed_positive,0,,1000.0,not_democratic_republican_contest
AR,2018,lower,68,RUN-133197C8B7B94F21A2939B438EDAF692,,LCAND-9D3BA321CDCF362545FD,,FIN-1A9A5CBE56D1B9FD90CE,,22850.0,,observed_positive,0,,1000.0,not_democratic_republican_contest
AR,2018,lower,69,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-97CDB2D44B9143EBF1E3,LCAND-F412AD5D3BA67E68E8FA,FIN-CB308E75B7B0FFBDAEC4,FIN-C531F30939DAA25D7B70,2875.0,51275.0,observed_positive,observed_positive,1,-2.601972582509387,1000.0,complete
AR,2018,lower,7,RUN-133197C8B7B94F21A2939B438EDAF692,,LCAND-00E5FD01E03A2901DFF3,,FIN-E13BD9C636EF03C1F94C,,3450.0,,observed_positive,0,,1000.0,not_democratic_republican_contest
AR,2018,lower,70,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-5091A5BEA8832D4F4D36,LCAND-9F6710DCA5A3995BF70E,FIN-F9497AB5727632D3D259,FIN-C7603D7A61A58E8333BC,23825.0,1200.0,observed_positive,observed_positive,1,2.423393849566966,1000.0,complete
AR,2018,lower,71,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-E943020F1EF028FF94B7,LCAND-F00B6211A929BE1EAFE0,FIN-1B21824C10E7E036FA64,FIN-BB61C07F55C191ADE413,11091.5,60300.0,observed_positive,observed_positive,1,-1.6232771165325375,1000.0,complete
AR,2018,lower,72,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-13930728CBD700F033DD,,FIN-0C699AE938143A33126B,,8300.0,,observed_positive,,0,,1000.0,not_democratic_republican_contest
AR,2018,lower,73,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-B278B3348F65F4DBAD8A,LCAND-2117CDAAB3722F834D52,FIN-1B3C17263F36609D820A,FIN-89388EF2C5DDBBAC9A0E,8450.0,42440.0,observed_positive,observed_positive,1,-1.5253659341200285,1000.0,complete
AR,2018,lower,74,RUN-133197C8B7B94F21A2939B438EDAF692,,LCAND-617980E1B9121F08E364,,FIN-40644EB758C6D53783BE,,45329.59,,observed_positive,0,,1000.0,not_democratic_republican_contest
AR,2018,lower,75,RUN-133197C8B7B94F21A2939B438EDAF692,,LCAND-23DBAF9E96F627608001,,FIN-2C7D2FAC64B821FA5506,,0.0,,observed_zero,0,,1000.0,not_democratic_republican_contest
AR,2018,lower,76,RUN-133197C8B7B94F21A2939B438EDAF692,,LCAND-D8B7A3063B98858B00E7,,FIN-2AFF0A33AC01664B312F,,15617.71,,observed_positive,0,,1000.0,not_democratic_republican_contest
AR,2018,lower,77,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-DE8B39D8042C15ED46CB,LCAND-8461794FF05578B0736F,FIN-4C04CD5F381BCF3273A3,FIN-1B6733DC39B280091D4B,22943.51,72342.0,observed_positive,observed_positive,1,-1.119436126595487,1000.0,complete
AR,2018,lower,78,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-BB84CF2C2939351391F7,,FIN-1E16D808451C6CE49ADC,,12134.0,,observed_positive,,0,,1000.0,not_democratic_republican_contest
AR,2018,lower,79,RUN-133197C8B7B94F21A2939B438EDAF692,,LCAND-30BC74BF7DCAFAC1ECD0,,FIN-5CF28E88DBA2C7F74D90,,4250.0,,observed_positive,0,,1000.0,not_democratic_republican_contest
AR,2018,lower,8,RUN-133197C8B7B94F21A2939B438EDAF692,,LCAND-D22F722C44D72B22CC22,,FIN-EC87E695C1D66F2807BD,,42109.0,,observed_positive,0,,1000.0,not_democratic_republican_contest
AR,2018,lower,80,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-277B7F3E01F2B397A367,LCAND-D8378DB348C94355B7AE,FIN-7F23128733030087D885,FIN-8CA1072C869ADD178BC4,36926.0,57491.5,observed_positive,observed_positive,1,-0.4332445518173515,1000.0,complete
AR,2018,lower,81,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-8214DB2800B21C2BEE45,LCAND-F78435A8D01DB1D03FEC,FIN-E658C14BAE630B6234F2,FIN-DEC6F5E069251F15AE16,19610.94,24225.0,observed_positive,observed_positive,1,-0.20201356344965565,1000.0,complete
AR,2018,lower,82,RUN-133197C8B7B94F21A2939B438EDAF692,,LCAND-A21218809C0C85AAE18A,,FIN-62DF2DA3C7D8288B5660,,32753.86,,observed_positive,0,,1000.0,not_democratic_republican_contest
AR,2018,lower,83,RUN-133197C8B7B94F21A2939B438EDAF692,,LCAND-C3A1D549FC1AF8F68AAA,,FIN-E5ED862C4E4C85D8F0CB,,4272.4,,observed_positive,0,,1000.0,not_democratic_republican_contest
AR,2018,lower,84,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-C08D67D97DD410BF28FF,LCAND-3237C2F9231C741BFADB,FIN-2B0D0206BF20BAEC8C9E,FIN-E44045F872CAA892D856,5400.0,532285.0,observed_positive,observed_positive,1,-4.422758000087443,1000.0,complete
AR,2018,lower,85,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-A4D92B6E1246AF519782,,FIN-DAE872704C7D4539FBBA,,14158.95,,observed_positive,,0,,1000.0,not_democratic_republican_contest
AR,2018,lower,86,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-71053B6F0989349A0C33,,FIN-F567AF6E515C90E40570,,52228.82,,observed_positive,,0,,1000.0,not_democratic_republican_contest
AR,2018,lower,87,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-6299AC9EA4A1A9D0A0AF,LCAND-3366CCE55349DDBFEA6B,FIN-B0706D775F1AF4DAAAB9,FIN-F4ED091FA1A10C13C41B,51497.05,128455.0,observed_positive,observed_positive,1,-0.9025763528606975,1000.0,complete
AR,2018,lower,88,RUN-133197C8B7B94F21A2939B438EDAF692,,LCAND-D60408C7EB5B4BF60E8D,,FIN-5B10F5A63C67EFB0D025,,10550.0,,observed_positive,0,,1000.0,not_democratic_republican_contest
AR,2018,lower,89,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-F63D2F629537A32EAF2A,LCAND-778A84B90D2E5B8FE87A,FIN-372F778C34874478C0F6,FIN-6F4099E33EC101E579D5,56606.0,50206.77,observed_positive,observed_positive,1,0.1177549790767411,1000.0,complete
AR,2018,lower,9,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-6C526E1C4681792CB306,,FIN-089EC6B9C2F76356D352,,23799.0,,observed_positive,,0,,1000.0,not_democratic_republican_contest
AR,2018,lower,90,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-8E20F0DD2A5C912DF5D6,LCAND-8ECB6D2BF194A4B6D868,FIN-66C9992A213CB5D966BC,FIN-C27BF26C3ABFB272005D,0.0,46745.0,observed_zero,observed_positive,1,-3.8658743494021657,1000.0,complete
AR,2018,lower,91,RUN-133197C8B7B94F21A2939B438EDAF692,,LCAND-B7A28780773A810D373E,,FIN-A34EA1DA709D28F02084,,59280.0,,observed_positive,0,,1000.0,not_democratic_republican_contest
AR,2018,lower,92,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-D2A124C9D9016A37BF8F,LCAND-F897A44A7FCA1E873FB6,FIN-0377DA6ACA227F34040F,FIN-D5260FD7849C2AB6D8EB,8574.13,24553.44,observed_positive,observed_positive,1,-0.9817072762318674,1000.0,complete
AR,2018,lower,93,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-13AC1D4B7554C1C2C723,LCAND-81B40E6750B9670E5161,FIN-9473D50166BD31E4C5B7,FIN-0B7CC53900853EB82D3F,104959.46,74040.7,observed_positive,observed_positive,1,0.345025935115473,1000.0,complete
AR,2018,lower,94,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-99DEE6C78B8BF6177F55,LCAND-2AB16BA76FB4ECB58AFB,FIN-CB35AE8E31B28D4AC294,FIN-76FCF0A12148FD591106,26225.18,34065.0,observed_positive,observed_positive,1,-0.25306120162145795,1000.0,complete
AR,2018,lower,95,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-252BB978998E0193EB99,LCAND-B1DA478825C35AADD29E,FIN-187EBC43371981B9AAEB,FIN-79C79CD8C659E83A296B,46326.03,54732.99,observed_positive,observed_positive,1,-0.16351179042275,1000.0,complete
AR,2018,lower,96,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-966333AACA60C583BEA6,LCAND-EFDE51DFCFB6C4155E76,FIN-EDC3CE11A8D82F0F4425,FIN-C94EF19AEC1ED9643516,12394.33,36675.0,observed_positive,observed_positive,1,-1.0341652614306427,1000.0,complete
AR,2018,lower,97,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-4DE86122BBD864FDE350,LCAND-EF22206A05556B990668,FIN-D16D7AC08A9B74EDA1C0,FIN-502D023B32EF4EAF8330,9675.91,25050.0,observed_positive,observed_positive,1,-0.8920279668162737,1000.0,complete
AR,2018,lower,98,RUN-133197C8B7B94F21A2939B438EDAF692,,LCAND-CB5191F9CCCCEACB26F8,,FIN-4F5C94A794682A11D718,,14600.0,,observed_positive,0,,1000.0,not_democratic_republican_contest
AR,2018,lower,99,RUN-133197C8B7B94F21A2939B438EDAF692,,LCAND-7387ABC43DA0D48DE023,,FIN-27FE32A1AE6B035E0C69,,33305.0,,observed_positive,0,,1000.0,not_democratic_republican_contest
AR,2018,upper,10,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-F60A1AE3C73A5C7F3954,,FIN-111C6881F7B19157EC7C,,132471.88,,observed_positive,,0,,1000.0,not_democratic_republican_contest
AR,2018,upper,14,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-3C6BACE105AA18C2AC11,LCAND-B9251E322DF1D2EA62BD,FIN-0BB3E3AD9CE060E220B6,FIN-858E48310A2B99645182,6580.0,97253.0,observed_positive,observed_positive,1,-2.562032584980072,1000.0,complete
AR,2018,upper,15,RUN-133197C8B7B94F21A2939B438EDAF692,,LCAND-3BFABDDBB1B292264E07,,FIN-A834674D2D31A4C36189,,166705.95,,observed_positive,0,,1000.0,not_democratic_republican_contest
AR,2018,upper,17,RUN-133197C8B7B94F21A2939B438EDAF692,,LCAND-05EBA4A8122E421DE352,,FIN-022C02051E1E3C53B812,,24450.0,,observed_positive,0,,1000.0,not_democratic_republican_contest
AR,2018,upper,18,RUN-133197C8B7B94F21A2939B438EDAF692,,LCAND-218F588BD20F913C1487,,FIN-BE8D84BCFE33E0DDB206,,68309.81,,observed_positive,0,,1000.0,not_democratic_republican_contest
AR,2018,upper,19,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-9B118DB9BEEBCB8F6BC6,LCAND-5136917C1EDAC7921C23,FIN-1F40CA4914816884BA09,FIN-668150AD0846ADB00C6B,13992.0,122694.85,observed_positive,observed_positive,1,-2.110300920052676,1000.0,complete
AR,2018,upper,20,RUN-133197C8B7B94F21A2939B438EDAF692,,LCAND-2BA1A5AAF2CE0C83079F,,FIN-9965C5A28B90E859D5A0,,26750.0,,observed_positive,0,,1000.0,not_democratic_republican_contest
AR,2018,upper,24,RUN-133197C8B7B94F21A2939B438EDAF692,LCAND-CBBE304B7B15CFB61262,,FIN-EB5A1F8056C8D7FEBEE0,,108250.0,,observed_positive,,0,,1000.0,not_democratic_republican_contest
