state,year,chamber,district,heda_dem_votes,heda_rep_votes,heda_total_votes,dem_two_party_share,heda_dem_margin,precinct_fragment_rows,office,baseline_dem_votes,baseline_rep_votes,context_fragment_rows,split_context_rows,expected_context_groups,allocated_context_groups,incomplete_context_groups,baseline_dem_margin,baseline_allocation_quality,klarner_dem_votes,klarner_rep_votes,dinc,rinc,dswitch,rswitch,uncont,dontuse,bigthird,dem_candidate,rep_candidate,dem_votes,rep_votes,legislative_dem_margin,raw_overperformance_vs_baseline,incumbency_balance,contested_two_party,model_eligible_permissive,model_eligible,heda_dem_vote_delta,heda_rep_vote_delta,result_source,baseline_source,panel_source,baseline_office,minimum_party_vote_coverage,allocated_votes,source_votes,source_legislative_turnout,matched_legislative_turnout,legislative_turnout_join_coverage,cycle_gate,coverage_gate,allocated_context_votes,statewide_context_votes,minimum_party_context_footprint_share,staging_reconciliation_gate,reconciliation_status,legislative_turnout
FL,2010,house,24,18424.0,33378.0,51802.0,0.3556619435543029,-0.2886761128913941,63.0,USS,9635.0,30131.0,63.0,0.0,63.0,63.0,0.0,-51.54151787959564,whole_precincts,18427.0,33380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"hageloh, michael","baxley, dennis k",18427.0,33380.0,-28.86289497558245,22.67862290401319,0.0,True,True,True,-3.0,-2.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
FL,2010,house,25,20116.0,35619.0,55761.0,0.3609222212254418,-0.2781555575491163,65.0,USS,11373.0,34745.0,65.0,0.0,65.0,65.0,0.0,-50.678693785506745,whole_precincts,19970.0,35197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"wood, frank l","metz, larry",19970.0,35197.0,-27.601645911505067,23.07704787400168,0.0,True,True,True,146.0,422.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
FL,2010,house,26,22224.0,33574.0,56180.0,0.3982938456575504,-0.2034123086848991,57.0,USS,10349.0,31212.0,57.0,0.0,57.0,57.0,0.0,-50.19850340463415,whole_precincts,22460.0,34369.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"huth, tim","costello, fred",22460.0,34369.0,-20.955850006158823,29.242653398475326,0.0,True,True,True,-236.0,-795.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
FL,2010,house,30,23965.0,37908.0,61873.0,0.387325650930131,-0.2253486981397378,54.0,USS,10648.0,34763.0,54.0,0.0,54.0,54.0,0.0,-53.10387351082337,whole_precincts,23966.0,37909.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"tidd, amy c","workman, ritch",23966.0,37909.0,-22.534141414141413,30.56973209668196,-1.0,True,True,True,-1.0,-1.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
FL,2010,house,31,17951.0,29518.0,47469.0,0.378162590322105,-0.2436748193557901,43.0,USS,7793.0,26328.0,43.0,0.0,43.0,43.0,0.0,-54.32138565692682,whole_precincts,17952.0,29517.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"james, jodi","tobia, john",17952.0,29517.0,-24.36326865954623,29.9581169973806,-1.0,True,True,True,-1.0,1.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
FL,2010,house,33,20366.0,32838.0,55196.0,0.3827907676114578,-0.2344184647770844,48.0,USS,12503.0,32224.0,48.0,0.0,48.0,48.0,0.0,-44.09193551993203,whole_precincts,20547.0,33211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"cruz, leo","brodeur, jason",20547.0,33211.0,-23.557424011309944,20.534511508622085,0.0,True,True,True,-181.0,-373.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
FL,2010,house,34,17174.0,21995.0,41833.0,0.438458985422145,-0.1230820291557098,46.0,USS,8574.0,24312.0,46.0,0.0,46.0,46.0,0.0,-47.856230614851306,whole_precincts,17169.0,21853.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"barnes, steve","dorworth, chris",17169.0,21853.0,-12.003485213469324,35.85274540138198,-1.0,True,True,True,5.0,142.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
FL,2010,house,35,15981.0,23038.0,39935.0,0.4095696968143725,-0.180860606371255,41.0,USS,9780.0,21323.0,41.0,0.0,41.0,41.0,0.0,-37.112175674372246,whole_precincts,15887.0,23007.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"mercado, amy","cannon, r dean, jr",15887.0,23007.0,-18.306165475394664,18.80601019897758,-1.0,True,True,True,94.0,31.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
FL,2010,house,36,15330.0,10557.0,27026.0,0.5921891296789894,0.1843782593579789,34.0,USS,10346.0,10402.0,34.0,0.0,34.0,34.0,0.0,-0.2699055330634278,whole_precincts,16190.0,9950.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"randolph, scott","reynolds, greg",16190.0,9950.0,23.87146136189748,24.141366894960903,1.0,True,True,True,-860.0,607.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
FL,2010,house,40,14767.0,24036.0,40363.0,0.3805633585032085,-0.2388732829935829,40.0,USS,8918.0,22573.0,40.0,0.0,40.0,40.0,0.0,-43.36159537645676,whole_precincts,14795.0,24915.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"christian, todd","eisnaugle, eric e",14795.0,24915.0,-25.484764542936286,17.876830833520476,-1.0,True,True,True,-28.0,-879.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
FL,2010,house,41,24336.0,37014.0,64298.0,0.3966748166259168,-0.2066503667481662,67.0,USS,14979.0,36877.0,67.0,0.0,67.0,67.0,0.0,-42.22847886454798,whole_precincts,24340.0,36850.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"douglas, lee","precourt, stephen",24340.0,36850.0,-20.444517077953915,21.783961786594062,-1.0,True,True,True,-4.0,164.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
FL,2010,house,44,22137.0,33448.0,55585.0,0.3982549248898084,-0.2034901502203832,60.0,USS,7743.0,27128.0,60.0,0.0,60.0,60.0,0.0,-55.59060537409309,whole_precincts,22137.0,33448.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"rowden, diane","schenck, robert c, iii",22137.0,33448.0,-20.34901502203832,35.24159035205477,-1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
FL,2010,house,47,18732.0,26624.0,45356.0,0.4129993826616103,-0.1740012346767792,48.0,USS,6901.0,23098.0,48.0,0.0,48.0,48.0,0.0,-53.991799726657554,whole_precincts,18697.0,26589.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"steinberg, michael a","grant, james",18697.0,26589.0,-17.427019387890297,36.56478033876726,0.0,True,True,True,35.0,35.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
FL,2010,house,48,19013.0,30349.0,49362.0,0.385174830841538,-0.2296503383169239,50.0,USS,6184.0,24157.0,50.0,0.0,50.0,50.0,0.0,-59.236676444415146,whole_precincts,19013.0,30349.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"mckone, tom","nehr, peter f",19013.0,30349.0,-22.965033831692395,36.27164261272275,-1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
FL,2010,house,50,16095.0,23880.0,39975.0,0.4026266416510319,-0.1947467166979362,49.0,USS,7128.0,17081.0,49.0,0.0,49.0,49.0,0.0,-41.1128092858028,whole_precincts,16095.0,23880.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"leonard, shelly","hooper, ed",16095.0,23880.0,-19.474671669793626,21.638137616009185,-1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
FL,2010,house,51,19922.0,22706.0,45127.0,0.4673454067748897,-0.0653091864502205,51.0,USS,6184.0,19719.0,51.0,0.0,51.0,51.0,0.0,-52.25263482994248,whole_precincts,19922.0,22706.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"long, janet c","ahern, larry",19922.0,22706.0,-6.530918645022052,45.721716184920425,1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
FL,2010,house,52,20238.0,21237.0,41475.0,0.4879566003616636,-0.0240867992766726,55.0,USS,6170.0,15994.0,55.0,0.0,55.0,55.0,0.0,-44.324129218552606,whole_precincts,20238.0,21237.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"heller, bill","brandes, jeff",20238.0,21237.0,-2.408679927667269,41.91544929088533,1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
FL,2010,house,53,18817.0,13324.0,32141.0,0.5854516038704458,0.1709032077408916,55.0,USS,6354.0,11422.0,55.0,0.0,55.0,55.0,0.0,-28.51035103510351,whole_precincts,18817.0,13324.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"kriseman, rick","cuba, thomas r",18817.0,13324.0,17.090320774089168,45.60067180919268,1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
FL,2010,house,54,19302.0,29963.0,49265.0,0.3917994519435704,-0.216401096112859,56.0,USS,6837.0,22804.0,56.0,0.0,56.0,56.0,0.0,-53.86795317296987,whole_precincts,19302.0,29963.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"russell, mary","frishe, james c (jim)",19302.0,29963.0,-21.640109611285904,32.22784356168397,-1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
FL,2010,house,56,18333.0,30129.0,48597.0,0.3782963971771697,-0.2434072056456605,63.0,USS,8401.0,25255.0,63.0,0.0,63.0,63.0,0.0,-50.07725219871642,whole_precincts,18333.0,30129.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"chalela, david","burgin, rachel v",18333.0,30129.0,-24.34072056456605,25.73653163415037,-1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
FL,2010,house,57,19892.0,25780.0,45672.0,0.4355403748467332,-0.1289192503065335,41.0,USS,6458.0,22383.0,41.0,0.0,41.0,41.0,0.0,-55.21653202038764,whole_precincts,19927.0,25815.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"frank, stacy","young, dana",19927.0,25815.0,-12.872196231034936,42.34433578935271,0.0,True,True,True,-35.0,-35.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
FL,2010,house,60,18106.0,23064.0,41170.0,0.4397862521253339,-0.120427495749332,54.0,USS,7827.0,19384.0,54.0,0.0,54.0,54.0,0.0,-42.4717944948734,whole_precincts,18106.0,23064.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"patterson, russ","harrison, shawn",18106.0,23064.0,-12.042749574933204,30.4290449199402,0.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
FL,2010,house,61,23567.0,44680.0,68247.0,0.3453192081703225,-0.309361583659355,63.0,USS,9759.0,35499.0,63.0,0.0,63.0,63.0,0.0,-56.87392284237041,whole_precincts,23567.0,44680.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"mccullough, elena","weatherford, will",23567.0,44680.0,-30.936158365935498,25.937764476434914,-1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
FL,2010,house,64,14949.0,26921.0,41870.0,0.3570336756627657,-0.2859326486744686,41.0,USS,8355.0,20637.0,41.0,0.0,41.0,41.0,0.0,-42.36341059602649,whole_precincts,14969.0,26948.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"castagnero, carol","stargel, kelli",14969.0,26948.0,-28.577903953050075,13.785506642976417,-1.0,True,True,True,-20.0,-27.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
FL,2010,house,67,22537.0,55388.0,81910.0,0.2892139878087905,-0.421572024382419,79.0,USS,9934.0,44565.0,79.0,0.0,79.0,79.0,0.0,-63.5442852162425,whole_precincts,22462.0,55863.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"hafeez, z j","steube, greg",22462.0,55863.0,-42.64411107564634,20.90017414059616,0.0,True,True,True,75.0,-475.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
FL,2010,house,69,21601.0,22933.0,44551.0,0.4850451340548794,-0.0299097318902411,54.0,USS,6355.0,19728.0,54.0,0.0,54.0,54.0,0.0,-51.27094275965188,whole_precincts,22216.0,23596.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"fitzgerald, keith","pilon, ray",22216.0,23596.0,-3.0123111848424,48.258631574809485,1.0,True,True,True,-615.0,-663.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
FL,2010,house,70,25802.0,40712.0,66514.0,0.38791833298253,-0.22416333403494,64.0,USS,7052.0,33197.0,64.0,0.0,64.0,64.0,0.0,-64.95813560585356,whole_precincts,25901.0,40879.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"feehan, nancy","holder, doug",25901.0,40879.0,-22.42887091943696,42.5292646864166,-1.0,True,True,True,-99.0,-167.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
FL,2010,house,71,20939.0,40507.0,61446.0,0.3407707580639911,-0.3184584838720177,71.0,USS,7594.0,32008.0,71.0,0.0,71.0,71.0,0.0,-61.648401595878994,whole_precincts,20840.0,40340.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"saltman, andrew f","roberson, ken",20840.0,40340.0,-31.873161163779013,29.77524043209998,-1.0,True,True,True,99.0,167.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
FL,2010,house,73,15526.0,23679.0,40445.0,0.3960209156995281,-0.2079581686009437,45.0,USS,6039.0,22219.0,45.0,0.0,45.0,45.0,0.0,-57.25812159388492,whole_precincts,15526.0,23679.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"peacock, cole","caldwell, matt",15526.0,23679.0,-20.795816860094376,36.46230473379054,0.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
FL,2010,house,79,13204.0,24380.0,40098.0,0.3513197105151128,-0.2973605789697743,66.0,USS,8461.0,21916.0,66.0,0.0,66.0,66.0,0.0,-44.29337985976232,whole_precincts,13222.0,24414.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"freeman, eddie","horner, mike",13222.0,24414.0,-29.737485386332235,14.555894473430085,-1.0,True,True,True,-18.0,-34.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
FL,2010,house,81,26779.0,33784.0,60563.0,0.442167660122517,-0.1156646797549659,54.0,USS,10186.0,32273.0,54.0,0.0,54.0,54.0,0.0,-52.019595374361145,whole_precincts,27168.0,34671.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"fetterman, adam","harrell, gayle",27168.0,34671.0,-12.13311987580653,39.88647549855462,1.0,True,True,True,-389.0,-887.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
FL,2010,house,83,23492.0,39420.0,62912.0,0.373410478128179,-0.2531790437436419,112.0,USS,7207.0,33561.0,112.0,0.0,112.0,112.0,0.0,-64.64383830455259,whole_precincts,23492.0,39420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"marciano, mark","rooney, patrick, jr",23492.0,39420.0,-25.31790437436419,39.3259339301884,0.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
FL,2010,house,84,21125.0,5988.0,27113.0,0.7791465348725704,0.5582930697451407,87.0,USS,14032.0,5557.0,87.0,0.0,87.0,87.0,0.0,43.26407677778345,whole_precincts,21125.0,5988.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"bernard, mack","key, albert",21125.0,5988.0,55.82930697451407,12.565230196730615,0.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
FL,2010,house,85,26950.0,24349.0,51299.0,0.5253513713717616,0.0507027427435232,99.0,USS,8423.0,22834.0,99.0,0.0,99.0,99.0,0.0,-46.10487250855808,whole_precincts,26950.0,24349.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"abruzzo, joseph","donnally, tami l",26950.0,24349.0,5.070274274352326,51.17514678291041,1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
FL,2010,house,87,16542.0,28154.0,44696.0,0.3701002326830141,-0.2597995346339717,91.0,USS,6340.0,23652.0,91.0,0.0,91.0,91.0,0.0,-57.72205921579088,whole_precincts,16542.0,28154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"holzhauer, hava","hager, bill",16542.0,28154.0,-25.979953463397173,31.742105752393705,0.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
FL,2010,house,89,14645.0,9568.0,24213.0,0.6048403750051625,0.209680750010325,69.0,USS,5878.0,8950.0,69.0,0.0,69.0,69.0,0.0,-20.717561370380363,whole_precincts,14645.0,9568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"clemens, jeff","rosenblum, steven",14645.0,9568.0,20.968075001032503,41.68563637141287,0.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
FL,2010,house,90,27995.0,15786.0,43781.0,0.6394326305931797,0.2788652611863594,69.0,USS,8116.0,16074.0,69.0,0.0,69.0,69.0,0.0,-32.897891690781314,whole_precincts,27995.0,15786.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"slosberg, irving i (irv)","rampersad, alison",27995.0,15786.0,27.88652611863594,60.78441780941725,0.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
FL,2010,house,91,17532.0,29896.0,47428.0,0.3696550560850131,-0.2606898878299739,80.0,USS,6199.0,25290.0,80.0,0.0,80.0,80.0,0.0,-60.627520721521805,whole_precincts,17532.0,29896.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"stern, barbra a","moraitis, george",17532.0,29896.0,-26.068988782997387,34.55853193852442,0.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
FL,2010,house,95,18974.0,12147.0,31121.0,0.6096847787667491,0.2193695575334983,61.0,USS,9028.0,10057.0,61.0,0.0,61.0,61.0,0.0,-5.391668849882106,whole_precincts,18974.0,12147.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"waldman, james w (jim)","yardley, scott",18974.0,12147.0,21.936955753349828,27.328624603231933,1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
FL,2010,house,98,20725.0,12210.0,32935.0,0.6292697737968727,0.2585395475937452,60.0,USS,9932.0,10610.0,60.0,0.0,60.0,60.0,0.0,-3.300554960568592,whole_precincts,20725.0,12210.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"sands, franklin","burgess, kimberly a",20725.0,12210.0,25.853954759374524,29.15450971994312,1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
FL,2010,house,107,11591.0,11711.0,23331.0,0.4974251137241438,-0.0051497725517122,45.0,USS,4448.0,12622.0,45.0,0.0,45.0,45.0,0.0,-47.88517867603984,whole_precincts,13221.0,12714.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"garcia, luis","barreiro, gustavo a",13221.0,12714.0,1.954887218045113,49.84006589408495,1.0,True,True,True,-1630.0,-1003.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
FL,2010,house,111,9759.0,17049.0,26808.0,0.3640331244404655,-0.2719337511190689,45.0,USS,4246.0,17525.0,45.0,0.0,45.0,45.0,0.0,-60.99398282118415,whole_precincts,9759.0,17049.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"albright, cristina","fresen, erik",9759.0,17049.0,-27.19337511190689,33.80060770927726,-1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
FL,2010,house,112,13636.0,19752.0,35249.0,0.4084102072600934,-0.1831795854798131,48.0,USS,7470.0,21088.0,48.0,0.0,48.0,48.0,0.0,-47.685412143707545,whole_precincts,13726.0,19390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ruiz, sandra","nunez, jeanette m",13726.0,19390.0,-17.10351491726054,30.581897226447005,0.0,True,True,True,-90.0,362.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
FL,2010,house,113,7260.0,13655.0,21403.0,0.3471192923738943,-0.3057614152522113,49.0,USS,4571.0,13137.0,49.0,0.0,49.0,49.0,0.0,-48.37361644454484,whole_precincts,7905.0,14284.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"cruzet, alex","lopezcantera, carlos",7905.0,14284.0,-28.748478976069222,19.62513746847561,-1.0,True,True,True,-645.0,-629.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
FL,2010,house,114,10444.0,19758.0,31250.0,0.345804913581882,-0.308390172836236,44.0,USS,5010.0,18832.0,44.0,0.0,44.0,44.0,0.0,-57.97332438553813,whole_precincts,10444.0,19758.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"herrera, millie","logan, ana r",10444.0,19758.0,-30.8390172836236,27.134307101914526,0.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
FL,2010,house,115,11716.0,22422.0,35251.0,0.3431952662721893,-0.3136094674556213,42.0,USS,4609.0,21936.0,42.0,0.0,42.0,42.0,0.0,-65.27406291203617,whole_precincts,11716.0,22422.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"solomon, jeffrey (doc)","diaz, jose f",11716.0,22422.0,-31.36094674556213,33.91311616647404,0.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
FL,2010,house,117,13169.0,19951.0,33120.0,0.3976147342995169,-0.2047705314009661,56.0,USS,4926.0,20292.0,56.0,0.0,56.0,56.0,0.0,-60.932667142517246,whole_precincts,13169.0,19951.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"lesperance, lisa","bileca, michael",13169.0,19951.0,-20.47705314009662,40.45561400242063,0.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
FL,2010,house,118,18833.0,6478.0,25311.0,0.744063845758761,0.488127691517522,52.0,USS,14484.0,6042.0,52.0,0.0,52.0,52.0,0.0,41.12832505115463,whole_precincts,18833.0,6478.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"bullard, dwight m","lopez, charles (charlie)",18833.0,6478.0,48.8127691517522,7.684444100597567,1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
FL,2010,house,119,12874.0,15182.0,29331.0,0.4588679783290562,-0.0822640433418876,51.0,USS,5755.0,15909.0,51.0,0.0,51.0,51.0,0.0,-46.87038404726736,whole_precincts,12874.0,15182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"edwards, katie a","artiles, frank",12874.0,15182.0,-8.226404334188766,38.64397971307859,0.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
FL,2010,house,120,22301.0,15718.0,40252.0,0.5865751334858886,0.1731502669717772,59.0,USS,7467.0,19127.0,59.0,0.0,59.0,59.0,0.0,-43.84447619763856,whole_precincts,22301.0,15718.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"saunders, ron","mcpherson, morgan j",22301.0,15718.0,17.31502669717773,61.15950289481629,1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
FL,2010,senate,6,99383.0,44378.0,148627.0,0.6913070999784364,0.3826141999568728,249.0,USS,39462.0,62666.0,249.0,0.0,249.0,249.0,0.0,-22.720507598308007,whole_precincts,99825.0,44510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"montford, bill","shaw, john",99825.0,44510.0,38.32403782866248,61.04454542697049,0.0,True,True,True,-442.0,-132.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
FL,2010,senate,8,72334.0,108831.0,181754.0,0.3992713824414208,-0.2014572351171583,142.0,USS,29427.0,114942.0,142.0,0.0,142.0,142.0,0.0,-59.23363048853978,whole_precincts,73314.0,110176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"gianoulis, deborah","thrasher, john",73314.0,110176.0,-20.08937816774756,39.14425232079222,0.0,True,True,True,-980.0,-1345.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
FL,2010,senate,14,60401.0,70044.0,130445.0,0.4630380620184752,-0.0739238759630495,177.0,USS,32524.0,64501.0,177.0,0.0,177.0,177.0,0.0,-32.95748518423087,whole_precincts,60725.0,70789.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"mcgriff, perry c, jr","oelrich, steve",60725.0,70789.0,-7.652417233146281,25.305067951084588,-1.0,True,True,True,-324.0,-745.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts,HEDA context + Klarner outcome,,,,,,,,,,,,,,,
