cycle,chamber,district,party,candidate,candidate_norm,source_file,votes_wikipedia,incumbent_wikipedia,winner_wikipedia
2014,house,80,R,Mervin Dudley,MERVIN DUDLEY,2014_house.html,4626,False,False
2014,house,81,D,Betty Carol Graham,BETTY CAROL GRAHAM,2014_house.html,7306,True,False
2014,house,81,R,Mark Tuggle,MARK TUGGLE,2014_house.html,9268,False,True
2014,house,82,D,Pebblin W. Warren,PEBBLIN W WARREN,2014_house.html,10180,True,True
2014,house,83,D,"George ""Tootie"" Bandy",GEORGE TOOTIE BANDY,2014_house.html,7484,True,True
2014,house,84,D,Berry Forte,BERRY FORTE,2014_house.html,7764,False,True
2014,house,84,R,Joyce L. Perrin,JOYCE L PERRIN,2014_house.html,4152,False,False
2014,house,85,D,Dexter Grimsley,DEXTER GRIMSLEY,2014_house.html,6692,False,True
2014,house,85,R,Jody Singleton,JODY SINGLETON,2014_house.html,6255,False,False
2014,house,86,D,Merritt Carothers,MERRITT CAROTHERS,2014_house.html,6623,False,False
2014,house,86,R,Paul Lee,PAUL LEE,2014_house.html,9159,False,True
2014,house,87,R,Donnie Chesteen,DONNIE CHESTEEN,2014_house.html,14347,False,True
2014,house,88,R,Paul Beckman,PAUL BECKMAN,2014_house.html,14382,False,True
2014,house,89,D,Alan C. Boothe,ALAN C BOOTHE,2014_house.html,7912,True,True
2014,house,90,D,Charles Newton,CHARLES NEWTON,2014_house.html,8577,True,True
2014,house,90,R,Jerry Hartin,JERRY HARTIN,2014_house.html,5855,False,False
2014,house,91,D,Terry Spicer,TERRY SPICER,2014_house.html,5383,True,False
2014,house,91,R,Barry Moore,BARRY MOORE,2014_house.html,9754,False,True
2014,house,92,D,David S. Darby,DAVID S DARBY,2014_house.html,3086,False,False
2014,house,92,I,Don Cotton,DON COTTON,2014_house.html,3180,False,False
2014,house,92,R,Mike Jones Jr.,MIKE JONES,2014_house.html,6820,False,True
2014,house,93,D,Ronnie Helms,RONNIE HELMS,2014_house.html,3271,False,False
2014,house,93,R,Steve Clouse,STEVE CLOUSE,2014_house.html,11418,True,True
2014,house,94,R,Joe Faust,JOE FAUST,2014_house.html,16481,True,True
2014,house,95,R,Steve McMillan,STEVE MCMILLAN,2014_house.html,16239,True,True
2014,house,96,R,Randy Davis,RANDY DAVIS,2014_house.html,13319,True,True
2014,house,97,D,Yvonne Kennedy,YVONNE KENNEDY,2014_house.html,6714,True,True
2014,house,98,D,Napoleon Bracy Jr.,NAPOLEON BRACY,2014_house.html,6767,False,True
2014,house,98,R,Sharon L. Powe,SHARON L POWE,2014_house.html,3222,False,False
2014,house,99,D,James E. Buskey,JAMES E BUSKEY,2014_house.html,8554,True,True
2014,house,99,I,Rashawn Figures,RASHAWN FIGURES,2014_house.html,1800,False,False
2014,house,100,R,Victor Gaston,VICTOR GASTON,2014_house.html,12640,True,True
2014,house,101,R,Jamie Ison,JAMIE ISON,2014_house.html,8414,True,True
2014,house,102,R,Chad Fincher,CHAD FINCHER,2014_house.html,9641,True,True
2014,house,103,D,Joseph C. Mitchell,JOSEPH C MITCHELL,2014_house.html,6962,True,True
2014,house,104,R,Jim Barton,JIM BARTON,2014_house.html,11155,True,True
2014,house,105,R,Spencer Collier,SPENCER COLLIER,2014_house.html,7807,True,True
2014,senate,1,D,Mike Curtis,MIKE CURTIS,2014_senate.html,13704,False,False
2014,senate,1,R,Tim Melson,TIM MELSON,2014_senate.html,22982,False,True
2014,senate,2,R,Bill Holtzclaw,BILL HOLTZCLAW,2014_senate.html,24936,False,True
2014,senate,3,R,Arthur Orr,ARTHUR ORR,2014_senate.html,26906,True,True
2014,senate,4,D,Angelo Mancuso,ANGELO MANCUSO,2014_senate.html,8875,False,False
2014,senate,4,R,Paul Bussman,PAUL BUSSMAN,2014_senate.html,24750,False,True
2014,senate,5,R,Greg Reed,GREG REED,2014_senate.html,29611,False,True
2014,senate,6,D,"Roger Bedford, Jr.",ROGER BEDFORD,2014_senate.html,17574,False,False
2014,senate,6,R,Larry Stutts,LARRY STUTTS,2014_senate.html,17641,False,True
2014,senate,7,D,Bryan Bennet,BRYAN BENNET,2014_senate.html,12404,False,False
2014,senate,7,R,Paul Sanford,PAUL SANFORD,2014_senate.html,22873,False,True
2014,senate,8,D,Horace Clemmons,HORACE CLEMMONS,2014_senate.html,9322,False,False
2014,senate,8,R,Steve Livingston,STEVE LIVINGSTON,2014_senate.html,24332,False,True
2014,senate,9,R,Clay Scofield,CLAY SCOFIELD,2014_senate.html,24596,False,True
2014,senate,10,D,Larry Means,LARRY MEANS,2014_senate.html,16530,False,False
2014,senate,10,R,Phil Williams,PHIL WILLIAMS,2014_senate.html,17967,False,True
2014,senate,11,D,Ron Crumpton,RON CRUMPTON,2014_senate.html,6981,False,False
2014,senate,11,R,Jim McClendon,JIM MCCLENDON,2014_senate.html,24318,False,True
2014,senate,12,D,Taylor Stewart,TAYLOR STEWART,2014_senate.html,13178,False,False
2014,senate,12,R,Del Marsh,DEL MARSH,2014_senate.html,17646,False,True
2014,senate,13,I,Bill Fuller,BILL FULLER,2014_senate.html,3697,False,False
2014,senate,13,R,Gerald Dial,GERALD DIAL,2014_senate.html,16758,False,True
2014,senate,14,R,Cam Ward,CAM WARD,2014_senate.html,25724,False,True
2014,senate,15,R,Slade Blackwell,SLADE BLACKWELL,2014_senate.html,29498,False,True
2014,senate,16,D,Cindy Bell,CINDY BELL,2014_senate.html,8284,False,False
2014,senate,16,R,"J.T. ""Jabo"" Waggoner",J T JABO WAGGONER,2014_senate.html,28107,False,True
2014,senate,17,R,Shay Shelnutt,SHAY SHELNUTT,2014_senate.html,31105,False,True
2014,senate,18,D,Rodger Smitherman,RODGER SMITHERMAN,2014_senate.html,23195,False,True
2014,senate,19,D,Priscilla Dunn,PRISCILLA DUNN,2014_senate.html,27143,False,True
2014,senate,20,D,Linda Coleman,LINDA COLEMAN,2014_senate.html,23368,False,True
2014,senate,21,D,Phil Poole,PHIL POOLE,2014_senate.html,12161,False,False
2014,senate,21,R,Gerald Allen,GERALD ALLEN,2014_senate.html,20179,False,True
2014,senate,22,D,Susan Smith,SUSAN SMITH,2014_senate.html,11275,False,False
2014,senate,22,R,Greg Albritton,GREG ALBRITTON,2014_senate.html,23162,False,True
2014,senate,23,D,Hank Sanders,HANK SANDERS,2014_senate.html,29306,False,True
2014,senate,24,D,Bobby Singleton,BOBBY SINGLETON,2014_senate.html,26859,False,True
2014,senate,25,R,Dick Brewbaker,DICK BREWBAKER,2014_senate.html,29545,False,True
2014,senate,26,D,Quinton Ross,QUINTON ROSS,2014_senate.html,25166,False,True
2014,senate,27,D,Haylee Moss,HAYLEE MOSS,2014_senate.html,10358,False,False
2014,senate,27,R,Tom Whatley,TOM WHATLEY,2014_senate.html,19808,False,True
2014,senate,28,D,Billy Beasley,BILLY BEASLEY,2014_senate.html,22148,False,True
2014,senate,28,R,John Savage,JOHN SAVAGE,2014_senate.html,8020,False,False
2014,senate,29,I,Harri Anne Smith,HARRI ANNE SMITH,2014_senate.html,17830,False,True
2014,senate,29,R,Melinda McClendon,MELINDA MCCLENDON,2014_senate.html,16145,False,False
2014,senate,30,I,Bryan Morgan,BRYAN MORGAN,2014_senate.html,5653,False,False
2014,senate,30,R,Clyde Chambliss,CLYDE CHAMBLISS,2014_senate.html,22916,False,True
2014,senate,31,D,Larry Greenwood,LARRY GREENWOOD,2014_senate.html,8627,False,False
2014,senate,31,R,Jimmy Holley,JIMMY HOLLEY,2014_senate.html,23067,False,True
2014,senate,32,I,Kimberly McCuiston,KIMBERLY MCCUISTON,2014_senate.html,6306,False,False
2014,senate,32,R,Trip Pittman,TRIP PITTMAN,2014_senate.html,27837,False,True
2014,senate,33,D,Vivian Davis Figures,VIVIAN DAVIS FIGURES,2014_senate.html,23012,False,True
2014,senate,34,R,Rusty Glover,RUSTY GLOVER,2014_senate.html,22451,False,True
2014,senate,35,D,Beau Doolittle,BEAU DOOLITTLE,2014_senate.html,6862,False,False
2014,senate,35,R,Bill Hightower,BILL HIGHTOWER,2014_senate.html,19173,False,True
2018,house,1,D,72,,2018_house.html,33,False,False
2018,house,1,I,4,,2018_house.html,0,False,False
2018,house,1,I,Bobby James Dolan III,BOBBY JAMES DOLAN,2018_house.html,4336,False,False
2018,house,1,L,2,,2018_house.html,0,False,False
2018,house,1,R,82,,2018_house.html,72,False,False
2018,house,1,R,Phillip Pettus,PHILLIP PETTUS,2018_house.html,7348,True,True
2018,house,2,D,Laura Kay Morrow,LAURA KAY MORROW,2018_house.html,4798,False,False
2018,house,2,R,Lynn Greer,LYNN GREER,2018_house.html,13056,True,True
2018,house,3,D,Chad Young,CHAD YOUNG,2018_house.html,8540,False,False
2018,house,3,R,Andrew Sorrell,ANDREW SORRELL,2018_house.html,9448,False,True
2018,house,4,D,Jo Ann Cummings,JO ANN CUMMINGS,2018_house.html,4325,False,False
2018,house,4,I,"Polan ""Pete"" Willis Jr.",POLAN PETE WILLIS,2018_house.html,1620,False,False
2018,house,4,R,Parker Moore,PARKER MOORE,2018_house.html,11074,True,True
2018,house,5,D,Brian D Williams,BRIAN D WILLIAMS,2018_house.html,4725,False,False
2018,house,5,R,Danny Crawford,DANNY CRAWFORD,2018_house.html,12395,True,True
2018,house,6,R,Andy Whitt,ANDY WHITT,2018_house.html,11893,False,True
2018,house,7,D,Kenneth A. Brackins,KENNETH A BRACKINS,2018_house.html,3592,False,False
2018,house,7,R,Proncey Robinson,PRONCEY ROBINSON,2018_house.html,10892,False,True
2018,house,8,D,Billy Jackson,BILLY JACKSON,2018_house.html,5469,False,False
2018,house,8,R,Terri Collins,TERRI COLLINS,2018_house.html,8803,True,True
2018,house,9,R,Scott Stadthagen,SCOTT STADTHAGEN,2018_house.html,13297,False,True
2018,house,10,D,J.B. King,J B KING,2018_house.html,8565,False,False
2018,house,10,L,Elijah J. Boyd,ELIJAH J BOYD,2018_house.html,1130,False,False
2018,house,10,R,Mike Ball,MIKE BALL,2018_house.html,11240,True,True
2018,house,11,R,Randall Shedd,RANDALL SHEDD,2018_house.html,13098,True,True
2018,house,12,R,Corey Harbison,COREY HARBISON,2018_house.html,14687,True,True
2018,house,13,R,Connie Rowe,CONNIE ROWE,2018_house.html,13755,True,True
2018,house,14,R,Tim Wadsworth,TIM WADSWORTH,2018_house.html,13394,True,True
2018,house,15,D,Suzanna Coleman,SUZANNA COLEMAN,2018_house.html,6951,False,False
2018,house,15,R,Allen Farley,ALLEN FARLEY,2018_house.html,14212,True,True
2018,house,16,R,Kyle South,KYLE SOUTH,2018_house.html,14681,True,True
2018,house,17,R,Tracy Estes,TRACY ESTES,2018_house.html,12158,False,True
2018,house,18,D,Eddie Britton,EDDIE BRITTON,2018_house.html,3886,False,False
2018,house,18,R,Jamie Kiel,JAMIE KIEL,2018_house.html,9845,False,True
2018,house,19,D,Laura Hall,LAURA HALL,2018_house.html,12675,True,True
2018,house,20,D,Linda Meigs,LINDA MEIGS,2018_house.html,8527,False,False
2018,house,20,R,Howard Sanderford,HOWARD SANDERFORD,2018_house.html,14589,True,True
2018,house,21,D,Terry Jones,TERRY JONES,2018_house.html,8391,False,False
2018,house,21,R,Rex Reynolds,REX REYNOLDS,2018_house.html,13311,True,True
2018,house,22,R,Ritchie Whorton,RITCHIE WHORTON,2018_house.html,13929,True,True
2018,house,23,R,Tommy Hanes,TOMMY HANES,2018_house.html,10823,True,True
2018,house,24,R,Nathaniel Ledbetter,NATHANIEL LEDBETTER,2018_house.html,12394,True,True
2018,house,25,R,Mac McCutcheon,MAC MCCUTCHEON,2018_house.html,14974,True,True
2018,house,26,R,Kerry Rich,KERRY RICH,2018_house.html,8948,True,True
2018,house,27,D,Bill Jones,BILL JONES,2018_house.html,2456,False,False
2018,house,27,R,Wes Kitchens,WES KITCHENS,2018_house.html,13245,False,True
2018,house,28,D,Kyle Pierce,KYLE PIERCE,2018_house.html,5731,False,False
2018,house,28,R,Gil Isbell,GIL ISBELL,2018_house.html,7091,False,True
2018,house,29,D,Jared Vaughn,JARED VAUGHN,2018_house.html,3032,False,False
2018,house,29,R,Becky Nordgren,BECKY NORDGREN,2018_house.html,11528,True,True
2018,house,30,D,Jared Vaughn,JARED VAUGHN,2018_house.html,2931,False,False
2018,house,30,R,B. Craig Lipscomb,B CRAIG LIPSCOMB,2018_house.html,13779,False,True
2018,house,31,R,Mike Holmes,MIKE HOLMES,2018_house.html,14323,True,True
2018,house,32,D,Barbara Boyd,BARBARA BOYD,2018_house.html,7761,True,True
2018,house,32,R,James Allen Lloyd,JAMES ALLEN LLOYD,2018_house.html,4513,False,False
2018,house,33,D,Scott Brewer,SCOTT BREWER,2018_house.html,4928,False,False
2018,house,33,R,Ronald Johnson,RONALD JOHNSON,2018_house.html,10155,True,True
2018,house,34,R,David Standridge,DAVID STANDRIDGE,2018_house.html,13331,True,True
2018,house,35,R,Steve Hurst,STEVE HURST,2018_house.html,11567,True,True
2018,house,36,D,Nicki Arnold-Swindle,NICKI ARNOLD SWINDLE,2018_house.html,4256,False,False
2018,house,36,R,Randy Wood,RANDY WOOD,2018_house.html,11399,True,True
2018,house,37,D,Charlotte A. Clark-Frieson,CHARLOTTE A CLARK FRIESON,2018_house.html,4505,False,False
2018,house,37,R,Bob Fincher,BOB FINCHER,2018_house.html,11153,True,True
2018,house,38,D,Brian McGee,BRIAN MCGEE,2018_house.html,4944,False,False
2018,house,38,R,Debbie Hamby Wood,DEBBIE HAMBY WOOD,2018_house.html,11151,False,True
2018,house,39,R,Ginny Shaver,GINNY SHAVER,2018_house.html,11585,False,True
2018,house,40,D,Pamela Jean Howard,PAMELA JEAN HOWARD,2018_house.html,3819,False,False
2018,house,40,R,K. L. Brown,K L BROWN,2018_house.html,11188,True,True
2018,house,41,D,Emily Anne Marcum,EMILY ANNE MARCUM,2018_house.html,4610,False,False
2018,house,41,R,Corley Ellis,CORLEY ELLIS,2018_house.html,14088,True,True
2018,house,42,R,Jimmy Martin,JIMMY MARTIN,2018_house.html,12412,True,True
2018,house,43,D,Carin Mayo,CARIN MAYO,2018_house.html,5847,False,False
2018,house,43,R,Arnold Mooney,ARNOLD MOONEY,2018_house.html,15035,True,True
2018,house,44,R,Danny Garrett,DANNY GARRETT,2018_house.html,14597,True,True
2018,house,45,D,Jenn Gray,JENN GRAY,2018_house.html,7148,False,False
2018,house,45,R,Dickie Drake,DICKIE DRAKE,2018_house.html,13669,True,True
2018,house,46,D,Felicia Stewart,FELICIA STEWART,2018_house.html,8445,False,False
2018,house,46,R,David Faulkner,DAVID FAULKNER,2018_house.html,13341,True,True
2018,house,47,D,Jim Toomey,JIM TOOMEY,2018_house.html,7721,False,False
2018,house,47,R,David Wheeler,DAVID WHEELER,2018_house.html,9170,False,True
2018,house,48,D,Alli Summerford,ALLI SUMMERFORD,2018_house.html,7832,False,False
2018,house,48,R,Jim Carns,JIM CARNS,2018_house.html,14789,True,True
2018,house,49,R,April Weaver,APRIL WEAVER,2018_house.html,10795,True,True
2018,house,50,R,Jim Hill,JIM HILL,2018_house.html,14412,True,True
2018,house,51,D,Veronica R. Johnson,VERONICA R JOHNSON,2018_house.html,3174,False,False
2018,house,51,R,Allen Treadaway,ALLEN TREADAWAY,2018_house.html,15390,True,True
2018,house,52,D,John Rogers,JOHN ROGERS,2018_house.html,13284,True,True
2018,house,53,D,Anthony Daniels,ANTHONY DANIELS,2018_house.html,8375,True,True
2018,house,54,D,Neil Rafferty,NEIL RAFFERTY,2018_house.html,13287,False,True
2018,house,54,I,Joseph Casper Baker III,JOSEPH CASPER BAKER,2018_house.html,1436,False,False
2018,house,55,D,Rod Scott,ROD SCOTT,2018_house.html,13109,True,True
2018,house,56,D,Louise Alexander,LOUISE ALEXANDER,2018_house.html,13769,True,True
2018,house,57,D,Merika Coleman,MERIKA COLEMAN,2018_house.html,12831,True,True
2018,house,58,D,Rolanda Hollis,ROLANDA HOLLIS,2018_house.html,12498,True,True
2018,house,59,D,Mary Moore,MARY MOORE,2018_house.html,12036,True,True
2018,house,60,D,Juandalynn Givan,JUANDALYNN GIVAN,2018_house.html,14432,True,True
2018,house,61,D,"Thomas ""Tommy"" Hyche",THOMAS TOMMY HYCHE,2018_house.html,6491,False,False
2018,house,61,R,Rodney Sullivan,RODNEY SULLIVAN,2018_house.html,12407,False,True
2018,house,62,D,Will Benton,WILL BENTON,2018_house.html,5265,False,False
2018,house,62,R,Rich Wingo,RICH WINGO,2018_house.html,11282,True,True
2018,house,63,R,Bill Poole,BILL POOLE,2018_house.html,10239,True,True
2018,house,64,D,Amber Selman-Lynn,AMBER SELMAN LYNN,2018_house.html,4022,False,False
2018,house,64,R,Harry Shiver,HARRY SHIVER,2018_house.html,13030,True,True
2018,house,65,D,Elaine Beech,ELAINE BEECH,2018_house.html,9010,True,False
2018,house,65,R,Brett Easterbrook,BRETT EASTERBROOK,2018_house.html,10095,False,True
2018,house,66,D,Susan E. Smith,SUSAN E SMITH,2018_house.html,4008,False,False
2018,house,66,R,Alan Baker,ALAN BAKER,2018_house.html,10431,True,True
2018,house,67,D,Prince Chestnut,PRINCE CHESTNUT,2018_house.html,11635,True,True
2018,house,68,D,Thomas Jackson,THOMAS JACKSON,2018_house.html,10382,True,True
2018,house,69,D,Kelvin Lawrence,KELVIN LAWRENCE,2018_house.html,12867,True,True
2018,house,70,D,Christopher J. England,CHRISTOPHER J ENGLAND,2018_house.html,11541,True,True
2018,house,71,D,Artis J. McCampbell,ARTIS J MCCAMPBELL,2018_house.html,12400,True,True
2018,house,72,D,Ralph Anthony Howard,RALPH ANTHONY HOWARD,2018_house.html,12811,True,True
2018,house,73,D,Jack Jacobs,JACK JACOBS,2018_house.html,5772,False,False
2018,house,73,R,Matt Fridy,MATT FRIDY,2018_house.html,12913,True,True
2018,house,74,D,Rayford Mack,RAYFORD MACK,2018_house.html,6160,False,False
2018,house,74,R,Dimitri Polizos,DIMITRI POLIZOS,2018_house.html,9449,True,True
2018,house,75,R,Reed Ingram,REED INGRAM,2018_house.html,13229,True,True
2018,house,76,D,Thad McClammy,THAD MCCLAMMY,2018_house.html,11681,True,True
2018,house,77,D,Tashina Morris,TASHINA MORRIS,2018_house.html,10638,False,True
2018,house,78,D,Kirk Hatcher,KIRK HATCHER,2018_house.html,9506,False,True
2018,house,78,I,Tijuanna Adetunji,TIJUANNA ADETUNJI,2018_house.html,1860,False,False
2018,house,79,D,Mary Wynne Kling,MARY WYNNE KLING,2018_house.html,7015,False,False
2018,house,79,R,Joe Lovvorn,JOE LOVVORN,2018_house.html,9717,True,True
2018,house,80,D,"Christopher F. ""Apostle"" Davis",CHRISTOPHER F APOSTLE DAVIS,2018_house.html,3407,False,False
2018,house,80,R,Chris Blackshear,CHRIS BLACKSHEAR,2018_house.html,8506,True,True
2018,house,81,D,"Jeremy ""J.J."" Jeffcoat",JEREMY J J JEFFCOAT,2018_house.html,4697,False,False
2018,house,81,R,Ed Oliver,ED OLIVER,2018_house.html,12823,False,True
2018,house,82,D,Pebblin Warren,PEBBLIN WARREN,2018_house.html,11411,True,True
2018,house,83,D,Jeremy Gray,JEREMY GRAY,2018_house.html,8943,False,True
2018,house,83,R,Michael J Holden II,MICHAEL J HOLDEN,2018_house.html,5143,False,False
2018,house,84,D,Berry Forte,BERRY FORTE,2018_house.html,9962,True,True
2018,house,85,D,Dexter Grimsley,DEXTER GRIMSLEY,2018_house.html,7315,True,True
2018,house,85,R,J. Ron Wilson,J RON WILSON,2018_house.html,6266,False,False
2018,house,86,D,Kristy M. Kirkland,KRISTY M KIRKLAND,2018_house.html,3238,False,False
2018,house,86,R,Paul Lee,PAUL LEE,2018_house.html,11226,True,True
2018,house,87,R,Jeff Sorrells,JEFF SORRELLS,2018_house.html,13835,False,True
2018,house,88,D,Cory Creel,CORY CREEL,2018_house.html,4793,False,False
2018,house,88,R,Will Dismukes,WILL DISMUKES,2018_house.html,11500,False,True
2018,house,89,D,Joel Lee Williams,JOEL LEE WILLIAMS,2018_house.html,5348,False,False
2018,house,89,R,Wes Allen,WES ALLEN,2018_house.html,7804,False,True
2018,house,90,D,Joanne Whetstone,JOANNE WHETSTONE,2018_house.html,6051,False,False
2018,house,90,R,Chris Sells,CHRIS SELLS,2018_house.html,11063,True,True
2018,house,91,R,Rhett Marques,RHETT MARQUES,2018_house.html,11445,False,True
2018,house,92,R,Mike Jones Jr.,MIKE JONES,2018_house.html,11912,False,True
2018,house,93,R,Steve Clouse,STEVE CLOUSE,2018_house.html,11974,True,True
2018,house,94,D,Danielle Mashburn-Myrick,DANIELLE MASHBURN MYRICK,2018_house.html,6257,False,False
2018,house,94,R,Joe Faust,JOE FAUST,2018_house.html,15302,True,True
2018,house,95,R,Steve McMillan,STEVE MCMILLAN,2018_house.html,17008,True,True
2018,house,96,D,Maurice Horsey,MAURICE HORSEY,2018_house.html,5019,False,False
2018,house,96,L,"J. Matthew ""Matt"" Shelby",J MATTHEW MATT SHELBY,2018_house.html,1106,False,False
2018,house,96,R,Matt Simpson,MATT SIMPSON,2018_house.html,13699,False,True
2018,house,97,D,Adline Clarke,ADLINE CLARKE,2018_house.html,8740,True,True
2018,house,97,R,Stephen McNair,STEPHEN MCNAIR,2018_house.html,4605,False,False
2018,house,98,D,Napoleon Bracy Jr.,NAPOLEON BRACY,2018_house.html,9674,True,True
2018,house,99,D,Sam Jones,SAM JONES,2018_house.html,11794,False,True
2018,house,99,R,Charles Talbert,CHARLES TALBERT,2018_house.html,4270,False,False
2018,house,100,R,Victor Gaston,VICTOR GASTON,2018_house.html,12086,True,True
2018,house,101,R,Chris Pringle,CHRIS PRINGLE,2018_house.html,10274,True,True
2018,house,102,R,Shane Stringer,SHANE STRINGER,2018_house.html,11048,False,True
2018,house,103,D,Barbara Drummond,BARBARA DRUMMOND,2018_house.html,8818,True,True
2018,house,104,D,Arlene Cunningham Easley,ARLENE CUNNINGHAM EASLEY,2018_house.html,4695,False,False
2018,house,104,R,Margie Wilcox,MARGIE WILCOX,2018_house.html,10152,True,True
2018,house,105,R,Chip Brown,CHIP BROWN,2018_house.html,10176,False,True
2018,senate,1,D,Caroline Self,CAROLINE SELF,2018_senate.html,15830,False,False
2018,senate,1,R,Tim Melson,TIM MELSON,2018_senate.html,33141,True,True
2018,senate,2,D,Amy Wasyluka,AMY WASYLUKA,2018_senate.html,26911,False,False
2018,senate,2,R,Tom Butler,TOM BUTLER,2018_senate.html,31997,False,True
2018,senate,3,R,Arthur Orr,ARTHUR ORR,2018_senate.html,37295,True,True
2018,senate,4,R,Garlan Gudger,GARLAN GUDGER,2018_senate.html,39817,False,True
2018,senate,5,R,Greg Reed,GREG REED,2018_senate.html,42404,True,True
2018,senate,6,D,Johnny Mack Morrow,JOHNNY MACK MORROW,2018_senate.html,21796,False,False
2018,senate,6,R,Larry Stutts,LARRY STUTTS,2018_senate.html,22683,True,True
2018,senate,7,D,Deborah Barros,DEBORAH BARROS,2018_senate.html,24363,False,False
2018,senate,7,R,Sam Givhan,SAM GIVHAN,2018_senate.html,30080,False,True
2018,senate,8,R,Steve Livingston,STEVE LIVINGSTON,2018_senate.html,37913,True,True
2018,senate,9,R,Clay Scofield,CLAY SCOFIELD,2018_senate.html,35192,True,True
2018,senate,10,I,Craig Ford,CRAIG FORD,2018_senate.html,16759,False,False
2018,senate,10,R,Andrew Jones,ANDREW JONES,2018_senate.html,25902,False,True
2018,senate,11,D,Carl Carter,CARL CARTER,2018_senate.html,11411,False,False
2018,senate,11,R,Jim McClendon,JIM MCCLENDON,2018_senate.html,36192,True,True
2018,senate,12,D,Jim Williams,JIM WILLIAMS,2018_senate.html,15010,False,False
2018,senate,12,R,Del Marsh,DEL MARSH,2018_senate.html,27416,True,True
2018,senate,13,D,Darrell Turner,DARRELL TURNER,2018_senate.html,12839,False,False
2018,senate,13,R,Randy Price,RANDY PRICE,2018_senate.html,31614,False,True
2018,senate,14,D,Jerry McDonald,JERRY MCDONALD,2018_senate.html,13173,False,False
2018,senate,14,R,Cam Ward,CAM WARD,2018_senate.html,34957,True,True
2018,senate,15,R,Dan Roberts,DAN ROBERTS,2018_senate.html,44792,False,True
2018,senate,16,D,Lindsey Deckard,LINDSEY DECKARD,2018_senate.html,21851,False,False
2018,senate,16,R,Jabo Waggoner,JABO WAGGONER,2018_senate.html,37068,True,True
2018,senate,17,R,Shay Shelnutt,SHAY SHELNUTT,2018_senate.html,45964,True,True
2018,senate,18,D,Rodger Smitherman,RODGER SMITHERMAN,2018_senate.html,39819,True,True
2018,senate,19,D,Priscilla Dunn,PRISCILLA DUNN,2018_senate.html,38668,True,True
2018,senate,20,D,Linda Coleman-Madison,LINDA COLEMAN MADISON,2018_senate.html,36478,True,True
2018,senate,21,D,Rick Burnham,RICK BURNHAM,2018_senate.html,16005,False,False
2018,senate,21,R,Gerald Allen,GERALD ALLEN,2018_senate.html,33368,True,True
2018,senate,22,R,Greg Albritton,GREG ALBRITTON,2018_senate.html,34507,True,True
2018,senate,23,D,Malika Sanders-Fortier,MALIKA SANDERS FORTIER,2018_senate.html,30193,False,True
2018,senate,23,I,Mark Story,MARK STORY,2018_senate.html,15796,False,False
2018,senate,24,D,Bobby Singleton,BOBBY SINGLETON,2018_senate.html,37394,True,True
2018,senate,25,D,David Sadler,DAVID SADLER,2018_senate.html,20866,False,False
2018,senate,25,R,Will Barfoot,WILL BARFOOT,2018_senate.html,33029,False,True
2018,senate,26,D,David Burkette,DAVID BURKETTE,2018_senate.html,31973,True,True
2018,senate,26,R,D.J. Johnson,D J JOHNSON,2018_senate.html,7863,False,False
2018,senate,27,D,Nancy Carlton Bendinger,NANCY CARLTON BENDINGER,2018_senate.html,20587,False,False
2018,senate,27,R,Tom Whatley,TOM WHATLEY,2018_senate.html,29741,True,True
2018,senate,28,D,Billy Beasley,BILLY BEASLEY,2018_senate.html,28445,True,True
2018,senate,29,R,Donnie Chesteen,DONNIE CHESTEEN,2018_senate.html,34273,False,True
2018,senate,30,R,"Clyde Chambliss, Jr.",CLYDE CHAMBLISS,2018_senate.html,35259,True,True
2018,senate,31,R,Jimmy Holley,JIMMY HOLLEY,2018_senate.html,33137,True,True
2018,senate,32,D,Jason Fisher,JASON FISHER,2018_senate.html,15193,False,False
2018,senate,32,R,Chris Elliott,CHRIS ELLIOTT,2018_senate.html,45726,False,True
2018,senate,33,D,Vivian Davis Figures,VIVIAN DAVIS FIGURES,2018_senate.html,34995,True,True
2018,senate,34,R,Jack Williams,JACK WILLIAMS,2018_senate.html,35093,False,True
2018,senate,35,D,Tom Holmes,TOM HOLMES,2018_senate.html,13896,False,False
2018,senate,35,R,David Sessions,DAVID SESSIONS,2018_senate.html,29046,False,True
2022,house,1,D,47,,2022_house.html,28,False,False
2022,house,1,L,27,,2022_house.html,0,False,False
2022,house,1,R,82,,2022_house.html,77,False,False
2022,house,1,R,Maurice McCaney,MAURICE MCCANEY,2022_house.html,3512,False,False
2022,house,1,R,Phillip Pettus,PHILLIP PETTUS,2022_house.html,10360,True,True
2022,house,2,R,Ben Harrison,BEN HARRISON,2022_house.html,11233,False,True
2022,house,2,R,Jason Spencer Black,JASON SPENCER BLACK,2022_house.html,3456,False,False
2022,house,2,R,Kimberly Butler,KIMBERLY BUTLER,2022_house.html,3101,False,False
2022,house,2,R,Terrance L. Irelan,TERRANCE L IRELAN,2022_house.html,522,False,False
2022,house,3,D,Susan Warren Bentley,SUSAN WARREN BENTLEY,2022_house.html,420,False,False
2022,house,3,D,Wesley Thompson,WESLEY THOMPSON,2022_house.html,4241,False,False
2022,house,3,R,Fred Joly,FRED JOLY,2022_house.html,2496,False,False
2022,house,3,R,"Kerry ""Bubba"" Underwood",KERRY BUBBA UNDERWOOD,2022_house.html,8023,False,True
2022,house,4,R,Parker Duncan Moore,PARKER DUNCAN MOORE,2022_house.html,11236,True,True
