cycle,bonica.rid,bonica.cid,name,lname,party,state,seat,district,recipient.cfscore,num.givers,total.receipts,total.disbursements,total.indiv.contribs,total.unitemized,total.pac.contribs,total.party.contribs,total.contribs.from.candidate,chamber,district_num,party_letter,normalized_name,dime_recipient_cycle_id
1998,cand4537,3238136545.0,"meeks, larry",meeks,200,AL,state:lower,AL-89,1.256,34,22850.0,0.0,7100.0,0.0,8750.0,5500.0,1500.0,house,89,R,MEEKS LARRY,DIME-91ED27093F967F028B95
1998,cand4538,3818445711.0,"melton, wynnton",melton,100,AL,state:lower,AL-87,-1.108,9,13722.0,0.0,1100.0,6710.0,1500.0,0.0,4220.0,house,87,D,MELTON WYNNTON,DIME-5BF0DC818DFB334E6774
2002,cand4539,4179399016.0,"merrill, john h",merrill,100,AL,state:lower,AL-62,1.147,188,122845.0,0.0,53775.0,4006.0,53117.0,11500.0,448.0,house,62,D,MERRILL JOHN H,DIME-68B17D58C79A1B7EDAFF
2010,cand4539,4179399016.0,"merrill, john",merrill,200,AL,state:lower,AL-62,1.147,336,208502.0,0.0,91280.0,0.0,96292.0,1000.0,2990.0,house,62,R,MERRILL JOHN,DIME-9100913026EE64A0EC75
2012,cand4539,4179399016.0,"merrill, john",merrill,200,AL,state:lower,AL-62,1.147,8,2650.0,0.0,250.0,0.0,2400.0,0.0,0.0,house,62,R,MERRILL JOHN,DIME-B17556CAADA88BFC6DCE
2002,cand4540,5000003818438023.0,"miles, pam",miles,100,AL,state:lower,AL-25,-0.801,29,30943.0,0.0,8575.0,2376.0,13700.0,700.0,5592.0,house,25,D,MILES PAM,DIME-5259BCD1F8A5DE254776
2002,cand4541,4772175491.0,"miller, jeff",miller,100,AL,state:lower,AL-20,-0.487,30,51595.0,0.0,9525.0,25.0,29545.0,6500.0,6000.0,house,20,D,MILLER JEFF,DIME-F44765B07C3D8C06B1D0
1998,cand4542,3818438035.0,"minnifield, warren a",minnifield,100,AL,state:lower,AL-55,0.218,45,45815.0,0.0,900.0,1994.0,36921.0,0.0,6000.0,house,55,D,MINNIFIELD WARREN A,DIME-310D9AE60B7269810C93
2006,cand4543,5000003818438270.0,"mitchell, sue",mitchell,100,AL,state:lower,AL-4,-0.21,8,34576.0,0.0,750.0,120.0,6092.0,183.0,281.0,house,4,D,MITCHELL SUE,DIME-D31C2FB5FB945E955541
1998,cand4548,3818427526.0,"moore, garreth",moore,200,AL,state:lower,AL-91,0.687,132,85218.0,0.0,5656.0,300.0,59022.0,1040.0,15250.0,house,91,R,MOORE GARRETH,DIME-F62E16C0245483CA93A2
1998,cand4549,5000003818427523.0,"moore, liz",moore,200,AL,state:upper,AL-15,1.872,1,77500.0,0.0,0.0,0.0,0.0,0.0,77500.0,senate,15,R,MOORE LIZ,DIME-DA21201F5ED5B0C9520F
2002,cand157361,3818427780.0,"moore, thomas o",moore,100,AL,state:lower,AL-71,0.569,14,6305.0,0.0,2250.0,1905.0,1650.0,0.0,500.0,house,71,D,MOORE THOMAS O,DIME-B1FF4332437A8530066D
2002,cand4553,,"moore, tony charles",moore,200,AL,state:lower,AL-88,2.12,9,25080.0,0.0,1200.0,0.0,9085.0,0.0,14795.0,house,88,R,MOORE TONY CHARLES,DIME-7F7B15502A0280BF8447
2002,cand4554,3818427605.0,"morris, joey",morris,200,AL,state:lower,AL-87,0.867,32,28075.0,0.0,8450.0,125.0,500.0,0.0,19000.0,house,87,R,MORRIS JOEY,DIME-A87A5FB369B277D4D4BF
1998,cand4555,3818427402.0,"morton, charles h",morton,200,AL,state:lower,AL-27,2.067,13,11093.0,0.0,1780.0,638.0,2250.0,0.0,6426.0,house,27,R,MORTON CHARLES H,DIME-7F8B286723FA297E741C
1998,cand4556,3818428007.0,"morton, michael",morton,200,AL,state:lower,AL-55,2.063,2,3500.0,0.0,3000.0,0.0,0.0,500.0,0.0,house,55,R,MORTON MICHAEL,DIME-95BA68C050E879409631
2002,cand4556,3818428007.0,"morton, michael b",morton,200,AL,state:upper,AL-14,2.063,1,4032.0,0.0,0.0,0.0,0.0,0.0,4032.0,senate,14,R,MORTON MICHAEL B,DIME-10A0002E6D6A4BDD1C36
1998,cand4557,3818427592.0,"moseley, stephen a",moseley,200,AL,state:upper,AL-15,1.888,4,13200.0,0.0,700.0,0.0,500.0,0.0,12000.0,senate,15,R,MOSELEY STEPHEN A,DIME-D61ED17DBDC5D3C40084
1998,cand4558,3818427992.0,"moser, brad",moser,100,AL,state:lower,AL-96,2.199,4,950.0,0.0,0.0,0.0,450.0,0.0,500.0,house,96,D,MOSER BRAD,DIME-62CF9F183CDCDC1DDA21
1998,cand4559,3818427378.0,"moses, cecil e",moses,200,AL,state:lower,AL-4,0.778,120,32987.0,0.0,21509.0,0.0,5352.0,0.0,5014.0,house,4,R,MOSES CECIL E,DIME-B4F450CAA59BB1F09735
2002,cand4560,,"mullins jr, robert a",mullins,100,AL,state:lower,AL-60,-2.95,1,9437.0,0.0,0.0,200.0,0.0,0.0,9237.0,house,60,D,MULLINS ROBERT A,DIME-EAFAB9140365624DE765
1998,cand4561,3820451217.0,"mullins, r l moon",mullins,100,AL,state:lower,AL-51,-0.652,25,29987.0,0.0,1150.0,1310.0,26677.0,500.0,100.0,house,51,D,MULLINS R L MOON,DIME-D1EFE1EA4A159BB0B8FA
1998,cand4563,4179397602.0,"murphree, jim",murphree,100,AL,state:lower,AL-27,-0.432,95,62765.0,0.0,5750.0,3625.0,50625.0,1500.0,0.0,house,27,D,MURPHREE JIM,DIME-8445370AE53689EF3C41
2002,cand4563,4179397602.0,"murphree, jim",murphree,200,AL,state:lower,AL-34,-0.432,13,13900.0,0.0,2700.0,1700.0,9000.0,0.0,500.0,house,34,R,MURPHREE JIM,DIME-638D3E6A122A8E077AE2
2010,cand4563,4179397602.0,"murphree, jim",murphree,200,AL,state:upper,AL-17,-0.432,25,177050.0,0.0,3850.0,600.0,172600.0,0.0,0.0,senate,17,R,MURPHREE JIM,DIME-F7A4099B92B58A7DDD39
2012,cand4563,4179397602.0,"murphree, jim",murphree,200,AL,state:lower,AL-34,-0.432,19,11816.0,0.0,3050.0,25.0,5750.0,0.0,0.0,house,34,R,MURPHREE JIM,DIME-F4EED809962A4194DF9C
2002,cand4564,3149100725.0,"murphy, don",murphy,200,AL,state:upper,AL-14,0.254,54,121610.0,0.0,11810.0,0.0,109700.0,0.0,0.0,senate,14,R,MURPHY DON,DIME-1DED9EE9E15B169998DB
2002,cand4571,3822455499.0,"neville, john w",neville,200,AL,state:lower,AL-48,-0.023,2,1880.0,0.0,200.0,50.0,0.0,0.0,1630.0,house,48,R,NEVILLE JOHN W,DIME-55D143D1A93A3FA0CEE9
2002,cand4572,3822455485.0,"new, clay h",new,200,AL,state:lower,AL-8,-0.24,8,10685.0,0.0,2400.0,735.0,6550.0,500.0,500.0,house,8,R,NEW CLAY H,DIME-8FCFD0DEE8F68B860F00
1998,cand4573,,"newsome jr, amos",newsome,100,AL,state:lower,AL-85,-1.303,5,6900.0,0.0,900.0,0.0,0.0,0.0,6000.0,house,85,D,NEWSOME AMOS,DIME-3DC3744558B431B73CF9
2002,cand4574,5000003822459123.0,"nordgren, becky",nordgren,200,AL,state:lower,AL-29,1.084,19,20308.0,0.0,4450.0,1966.0,5675.0,7700.0,200.0,house,29,R,NORDGREN BECKY,DIME-4A999EBAAA8A957EA6A0
2010,cand4574,5000003822459123.0,"nordgren, becky",nordgren,200,AL,state:lower,AL-29,1.084,22,49139.0,0.0,2400.0,2755.0,12750.0,13000.0,2750.0,house,29,R,NORDGREN BECKY,DIME-03F65EC3127E01758A30
2012,cand4574,5000003822459123.0,"nordgren, becky",nordgren,200,AL,state:lower,AL-29,1.084,4,2435.0,0.0,500.0,0.0,1750.0,0.0,0.0,house,29,R,NORDGREN BECKY,DIME-E1AB4582FA4AE9F65677
2006,cand4575,3822465610.0,"oldroyd, george",oldroyd,200,AL,state:upper,AL-14,1.31,7,2870.0,0.0,620.0,0.0,2250.0,0.0,0.0,senate,14,R,OLDROYD GEORGE,DIME-FBC8A69AE256D58985F4
2002,cand4576,5000003822473570.0,"ott, ruth mitchell",ott,100,AL,state:lower,AL-74,-1.057,90,39912.0,0.0,8325.0,280.0,1150.0,0.0,30100.0,house,74,D,OTT RUTH MITCHELL,DIME-081AD5CD5071F449F915
1998,cand4577,3822473652.0,"owens, pat",owens,200,AL,state:upper,AL-30,1.52,27,39810.0,0.0,8650.0,3060.0,11100.0,5000.0,12000.0,senate,30,R,OWENS PAT,DIME-2DABA95AEA07B84478C9
2006,cand4578,3327177588.0,"ozment, david",ozment,200,AL,state:lower,AL-11,1.33,79,60248.0,0.0,14910.0,3190.0,37410.0,0.0,4611.0,house,11,R,OZMENT DAVID,DIME-B188BA240D6324DA272C
1998,cand4579,5000003818443491.0,"pace, sandra",pace,100,AL,state:lower,AL-102,-0.494,10,8857.0,0.0,1079.0,2291.0,1650.0,1001.0,2836.0,house,102,D,PACE SANDRA,DIME-11629A35F82F17FBFCE2
1998,cand4580,3818443461.0,"palmer, mac",palmer,100,AL,state:upper,AL-29,-1.18,41,28950.0,0.0,8150.0,0.0,5550.0,250.0,15000.0,senate,29,D,PALMER MAC,DIME-A4C273A33650C76F60C7
1998,cand4581,,"papucci, nelson",papucci,200,AL,state:lower,AL-4,0.579,74,69229.0,0.0,4300.0,479.0,55450.0,1500.0,3000.0,house,4,R,PAPUCCI NELSON,DIME-C5414813183C06D905AF
2006,cand4582,,"parker, jon",parker,200,AL,state:upper,AL-14,0.063,53,73614.0,0.0,8216.0,1898.0,62000.0,0.0,0.0,senate,14,R,PARKER JON,DIME-996B2ADAA3EE87B541C1
2006,cand4583,,"parker, russ",parker,100,AL,state:upper,AL-16,-1.611,8,4408.0,0.0,3300.0,1108.0,0.0,0.0,0.0,senate,16,D,PARKER RUSS,DIME-90E23DF4AF7376A8D4C7
1998,cand4584,3206147282.0,"parnell, jimmy",parnell,200,AL,state:lower,AL-42,1.149,171,79361.0,0.0,17195.0,2498.0,44495.0,12228.0,2695.0,house,42,R,PARNELL JIMMY,DIME-32002E1288A73307213C
2006,cand4585,3818443250.0,"parsons, lonnie",parsons,200,AL,state:lower,AL-102,1.256,37,31402.0,0.0,17920.0,300.0,5682.0,0.0,6900.0,house,102,R,PARSONS LONNIE,DIME-8917CF8B2826BBC8C303
2002,cand4588,3818443159.0,"patterson, arthur frank",patterson,100,AL,state:lower,AL-38,-0.816,54,19928.0,0.0,4983.0,0.0,4350.0,0.0,8795.0,house,38,D,PATTERSON ARTHUR FRANK,DIME-8BE212DA6278775E248A
2006,cand4588,3818443159.0,"patterson, arthur frank",patterson,100,AL,state:lower,AL-38,-0.816,21,7415.0,0.0,2750.0,815.0,1350.0,0.0,2500.0,house,38,D,PATTERSON ARTHUR FRANK,DIME-5A6B132DDC55EBC7A120
2002,cand4590,3818443609.0,"patterson, jeffery",patterson,200,AL,state:lower,AL-26,1.171,9,6100.0,0.0,3900.0,900.0,150.0,150.0,1000.0,house,26,R,PATTERSON JEFFERY,DIME-6673FEDC0750F1837311
2006,cand4592,2307647941.0,"payne, don",payne,200,AL,state:lower,AL-102,-5.146,18,6588.0,0.0,918.0,210.0,200.0,0.0,5260.0,house,102,R,PAYNE DON,DIME-EAF6E933CF3E14DB8A50
2002,cand4593,2237628380.0,"perdue, allen",perdue,200,AL,state:lower,AL-96,1.183,116,40874.0,0.0,19850.0,3447.0,17577.0,0.0,0.0,house,96,R,PERDUE ALLEN,DIME-2704534835C43A3EAF37
2002,cand4594,5000003818430025.0,"pettus, mary",pettus,100,AL,state:lower,AL-2,-0.015,27,33829.0,0.0,2640.0,350.0,29800.0,2200.0,-1361.0,house,2,D,PETTUS MARY,DIME-918E7C5F383808D153D0
2006,cand4594,5000003818430025.0,"pettus, mary",pettus,200,AL,state:lower,AL-2,-0.015,5,7260.0,0.0,0.0,4360.0,500.0,0.0,2400.0,house,2,R,PETTUS MARY,DIME-613B32DBC82C087E8A2F
1998,cand4595,3200127191.0,"pfeifer jr, william l",pfeifer,100,AL,state:lower,AL-95,0.825,17,2457.0,0.0,1545.0,0.0,912.0,0.0,0.0,house,95,D,PFEIFER WILLIAM L,DIME-0D195093CE9A6237289A
2006,cand4596,3822469378.0,"phillips, jim",phillips,200,AL,state:lower,AL-79,-0.114,15,70806.0,0.0,1050.0,556.0,68700.0,0.0,500.0,house,79,R,PHILLIPS JIM,DIME-878A5C8899315AC52119
2002,cand4597,,"pierce, steve",pierce,100,AL,state:lower,AL-1,0.304,109,37849.0,0.0,22749.0,500.0,14600.0,0.0,0.0,house,1,D,PIERCE STEVE,DIME-90F0B331B40E40B0A4E2
1998,cand4600,3820444247.0,"poe, curtis",poe,200,AL,state:lower,AL-13,1.259,68,28516.0,0.0,6990.0,3086.0,10744.0,5528.0,2168.0,house,13,R,POE CURTIS,DIME-8D14FEA93CC34756319E
2002,cand4604,5000003822467311.0,"quarles, marilyn",quarles,100,AL,state:lower,AL-50,-2.183,1,5000.0,0.0,0.0,0.0,0.0,0.0,5000.0,house,50,D,QUARLES MARILYN,DIME-566A18F3CB3D30101D79
2006,cand4605,,"raby, anita",raby,100,AL,state:lower,AL-5,-0.375,39,58432.0,0.0,8000.0,6862.0,43571.0,0.0,0.0,house,5,D,RABY ANITA,DIME-D7285899DC0EEF30B710
2006,cand4606,3818446345.0,"raley, harold",raley,200,AL,state:lower,AL-85,1.308,21,33507.0,0.0,5150.0,725.0,17450.0,2300.0,7882.0,house,85,R,RALEY HAROLD,DIME-AD82BA74BFA23B6A19D9
2002,cand4607,,"randal, fred lee",randal,100,AL,state:lower,AL-55,-2.951,11,10425.0,0.0,2225.0,0.0,5000.0,0.0,3200.0,house,55,D,RANDAL FRED LEE,DIME-7F3BABB9FF4515BFF636
2002,cand4608,,"rauch, becki rebecca",rauch,200,AL,state:lower,AL-49,2.267,1,1000.0,0.0,0.0,0.0,0.0,0.0,1000.0,house,49,R,RAUCH BECKI REBECCA,DIME-1CD38A6423E5AC08F767
2002,cand4609,,"raughton sr, donald r",raughton,200,AL,state:lower,AL-50,1.181,24,61430.0,0.0,6580.0,100.0,1750.0,0.0,53000.0,house,50,R,RAUGHTON DONALD R,DIME-F2856138BE47B9630326
2002,cand4611,,"reed, joe l",reed,100,AL,state:upper,AL-26,-0.309,33,126825.0,0.0,13375.0,500.0,112450.0,0.0,0.0,senate,26,D,REED JOE L,DIME-3B052FCDE43F663FEB16
2002,cand4613,,"reynolds, curtis",reynolds,100,AL,state:lower,AL-59,0.578,9,4910.0,0.0,3660.0,0.0,1250.0,0.0,0.0,house,59,D,REYNOLDS CURTIS,DIME-41E5FFB12BCA5B2700FC
2006,cand4614,5000004031284000.0,"reynolds, joan",reynolds,200,AL,state:upper,AL-30,1.097,232,960314.0,0.0,75710.0,230.0,83427.0,109000.0,679000.0,senate,30,R,REYNOLDS JOAN,DIME-1AAEBE2C4DC75737B67D
1998,cand157475,3820441145.0,"reynolds, wayne",reynolds,200,AL,state:upper,AL-2,0.717,19,43824.0,0.0,2824.0,50.0,750.0,0.0,40200.0,senate,2,R,REYNOLDS WAYNE,DIME-8A6BB8920CDC54CB96E4
2002,cand130214,,"rich, bess",rich,200,AL,state:lower,AL-101,0.923,67,53700.0,0.0,12250.0,1500.0,14450.0,0.0,25500.0,house,101,R,RICH BESS,DIME-45E19C7AD126CF18A2EA
2006,cand4617,3820439830.0,"richardson, james peewee",richardson,100,AL,state:lower,AL-14,1.408,3,5500.0,0.0,300.0,0.0,1100.0,0.0,4100.0,house,14,D,RICHARDSON JAMES PEEWEE,DIME-A8AB5B67DF3BACF339DF
2006,cand4618,5000002606827965.0,"richardson, robbie bryan",richardson,100,AL,state:lower,AL-18,0.116,18,9988.0,0.0,3682.0,1726.0,0.0,0.0,4581.0,house,18,D,RICHARDSON ROBBIE BRYAN,DIME-40F5BBB755343EF3B90A
2002,cand4620,5000003820440238.0,"riddle, yolanda",riddle,200,AL,state:lower,AL-7,1.833,30,9200.0,0.0,3975.0,805.0,0.0,1170.0,3250.0,house,7,R,RIDDLE YOLANDA,DIME-B746DC6E214A51FED168
1998,cand4621,4894254925.0,"robinson, carl r",robinson,100,AL,state:upper,AL-14,0.131,8,6575.0,0.0,5475.0,0.0,1100.0,0.0,0.0,senate,14,D,ROBINSON CARL R,DIME-159400E5E71E21F85869
2006,cand4622,,"robinson, cody",robinson,200,AL,state:lower,AL-29,1.221,92,73028.0,0.0,12257.0,200.0,7750.0,48821.0,0.0,house,29,R,ROBINSON CODY,DIME-F990512B283566109605
2002,cand4623,,"robinson, john l",robinson,328,AL,state:lower,AL-63,-0.283,35,31275.0,0.0,2700.0,3275.0,19300.0,3000.0,0.0,house,63,,ROBINSON JOHN L,DIME-681A7CCFD4E452096FEB
1998,cand4625,3818432747.0,"rochester, mike",rochester,200,AL,state:lower,AL-44,1.642,22,16547.0,0.0,5220.0,1324.0,7953.0,0.0,2050.0,house,44,R,ROCHESTER MIKE,DIME-68419980C085C37544E0
1998,cand4626,,"rockhold, lois m",rockhold,100,AL,state:lower,AL-104,-0.535,20,11350.0,0.0,1200.0,730.0,7919.0,1001.0,500.0,house,104,D,ROCKHOLD LOIS M,DIME-1E31F5A0155214A5C047
2006,cand4627,,"rollins iii, elijah",rollins,100,AL,state:upper,AL-24,-1.505,8,14600.0,0.0,6600.0,400.0,700.0,0.0,6900.0,senate,24,D,ROLLINS ELIJAH,DIME-69B70B4A04BF3D9F4476
2006,cand4630,,"rutledge, richard",rutledge,200,AL,state:lower,AL-58,2.743,7,2400.0,0.0,550.0,350.0,750.0,250.0,500.0,house,58,R,RUTLEDGE RICHARD,DIME-7AFED74D1BCE5420EFE6
2006,cand4631,2561807309.0,"sachs, harold",sachs,200,AL,state:upper,AL-4,1.476,109,150703.0,0.0,39535.0,2743.0,16975.0,47600.0,14850.0,senate,4,R,SACHS HAROLD,DIME-79232E0D505FD7E08968
1998,cand4632,3820438556.0,"salter, john l butch",salter,100,AL,state:lower,AL-64,1.702,4,5088.0,0.0,300.0,0.0,250.0,0.0,4538.0,house,64,D,SALTER JOHN L BUTCH,DIME-9CD58CAFC2EC2A87FE3F
1998,cand4633,,"sanders, jimmy d",sanders,200,AL,state:upper,AL-26,1.367,20,3445.0,0.0,1720.0,0.0,1725.0,0.0,0.0,senate,26,R,SANDERS JIMMY D,DIME-1B4A471CEAB59F3732EC
1998,cand4634,2494769039.0,"sanderson, allen",sanderson,200,AL,state:lower,AL-43,1.098,116,73125.0,0.0,7940.0,635.0,61550.0,1500.0,0.0,house,43,R,SANDERSON ALLEN,DIME-D343CBFE20302088372B
2006,cand158475,,"saunders, thomas byron",saunders,200,AL,state:upper,AL-27,1.89,3,410.0,0.0,380.0,30.0,0.0,0.0,0.0,senate,27,R,SAUNDERS THOMAS BYRON,DIME-B99ACBA9EE214CB81F70
2006,cand4636,,"sawyer, joe",sawyer,100,AL,state:upper,AL-31,0.656,51,403503.0,0.0,162521.0,703.0,240279.0,0.0,0.0,senate,31,D,SAWYER JOE,DIME-7CE9957B67529BD1DA82
2006,cand4637,5000003254149248.0,"scales, lashunda",scales,100,AL,state:lower,AL-58,-0.993,15,9112.0,0.0,300.0,0.0,8424.0,0.0,388.0,house,58,D,SCALES LASHUNDA,DIME-61B6DE4DB3C35A68A80F
2006,cand4638,3822457288.0,"sewell, pat",sewell,100,AL,state:lower,AL-45,-0.422,63,97493.0,0.0,5575.0,4305.0,59466.0,5250.0,12484.0,house,45,D,SEWELL PAT,DIME-44C98DA8A101C36A289A
2002,cand4640,3818444896.0,"shaw, mickey b",shaw,200,AL,state:lower,AL-31,1.916,7,5610.0,0.0,700.0,200.0,1200.0,0.0,3510.0,house,31,R,SHAW MICKEY B,DIME-96A07157EA214BD8162F
2006,cand4641,3818445374.0,"shelton, tom",shelton,200,AL,state:lower,AL-40,1.808,17,74434.0,0.0,7300.0,406.0,3900.0,28370.0,34304.0,house,40,R,SHELTON TOM,DIME-97D19750DAD00DB2E11E
2006,cand4642,3818444884.0,"sherer, jeremy p",sherer,100,AL,state:lower,AL-34,-1.549,42,10421.0,0.0,6290.0,0.0,1950.0,700.0,481.0,house,34,D,SHERER JEREMY P,DIME-EC5884F916D94C8F2BB8
2006,cand4643,4182394163.0,"sikes, david w",sikes,200,AL,state:lower,AL-75,0.975,129,70817.0,0.0,21354.0,3502.0,22421.0,0.0,23513.0,house,75,R,SIKES DAVID W,DIME-1F81BE52F4B97429962F
1998,cand4644,3820446324.0,"sims, don",sims,100,AL,state:lower,AL-9,-1.888,6,43035.0,0.0,500.0,3535.0,3000.0,0.0,36000.0,house,9,D,SIMS DON,DIME-9FBA1D50D697D37F1FCA
2002,cand4645,3820446281.0,"sims, jarred robert",sims,200,AL,state:lower,AL-51,0.027,8,11887.0,0.0,2677.0,1460.0,0.0,0.0,7750.0,house,51,R,SIMS JARRED ROBERT,DIME-0D07CC680ADD06A9C3AD
2006,cand4646,,"skelton, ann",skelton,100,AL,state:lower,AL-62,-0.406,8,9497.0,0.0,100.0,0.0,7847.0,1300.0,250.0,house,62,D,SKELTON ANN,DIME-DF9DEA0181A4863CCE8C
2006,cand4649,5000004700115109.0,"smith, amy beckerle",smith,100,AL,state:lower,AL-101,-0.957,19,5286.0,0.0,1345.0,60.0,881.0,3000.0,0.0,house,101,D,SMITH AMY BECKERLE,DIME-3D5D49E5374446206F14
2002,cand4651,4699092079.0,"smith, gary l",smith,200,AL,state:lower,AL-85,1.852,8,9100.0,0.0,0.0,425.0,1700.0,800.0,6175.0,house,85,R,SMITH GARY L,DIME-E311CDD2DFB44C96D68E
2002,cand4653,4699075457.0,"smith, kenny j",smith,100,AL,state:lower,AL-77,-2.148,8,9775.0,0.0,2175.0,0.0,100.0,0.0,7500.0,house,77,D,SMITH KENNY J,DIME-DFF7FDE42AA0326AAE40
1998,cand4655,4678070011.0,"smith, roy",smith,200,AL,state:upper,AL-10,0.762,157,277834.0,0.0,11550.0,11876.0,237180.0,36000.0,-22755.0,senate,10,R,SMITH ROY,DIME-D491F2B0BFEF7A8AE6CC
2002,cand40128,4617033079.0,"smith, terry",smith,200,AL,state:upper,AL-3,0.832,13,9850.0,0.0,3910.0,1514.0,2780.0,210.0,1436.0,senate,3,R,SMITH TERRY,DIME-DC9F6ADA5642D7AE106A
2006,cand4656,35627318752.0,"smith, william",smith,200,AL,state:lower,AL-1,1.147,129,64389.0,0.0,22203.0,3594.0,5500.0,20746.0,11553.0,house,1,R,SMITH WILLIAM,DIME-5E191546286C623F9470
2006,cand4658,2414717689.0,"snellgrove, ricky e",snellgrove,200,AL,state:lower,AL-91,1.464,200,201116.0,0.0,69257.0,500.0,35318.0,89532.0,3910.0,house,91,R,SNELLGROVE RICKY E,DIME-C72AB0D3B4B61D9036EC
2002,cand4659,,"sparkman, richard richie",sparkman,200,AL,state:lower,AL-4,0.717,18,7176.0,0.0,3240.0,1186.0,2050.0,0.0,700.0,house,4,R,SPARKMAN RICHARD RICHIE,DIME-DBAE6E0A78634138EF14
2006,cand4660,,"spencer, christopher h",spencer,100,AL,state:lower,AL-71,-0.394,20,42588.0,0.0,3900.0,680.0,38008.0,0.0,0.0,house,71,D,SPENCER CHRISTOPHER H,DIME-A1C91CBFB14961213F06
1998,cand4661,,"spratt, lewis g",spratt,100,AL,state:lower,AL-59,0.921,11,9250.0,0.0,1500.0,0.0,7750.0,0.0,0.0,house,59,D,SPRATT LEWIS G,DIME-45B6C02D198261E3DB64
2002,cand4662,3191130762.0,"stamm, david l",stamm,200,AL,state:lower,AL-22,1.556,30,5226.0,0.0,2490.0,0.0,600.0,0.0,2136.0,house,22,R,STAMM DAVID L,DIME-A845DCD67A897D16FFBF
1998,cand4663,5000003818421187.0,"stanley, andrea s",stanley,100,AL,state:lower,AL-63,-0.722,41,28012.0,0.0,4368.0,472.0,6725.0,15397.0,1050.0,house,63,D,STANLEY ANDREA S,DIME-81D81A2D89E2239748B4
1998,cand4664,3818421069.0,"starling, charles",starling,200,AL,state:lower,AL-95,1.357,18,13380.0,0.0,3530.0,0.0,1350.0,0.0,8500.0,house,95,R,STARLING CHARLES,DIME-EE5F6A955A5AFAB38173
1998,cand4665,3818420924.0,"stephens, randy",stephens,200,AL,state:lower,AL-28,1.361,28,11456.0,0.0,5070.0,1288.0,690.0,3628.0,780.0,house,28,R,STEPHENS RANDY,DIME-E7F5544BA9B7135C09E7
2006,cand4667,3818421111.0,"stone, jeff",stone,200,AL,state:lower,AL-26,1.327,17,5840.0,0.0,1985.0,1205.0,600.0,2000.0,50.0,house,26,R,STONE JEFF,DIME-2AB2F5B2075842752BC7
2010,cand4667,3818421111.0,"stone, jeff",stone,200,AL,state:lower,AL-26,1.327,47,10204.0,0.0,7885.0,569.0,1750.0,0.0,0.0,house,26,R,STONE JEFF,DIME-3EA5A0F115C7B155D999
2006,cand4668,2505782772.0,"stone, scott",stone,200,AL,state:lower,AL-9,1.096,59,85303.0,0.0,30424.0,1637.0,44881.0,5750.0,0.0,house,9,R,STONE SCOTT,DIME-1A23FD15AACB9D033FE9
2002,cand4669,2548802957.0,"story, mark a",story,200,AL,state:lower,AL-67,0.998,13,11835.0,0.0,2450.0,3785.0,600.0,0.0,5000.0,house,67,R,STORY MARK A,DIME-2BE8D9B1E25B53D22ACC
2006,cand4670,4073311878.0,"stout, don",stout,200,AL,state:upper,AL-8,1.148,149,277609.0,0.0,51433.0,0.0,148800.0,70423.0,6919.0,senate,8,R,STOUT DON,DIME-DC801F4D05F491056061
1998,cand4671,,"stover, norman",stover,100,AL,state:lower,AL-59,-0.677,13,5450.0,0.0,1850.0,450.0,3150.0,0.0,0.0,house,59,D,STOVER NORMAN,DIME-4CDDC33BF4ABE8CE82D8
1998,cand4674,5000003818420886.0,"straub, lynda",straub,100,AL,state:lower,AL-105,-0.224,91,38824.0,0.0,10437.0,515.0,16878.0,4300.0,6695.0,house,105,D,STRAUB LYNDA,DIME-1F3D83B5FC5E8DD42489
1998,cand4677,3822468613.0,"teel, jerry",teel,200,AL,state:upper,AL-27,1.279,100,163908.0,0.0,19800.0,10845.0,61565.0,41698.0,30000.0,senate,27,R,TEEL JERRY,DIME-6A3DD5759042B7DC3A1A
2006,cand4678,,"terry, brian",terry,100,AL,state:lower,AL-5,0.826,9,5819.0,0.0,1200.0,3670.0,949.0,0.0,0.0,house,5,D,TERRY BRIAN,DIME-310D4783F6933B50120C
1998,cand4679,,"thomas sr, robert g",thomas,100,AL,state:lower,AL-55,-0.298,9,9300.0,0.0,800.0,0.0,3000.0,0.0,5000.0,house,55,D,THOMAS ROBERT G,DIME-5259576209483E51151D
1998,cand157750,3820450724.0,"thomas, dave",thomas,200,AL,state:lower,AL-49,1.064,151,135252.0,0.0,10400.0,4655.0,107647.0,8500.0,1250.0,house,49,R,THOMAS DAVE,DIME-A08C24B6DA9C077416DE
1998,cand4685,,"thornton, grady h",thornton,200,AL,state:upper,AL-15,1.809,11,6663.0,0.0,1125.0,0.0,400.0,0.0,5138.0,senate,15,R,THORNTON GRADY H,DIME-D383314B779A2AB025F5
1998,cand4686,3822468676.0,"tingle, jerry",tingle,100,AL,state:lower,AL-62,1.393,11,61282.0,0.0,1300.0,20.0,2800.0,0.0,57000.0,house,62,D,TINGLE JERRY,DIME-8F5B1068FFE42A84B136
2002,cand4686,3822468676.0,"tingle, jerry",tingle,200,AL,state:upper,AL-21,1.393,49,185161.0,0.0,6370.0,0.0,7288.0,18725.0,152778.0,senate,21,R,TINGLE JERRY,DIME-777E2CB07690AB490B35
2010,cand4686,3822468676.0,"tingle, jerry",tingle,200,AL,state:lower,AL-62,1.393,4,183040.0,0.0,2600.0,0.0,0.0,0.0,180440.0,house,62,R,TINGLE JERRY,DIME-935061FDB1788655B460
