cycle,chamber,district,NAME,CVAP_TOT24,CVAPTOTMOE,cvap_total_moe_ratio,cvap_white_nh_share,cvap_nonwhite_share,cvap_black_nh_share,cvap_hispanic_share,cvap_other_nonwhite_share,source
2026,senate,22,"State Senate District 22 (2024), Alabama",108445,2423,0.022343123242196505,0.752547374245009,0.24745262575499105,0.1783115865185117,0.02449167780902762,0.044649361427451704,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,senate,23,"State Senate District 23 (2024), Alabama",105703,245,0.0023178150099807952,0.42099088956794034,0.5790091104320596,0.5517913398862851,0.005439769921383499,0.021778000624390982,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,senate,24,"State Senate District 24 (2024), Alabama",110066,2158,0.01960641796740138,0.38608652990024167,0.6139134700997584,0.5690222230298184,0.016135773081605582,0.028755473988334272,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,senate,25,"State Senate District 25 (2024), Alabama",109277,2191,0.020049964768432516,0.6514911646549594,0.3485088353450406,0.29425222141896284,0.012225811469934204,0.04203080245614356,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,senate,26,"State Senate District 26 (2024), Alabama",108640,1868,0.01719440353460972,0.2521446980854197,0.7478553019145803,0.7029086892488954,0.022082106038291607,0.022864506627393224,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,senate,27,"State Senate District 27 (2024), Alabama",116009,1874,0.016153919092484204,0.7235128309010508,0.2764871690989492,0.2128110750028015,0.023687817324517926,0.039988276771629784,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,senate,28,"State Senate District 28 (2024), Alabama",111996,914,0.008161005750205364,0.42138112075431267,0.5786188792456873,0.5241972927604557,0.028027786706668095,0.02639379977856352,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,senate,29,"State Senate District 29 (2024), Alabama",109657,770,0.007021895547023902,0.7591672214268127,0.2408327785731873,0.1728389432503169,0.034097230454964114,0.03389660486790629,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,senate,30,"State Senate District 30 (2024), Alabama",105296,1376,0.013067922808083879,0.7009383072481385,0.29906169275186145,0.24134819936179913,0.02643025376082662,0.03128323962923568,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,senate,31,"State Senate District 31 (2024), Alabama",104509,618,0.005913366312949124,0.7300423886937967,0.2699576113062033,0.19281592972854011,0.036513601699375176,0.040628079878287995,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,senate,32,"State Senate District 32 (2024), Alabama",124236,2531,0.020372516822821082,0.8611111111111112,0.13888888888888884,0.06909430438842204,0.03743681380598216,0.03235777069448469,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,senate,33,"State Senate District 33 (2024), Alabama",102050,2167,0.02123468887800098,0.3435374816266536,0.6564625183733463,0.6097697207251347,0.020813326800587947,0.025879470847623712,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,senate,34,"State Senate District 34 (2024), Alabama",106036,2181,0.02056848617450677,0.6886434795729752,0.3113565204270248,0.24352106831642084,0.023859821192802444,0.0439756309178015,RDH/Census 2020-2024 ACS CVAP special tabulation
2026,senate,35,"State Senate District 35 (2024), Alabama",100780,2186,0.02169081166898194,0.7283786465568565,0.27162135344314353,0.1906132169081167,0.026999404643778528,0.05400873189124827,RDH/Census 2020-2024 ACS CVAP special tabulation
