canonical_candidate_id,person_id,candidate,cycle,chamber,district,party,candidate_cmo,cmo_tail,cmo_extremity,cmo_priority_valid,identity_researchable,missing_core_issues,missing_all_issues,prior_attempts,latest_result_status,social_query,economic_query,archive_query,search_url,priority_score,tail_rank
AL-2014-senate-35-D-BEAU-DOOLITTLE,ALPERSON-BEAU-DOOLITTLE,Beau Doolittle,2014,senate,35,D,-24.819815093333915,low,24.819815093333915,True,True,10,60,1,evidence_found,"""Beau Doolittle"" Alabama candidate 2014 (abortion OR pro-life OR pro-choice OR marriage OR gay OR LGBT OR church OR prayer)","""Beau Doolittle"" Alabama candidate 2014 (taxes OR business OR welfare OR labor OR union OR healthcare OR education)","""Beau Doolittle"" Alabama House Senate campaign 2014",https://www.google.com/search?q=%22Beau+Doolittle%22+Alabama+candidate+2014+%28abortion+OR+pro-life+OR+pro-choice+OR+marriage+OR+gay+OR+LGBT+OR+church+OR+prayer%29,36.319815093333915,85
AL-2006-house-29-R-CODY-ROBINSON,ALPERSON-CODY-ROBINSON,Cody Robinson,2006,house,29,R,-23.84896144224051,low,23.84896144224051,True,True,12,69,1,identity_resolved_no_additional_directional_evidence,"""Cody Robinson"" Alabama candidate 2006 (abortion OR pro-life OR pro-choice OR marriage OR gay OR LGBT OR church OR prayer)","""Cody Robinson"" Alabama candidate 2006 (taxes OR business OR welfare OR labor OR union OR healthcare OR education)","""Cody Robinson"" Alabama House Senate campaign 2006",https://www.google.com/search?q=%22Cody+Robinson%22+Alabama+candidate+2006+%28abortion+OR+pro-life+OR+pro-choice+OR+marriage+OR+gay+OR+LGBT+OR+church+OR+prayer%29,36.29896144224051,86
AL-1998-house-28-R-STEPHENS,ALPERSON-STEPHENS,Stephens,1998,house,28,R,-31.81726212215025,low,31.81726212215025,True,False,12,69,1,identity_incomplete_no_directional_evidence,"""Stephens"" Alabama candidate 1998 (abortion OR pro-life OR pro-choice OR marriage OR gay OR LGBT OR church OR prayer)","""Stephens"" Alabama candidate 1998 (taxes OR business OR welfare OR labor OR union OR healthcare OR education)","""Stephens"" Alabama House Senate campaign 1998",https://www.google.com/search?q=%22Stephens%22+Alabama+candidate+1998+%28abortion+OR+pro-life+OR+pro-choice+OR+marriage+OR+gay+OR+LGBT+OR+church+OR+prayer%29,36.26726212215026,87
AL-2014-house-103-D-BARBARA-A-DRUMMOND,ALPERSON-BARBARA-A-DRUMMOND,Barbara Drummond,2014,house,103,D,21.179370542866792,high,21.179370542866792,True,True,20,80,1,evidence_found,"""Barbara Drummond"" Alabama candidate 2014 (abortion OR pro-life OR pro-choice OR marriage OR gay OR LGBT OR church OR prayer)","""Barbara Drummond"" Alabama candidate 2014 (taxes OR business OR welfare OR labor OR union OR healthcare OR education)","""Barbara Drummond"" Alabama House Senate campaign 2014",https://www.google.com/search?q=%22Barbara+Drummond%22+Alabama+candidate+2014+%28abortion+OR+pro-life+OR+pro-choice+OR+marriage+OR+gay+OR+LGBT+OR+church+OR+prayer%29,36.17937054286679,85
AL-2014-house-103-R-RALPH-CARMICHAEL,ALPERSON-RALPH-CARMICHAEL,Ralph Carmichael,2014,house,103,R,-21.179370542866792,low,21.179370542866792,True,True,20,80,1,searched_no_evidence,"""Ralph Carmichael"" Alabama candidate 2014 (abortion OR pro-life OR pro-choice OR marriage OR gay OR LGBT OR church OR prayer)","""Ralph Carmichael"" Alabama candidate 2014 (taxes OR business OR welfare OR labor OR union OR healthcare OR education)","""Ralph Carmichael"" Alabama House Senate campaign 2014",https://www.google.com/search?q=%22Ralph+Carmichael%22+Alabama+candidate+2014+%28abortion+OR+pro-life+OR+pro-choice+OR+marriage+OR+gay+OR+LGBT+OR+church+OR+prayer%29,36.17937054286679,88
AL-1998-house-3-R-SMALLWOOD,ALPERSON-SMALLWOOD,John Smallwood,1998,house,3,R,-26.078414229671573,low,26.078414229671573,True,True,4,60,1,searched_no_evidence,"""John Smallwood"" Alabama candidate 1998 (abortion OR pro-life OR pro-choice OR marriage OR gay OR LGBT OR church OR prayer)","""John Smallwood"" Alabama candidate 1998 (taxes OR business OR welfare OR labor OR union OR healthcare OR education)","""John Smallwood"" Alabama House Senate campaign 1998",https://www.google.com/search?q=%22John+Smallwood%22+Alabama+candidate+1998+%28abortion+OR+pro-life+OR+pro-choice+OR+marriage+OR+gay+OR+LGBT+OR+church+OR+prayer%29,36.07841422967157,89
AL-1998-senate-27-R-TEEL,ALPERSON-TEEL,Teel,1998,senate,27,R,-28.61914272309361,low,28.61914272309361,True,False,21,81,1,searched_no_evidence,"""Teel"" Alabama candidate 1998 (abortion OR pro-life OR pro-choice OR marriage OR gay OR LGBT OR church OR prayer)","""Teel"" Alabama candidate 1998 (taxes OR business OR welfare OR labor OR union OR healthcare OR education)","""Teel"" Alabama House Senate campaign 1998",https://www.google.com/search?q=%22Teel%22+Alabama+candidate+1998+%28abortion+OR+pro-life+OR+pro-choice+OR+marriage+OR+gay+OR+LGBT+OR+church+OR+prayer%29,35.91914272309361,90
AL-1994-house-55-D-MINNIFIELD,ALPERSON-MINNIFIELD,Warren Minnifield,1994,house,55,D,20.54822989751169,high,20.54822989751169,True,True,21,81,1,searched_no_evidence,"""Warren Minnifield"" Alabama candidate 1994 (abortion OR pro-life OR pro-choice OR marriage OR gay OR LGBT OR church OR prayer)","""Warren Minnifield"" Alabama candidate 1994 (taxes OR business OR welfare OR labor OR union OR healthcare OR education)","""Warren Minnifield"" Alabama House Senate campaign 1994",https://www.google.com/search?q=%22Warren+Minnifield%22+Alabama+candidate+1994+%28abortion+OR+pro-life+OR+pro-choice+OR+marriage+OR+gay+OR+LGBT+OR+church+OR+prayer%29,35.848229897511686,86
AL-1994-house-80-D-VANCE,ALPERSON-VANCE,Lesley Vance,1994,house,80,D,20.462711606720244,high,20.462711606720244,True,True,21,81,1,identity_resolved_no_issue_evidence,"""Lesley Vance"" Alabama candidate 1994 (abortion OR pro-life OR pro-choice OR marriage OR gay OR LGBT OR church OR prayer)","""Lesley Vance"" Alabama candidate 1994 (taxes OR business OR welfare OR labor OR union OR healthcare OR education)","""Lesley Vance"" Alabama House Senate campaign 1994",https://www.google.com/search?q=%22Lesley+Vance%22+Alabama+candidate+1994+%28abortion+OR+pro-life+OR+pro-choice+OR+marriage+OR+gay+OR+LGBT+OR+church+OR+prayer%29,35.762711606720245,87
AL-1994-house-80-R-MCCRAINE,ALPERSON-MCCRAINE,Ray McCraine,1994,house,80,R,-20.462711606720244,low,20.462711606720244,True,True,21,81,1,identity_resolved_no_evidence,"""Ray McCraine"" Alabama candidate 1994 (abortion OR pro-life OR pro-choice OR marriage OR gay OR LGBT OR church OR prayer)","""Ray McCraine"" Alabama candidate 1994 (taxes OR business OR welfare OR labor OR union OR healthcare OR education)","""Ray McCraine"" Alabama House Senate campaign 1994",https://www.google.com/search?q=%22Ray+McCraine%22+Alabama+candidate+1994+%28abortion+OR+pro-life+OR+pro-choice+OR+marriage+OR+gay+OR+LGBT+OR+church+OR+prayer%29,35.762711606720245,91
AL-2010-house-81-R-MARK-M-TUGGLE,ALPERSON-MARK-M-TUGGLE,Mark M Tuggle,2010,house,81,R,-20.611507041749743,low,20.611507041749743,True,True,20,80,1,identity_resolved_no_directional_evidence,"""Mark M Tuggle"" Alabama candidate 2010 (abortion OR pro-life OR pro-choice OR marriage OR gay OR LGBT OR church OR prayer)","""Mark M Tuggle"" Alabama candidate 2010 (taxes OR business OR welfare OR labor OR union OR healthcare OR education)","""Mark M Tuggle"" Alabama House Senate campaign 2010",https://www.google.com/search?q=%22Mark+M+Tuggle%22+Alabama+candidate+2010+%28abortion+OR+pro-life+OR+pro-choice+OR+marriage+OR+gay+OR+LGBT+OR+church+OR+prayer%29,35.611507041749746,92
AL-2010-house-81-D-BETTY-CAROL-GRAHAM,ALPERSON-BETTY-CAROL-GRAHAM,BETTY CAROL GRAHAM,2010,house,81,D,20.611507041749743,high,20.611507041749743,True,True,20,79,1,evidence_found,"""BETTY CAROL GRAHAM"" Alabama candidate 2010 (abortion OR pro-life OR pro-choice OR marriage OR gay OR LGBT OR church OR prayer)","""BETTY CAROL GRAHAM"" Alabama candidate 2010 (taxes OR business OR welfare OR labor OR union OR healthcare OR education)","""BETTY CAROL GRAHAM"" Alabama House Senate campaign 2010",https://www.google.com/search?q=%22BETTY+CAROL+GRAHAM%22+Alabama+candidate+2010+%28abortion+OR+pro-life+OR+pro-choice+OR+marriage+OR+gay+OR+LGBT+OR+church+OR+prayer%29,35.56150704174975,88
AL-2010-house-45-D-CHARLENE-CANNON,ALPERSON-CHARLENE-CANNON,CHARLENE CANNON,2010,house,45,D,-25.09741744007021,low,25.09741744007021,True,True,6,58,1,searched_no_evidence,"""CHARLENE CANNON"" Alabama candidate 2010 (abortion OR pro-life OR pro-choice OR marriage OR gay OR LGBT OR church OR prayer)","""CHARLENE CANNON"" Alabama candidate 2010 (taxes OR business OR welfare OR labor OR union OR healthcare OR education)","""CHARLENE CANNON"" Alabama House Senate campaign 2010",https://www.google.com/search?q=%22CHARLENE+CANNON%22+Alabama+candidate+2010+%28abortion+OR+pro-life+OR+pro-choice+OR+marriage+OR+gay+OR+LGBT+OR+church+OR+prayer%29,35.49741744007021,93
AL-2010-house-1-D-GREG-BURDINE,ALPERSON-GREG-BURDINE,GREG BURDINE,2010,house,1,D,20.053860496178658,high,20.053860496178658,True,True,21,81,1,searched_no_new_evidence,"""GREG BURDINE"" Alabama candidate 2010 (abortion OR pro-life OR pro-choice OR marriage OR gay OR LGBT OR church OR prayer)","""GREG BURDINE"" Alabama candidate 2010 (taxes OR business OR welfare OR labor OR union OR healthcare OR education)","""GREG BURDINE"" Alabama House Senate campaign 2010",https://www.google.com/search?q=%22GREG+BURDINE%22+Alabama+candidate+2010+%28abortion+OR+pro-life+OR+pro-choice+OR+marriage+OR+gay+OR+LGBT+OR+church+OR+prayer%29,35.353860496178655,89
AL-1998-house-4-D-MANCUSO,ALPERSON-MANCUSO,Angelo Doc Mancuso,1998,house,4,D,19.9134444165306,high,19.9134444165306,True,True,21,81,1,identity_resolved_no_contemporaneous_evidence,"""Angelo Doc Mancuso"" Alabama candidate 1998 (abortion OR pro-life OR pro-choice OR marriage OR gay OR LGBT OR church OR prayer)","""Angelo Doc Mancuso"" Alabama candidate 1998 (taxes OR business OR welfare OR labor OR union OR healthcare OR education)","""Angelo Doc Mancuso"" Alabama House Senate campaign 1998",https://www.google.com/search?q=%22Angelo+Doc+Mancuso%22+Alabama+candidate+1998+%28abortion+OR+pro-life+OR+pro-choice+OR+marriage+OR+gay+OR+LGBT+OR+church+OR+prayer%29,35.21344441653059,90
AL-2010-house-80-R-MERVIN-DUDLEY,ALPERSON-MERVIN-DUDLEY,Mervin Dudley,2010,house,80,R,-20.165340483451928,low,20.165340483451928,True,True,20,80,1,identity_resolved_no_evidence,"""Mervin Dudley"" Alabama candidate 2010 (abortion OR pro-life OR pro-choice OR marriage OR gay OR LGBT OR church OR prayer)","""Mervin Dudley"" Alabama candidate 2010 (taxes OR business OR welfare OR labor OR union OR healthcare OR education)","""Mervin Dudley"" Alabama House Senate campaign 2010",https://www.google.com/search?q=%22Mervin+Dudley%22+Alabama+candidate+2010+%28abortion+OR+pro-life+OR+pro-choice+OR+marriage+OR+gay+OR+LGBT+OR+church+OR+prayer%29,35.16534048345193,94
AL-2002-house-4-D-HANSBERRY-CATHY,ALPERSON-HANSBERRY-CATHY,Cathy Hansberry,2002,house,4,D,19.857042782389552,high,19.857042782389552,True,True,21,81,1,identity_resolved_existing_votesmart_evidence,"""Cathy Hansberry"" Alabama candidate 2002 (abortion OR pro-life OR pro-choice OR marriage OR gay OR LGBT OR church OR prayer)","""Cathy Hansberry"" Alabama candidate 2002 (taxes OR business OR welfare OR labor OR union OR healthcare OR education)","""Cathy Hansberry"" Alabama House Senate campaign 2002",https://www.google.com/search?q=%22Cathy+Hansberry%22+Alabama+candidate+2002+%28abortion+OR+pro-life+OR+pro-choice+OR+marriage+OR+gay+OR+LGBT+OR+church+OR+prayer%29,35.15704278238955,91
AL-2014-senate-7-D-BRYAN-BENNETT,ALPERSON-BRYAN-BENNETT,Bryan Bennett,2014,senate,7,D,-19.827296407505536,low,19.827296407505536,True,True,21,81,1,searched_no_evidence,"""Bryan Bennett"" Alabama candidate 2014 (abortion OR pro-life OR pro-choice OR marriage OR gay OR LGBT OR church OR prayer)","""Bryan Bennett"" Alabama candidate 2014 (taxes OR business OR welfare OR labor OR union OR healthcare OR education)","""Bryan Bennett"" Alabama House Senate campaign 2014",https://www.google.com/search?q=%22Bryan+Bennett%22+Alabama+candidate+2014+%28abortion+OR+pro-life+OR+pro-choice+OR+marriage+OR+gay+OR+LGBT+OR+church+OR+prayer%29,35.12729640750553,95
AL-1998-house-42-R-PARNELL,ALPERSON-PARNELL,James Parnell,1998,house,42,R,-24.586171091608136,low,24.586171091608136,True,True,6,60,1,identity_resolved_existing_votesmart_evidence,"""James Parnell"" Alabama candidate 1998 (abortion OR pro-life OR pro-choice OR marriage OR gay OR LGBT OR church OR prayer)","""James Parnell"" Alabama candidate 1998 (taxes OR business OR welfare OR labor OR union OR healthcare OR education)","""James Parnell"" Alabama House Senate campaign 1998",https://www.google.com/search?q=%22James+Parnell%22+Alabama+candidate+1998+%28abortion+OR+pro-life+OR+pro-choice+OR+marriage+OR+gay+OR+LGBT+OR+church+OR+prayer%29,35.086171091608136,96
AL-2010-house-63-R-BILL-POOLE,ALPERSON-BILL-POOLE,Bill Poole III,2010,house,63,R,19.731963290702144,high,19.731963290702144,True,True,21,81,1,identity_resolved_no_new_directional_evidence,"""Bill Poole III"" Alabama candidate 2010 (abortion OR pro-life OR pro-choice OR marriage OR gay OR LGBT OR church OR prayer)","""Bill Poole III"" Alabama candidate 2010 (taxes OR business OR welfare OR labor OR union OR healthcare OR education)","""Bill Poole III"" Alabama House Senate campaign 2010",https://www.google.com/search?q=%22Bill+Poole+III%22+Alabama+candidate+2010+%28abortion+OR+pro-life+OR+pro-choice+OR+marriage+OR+gay+OR+LGBT+OR+church+OR+prayer%29,35.03196329070214,92
AL-1998-house-32-D-BOYD,ALPERSON-BOYD,Barbara Bigsby Boyd,1998,house,32,D,23.83556293108929,high,23.83556293108929,True,True,8,63,1,searched_no_new_evidence,"""Barbara Bigsby Boyd"" Alabama candidate 1998 (abortion OR pro-life OR pro-choice OR marriage OR gay OR LGBT OR church OR prayer)","""Barbara Bigsby Boyd"" Alabama candidate 1998 (taxes OR business OR welfare OR labor OR union OR healthcare OR education)","""Barbara Bigsby Boyd"" Alabama House Senate campaign 1998",https://www.google.com/search?q=%22Barbara+Bigsby+Boyd%22+Alabama+candidate+1998+%28abortion+OR+pro-life+OR+pro-choice+OR+marriage+OR+gay+OR+LGBT+OR+church+OR+prayer%29,34.985562931089284,93
AL-2006-house-4-R-MICKY-HAMMON,ALPERSON-MICKY-HAMMON,Micky Hammon,2006,house,4,R,-20.256255478043908,low,20.256255478043908,True,True,19,79,1,identity_and_endorsement_found_no_new_directional_evidence,"""Micky Hammon"" Alabama candidate 2006 (abortion OR pro-life OR pro-choice OR marriage OR gay OR LGBT OR church OR prayer)","""Micky Hammon"" Alabama candidate 2006 (taxes OR business OR welfare OR labor OR union OR healthcare OR education)","""Micky Hammon"" Alabama House Senate campaign 2006",https://www.google.com/search?q=%22Micky+Hammon%22+Alabama+candidate+2006+%28abortion+OR+pro-life+OR+pro-choice+OR+marriage+OR+gay+OR+LGBT+OR+church+OR+prayer%29,34.956255478043914,97
AL-1998-house-4-R-PAPUCCI,ALPERSON-PAPUCCI,Nelson Papucci,1998,house,4,R,-19.9134444165306,low,19.9134444165306,True,True,20,80,1,searched_no_evidence,"""Nelson Papucci"" Alabama candidate 1998 (abortion OR pro-life OR pro-choice OR marriage OR gay OR LGBT OR church OR prayer)","""Nelson Papucci"" Alabama candidate 1998 (taxes OR business OR welfare OR labor OR union OR healthcare OR education)","""Nelson Papucci"" Alabama House Senate campaign 1998",https://www.google.com/search?q=%22Nelson+Papucci%22+Alabama+candidate+1998+%28abortion+OR+pro-life+OR+pro-choice+OR+marriage+OR+gay+OR+LGBT+OR+church+OR+prayer%29,34.913444416530595,98
AL-2010-house-80-D-LESLEY-VANCE,ALPERSON-LESLEY-VANCE,Lesley Vance,2010,house,80,D,20.165340483451928,high,20.165340483451928,True,True,19,79,1,identity_resolved_existing_votesmart_and_legislative_evidence,"""Lesley Vance"" Alabama candidate 2010 (abortion OR pro-life OR pro-choice OR marriage OR gay OR LGBT OR church OR prayer)","""Lesley Vance"" Alabama candidate 2010 (taxes OR business OR welfare OR labor OR union OR healthcare OR education)","""Lesley Vance"" Alabama House Senate campaign 2010",https://www.google.com/search?q=%22Lesley+Vance%22+Alabama+candidate+2010+%28abortion+OR+pro-life+OR+pro-choice+OR+marriage+OR+gay+OR+LGBT+OR+church+OR+prayer%29,34.86534048345193,94
AL-2002-house-4-R-HAMMON-MICKY,ALPERSON-HAMMON-MICKY,Hammon Micky,2002,house,4,R,-19.857042782389552,low,19.857042782389552,True,True,20,80,1,identity_resolved_no_new_evidence,"""Hammon Micky"" Alabama candidate 2002 (abortion OR pro-life OR pro-choice OR marriage OR gay OR LGBT OR church OR prayer)","""Hammon Micky"" Alabama candidate 2002 (taxes OR business OR welfare OR labor OR union OR healthcare OR education)","""Hammon Micky"" Alabama House Senate campaign 2002",https://www.google.com/search?q=%22Hammon+Micky%22+Alabama+candidate+2002+%28abortion+OR+pro-life+OR+pro-choice+OR+marriage+OR+gay+OR+LGBT+OR+church+OR+prayer%29,34.857042782389556,99
AL-2002-house-13-R-COMBS-TOMMY,ALPERSON-COMBS-TOMMY,Combs Tommy,2002,house,13,R,-24.72597524886086,low,24.72597524886086,True,True,4,60,1,evidence_found,"""Combs Tommy"" Alabama candidate 2002 (abortion OR pro-life OR pro-choice OR marriage OR gay OR LGBT OR church OR prayer)","""Combs Tommy"" Alabama candidate 2002 (taxes OR business OR welfare OR labor OR union OR healthcare OR education)","""Combs Tommy"" Alabama House Senate campaign 2002",https://www.google.com/search?q=%22Combs+Tommy%22+Alabama+candidate+2002+%28abortion+OR+pro-life+OR+pro-choice+OR+marriage+OR+gay+OR+LGBT+OR+church+OR+prayer%29,34.72597524886086,100
AL-2002-house-41-D-MCKINZIE-MACK,ALPERSON-MCKINZIE-MACK,McKinzie Mack,2002,house,41,D,-19.413276618823183,low,19.413276618823183,True,True,21,81,1,searched_no_evidence,"""McKinzie Mack"" Alabama candidate 2002 (abortion OR pro-life OR pro-choice OR marriage OR gay OR LGBT OR church OR prayer)","""McKinzie Mack"" Alabama candidate 2002 (taxes OR business OR welfare OR labor OR union OR healthcare OR education)","""McKinzie Mack"" Alabama House Senate campaign 2002",https://www.google.com/search?q=%22McKinzie+Mack%22+Alabama+candidate+2002+%28abortion+OR+pro-life+OR+pro-choice+OR+marriage+OR+gay+OR+LGBT+OR+church+OR+prayer%29,34.71327661882318,101
AL-1994-house-54-D-PERDUE,ALPERSON-PERDUE,George Perdue,1994,house,54,D,19.41152882117945,high,19.41152882117945,True,True,21,81,1,evidence_found,"""George Perdue"" Alabama candidate 1994 (abortion OR pro-life OR pro-choice OR marriage OR gay OR LGBT OR church OR prayer)","""George Perdue"" Alabama candidate 1994 (taxes OR business OR welfare OR labor OR union OR healthcare OR education)","""George Perdue"" Alabama House Senate campaign 1994",https://www.google.com/search?q=%22George+Perdue%22+Alabama+candidate+1994+%28abortion+OR+pro-life+OR+pro-choice+OR+marriage+OR+gay+OR+LGBT+OR+church+OR+prayer%29,34.71152882117944,95
AL-1998-house-21-D-JONES,ALPERSON-JONES,Patrick Jones,1998,house,21,D,24.14374949713296,high,24.14374949713296,True,True,6,61,1,identity_resolved_existing_votesmart_questionnaire_evidence,"""Patrick Jones"" Alabama candidate 1998 (abortion OR pro-life OR pro-choice OR marriage OR gay OR LGBT OR church OR prayer)","""Patrick Jones"" Alabama candidate 1998 (taxes OR business OR welfare OR labor OR union OR healthcare OR education)","""Patrick Jones"" Alabama House Senate campaign 1998",https://www.google.com/search?q=%22Patrick+Jones%22+Alabama+candidate+1998+%28abortion+OR+pro-life+OR+pro-choice+OR+marriage+OR+gay+OR+LGBT+OR+church+OR+prayer%29,34.693749497132956,96
AL-1994-senate-3-D-ROBERTS,ALPERSON-ROBERTS,Tommy Ed Roberts,1994,senate,3,D,19.37975593995672,high,19.37975593995672,True,True,21,81,1,identity_resolved_no_issue_evidence,"""Tommy Ed Roberts"" Alabama candidate 1994 (abortion OR pro-life OR pro-choice OR marriage OR gay OR LGBT OR church OR prayer)","""Tommy Ed Roberts"" Alabama candidate 1994 (taxes OR business OR welfare OR labor OR union OR healthcare OR education)","""Tommy Ed Roberts"" Alabama House Senate campaign 1994",https://www.google.com/search?q=%22Tommy+Ed+Roberts%22+Alabama+candidate+1994+%28abortion+OR+pro-life+OR+pro-choice+OR+marriage+OR+gay+OR+LGBT+OR+church+OR+prayer%29,34.67975593995672,97
AL-1994-house-26-D-MCDANIEL,ALPERSON-MCDANIEL,W Frank McDaniel,1994,house,26,D,19.333226517154824,high,19.333226517154824,True,True,21,81,1,identity_resolved_no_usable_same_cycle_directional_evidence,"""W Frank McDaniel"" Alabama candidate 1994 (abortion OR pro-life OR pro-choice OR marriage OR gay OR LGBT OR church OR prayer)","""W Frank McDaniel"" Alabama candidate 1994 (taxes OR business OR welfare OR labor OR union OR healthcare OR education)","""W Frank McDaniel"" Alabama House Senate campaign 1994",https://www.google.com/search?q=%22W+Frank+McDaniel%22+Alabama+candidate+1994+%28abortion+OR+pro-life+OR+pro-choice+OR+marriage+OR+gay+OR+LGBT+OR+church+OR+prayer%29,34.633226517154824,98
AL-1994-house-26-R-HOLCOMB,ALPERSON-HOLCOMB,Annette E Holcomb,1994,house,26,R,-19.333226517154824,low,19.333226517154824,True,True,21,81,1,identity_resolved_no_directional_evidence,"""Annette E Holcomb"" Alabama candidate 1994 (abortion OR pro-life OR pro-choice OR marriage OR gay OR LGBT OR church OR prayer)","""Annette E Holcomb"" Alabama candidate 1994 (taxes OR business OR welfare OR labor OR union OR healthcare OR education)","""Annette E Holcomb"" Alabama House Senate campaign 1994",https://www.google.com/search?q=%22Annette+E+Holcomb%22+Alabama+candidate+1994+%28abortion+OR+pro-life+OR+pro-choice+OR+marriage+OR+gay+OR+LGBT+OR+church+OR+prayer%29,34.633226517154824,102
AL-2014-senate-7-R-PAUL-L-SANFORD,ALPERSON-PAUL-L-SANFORD,Paul L Sanford,2014,senate,7,R,19.827296407505536,high,19.827296407505536,True,True,19,79,1,identity_resolved_existing_votesmart_and_legislative_evidence,"""Paul L Sanford"" Alabama candidate 2014 (abortion OR pro-life OR pro-choice OR marriage OR gay OR LGBT OR church OR prayer)","""Paul L Sanford"" Alabama candidate 2014 (taxes OR business OR welfare OR labor OR union OR healthcare OR education)","""Paul L Sanford"" Alabama House Senate campaign 2014",https://www.google.com/search?q=%22Paul+L+Sanford%22+Alabama+candidate+2014+%28abortion+OR+pro-life+OR+pro-choice+OR+marriage+OR+gay+OR+LGBT+OR+church+OR+prayer%29,34.52729640750554,99
AL-2010-house-5-R-DAN-WILLIAMS,ALPERSON-DAN-WILLIAMS,DAN WILLIAMS,2010,house,5,R,-19.43618512294784,low,19.43618512294784,True,True,20,80,1,searched_no_evidence,"""DAN WILLIAMS"" Alabama candidate 2010 (abortion OR pro-life OR pro-choice OR marriage OR gay OR LGBT OR church OR prayer)","""DAN WILLIAMS"" Alabama candidate 2010 (taxes OR business OR welfare OR labor OR union OR healthcare OR education)","""DAN WILLIAMS"" Alabama House Senate campaign 2010",https://www.google.com/search?q=%22DAN+WILLIAMS%22+Alabama+candidate+2010+%28abortion+OR+pro-life+OR+pro-choice+OR+marriage+OR+gay+OR+LGBT+OR+church+OR+prayer%29,34.43618512294784,103
AL-2010-house-63-D-SUSAN-PACE-HAMILL,ALPERSON-SUSAN-PACE-HAMILL,SUSAN PACE HAMILL,2010,house,63,D,-19.731963290702144,low,19.731963290702144,True,True,19,79,1,searched_no_new_evidence,"""SUSAN PACE HAMILL"" Alabama candidate 2010 (abortion OR pro-life OR pro-choice OR marriage OR gay OR LGBT OR church OR prayer)","""SUSAN PACE HAMILL"" Alabama candidate 2010 (taxes OR business OR welfare OR labor OR union OR healthcare OR education)","""SUSAN PACE HAMILL"" Alabama House Senate campaign 2010",https://www.google.com/search?q=%22SUSAN+PACE+HAMILL%22+Alabama+candidate+2010+%28abortion+OR+pro-life+OR+pro-choice+OR+marriage+OR+gay+OR+LGBT+OR+church+OR+prayer%29,34.43196329070214,104
AL-2002-house-64-D-WARREN-J-E-JIMMY,ALPERSON-WARREN-J-E-JIMMY,Jimmy Warren,2002,house,64,D,19.08456477808077,high,19.08456477808077,True,True,21,81,1,identity_resolved_no_new_evidence,"""Jimmy Warren"" Alabama candidate 2002 (abortion OR pro-life OR pro-choice OR marriage OR gay OR LGBT OR church OR prayer)","""Jimmy Warren"" Alabama candidate 2002 (taxes OR business OR welfare OR labor OR union OR healthcare OR education)","""Jimmy Warren"" Alabama House Senate campaign 2002",https://www.google.com/search?q=%22Jimmy+Warren%22+Alabama+candidate+2002+%28abortion+OR+pro-life+OR+pro-choice+OR+marriage+OR+gay+OR+LGBT+OR+church+OR+prayer%29,34.38456477808077,100
AL-2002-house-64-R-ALBRITTON-GREG,ALPERSON-ALBRITTON-GREG,Greg Albritton,2002,house,64,R,-19.08456477808077,low,19.08456477808077,True,True,21,81,1,identity_resolved_existing_votesmart_evidence,"""Greg Albritton"" Alabama candidate 2002 (abortion OR pro-life OR pro-choice OR marriage OR gay OR LGBT OR church OR prayer)","""Greg Albritton"" Alabama candidate 2002 (taxes OR business OR welfare OR labor OR union OR healthcare OR education)","""Greg Albritton"" Alabama House Senate campaign 2002",https://www.google.com/search?q=%22Greg+Albritton%22+Alabama+candidate+2002+%28abortion+OR+pro-life+OR+pro-choice+OR+marriage+OR+gay+OR+LGBT+OR+church+OR+prayer%29,34.38456477808077,105
AL-2002-senate-23-D-SANDERS-HANK,ALPERSON-SANDERS-HANK,Hank Sanders,2002,senate,23,D,19.625670849152392,high,19.625670849152392,True,True,19,79,1,identity_resolved_existing_votesmart_and_legislative_evidence,"""Hank Sanders"" Alabama candidate 2002 (abortion OR pro-life OR pro-choice OR marriage OR gay OR LGBT OR church OR prayer)","""Hank Sanders"" Alabama candidate 2002 (taxes OR business OR welfare OR labor OR union OR healthcare OR education)","""Hank Sanders"" Alabama House Senate campaign 2002",https://www.google.com/search?q=%22Hank+Sanders%22+Alabama+candidate+2002+%28abortion+OR+pro-life+OR+pro-choice+OR+marriage+OR+gay+OR+LGBT+OR+church+OR+prayer%29,34.325670849152395,101
AL-1998-house-91-D-SPICER,ALPERSON-SPICER,Terry Spicer,1998,house,91,D,19.26079361501864,high,19.26079361501864,True,True,20,80,1,searched_no_new_evidence,"""Terry Spicer"" Alabama candidate 1998 (abortion OR pro-life OR pro-choice OR marriage OR gay OR LGBT OR church OR prayer)","""Terry Spicer"" Alabama candidate 1998 (taxes OR business OR welfare OR labor OR union OR healthcare OR education)","""Terry Spicer"" Alabama House Senate campaign 1998",https://www.google.com/search?q=%22Terry+Spicer%22+Alabama+candidate+1998+%28abortion+OR+pro-life+OR+pro-choice+OR+marriage+OR+gay+OR+LGBT+OR+church+OR+prayer%29,34.26079361501864,102
