result_unit_id,county,result_precinct,result_precinct_norm,result_match_norm,source_file,source_layout,is_non_geographic,vtd_geoid,vtd_code,vtd_name,vtd_name_norm,match_method,match_score,score_margin,candidate_count,candidate_2_name,candidate_2_score,candidate_3_name,candidate_3_score,accepted_match,needs_review,review_reason,accepted_units_for_vtd,relationship_note,openelections_unit_found,house_inferred_districts,senate_inferred_districts,house_inferred_district_count,senate_inferred_district_count,house_largest_activity_share,senate_largest_activity_share,house_spatial_districts,senate_spatial_districts,house_largest_spatial_share,senate_largest_spatial_share,house_district_compatible,senate_district_compatible,district_validation,validated_match,accepted_unvalidated,accepted_conflict,recommended_vtd_geoid,recommended_vtd_name,recommended_score,recommended_margin,recommendation_method,constrained_candidate_count
734,LEE,OPELIKA LEARNING CENTER,OPELIKA LEARNING CENTER,OPELIKA LEARNING CENTER,2014-General-Lee.xlsx,contest_rows,False,010810020,0020,Opelika B Voting District,OPELIKA B,review,85.5,27.67,1,OPELIKA A SCHOOL,57.83,SMITHS STATION SR CENTER,51.06,False,True,low_or_ambiguous_score,,,True,38;83,13;27,2.0,2.0,0.9795158286778398,0.6769087523277467,38;79;82;83,13;27,0.45038797191460134,0.6516775447558277,True,True,compatible,False,False,False,010810020,Opelika B Voting District,85.5,27.67,district_constrained_review,10
735,LEE,OPELIKA RECREATION CENTER,OPELIKA RECREATION CENTER,OPELIKA RECREATION CENTER,2014-General-Lee.xlsx,contest_rows,False,010810010,0010,Opelika A School Voting District,OPELIKA A SCHOOL,review,85.5,0.0,2,OPELIKA B,85.5,SMITHS STATION SR CENTER,58.16,False,True,low_or_ambiguous_score,,,True,38;83,27,2.0,1.0,0.6595517609391676,1.0,38,13,0.9999999999999989,0.9999999935030522,True,False,conflict,False,False,False,010810020,Opelika B Voting District,85.5,49.31,district_constrained_review,3
736,LEE,OPELIKA SPORTSPLEX,OPELIKA SPORTSPLEX,OPELIKA SPORTSPLEX,2014-General-Lee.xlsx,contest_rows,False,010810020,0020,Opelika B Voting District,OPELIKA B,review,85.5,20.79,1,OPELIKA A SCHOOL,64.71,LOACHAPOKA,42.35,False,True,low_or_ambiguous_score,,,True,38;82;83,13;27,3.0,2.0,0.6651895617922206,0.6494337764647957,38;79;82;83,13;27,0.45038797191460134,0.6516775447558277,True,True,compatible,False,False,False,010810020,Opelika B Voting District,85.5,20.79,district_constrained_review,15
737,LEE,PINE GROVE UNITED METHODIST,PINE GROVE UNITED METHODIST,PINE GROVE UNITED METHODIST,2014-General-Lee.xlsx,contest_rows,False,010810130,0130,Pine Grove United Meth Church Voting District,PINE GROVE UNITED METH CHURCH,review,78.57,39.37,1,LEE COUNTY VOLUNTEER FIRE DEPARTMENT,39.21,OPELIKA B,38.57,False,True,low_or_ambiguous_score,,,True,38,13,1.0,1.0,1.0,1.0,38,13,0.9999999999999991,0.9999999966919224,True,True,compatible,False,False,False,010810130,Pine Grove United Meth Church Voting District,78.57,39.37,district_constrained_review,8
739,LEE,SENIOR CENTER SMITH STATION,SENIOR CENTER SMITH STATION,SENIOR CENTER SMITH STATION,2014-General-Lee.xlsx,contest_rows,False,010810120,0120,Smiths Station Sr. Center Voting District,SMITHS STATION SR CENTER,review,74.51,27.01,1,SMITHS HIGH SCHOOL,47.5,GLENWOOD ELEMENTARY SCHOOL,45.28,False,True,low_or_ambiguous_score,,,True,38;80;83,13,3.0,1.0,0.5436170212765957,1.0,38;80;83,13,0.6065320154431835,0.9999999967608278,True,True,compatible,False,False,False,010810120,Smiths Station Sr. Center Voting District,74.51,27.01,district_constrained_review,8
740,LEE,SMITH STATION AUDITORIUM,SMITH STATION AUDITORIUM,SMITH STATION AUDITORIUM,2014-General-Lee.xlsx,contest_rows,False,010810120,0120,Smiths Station Sr. Center Voting District,SMITHS STATION SR CENTER,review,66.67,23.81,1,SMITHS HIGH SCHOOL,42.86,AUBURN,42.75,False,True,low_or_ambiguous_score,,,True,38;80,13,2.0,1.0,0.6808888888888889,1.0,38;80;83,13,0.6065320154431835,0.9999999967608278,True,True,compatible,False,False,False,010810120,Smiths Station Sr. Center Voting District,66.67,23.81,district_constrained_review,8
743,LEE,WACOOCHEE JR_ HIGH SCHOOL,WACOOCHEE JR HIGH SCHOOL,WACOOCHEE JR HIGH SCHOOL,2014-General-Lee.xlsx,contest_rows,False,010810010,0010,Opelika A School Voting District,OPELIKA A SCHOOL,review,85.5,0.0,2,OLD SALEM SCHOOL,85.5,SMITHS HIGH SCHOOL,72.07,False,True,low_or_ambiguous_score,,,True,38;83,13,2.0,1.0,0.7873831775700935,1.0,38,13,0.9999999999999989,0.9999999935030522,True,True,compatible,False,False,False,010810010,Opelika A School Voting District,85.5,0.0,district_constrained_review,8
745,LIMESTONE,ARDMORE TOWN HALL,ARDMORE TOWN HALL,ARDMORE TOWN HALL,2014-General-Limestone.xlsx,contest_rows,False,010833,3,Ardmore Town Hall-Johnson Elem--Oak Grove FD,ARDMORE TOWN HALL JOHNSON ELEMENTARY OAK GROVE FIRE DEPARTMENT,review,90.0,4.5,1,CLEMENTS BAPTIST RIPLEY WOW HALL,85.5,LAMB OF GOD LUTHERAN CHURCH,42.0,False,True,low_or_ambiguous_score,,,True,5;6,1,2.0,1.0,0.6765899864682002,1.0,5;6,1;2,0.561129047243204,0.5641414266160139,True,True,compatible,False,False,False,010833,Ardmore Town Hall-Johnson Elem--Oak Grove FD,90.0,50.98,district_constrained_medium,7
747,LIMESTONE,ATHENS SENIOR CENTER,ATHENS SENIOR CENTER,ATHENS SENIOR CENTER,2014-General-Limestone.xlsx,contest_rows,False,010836,6,Goodsprings Center-W. Limestone FD- Lester PO,GOODSPRINGS CENTER W LIMESTONE FIRE DEPARTMENT LESTER PO,review,85.5,8.23,1,ATHENS RECREATION CENTER,77.27,ELKMONT FIRE DEPARTMENT,48.6,False,True,low_or_ambiguous_score,,,True,5,1,1.0,1.0,1.0,1.0,2,1,0.9999999369338999,0.9999999727563081,False,True,conflict,False,False,False,010831,Athens Recreation Center,77.27,28.67,district_constrained_review,7
749,LIMESTONE,BETHEL CHURCH OF CHRIST,BETHEL CHURCH OF CHRIST,BETHEL CHURCH OF CHRIST,2014-General-Limestone.xlsx,contest_rows,False,0108311,11,Belmore Baptist Church,BELMORE BAPTIST CHURCH,review,59.11,2.11,1,LAMB OF GOD LUTHERAN CHURCH,57.0,ATHENS RECREATION CENTER,42.55,False,True,low_or_ambiguous_score,,,True,5;25,2,2.0,1.0,0.5572574762946754,1.0,4,3,0.9999999927363166,0.9999999978463036,False,False,conflict,False,False,False,010831,Athens Recreation Center,42.55,9.1,district_constrained_review,3
750,LIMESTONE,CAPSHAW BAPTIST CHURCH,CAPSHAW BAPTIST CHURCH,CAPSHAW BAPTIST CHURCH,2014-General-Limestone.xlsx,contest_rows,False,0108311,11,Belmore Baptist Church,BELMORE BAPTIST CHURCH,review,73.89,24.63,1,CLEMENTS BAPTIST RIPLEY WOW HALL,49.26,LAMB OF GOD LUTHERAN CHURCH,42.65,False,True,low_or_ambiguous_score,,,True,25,2,1.0,1.0,1.0,1.0,4,3,0.9999999927363166,0.9999999978463036,False,False,conflict,False,False,False,010832,Isom's UMC-Creekside Elem,28.68,28.68,district_constrained_review,1
751,LIMESTONE,CLEMENTS BAPTIST CHURCH,CLEMENTS BAPTIST CHURCH,CLEMENTS BAPTIST CHURCH,2014-General-Limestone.xlsx,contest_rows,False,0108311,11,Belmore Baptist Church,BELMORE BAPTIST CHURCH,review,80.0,2.05,1,CLEMENTS BAPTIST RIPLEY WOW HALL,77.95,REID ELEMENTARY SCHOOL BLACKBURN CLUB HOUSE,49.4,False,True,low_or_ambiguous_score,,,True,2,1,1.0,1.0,1.0,1.0,4,3,0.9999999927363166,0.9999999978463036,False,False,conflict,False,False,False,010839,Clements Bapt-Ripley WOW Hall,77.95,38.82,district_constrained_review,3
752,LIMESTONE,COPELAND PRESBYTERIAN CHURCH,COPELAND PRESBYTERIAN CHURCH,COPELAND PRESBYTERIAN CHURCH,2014-General-Limestone.xlsx,contest_rows,False,0108313,13,Lamb of God Lutheran Church,LAMB OF GOD LUTHERAN CHURCH,review,58.18,2.18,1,BELMORE BAPTIST CHURCH,56.0,ATHENS RECREATION CENTER,42.31,False,True,low_or_ambiguous_score,,,True,5;6,2,2.0,1.0,0.9235668789808917,1.0,4,3,0.9999998168647455,0.9999999399132947,False,False,conflict,False,False,False,010831,Athens Recreation Center,42.31,8.02,district_constrained_review,3
754,LIMESTONE,ELKTON RD BAPTIST CHURCH,ELKTON RD BAPTIST CHURCH,ELKTON RD BAPTIST CHURCH,2014-General-Limestone.xlsx,contest_rows,False,0108311,11,Belmore Baptist Church,BELMORE BAPTIST CHURCH,review,82.61,31.63,1,LAMB OF GOD LUTHERAN CHURCH,50.98,LEGGTOWN STORE,49.09,False,True,low_or_ambiguous_score,,,True,5,1;2,1.0,2.0,1.0,0.597544338335607,4,3,0.9999999927363166,0.9999999978463036,False,False,conflict,False,False,False,010835,Leggtown Store,49.09,2.28,district_constrained_review,7
755,LIMESTONE,FIRST BAPTIST CHURCH TANNER,FIRST BAPTIST CHURCH TANNER,FIRST BAPTIST CHURCH TANNER,2014-General-Limestone.xlsx,contest_rows,False,0108311,11,Belmore Baptist Church,BELMORE BAPTIST CHURCH,review,73.89,19.6,1,TANNER FIRE DEPARTMENT,54.29,CLEMENTS BAPTIST RIPLEY WOW HALL,44.07,False,True,low_or_ambiguous_score,,,True,4;5,3,2.0,1.0,0.8611111111111112,1.0,4,3,0.9999999927363166,0.9999999978463036,True,True,compatible,False,False,False,0108311,Belmore Baptist Church,73.89,19.6,district_constrained_review,4
756,LIMESTONE,FRIENDSHIP UNITED METHODIST,FRIENDSHIP UNITED METHODIST,FRIENDSHIP UNITED METHODIST,2014-General-Limestone.xlsx,contest_rows,False,010836,6,Goodsprings Center-W. Limestone FD- Lester PO,GOODSPRINGS CENTER W LIMESTONE FIRE DEPARTMENT LESTER PO,review,46.67,3.53,1,OWENS COMMUNITY BUILDING,43.14,LEGGTOWN STORE,40.91,False,True,low_or_ambiguous_score,,,True,5,1,1.0,1.0,1.0,1.0,2,1,0.9999999369338999,0.9999999727563081,False,True,conflict,False,False,False,010838,Owens Community Building,43.14,2.23,district_constrained_review,7
757,LIMESTONE,GOODSPRINGS COMMUNITY,GOODSPRINGS COMMUNITY,GOODSPRINGS COMMUNITY,2014-General-Limestone.xlsx,contest_rows,False,010836,6,Goodsprings Center-W. Limestone FD- Lester PO,GOODSPRINGS CENTER W LIMESTONE FIRE DEPARTMENT LESTER PO,review,85.5,22.17,1,OWENS COMMUNITY BUILDING,63.33,REID ELEMENTARY SCHOOL BLACKBURN CLUB HOUSE,40.71,False,True,low_or_ambiguous_score,,,True,2,1,1.0,1.0,1.0,1.0,2,1,0.9999999369338999,0.9999999727563081,True,True,compatible,False,False,False,010836,Goodsprings Center-W. Limestone FD- Lester PO,85.5,54.13,district_constrained_review,3
758,LIMESTONE,ISOMS CHAPEL UNITED METHODIST,ISOMS CHAPEL UNITED METHODIST,ISOMS CHAPEL UNITED METHODIST,2014-General-Limestone.xlsx,contest_rows,False,010832,2,Isom's UMC-Creekside Elem,ISOM S UMC CREEKSIDE ELEMENTARY,review,46.67,3.22,1,GOODSPRINGS CENTER W LIMESTONE FIRE DEPARTMENT LESTER PO,43.45,OWENS COMMUNITY BUILDING,41.51,False,True,low_or_ambiguous_score,,,True,5;6;25,2,3.0,1.0,0.522887323943662,1.0,5;6;25,1;2,0.39421235936123367,0.9510174113424515,True,True,compatible,False,False,False,010832,Isom's UMC-Creekside Elem,46.67,9.43,district_constrained_review,3
760,LIMESTONE,LESTER TOWN HALL,LESTER TOWN HALL,LESTER TOWN HALL,2014-General-Limestone.xlsx,contest_rows,False,010833,3,Ardmore Town Hall-Johnson Elem--Oak Grove FD,ARDMORE TOWN HALL JOHNSON ELEMENTARY OAK GROVE FIRE DEPARTMENT,review,85.5,0.0,3,CLEMENTS BAPTIST RIPLEY WOW HALL,85.5,GOODSPRINGS CENTER W LIMESTONE FIRE DEPARTMENT LESTER PO,85.5,False,True,low_or_ambiguous_score,,,True,2,1,1.0,1.0,1.0,1.0,5;6,1;2,0.561129047243204,0.5641414266160139,False,True,conflict,False,False,False,010839,Clements Bapt-Ripley WOW Hall,85.5,0.0,district_constrained_review,3
761,LIMESTONE,LINDSAY LANE BAPTIST,LINDSAY LANE BAPTIST,LINDSAY LANE BAPTIST,2014-General-Limestone.xlsx,contest_rows,False,010839,9,Clements Bapt-Ripley WOW Hall,CLEMENTS BAPTIST RIPLEY WOW HALL,review,85.5,35.74,1,BELMORE BAPTIST CHURCH,49.76,GOODSPRINGS CENTER W LIMESTONE FIRE DEPARTMENT LESTER PO,45.0,False,True,low_or_ambiguous_score,,,True,5,1,1.0,1.0,1.0,1.0,2,1,0.9999999999999999,0.9999999986762733,False,True,conflict,False,False,False,0108310,Reid Elem School-Blackburn Club House,40.5,1.64,district_constrained_review,7
762,LIMESTONE,MAYS MEMORIAL MISSIONARY,MAYS MEMORIAL MISSIONARY,MAYS MEMORIAL MISSIONARY,2014-General-Limestone.xlsx,contest_rows,False,010832,2,Isom's UMC-Creekside Elem,ISOM S UMC CREEKSIDE ELEMENTARY,review,43.64,1.97,2,ATHENS RECREATION CENTER,41.67,ARDMORE TOWN HALL JOHNSON ELEMENTARY OAK GROVE FIRE DEPARTMENT,37.5,False,True,low_or_ambiguous_score,,,True,5;6,2,2.0,1.0,0.6406869220607662,1.0,5;6;25,1;2,0.39421235936123367,0.9510174113424515,True,True,compatible,False,False,False,010832,Isom's UMC-Creekside Elem,43.64,1.97,district_constrained_review,3
763,LIMESTONE,OWENS SENIOR CENTER,OWENS SENIOR CENTER,OWENS SENIOR CENTER,2014-General-Limestone.xlsx,contest_rows,False,010836,6,Goodsprings Center-W. Limestone FD- Lester PO,GOODSPRINGS CENTER W LIMESTONE FIRE DEPARTMENT LESTER PO,review,85.5,20.38,1,ATHENS RECREATION CENTER,65.12,LEGGTOWN STORE,51.82,False,True,low_or_ambiguous_score,,,True,4;5,1,2.0,1.0,0.7703030303030303,1.0,2,1,0.9999999369338999,0.9999999727563081,False,True,conflict,False,False,False,010831,Athens Recreation Center,65.12,13.3,district_constrained_review,7
764,LIMESTONE,PLEASANT GROVE FIRE,PLEASANT GROVE FIRE,PLEASANT GROVE FIRE,2014-General-Limestone.xlsx,contest_rows,False,010837,7,Pleasant Grove FD,PLEASANT GROVE FIRE DEPARTMENT,review,90.0,4.5,1,ARDMORE TOWN HALL JOHNSON ELEMENTARY OAK GROVE FIRE DEPARTMENT,85.5,GOODSPRINGS CENTER W LIMESTONE FIRE DEPARTMENT LESTER PO,85.5,False,True,low_or_ambiguous_score,,,True,2,1,1.0,1.0,1.0,1.0,2,1,0.9999999999999993,0.9999999999999993,True,True,compatible,False,False,False,010837,Pleasant Grove FD,90.0,4.5,district_constrained_review,3
766,LIMESTONE,RIPLEY (WOW HALL),RIPLEY WOW HALL,RIPLEY WOW HALL,2014-General-Limestone.xlsx,contest_rows,False,010839,9,Clements Bapt-Ripley WOW Hall,CLEMENTS BAPTIST RIPLEY WOW HALL,review,90.0,4.5,1,ARDMORE TOWN HALL JOHNSON ELEMENTARY OAK GROVE FIRE DEPARTMENT,85.5,PLEASANT GROVE FIRE DEPARTMENT,37.89,False,True,low_or_ambiguous_score,,,True,2,1,1.0,1.0,1.0,1.0,2,1,0.9999999999999999,0.9999999986762733,True,True,compatible,False,False,False,010839,Clements Bapt-Ripley WOW Hall,90.0,52.11,district_constrained_medium,3
767,LIMESTONE,ROUND ISLAND BAPTIST CHURCH,ROUND ISLAND BAPTIST CHURCH,ROUND ISLAND BAPTIST CHURCH,2014-General-Limestone.xlsx,contest_rows,False,0108311,11,Belmore Baptist Church,BELMORE BAPTIST CHURCH,review,73.89,24.63,1,LAMB OF GOD LUTHERAN CHURCH,49.26,CLEMENTS BAPTIST RIPLEY WOW HALL,48.31,False,True,low_or_ambiguous_score,,,True,4;5,1;3,2.0,2.0,0.5897435897435898,0.5016025641025641,4,3,0.9999999927363166,0.9999999978463036,True,True,compatible,False,False,False,0108311,Belmore Baptist Church,73.89,24.63,district_constrained_review,10
768,LIMESTONE,ST MARK PRIMITIVE BAPTIST,SAINT MARK PRIMITIVE BAPTIST,SAINT MARK PRIMITIVE BAPTIST,2014-General-Limestone.xlsx,contest_rows,False,010839,9,Clements Bapt-Ripley WOW Hall,CLEMENTS BAPTIST RIPLEY WOW HALL,review,47.5,1.64,3,BELMORE BAPTIST CHURCH,45.86,PLEASANT GROVE FIRE DEPARTMENT,45.86,False,True,low_or_ambiguous_score,,,True,5,1,1.0,1.0,1.0,1.0,2,1,0.9999999999999999,0.9999999986762733,False,True,conflict,False,False,False,010833,Ardmore Town Hall-Johnson Elem--Oak Grove FD,41.79,1.59,district_constrained_review,7
769,LIMESTONE,WEST LIMESTONE FIRE,WEST LIMESTONE FIRE,WEST LIMESTONE FIRE,2014-General-Limestone.xlsx,contest_rows,False,010833,3,Ardmore Town Hall-Johnson Elem--Oak Grove FD,ARDMORE TOWN HALL JOHNSON ELEMENTARY OAK GROVE FIRE DEPARTMENT,review,85.5,0.0,3,GOODSPRINGS CENTER W LIMESTONE FIRE DEPARTMENT LESTER PO,85.5,PLEASANT GROVE FIRE DEPARTMENT,85.5,False,True,low_or_ambiguous_score,,,True,2;5,1,2.0,1.0,0.5970873786407767,1.0,5;6,1;2,0.561129047243204,0.5641414266160139,True,True,compatible,False,False,False,010833,Ardmore Town Hall-Johnson Elem--Oak Grove FD,85.5,0.0,district_constrained_review,10
770,LIMESTONE,WOOLEY SPRINGS BAPTIST CHURCH,WOOLEY SPRINGS BAPTIST CHURCH,WOOLEY SPRINGS BAPTIST CHURCH,2014-General-Limestone.xlsx,contest_rows,False,0108311,11,Belmore Baptist Church,BELMORE BAPTIST CHURCH,review,73.89,24.05,1,CLEMENTS BAPTIST RIPLEY WOW HALL,49.84,GOODSPRINGS CENTER W LIMESTONE FIRE DEPARTMENT LESTER PO,47.17,False,True,low_or_ambiguous_score,,,True,5;6,1;2,2.0,2.0,0.6866734486266531,0.6012207527975585,4,3,0.9999999927363166,0.9999999978463036,False,False,conflict,False,False,False,010831,Athens Recreation Center,37.74,0.24,district_constrained_review,7
773,LOWNDES,BURKEVILLE VOLUNTEER,BURKEVILLE VOLUNTEER,BURKEVILLE VOLUNTEER,2014-General-Lowndes.xlsx,contest_rows,False,010850071,0071,Burkville Volunteer Fire Dept.,BURKVILLE VOLUNTEER FIRE DEPARTMENT,review,87.69,36.63,1,HAYNEVILLE COURTHOUSE ANNEX,51.06,COMMUNITY CENTER,38.89,False,True,low_or_ambiguous_score,,,True,69,23,1.0,1.0,1.0,1.0,69,23,0.9999999999999991,0.9999999921956758,True,True,compatible,False,False,False,010850071,Burkville Volunteer Fire Dept.,87.69,36.63,district_constrained_review,19
774,LOWNDES,FT_ DEPOSIT ARMORY,FT DEPOSIT ARMORY,FT DEPOSIT ARMORY,2014-General-Lowndes.xlsx,contest_rows,False,010850131,0131,Fort Deposit National Guard Armory Voting District,FORT DEPOSIT NATIONAL GUARD ARMORY,review,85.5,0.0,2,FORT DEPOSIT NATIONAL GUARD ARMORY,85.5,BURKVILLE VOLUNTEER FIRE DEPARTMENT,45.0,False,True,low_or_ambiguous_score,,,True,69,23,1.0,1.0,1.0,1.0,69,23,0.9999999999999994,0.9999999999999994,True,True,compatible,False,False,False,010850131,Fort Deposit National Guard Armory Voting District,85.5,0.0,district_constrained_review,19
776,LOWNDES,LILY BAPTIST CHURCH,LILY BAPTIST CHURCH,LILY BAPTIST CHURCH,2014-General-Lowndes.xlsx,contest_rows,False,010850081,0081,Lily Baptist Church,LILY BAPTIST CHURCH,review,100.0,0.0,2,LILY BAPTIST CHURCH,100.0,OLD BETHEL CHURCH,61.11,False,True,low_or_ambiguous_score,,,True,69,23,1.0,1.0,1.0,1.0,69,23,0.9999999999999964,0.9999999999999964,True,True,compatible,False,False,False,010850081,Lily Baptist Church,100.0,0.0,district_constrained_review,19
777,LOWNDES,LOWNDES CTY DEV OFC,LOWNDES COUNTY DEV OFC,LOWNDES COUNTY DEV OFC,2014-General-Lowndes.xlsx,contest_rows,False,010850021,0021,Lowndesboro CME Church Voting District,LOWNDESBORO CME CHURCH,review,56.14,0.0,2,LOWNDESBORO CME CHURCH,56.14,COMMUNITY CENTER,42.11,False,True,low_or_ambiguous_score,,,True,69,23,1.0,1.0,1.0,1.0,69,23,0.9999999999999991,0.9999999919096982,True,True,compatible,False,False,False,010850021,Lowndesboro CME Church Voting District,56.14,0.0,district_constrained_review,19
778,LOWNDES,LOWNDESBORO CME CHURCH,LOWNDESBORO CME CHURCH,LOWNDESBORO CME CHURCH,2014-General-Lowndes.xlsx,contest_rows,False,010850021,0021,Lowndesboro CME Church Voting District,LOWNDESBORO CME CHURCH,review,100.0,0.0,2,LOWNDESBORO CME CHURCH,100.0,NEW HOPE CHURCH,59.46,False,True,low_or_ambiguous_score,,,True,69,23,1.0,1.0,1.0,1.0,69,23,0.9999999999999991,0.9999999919096982,True,True,compatible,False,False,False,010850021,Lowndesboro CME Church Voting District,100.0,0.0,district_constrained_review,19
780,LOWNDES,NEW HOPE CHURCH,NEW HOPE CHURCH,NEW HOPE CHURCH,2014-General-Lowndes.xlsx,contest_rows,False,010850091,0091,New Hope Church Voting District,NEW HOPE CHURCH,review,100.0,0.0,3,NEW HOPE CHURCH,100.0,NEW HOPE CHURCH,100.0,False,True,low_or_ambiguous_score,,,True,69,23,1.0,1.0,1.0,1.0,69,23,1.000000000000001,1.000000000000001,True,True,compatible,False,False,False,010850091,New Hope Church Voting District,100.0,0.0,district_constrained_review,19
785,MADISON,1ST BAPTIST CHURCH,FIRST BAPTIST CHURCH,FIRST BAPTIST CHURCH,2014-General-Madison.xlsx,contest_rows,False,0108976,76,Meridianville 1st Bapt Church,MERIDIANVILLE FIRST BAPTIST CHURCH,review,90.0,4.29,1,HARVEST BAPTIST CHURCH,85.71,WEATHERLY HEIGHTS BAPTIST CHURCH,85.5,False,True,low_or_ambiguous_score,,,True,21,7,1.0,1.0,1.0,1.0,19;21,1,0.6046630786888473,0.999999909173734,True,False,conflict,False,False,False,0108983,Church Of Christ Meridianville,85.5,7.26,district_constrained_review,21
788,MADISON,ALDERSGATE UNITED METHODIST,ALDERSGATE UNITED METHODIST,ALDERSGATE UNITED METHODIST,2014-General-Madison.xlsx,contest_rows,False,0108920,20,Aldersgate United Meth Church,ALDERSGATE UNITED METH CHURCH,review,78.57,7.87,1,TONEY UNITED METHODIST CHURCH,70.7,CHASE VALLEY UNITED METH,62.75,False,True,low_or_ambiguous_score,,,True,10;20,8;9,2.0,2.0,0.9791154791154791,0.9840881272949816,10;20,9,0.7445560504318405,0.999999972515975,True,True,compatible,False,False,False,0108920,Aldersgate United Meth Church,78.57,25.37,district_constrained_review,10
789,MADISON,ALL NATIONS CHURCH,ALL NATIONS CHURCH,ALL NATIONS CHURCH,2014-General-Madison.xlsx,contest_rows,False,0108919,19,Weatherly Heights Bapt Church,WEATHERLY HEIGHTS BAPTIST CHURCH,review,85.5,0.0,3,ALDERSGATE UNITED METH CHURCH,85.5,SAINT LUKE MISSIONARY BAPTIST CHURCH,85.5,False,True,low_or_ambiguous_score,,,True,10;53,2;7,2.0,2.0,0.7267326732673267,0.8547918683446273,20,8,0.9999999999999996,0.999999979149087,False,False,conflict,False,False,False,0108950,St.Luke Missionary Bapt Church,85.5,0.0,district_constrained_review,30
790,MADISON,BOBO VOLUNTEER FIRE,BOBO VOLUNTEER FIRE,BOBO VOLUNTEER FIRE,2014-General-Madison.xlsx,contest_rows,False,0108981,81,Bobo Volunteer Fire Dept,BOBO VOLUNTEER FIRE DEPARTMENT,review,90.0,4.5,1,PLEVNA NEW MARKET FIRE DEPARTMENT 2,85.5,KEEL MOUNT VOLUNTEER FIRE DEPARTMENT,85.5,False,True,low_or_ambiguous_score,,,True,6,1,1.0,1.0,1.0,1.0,6,1,1.0000000000000004,0.9999999218068328,True,True,compatible,False,False,False,0108981,Bobo Volunteer Fire Dept,90.0,47.65,district_constrained_medium,4
793,MADISON,CHARLES STONE AG_ CENTER,CHARLES STONE AG CENTER,CHARLES STONE AG CENTER,2014-General-Madison.xlsx,contest_rows,False,010892,2,Charles Stone Agricultural Center,CHARLES STONE AGRICULTURAL CENTER,review,88.37,2.87,1,SENIOR CENTER,85.5,DR RICHARD SHOWERS CENTER,63.33,False,True,low_or_ambiguous_score,,,True,21;53,7,2.0,1.0,0.6654275092936803,1.0,21;53,7,0.9572652914140184,0.9999999999999997,True,True,compatible,False,False,False,010892,Charles Stone Agricultural Center,88.37,2.87,district_constrained_review,31
795,MADISON,COMMUNITY FELLOWSHIP,COMMUNITY FELLOWSHIP,COMMUNITY FELLOWSHIP,2014-General-Madison.xlsx,contest_rows,False,0108979,79,Hurricane Creek Community Center,HURRICANE CREEK COMMUNITY CENTER,review,85.5,26.53,1,LAKEWOOD COMMUNITY CENTER,58.97,MONROVIA COMMUNITY CENTER,58.97,False,True,low_or_ambiguous_score,,,True,10,3;7;8,1.0,3.0,1.0,0.5850467289719626,22,8,1.0000000000000007,1.0000000000000007,False,True,conflict,False,False,False,0108952,McDonnell School,44.44,2.22,district_constrained_review,13
796,MADISON,COVE CHURCH AT CHASE,COVE CHURCH AT CHASE,COVE CHURCH AT CHASE,2014-General-Madison.xlsx,contest_rows,False,0108919,19,Weatherly Heights Bapt Church,WEATHERLY HEIGHTS BAPTIST CHURCH,review,85.5,0.0,3,SAINT LUKE MISSIONARY BAPTIST CHURCH,85.5,FIRST MISSIONARY BAPTIST CHURCH,85.5,False,True,low_or_ambiguous_score,,,True,19;21,7,2.0,1.0,0.712742980561555,1.0,20,8,0.9999999999999996,0.999999979149087,False,False,conflict,False,False,False,0108935,First Missionary Baptist Church,85.5,0.0,district_constrained_review,27
797,MADISON,COVE UNITED METHODIST CHURCH,COVE UNITED METHODIST CHURCH,COVE UNITED METHODIST CHURCH,2014-General-Madison.xlsx,contest_rows,False,0108965,65,Toney United Methodist Church,TONEY UNITED METHODIST CHURCH,review,91.23,1.03,2,COVE UNITED METH CHURCH,90.2,ASBURY METH CHURCH,85.5,False,True,low_or_ambiguous_score,,,True,20;22,7;8,2.0,2.0,0.8063616071428571,0.9783236994219653,6,1;2,0.9999996924108185,0.8349494039383718,False,False,conflict,False,False,False,0108911,Cove United Meth Church,90.2,19.83,district_constrained_medium,22
800,MADISON,FAITH LUTHERAN,FAITH LUTHERAN,FAITH LUTHERAN,2014-General-Madison.xlsx,contest_rows,False,0108950,50,St.Luke Missionary Bapt Church,SAINT LUKE MISSIONARY BAPTIST CHURCH,review,52.5,1.83,2,TRIANA CITY HALL,50.67,MERIDIANVILLE FIRST BAPTIST CHURCH,48.86,False,True,low_or_ambiguous_score,,,True,10;25,2,2.0,1.0,0.7029787234042553,1.0,19;53,2,0.7998947061425098,0.9999999999999989,False,True,conflict,False,False,False,0108992,Monrovia Comm Center,45.0,0.0,district_constrained_review,15
801,MADISON,FIRE & RESCUE TRAINING,FIRE AND RESCUE TRAINING,FIRE AND RESCUE TRAINING,2014-General-Madison.xlsx,contest_rows,False,0108962,62,Keel Mt Volunteer Fire Dept,KEEL MOUNT VOLUNTEER FIRE DEPARTMENT,review,85.5,10.5,1,FIRE AND RESCUE ACADEMY,75.0,NEW MARKET FIRE STATION,56.6,False,True,low_or_ambiguous_score,,,True,21;53,7,2.0,1.0,0.8985074626865671,1.0,22,8,0.9999999999999994,0.9999999002321727,False,False,conflict,False,False,False,0108931,Fire and Rescue Academy,75.0,24.02,district_constrained_review,31
