result_unit_id,county,result_precinct,result_precinct_norm,result_match_norm,source_file,source_layout,is_non_geographic,vtd_geoid,vtd_code,vtd_name,vtd_name_norm,match_method,match_score,score_margin,candidate_count,candidate_2_name,candidate_2_score,candidate_3_name,candidate_3_score,accepted_match,needs_review,review_reason,accepted_units_for_vtd,relationship_note,openelections_unit_found,house_inferred_districts,senate_inferred_districts,house_inferred_district_count,senate_inferred_district_count,house_largest_activity_share,senate_largest_activity_share,house_spatial_districts,senate_spatial_districts,house_largest_spatial_share,senate_largest_spatial_share,house_district_compatible,senate_district_compatible,district_validation,validated_match,accepted_unvalidated,accepted_conflict,recommended_vtd_geoid,recommended_vtd_name,recommended_score,recommended_margin,recommendation_method,constrained_candidate_count,vest16_vtd_geoid,vest16_vtd_name,vest16_match_method,vest16_match_score,vest16_score_margin,vest16_accepted_match,vest16_validated_match,vest16_accepted_conflict,vest16_district_validation,vest16_relationship_note,selected_geometry_source,selected_geoid,selected_name,selection_status,manual_override_reason,manual_override_evidence,relationship_class,distinct_result_names_for_geometry
313,COLBERT,TREE HOUSE SCHOOL,TREE HOUSE SCHOOL,TREE HOUSE SCHOOL,2014-General-Colbert.xlsx,contest_rows,False,0103312,12,Littleville School,LITTLEVILLE SCHOOL,review,57.14,0.14,2,LOCUST SHORES,57.0,MUSCLE SHOALS,53.33,False,True,low_or_ambiguous_score,,,True,3,6,1.0,1.0,1.0,1.0,18,6,1.0,1.0,False,True,conflict,False,False,False,0103317,Muscle Shoals,53.33,10.58,district_constrained_review,7.0,010330016-7,Tree House School,exact_normalized,100.0,100.0,True,True,False,compatible,,vest16,010330016-7,Tree House School,district_validated,,,one_to_one,1.0
314,COLBERT,TUSCUMBIA CALVARY BAPTIST,TUSCUMBIA CALVARY BAPTIST,TUSCUMBIA CALVARY BAPTIST,2014-General-Colbert.xlsx,contest_rows,False,010332,2,Tuscumbia,TUSCUMBIA,fuzzy_medium,90.0,38.7,1,BARTON,51.3,HATTON,45.0,True,False,,2.0,many_result_units_to_one_vtd,True,3,6,1.0,1.0,1.0,1.0,3;18,6,0.6832578759003255,0.9999999999999996,True,True,compatible,True,False,False,,,,,,,010330002-1,Tuscumbia Calvary Baptist,exact_normalized,100.0,100.0,True,True,False,compatible,,vest16,010330002-1,Tuscumbia Calvary Baptist,district_validated,,,one_to_one,1.0
315,COLBERT,TUSCUMBIA MULTI-PURPOSE,TUSCUMBIA MULTI PURPOSE,TUSCUMBIA MULTI PURPOSE,2014-General-Colbert.xlsx,contest_rows,False,010332,2,Tuscumbia,TUSCUMBIA,fuzzy_medium,90.0,48.46,1,CHEROKEE,41.54,MUSCLE SHOALS,41.54,True,False,,2.0,many_result_units_to_one_vtd,True,3,6,1.0,1.0,1.0,1.0,3;18,6,0.6832578759003255,0.9999999999999996,True,True,compatible,True,False,False,,,,,,,010330002-3,Tuscumbia Multi-Purp Ctr,review,84.0,25.67,False,False,False,compatible,,vtd10,010332,Tuscumbia,district_validated,,,one_to_one,1.0
316,COLBERT,WESTSIDE BAPTIST,WESTSIDE BAPTIST,WESTSIDE BAPTIST,2014-General-Colbert.xlsx,contest_rows,False,010333,3,Barton,BARTON,review,51.3,6.3,1,HATTON,45.0,NEW BETHEL FIRE DEPARTMENT,42.86,False,True,low_or_ambiguous_score,,,True,3;18,6,2.0,1.0,0.8892045454545454,1.0,18,6,1.0000000000000018,1.0000000000000018,True,True,compatible,False,False,False,010333,Barton,51.3,6.3,district_constrained_review,17.0,010330002-1,Tuscumbia Calvary Baptist,review,85.5,9.64,False,False,False,compatible,,,,,unresolved,,,unresolved,
317,COLBERT,WOODWARD AVE_ BAPTIST CHURCH,WOODWARD AVE BAPTIST CHURCH,WOODWARD AVE BAPTIST CHURCH,2014-General-Colbert.xlsx,contest_rows,False,010333,3,Barton,BARTON,review,45.0,0.0,2,HATTON,45.0,LOCUST SHORES,40.91,False,True,low_or_ambiguous_score,,,True,3,6,1.0,1.0,1.0,1.0,18,6,1.0000000000000018,1.0000000000000018,False,True,conflict,False,False,False,010331,Hatton,45.0,5.0,district_constrained_review,7.0,010330017-3,Woodward Ave Church,fuzzy_high,95.0,9.5,True,True,False,compatible,,vest16,010330017-3,Woodward Ave Church,district_validated,,,one_to_one,1.0
318,CONECUH,2ND MOUNT ZION CHURCH,2ND MOUNT ZION CHURCH,2ND MOUNT ZION CHURCH,2014-General-Conecuh.xlsx,contest_rows,False,0103514-2,14-2,Second Mount Zion Church,SECOND MOUNT ZION CHURCH,fuzzy_medium,88.89,16.82,1,LITTLE ZION CHURCH,72.07,OLD FIELD CHURCH,54.05,True,False,,1.0,,True,68;90,23,2.0,1.0,0.8153846153846154,1.0,68;90,23,0.677809354580228,1.0,True,True,compatible,True,False,False,,,,,,,01035000142,2nd Mt Zion Church,exact_normalized,100.0,100.0,True,True,False,compatible,,vest16,01035000142,2nd Mt Zion Church,district_validated,,,one_to_one,1.0
319,CONECUH,ABSENTEE,ABSENTEE,ABSENTEE,2014-General-Conecuh.xlsx,contest_rows,True,,,,,non_geographic,,,0,,,,,False,False,,,,True,68;90,22;23,2.0,2.0,0.8778877887788779,0.9273927392739274,,,,,False,False,conflict,False,False,False,,,,,,,,,non_geographic,,,False,False,False,conflict,,,,,non_geographic,,,non_geographic,
320,CONECUH,ANNEX VOTING HOUSE,ANNEX VOTING HOUSE,ANNEX VOTING HOUSE,2014-General-Conecuh.xlsx,contest_rows,False,010351-1,1-1,Annex,ANNEX,fuzzy_medium,90.0,33.59,1,LENOX COMMUNITY HOUSE,56.41,BERMUDA COMMUNITY HOUSE,48.78,True,False,,1.0,,True,90,23,1.0,1.0,1.0,1.0,90,23,0.9999999999999972,0.9999999999999972,True,True,compatible,True,False,False,,,,,,,01035000011,Annex,fuzzy_medium,90.0,33.59,True,True,False,compatible,,vest16,01035000011,Annex,district_validated,,,one_to_one,1.0
321,CONECUH,ANTIOCH FIRE DEPARTMENT,ANTIOCH FIRE DEPARTMENT,ANTIOCH FIRE DEPARTMENT,2014-General-Conecuh.xlsx,contest_rows,False,0103510-2,10-2,Flat Rock Fire Dept.,FLAT ROCK FIRE DEPARTMENT,review,83.33,1.52,3,RANGE FIRE DEPARTMENT,81.82,PAUL FIRE DEPARTMENT,81.43,False,True,low_or_ambiguous_score,,,True,90,22,1.0,1.0,1.0,1.0,90,22,1.0000000000000009,0.9999999866435636,True,True,compatible,False,False,False,0103510-2,Flat Rock Fire Dept.,83.33,1.52,district_constrained_review,10.0,01035000081,Antioch Fire Dept,exact_normalized,100.0,100.0,True,True,False,compatible,,vest16,01035000081,Antioch Fire Dept,district_validated,,,one_to_one,1.0
322,CONECUH,BELLEVILLE FIRE DEPARTMENT,BELLEVILLE FIRE DEPARTMENT,BELLEVILLE FIRE DEPARTMENT,2014-General-Conecuh.xlsx,contest_rows,False,0103511-4,11-4,Health Dept.,HEALTH DEPARTMENT,review,85.5,0.88,2,BROWNVILLE FIRE DEPARTMENT,84.62,PAUL FIRE DEPARTMENT,81.43,False,True,low_or_ambiguous_score,,,True,68,22;23,1.0,2.0,1.0,0.934640522875817,68,23,1.0000000000000029,1.0000000000000029,True,True,compatible,False,False,False,0103511-4,Health Dept.,85.5,0.88,district_constrained_review,18.0,01035000041,Belleville Fire Dept,exact_normalized,100.0,100.0,True,True,False,compatible,,vest16,01035000041,Belleville Fire Dept,district_validated,,,one_to_one,1.0
323,CONECUH,BERMUDA COMMUNTIY CENTER,BERMUDA COMMUNTIY CENTER,BERMUDA COMMUNTIY CENTER,2014-General-Conecuh.xlsx,contest_rows,False,0103514-1,14-1,Wooten Center 1,WOOTEN CENTER 1,review,85.5,8.9,1,BERMUDA COMMUNITY HOUSE,76.6,CARVER RECREATION CENTER,54.17,False,True,low_or_ambiguous_score,,,True,68,22;23,1.0,2.0,1.0,0.5793103448275863,68,23,1.0,1.0,True,True,compatible,False,False,False,0103514-1,Wooten Center 1,85.5,8.9,district_constrained_review,18.0,01035000152,Bermuda Comm Ctr,fuzzy_high,95.83,41.67,True,True,False,compatible,,vest16,01035000152,Bermuda Comm Ctr,district_validated,,,one_to_one,1.0
324,CONECUH,BROOKLYN MASONIC LODGE,BROOKLYN MASONIC LODGE,BROOKLYN MASONIC LODGE,2014-General-Conecuh.xlsx,contest_rows,False,010357-1,7-1,Brooklyn Fire Dept.,BROOKLYN FIRE DEPARTMENT,review,57.83,12.83,1,WOOTEN,45.0,BERMUDA COMMUNITY HOUSE,44.44,False,True,low_or_ambiguous_score,,,True,90,22,1.0,1.0,1.0,1.0,90,22,1.0000000000000022,0.9999999979180194,True,True,compatible,False,False,False,010357-1,Brooklyn Fire Dept.,57.83,15.97,district_constrained_review,10.0,01035000071,Brooklyn Masonic,fuzzy_high,95.0,50.0,True,True,False,compatible,,vest16,01035000071,Brooklyn Masonic,district_validated,,,one_to_one,1.0
325,CONECUH,BROWNVILLE FIRE DEPARTMENT,BROWNVILLE FIRE DEPARTMENT,BROWNVILLE FIRE DEPARTMENT,2014-General-Conecuh.xlsx,contest_rows,False,0103510-1,10-1,Brownville Fire Dept.,BROWNVILLE FIRE DEPARTMENT,exact_normalized,100.0,100.0,1,WOOTEN,45.0,BERMUDA COMMUNITY HOUSE,44.44,True,False,,1.0,,True,90,23,1.0,1.0,1.0,1.0,68;90,23,0.9584832699598992,0.9999999906379308,True,True,compatible,True,False,False,,,,,,,01035000101,Brownville Fire Dept,exact_normalized,100.0,100.0,True,True,False,compatible,,vest16,01035000101,Brownville Fire Dept,district_validated,,,one_to_one,1.0
326,CONECUH,CARVER RECREATION,CARVER RECREATION,CARVER RECREATION,2014-General-Conecuh.xlsx,contest_rows,False,0103511-3,11-3,Carver Rec Center,CARVER RECREATION CENTER,fuzzy_high,95.0,45.0,1,HERBERT FIRE DEPARTMENT,50.0,CASTLEBERRY FIRE DEPARTMENT,50.0,True,False,,1.0,,True,68,23,1.0,1.0,1.0,1.0,68,23,0.999999999999998,0.999999999999998,True,True,compatible,True,False,False,,,,,,,01035000113,Carver Rec Ctr,fuzzy_high,95.0,45.0,True,True,False,compatible,,vest16,01035000113,Carver Rec Ctr,district_validated,,,one_to_one,1.0
327,CONECUH,CASTLEBERRY FIRE DEPARTMENT,CASTLEBERRY FIRE DEPARTMENT,CASTLEBERRY FIRE DEPARTMENT,2014-General-Conecuh.xlsx,contest_rows,False,010356-2,6-2,Castleberry Fire Dept. -2,CASTLEBERRY FIRE DEPARTMENT,review,100.0,0.0,2,CASTLEBERRY FIRE DEPARTMENT,100.0,HEALTH DEPARTMENT,85.5,False,True,low_or_ambiguous_score,,,True,68,23,1.0,1.0,1.0,1.0,68,23,0.9999999999999992,0.999999999993429,True,True,compatible,False,False,False,010356-2,Castleberry Fire Dept. -2,100.0,0.0,district_constrained_review,17.0,01035000062,Castleberry Fire Dept,exact_normalized,100.0,100.0,True,True,False,compatible,,vest16,01035000062,Castleberry Fire Dept,district_validated,,,one_to_one,1.0
328,CONECUH,DAVID BURT BUILDING,DAVID BURT BUILDING,DAVID BURT BUILDING,2014-General-Conecuh.xlsx,contest_rows,False,0103511-1,11-1,David Burt Building -1,DAVID BURT BUILDING,review,100.0,0.0,2,DAVID BURT BUILDING,100.0,SANDCUTT FIRE DEPARTMENT,37.21,False,True,low_or_ambiguous_score,,,True,68,23,1.0,1.0,1.0,1.0,68,23,1.0000000000000009,1.0000000000000009,True,True,compatible,False,False,False,0103511-1,David Burt Building -1,100.0,0.0,district_constrained_review,17.0,01035000111,David Burt Building,exact_normalized,100.0,100.0,True,True,False,compatible,,vest16,01035000111,David Burt Building,district_validated,,,one_to_one,1.0
329,CONECUH,FLAT ROCK FIRE DEPARTMENT,FLAT ROCK FIRE DEPARTMENT,FLAT ROCK FIRE DEPARTMENT,2014-General-Conecuh.xlsx,contest_rows,False,0103510-2,10-2,Flat Rock Fire Dept.,FLAT ROCK FIRE DEPARTMENT,exact_normalized,100.0,100.0,1,DAVID BURT BUILDING,100.0,SANDCUTT FIRE DEPARTMENT,37.21,True,False,,1.0,,True,90,22,1.0,1.0,1.0,1.0,90,22,1.0000000000000009,0.9999999866435636,True,True,compatible,True,False,False,,,,,,,01035000102,Flat Rock Fire Dept,exact_normalized,100.0,100.0,True,True,False,compatible,,vest16,01035000102,Flat Rock Fire Dept,district_validated,,,one_to_one,1.0
330,CONECUH,HEALTH DEPARTMENT,HEALTH DEPARTMENT,HEALTH DEPARTMENT,2014-General-Conecuh.xlsx,contest_rows,False,0103511-4,11-4,Health Dept.,HEALTH DEPARTMENT,exact_normalized,100.0,100.0,1,DAVID BURT BUILDING,100.0,SANDCUTT FIRE DEPARTMENT,37.21,True,False,,1.0,,True,68,23,1.0,1.0,1.0,1.0,68,23,1.0000000000000029,1.0000000000000029,True,True,compatible,True,False,False,,,,,,,01035000114,Health Dept,exact_normalized,100.0,100.0,True,True,False,compatible,,vest16,01035000114,Health Dept,district_validated,,,one_to_one,1.0
331,CONECUH,HERBERT FIRE DEPARTMENT,HERBERT FIRE DEPARTMENT,HERBERT FIRE DEPARTMENT,2014-General-Conecuh.xlsx,contest_rows,False,010359-2,9-2,Herbert FD,HERBERT FIRE DEPARTMENT,exact_normalized,100.0,100.0,1,DAVID BURT BUILDING,100.0,SANDCUTT FIRE DEPARTMENT,37.21,True,False,,1.0,,True,90,22;23,1.0,2.0,1.0,0.7241379310344828,90,22;23,0.9999999999999988,0.7460063769136821,True,True,compatible,True,False,False,,,,,,,01035000092,Herbert FD,exact_normalized,100.0,100.0,True,True,False,compatible,,vest16,01035000092,Herbert FD,district_validated,,,one_to_one,1.0
332,CONECUH,JOHNSONVILLE FIRE DEPARTMENT,JOHNSONVILLE FIRE DEPARTMENT,JOHNSONVILLE FIRE DEPARTMENT,2014-General-Conecuh.xlsx,contest_rows,False,010357-3,7-3,Johnsonville Fire Dept.,JOHNSONVILLE FIRE DEPARTMENT,exact_normalized,100.0,100.0,1,DAVID BURT BUILDING,100.0,SANDCUTT FIRE DEPARTMENT,37.21,True,False,,1.0,,True,90,23,1.0,1.0,1.0,1.0,90,23,1.0000000000000009,0.9999999964361352,True,True,compatible,True,False,False,,,,,,,01035000073,Johnsville Fire Dept,fuzzy_high,96.3,10.8,True,True,False,compatible,,vest16,01035000073,Johnsville Fire Dept,district_validated,,,one_to_one,1.0
333,CONECUH,LENOX COMMUNITY HOUSE,LENOX COMMUNITY HOUSE,LENOX COMMUNITY HOUSE,2014-General-Conecuh.xlsx,contest_rows,False,010355-2,5-2,Lenox Community House,LENOX COMMUNITY HOUSE,exact_normalized,100.0,100.0,1,DAVID BURT BUILDING,100.0,SANDCUTT FIRE DEPARTMENT,37.21,True,False,,1.0,,True,90,22,1.0,1.0,1.0,1.0,90,22,1.0000000000000009,0.999999995900329,True,True,compatible,True,False,False,,,,,,,01035000052,Lenox Comm House,exact_normalized,100.0,100.0,True,True,False,compatible,,vest16,01035000052,Lenox Comm House,district_validated,,,one_to_one,1.0
334,CONECUH,LITTLE ZION CHURCH,LITTLE ZION CHURCH,LITTLE ZION CHURCH,2014-General-Conecuh.xlsx,contest_rows,False,0103516-1,16-1,Little Zion Church,LITTLE ZION CHURCH,exact_normalized,100.0,100.0,1,DAVID BURT BUILDING,100.0,SANDCUTT FIRE DEPARTMENT,37.21,True,False,,1.0,,True,68,23,1.0,1.0,1.0,1.0,68,23,1.0000000000000018,0.9999999978702124,True,True,compatible,True,False,False,,,,,,,01035000161,Little Zion Church,exact_normalized,100.0,100.0,True,True,False,compatible,,vest16,01035000161,Little Zion Church,district_validated,,,one_to_one,1.0
335,CONECUH,LYEFFION FIRE DEPARTMENT,LYEFFION FIRE DEPARTMENT,LYEFFION FIRE DEPARTMENT,2014-General-Conecuh.xlsx,contest_rows,False,010352-1,2-1,Lyeffion Fire Dept.,LYEFFION FIRE DEPARTMENT,exact_normalized,100.0,100.0,1,DAVID BURT BUILDING,100.0,SANDCUTT FIRE DEPARTMENT,37.21,True,False,,1.0,,True,90,23,1.0,1.0,1.0,1.0,68;90,23,0.743702512545132,0.9999999999999972,True,True,compatible,True,False,False,,,,,,,01035000021,Lyeffion Fire Dept,exact_normalized,100.0,100.0,True,True,False,compatible,,vest16,01035000021,Lyeffion Fire Dept,district_validated,,,one_to_one,1.0
336,CONECUH,NAZARENE BAPTIST CHURCH,NAZARENE BAPTIST CHURCH,NAZARENE BAPTIST CHURCH,2014-General-Conecuh.xlsx,contest_rows,False,0103512-1,12-1,Nazarene Baptist Church,NAZARENE BAPTIST CHURCH,exact_normalized,100.0,100.0,1,DAVID BURT BUILDING,100.0,SANDCUTT FIRE DEPARTMENT,37.21,True,False,,1.0,,True,68,23,1.0,1.0,1.0,1.0,68;90,23,0.8896959099031827,0.9999999999999992,True,True,compatible,True,False,False,,,,,,,01035000121,Nazarene Church,review,85.5,29.89,False,False,False,compatible,,vtd10,0103512-1,Nazarene Baptist Church,district_validated,,,one_to_one,1.0
337,CONECUH,OLD CASTLEBERRY NUTRITION,OLD CASTLEBERRY NUTRITION,OLD CASTLEBERRY NUTRITION,2014-General-Conecuh.xlsx,contest_rows,False,010354-2,4-2,Old Field Church,OLD FIELD CHURCH,review,85.5,27.04,1,CASTLEBERRY FIRE DEPARTMENT,58.46,CASTLEBERRY FIRE DEPARTMENT,58.46,False,True,low_or_ambiguous_score,,,True,90,22,1.0,1.0,1.0,1.0,68,23,1.0000000000000018,1.0000000000000018,False,False,conflict,False,False,False,010356-1,Castleberry Fire Dept. -1,58.46,20.96,district_constrained_review,10.0,01035000061,Castleberry Nutrition Ctr,review,86.74,1.24,False,False,False,compatible,,,,,unresolved,,,unresolved,
338,CONECUH,OLD FIELD CHURCH,OLD FIELD CHURCH,OLD FIELD CHURCH,2014-General-Conecuh.xlsx,contest_rows,False,010354-2,4-2,Old Field Church,OLD FIELD CHURCH,exact_normalized,100.0,100.0,1,CASTLEBERRY FIRE DEPARTMENT,58.46,CASTLEBERRY FIRE DEPARTMENT,58.46,True,False,,1.0,,True,68,23,1.0,1.0,1.0,1.0,68,23,1.0000000000000018,1.0000000000000018,True,True,compatible,True,False,False,,,,,,,01035000042,Old Field Church,exact_normalized,100.0,100.0,True,True,False,compatible,,vest16,01035000042,Old Field Church,district_validated,,,one_to_one,1.0
339,CONECUH,PAUL FIRE DEPARTMENT,PAUL FIRE DEPARTMENT,PAUL FIRE DEPARTMENT,2014-General-Conecuh.xlsx,contest_rows,False,010357-2,7-2,Paul Fire Dept.,PAUL FIRE DEPARTMENT,exact_normalized,100.0,100.0,1,CASTLEBERRY FIRE DEPARTMENT,58.46,CASTLEBERRY FIRE DEPARTMENT,58.46,True,False,,1.0,,True,90,22;23,1.0,2.0,1.0,0.6288659793814433,90,22;23,0.9999999999999992,0.5141310625053963,True,True,compatible,True,False,False,,,,,,,01035000072,Paul Fire Dept,exact_normalized,100.0,100.0,True,True,False,compatible,,vest16,01035000072,Paul Fire Dept,district_validated,,,one_to_one,1.0
340,CONECUH,PROVISIONAL,PROVISIONAL,PROVISIONAL,2014-General-Conecuh.xlsx,contest_rows,True,,,,,non_geographic,,,0,,,,,False,False,,,,True,68;90,22;23,2.0,2.0,0.5,0.5,,,,,False,False,conflict,False,False,False,,,,,,,,,non_geographic,,,False,False,False,conflict,,,,,non_geographic,,,non_geographic,
341,CONECUH,RANGE FIRE DEPARTMENT,RANGE FIRE DEPARTMENT,RANGE FIRE DEPARTMENT,2014-General-Conecuh.xlsx,contest_rows,False,010355-1,5-1,Range Fire Dept.,RANGE FIRE DEPARTMENT,exact_normalized,100.0,100.0,1,CASTLEBERRY FIRE DEPARTMENT,58.46,CASTLEBERRY FIRE DEPARTMENT,58.46,True,False,,1.0,,True,90,22,1.0,1.0,1.0,1.0,90,22,0.9999999999999996,0.9999999999999996,True,True,compatible,True,False,False,,,,,,,01035000051,Range Fire Dept,exact_normalized,100.0,100.0,True,True,False,compatible,,vest16,01035000051,Range Fire Dept,district_validated,,,one_to_one,1.0
342,CONECUH,REPTON TOWN HALL,REPTON TOWN HALL,REPTON TOWN HALL,2014-General-Conecuh.xlsx,contest_rows,False,0103513-1,13-1,Repton City Hall,REPTON CITY HALL,review,81.25,29.64,1,ROBINSON S MILL,51.61,SECOND MOUNT ZION CHURCH,45.0,False,True,low_or_ambiguous_score,,,True,68;90,22,2.0,1.0,0.6436781609195402,1.0,68;90,22,0.6812980811679147,0.9999999993181472,True,True,compatible,False,False,False,0103513-1,Repton City Hall,81.25,43.41,district_constrained_review,12.0,01035000131,Repton City Hall,review,81.25,29.64,False,False,False,compatible,,,,,unresolved,,,unresolved,
343,CONECUH,ROBINSONS MILL VOTING HOUSE,ROBINSONS MILL VOTING HOUSE,ROBINSONS MILL VOTING HOUSE,2014-General-Conecuh.xlsx,contest_rows,False,010353-2,3-2,Robinson's Mill,ROBINSON S MILL,review,86.9,36.9,1,LENOX COMMUNITY HOUSE,50.0,SECOND MOUNT ZION CHURCH,47.06,False,True,low_or_ambiguous_score,,,True,68,23,1.0,1.0,1.0,1.0,68,23,1.000000000000003,1.000000000000003,True,True,compatible,False,False,False,010353-2,Robinson's Mill,86.9,39.84,district_constrained_review,17.0,01035000032,Robinson's Mill,review,86.9,36.9,False,False,False,compatible,,,,,unresolved,,,unresolved,
344,CONECUH,SANDCUTT FIRE DEPARTMENT,SANDCUTT FIRE DEPARTMENT,SANDCUTT FIRE DEPARTMENT,2014-General-Conecuh.xlsx,contest_rows,False,010355-3,5-3,Sandcutt Fire Dept.,SANDCUTT FIRE DEPARTMENT,exact_normalized,100.0,100.0,1,LENOX COMMUNITY HOUSE,50.0,SECOND MOUNT ZION CHURCH,47.06,True,False,,1.0,,True,90,22,1.0,1.0,1.0,1.0,90,22,0.9999999999999984,0.9999999995652256,True,True,compatible,True,False,False,,,,,,,01035000053,Sandcut Fire Dept,fuzzy_high,97.87,16.05,True,True,False,compatible,,vest16,01035000053,Sandcut Fire Dept,district_validated,,,one_to_one,1.0
345,CONECUH,SKINNERTON FIRE DEPARTMENT,SKINNERTON FIRE DEPARTMENT,SKINNERTON FIRE DEPARTMENT,2014-General-Conecuh.xlsx,contest_rows,False,010352-2,2-2,Skinnerton FD,SKINNERTON FIRE DEPARTMENT,exact_normalized,100.0,100.0,1,LENOX COMMUNITY HOUSE,50.0,SECOND MOUNT ZION CHURCH,47.06,True,False,,1.0,,True,90,23,1.0,1.0,1.0,1.0,90,23,1.0000000000000004,1.0000000000000004,True,True,compatible,True,False,False,,,,,,,01035000022,Skinnerton FD,exact_normalized,100.0,100.0,True,True,False,compatible,,vest16,01035000022,Skinnerton FD,district_validated,,,one_to_one,1.0
346,CONECUH,WOOTEN VOTING HOUSE,WOOTEN VOTING HOUSE,WOOTEN VOTING HOUSE,2014-General-Conecuh.xlsx,contest_rows,False,010354-3,4-3,Wooten -2,WOOTEN,fuzzy_medium,90.0,35.0,1,LENOX COMMUNITY HOUSE,55.0,WOOTEN CENTER 1,54.29,True,False,,1.0,,True,68,23,1.0,1.0,1.0,1.0,68,23,1.0000000000000029,1.0000000000000029,True,True,compatible,True,False,False,,,,,,,01035000043,Wooten,fuzzy_medium,90.0,35.0,True,True,False,compatible,,vest16,01035000043,Wooten,district_validated,,,one_to_one,1.0
347,COVINGTON,ABSENTEE,ABSENTEE,ABSENTEE,2014-General-Covington.xlsx,contest_rows,True,,,,,non_geographic,,,0,,,,,False,False,,,,True,92,31,1.0,1.0,1.0,1.0,,,,,False,False,conflict,False,False,False,,,,,,,,,non_geographic,,,False,False,False,conflict,,,,,non_geographic,,,non_geographic,
348,COVINGTON,ANDALUSIA KIWANIS FAIR BD,ANDALUSIA KIWANIS FAIR BD,ANDALUSIA KIWANIS FAIR BD,2014-General-Covington.xlsx,contest_rows,False,010391,1,Andalusia,ANDALUSIA,fuzzy_medium,90.0,42.63,1,MARVIN ADAMS,47.37,LOANGO,45.0,True,False,,1.0,,True,92,31,1.0,1.0,1.0,1.0,92,31,1.0000000000000002,1.0000000000000002,True,True,compatible,True,False,False,,,,,,,01039000001,Andalusia Kiwanis,fuzzy_high,95.0,55.54,True,True,False,compatible,,vest16,01039000001,Andalusia Kiwanis,district_validated,,,one_to_one,1.0
349,COVINGTON,BABBIE  FIRE,BABBIE FIRE,BABBIE FIRE,2014-General-Covington.xlsx,contest_rows,False,0103910,10,Wing Fire Dept.-Catoe's Store,WING FIRE DEPARTMENT CATOE S STORE,review,85.5,0.0,2,BABBIE CEDAR GROVE,85.5,FAIRFIELD SHADY BEND,51.3,False,True,low_or_ambiguous_score,,,True,92,31,1.0,1.0,1.0,1.0,92,31,0.9999999999999986,0.9999999979402124,True,True,compatible,False,False,False,0103910,Wing Fire Dept.-Catoe's Store,85.5,0.0,district_constrained_review,23.0,01039000008,Babbie FD,review,90.0,4.5,False,False,False,compatible,,,,,unresolved,,,unresolved,
350,COVINGTON,BEULAH VOTING HOUSE,BEULAH VOTING HOUSE,BEULAH VOTING HOUSE,2014-General-Covington.xlsx,contest_rows,False,0103923,23,Beulah BC,BEULAH BC,review,85.5,38.86,1,LOANGO,46.64,BLUE SPRINGS,46.64,False,True,low_or_ambiguous_score,,,True,92,31,1.0,1.0,1.0,1.0,92,31,0.9999999999999976,0.9999999996918326,True,True,compatible,False,False,False,0103923,Beulah BC,85.5,38.86,district_constrained_review,23.0,01039000023,Beulah VH,review,85.5,38.86,False,False,False,compatible,,,,,unresolved,,,unresolved,
351,COVINGTON,BLUE SPRINGS HORN HILL,BLUE SPRINGS HORN HILL,BLUE SPRINGS HORN HILL,2014-General-Covington.xlsx,contest_rows,False,0103913,13,Blue Springs,BLUE SPRINGS,fuzzy_medium,90.0,45.0,1,LOANGO,45.0,WING FIRE DEPARTMENT CATOE S STORE,42.75,True,False,,1.0,,True,92,31,1.0,1.0,1.0,1.0,92,31,0.9999999999999994,0.9999999999999994,True,True,compatible,True,False,False,,,,,,,01039000013,Blue Springs,fuzzy_medium,90.0,42.5,True,True,False,compatible,,vest16,01039000013,Blue Springs,district_validated,,,one_to_one,1.0
352,COVINGTON,BUCK CREEK FIRE,BUCK CREEK FIRE,BUCK CREEK FIRE,2014-General-Covington.xlsx,contest_rows,False,0103910,10,Wing Fire Dept.-Catoe's Store,WING FIRE DEPARTMENT CATOE S STORE,review,85.5,9.5,1,BUCK CREEK BROOKS,76.0,BEULAH BC,48.0,False,True,low_or_ambiguous_score,,,True,92,31,1.0,1.0,1.0,1.0,92,31,0.9999999999999986,0.9999999979402124,True,True,compatible,False,False,False,0103910,Wing Fire Dept.-Catoe's Store,85.5,9.5,district_constrained_review,23.0,01039000011,Buck Creek,review,90.0,4.5,False,False,False,compatible,,,,,unresolved,,,unresolved,
353,COVINGTON,CAROLINA CITY HALL,CAROLINA CITY HALL,CAROLINA CITY HALL,2014-General-Covington.xlsx,contest_rows,False,0103921,21,Carolina City Hall,CAROLINA CITY HALL,exact_normalized,100.0,100.0,1,BUCK CREEK BROOKS,76.0,BEULAH BC,48.0,True,False,,1.0,,True,92,31,1.0,1.0,1.0,1.0,92,31,1.0000000000000002,1.0000000000000002,True,True,compatible,True,False,False,,,,,,,01039000021,Carolina City Hall,exact_normalized,100.0,100.0,True,True,False,compatible,,vest16,01039000021,Carolina City Hall,district_validated,,,one_to_one,1.0
