result_unit_id,county,result_precinct,result_precinct_norm,result_match_norm,source_file,source_layout,is_non_geographic,vtd_geoid,vtd_code,vtd_name,vtd_name_norm,match_method,match_score,score_margin,candidate_count,candidate_2_name,candidate_2_score,candidate_3_name,candidate_3_score,accepted_match,needs_review,review_reason,accepted_units_for_vtd,relationship_note,openelections_unit_found,house_inferred_districts,senate_inferred_districts,house_inferred_district_count,senate_inferred_district_count,house_largest_activity_share,senate_largest_activity_share,house_spatial_districts,senate_spatial_districts,house_largest_spatial_share,senate_largest_spatial_share,house_district_compatible,senate_district_compatible,district_validation,validated_match,accepted_unvalidated,accepted_conflict,recommended_vtd_geoid,recommended_vtd_name,recommended_score,recommended_margin,recommendation_method,constrained_candidate_count
760,LIMESTONE,LESTER TOWN HALL,LESTER TOWN HALL,LESTER TOWN HALL,2014-General-Limestone.xlsx,contest_rows,False,010833,3,Ardmore Town Hall-Johnson Elem--Oak Grove FD,ARDMORE TOWN HALL JOHNSON ELEMENTARY OAK GROVE FIRE DEPARTMENT,review,85.5,0.0,3,CLEMENTS BAPTIST RIPLEY WOW HALL,85.5,GOODSPRINGS CENTER W LIMESTONE FIRE DEPARTMENT LESTER PO,85.5,False,True,low_or_ambiguous_score,,,True,2,1,1.0,1.0,1.0,1.0,5;6,1;2,0.561129047243204,0.5641414266160139,False,True,conflict,False,False,False,010839,Clements Bapt-Ripley WOW Hall,85.5,0.0,district_constrained_review,3
761,LIMESTONE,LINDSAY LANE BAPTIST,LINDSAY LANE BAPTIST,LINDSAY LANE BAPTIST,2014-General-Limestone.xlsx,contest_rows,False,010839,9,Clements Bapt-Ripley WOW Hall,CLEMENTS BAPTIST RIPLEY WOW HALL,review,85.5,35.74,1,BELMORE BAPTIST CHURCH,49.76,GOODSPRINGS CENTER W LIMESTONE FIRE DEPARTMENT LESTER PO,45.0,False,True,low_or_ambiguous_score,,,True,5,1,1.0,1.0,1.0,1.0,2,1,0.9999999999999999,0.9999999986762733,False,True,conflict,False,False,False,0108310,Reid Elem School-Blackburn Club House,40.5,1.64,district_constrained_review,7
762,LIMESTONE,MAYS MEMORIAL MISSIONARY,MAYS MEMORIAL MISSIONARY,MAYS MEMORIAL MISSIONARY,2014-General-Limestone.xlsx,contest_rows,False,010832,2,Isom's UMC-Creekside Elem,ISOM S UMC CREEKSIDE ELEMENTARY,review,43.64,1.97,2,ATHENS RECREATION CENTER,41.67,ARDMORE TOWN HALL JOHNSON ELEMENTARY OAK GROVE FIRE DEPARTMENT,37.5,False,True,low_or_ambiguous_score,,,True,5;6,2,2.0,1.0,0.6406869220607662,1.0,5;6;25,1;2,0.39421235936123367,0.9510174113424515,True,True,compatible,False,False,False,010832,Isom's UMC-Creekside Elem,43.64,1.97,district_constrained_review,3
763,LIMESTONE,OWENS SENIOR CENTER,OWENS SENIOR CENTER,OWENS SENIOR CENTER,2014-General-Limestone.xlsx,contest_rows,False,010836,6,Goodsprings Center-W. Limestone FD- Lester PO,GOODSPRINGS CENTER W LIMESTONE FIRE DEPARTMENT LESTER PO,review,85.5,20.38,1,ATHENS RECREATION CENTER,65.12,LEGGTOWN STORE,51.82,False,True,low_or_ambiguous_score,,,True,4;5,1,2.0,1.0,0.7703030303030303,1.0,2,1,0.9999999369338999,0.9999999727563081,False,True,conflict,False,False,False,010831,Athens Recreation Center,65.12,13.3,district_constrained_review,7
764,LIMESTONE,PLEASANT GROVE FIRE,PLEASANT GROVE FIRE,PLEASANT GROVE FIRE,2014-General-Limestone.xlsx,contest_rows,False,010837,7,Pleasant Grove FD,PLEASANT GROVE FIRE DEPARTMENT,review,90.0,4.5,1,ARDMORE TOWN HALL JOHNSON ELEMENTARY OAK GROVE FIRE DEPARTMENT,85.5,GOODSPRINGS CENTER W LIMESTONE FIRE DEPARTMENT LESTER PO,85.5,False,True,low_or_ambiguous_score,,,True,2,1,1.0,1.0,1.0,1.0,2,1,0.9999999999999993,0.9999999999999993,True,True,compatible,False,False,False,010837,Pleasant Grove FD,90.0,4.5,district_constrained_review,3
765,LIMESTONE,PROVISIONAL,PROVISIONAL,PROVISIONAL,2014-General-Limestone.xlsx,contest_rows,True,,,,,non_geographic,,,0,,,,,False,False,,,,True,2;4;5;6;25,1;2;3,5.0,3.0,0.7134146341463414,0.7073170731707317,,,,,False,False,conflict,False,False,False,,,,,,
766,LIMESTONE,RIPLEY (WOW HALL),RIPLEY WOW HALL,RIPLEY WOW HALL,2014-General-Limestone.xlsx,contest_rows,False,010839,9,Clements Bapt-Ripley WOW Hall,CLEMENTS BAPTIST RIPLEY WOW HALL,review,90.0,4.5,1,ARDMORE TOWN HALL JOHNSON ELEMENTARY OAK GROVE FIRE DEPARTMENT,85.5,PLEASANT GROVE FIRE DEPARTMENT,37.89,False,True,low_or_ambiguous_score,,,True,2,1,1.0,1.0,1.0,1.0,2,1,0.9999999999999999,0.9999999986762733,True,True,compatible,False,False,False,010839,Clements Bapt-Ripley WOW Hall,90.0,52.11,district_constrained_medium,3
767,LIMESTONE,ROUND ISLAND BAPTIST CHURCH,ROUND ISLAND BAPTIST CHURCH,ROUND ISLAND BAPTIST CHURCH,2014-General-Limestone.xlsx,contest_rows,False,0108311,11,Belmore Baptist Church,BELMORE BAPTIST CHURCH,review,73.89,24.63,1,LAMB OF GOD LUTHERAN CHURCH,49.26,CLEMENTS BAPTIST RIPLEY WOW HALL,48.31,False,True,low_or_ambiguous_score,,,True,4;5,1;3,2.0,2.0,0.5897435897435898,0.5016025641025641,4,3,0.9999999927363166,0.9999999978463036,True,True,compatible,False,False,False,0108311,Belmore Baptist Church,73.89,24.63,district_constrained_review,10
768,LIMESTONE,ST MARK PRIMITIVE BAPTIST,SAINT MARK PRIMITIVE BAPTIST,SAINT MARK PRIMITIVE BAPTIST,2014-General-Limestone.xlsx,contest_rows,False,010839,9,Clements Bapt-Ripley WOW Hall,CLEMENTS BAPTIST RIPLEY WOW HALL,review,47.5,1.64,3,BELMORE BAPTIST CHURCH,45.86,PLEASANT GROVE FIRE DEPARTMENT,45.86,False,True,low_or_ambiguous_score,,,True,5,1,1.0,1.0,1.0,1.0,2,1,0.9999999999999999,0.9999999986762733,False,True,conflict,False,False,False,010833,Ardmore Town Hall-Johnson Elem--Oak Grove FD,41.79,1.59,district_constrained_review,7
769,LIMESTONE,WEST LIMESTONE FIRE,WEST LIMESTONE FIRE,WEST LIMESTONE FIRE,2014-General-Limestone.xlsx,contest_rows,False,010833,3,Ardmore Town Hall-Johnson Elem--Oak Grove FD,ARDMORE TOWN HALL JOHNSON ELEMENTARY OAK GROVE FIRE DEPARTMENT,review,85.5,0.0,3,GOODSPRINGS CENTER W LIMESTONE FIRE DEPARTMENT LESTER PO,85.5,PLEASANT GROVE FIRE DEPARTMENT,85.5,False,True,low_or_ambiguous_score,,,True,2;5,1,2.0,1.0,0.5970873786407767,1.0,5;6,1;2,0.561129047243204,0.5641414266160139,True,True,compatible,False,False,False,010833,Ardmore Town Hall-Johnson Elem--Oak Grove FD,85.5,0.0,district_constrained_review,10
770,LIMESTONE,WOOLEY SPRINGS BAPTIST CHURCH,WOOLEY SPRINGS BAPTIST CHURCH,WOOLEY SPRINGS BAPTIST CHURCH,2014-General-Limestone.xlsx,contest_rows,False,0108311,11,Belmore Baptist Church,BELMORE BAPTIST CHURCH,review,73.89,24.05,1,CLEMENTS BAPTIST RIPLEY WOW HALL,49.84,GOODSPRINGS CENTER W LIMESTONE FIRE DEPARTMENT LESTER PO,47.17,False,True,low_or_ambiguous_score,,,True,5;6,1;2,2.0,2.0,0.6866734486266531,0.6012207527975585,4,3,0.9999999927363166,0.9999999978463036,False,False,conflict,False,False,False,010831,Athens Recreation Center,37.74,0.24,district_constrained_review,7
771,LOWNDES,ABSENTEE,ABSENTEE,ABSENTEE,2014-General-Lowndes.xlsx,contest_rows,True,,,,,non_geographic,,,0,,,,,False,False,,,,True,69,23,1.0,1.0,1.0,1.0,,,,,False,False,conflict,False,False,False,,,,,,
772,LOWNDES,BETHEL CHURCH,BETHEL CHURCH,BETHEL CHURCH,2014-General-Lowndes.xlsx,contest_rows,False,010850031,0031,Old Bethel Church Voting District,OLD BETHEL CHURCH,fuzzy_high,95.0,9.5,1,LOWNDESBORO CME CHURCH,85.5,NEW PLEASANT VALLEY CHURCH,85.5,True,False,,1.0,,True,69,23,1.0,1.0,1.0,1.0,69,23,1.0000000000000002,1.0000000000000002,True,True,compatible,True,False,False,,,,,,
773,LOWNDES,BURKEVILLE VOLUNTEER,BURKEVILLE VOLUNTEER,BURKEVILLE VOLUNTEER,2014-General-Lowndes.xlsx,contest_rows,False,010850071,0071,Burkville Volunteer Fire Dept.,BURKVILLE VOLUNTEER FIRE DEPARTMENT,review,87.69,36.63,1,HAYNEVILLE COURTHOUSE ANNEX,51.06,COMMUNITY CENTER,38.89,False,True,low_or_ambiguous_score,,,True,69,23,1.0,1.0,1.0,1.0,69,23,0.9999999999999991,0.9999999921956758,True,True,compatible,False,False,False,010850071,Burkville Volunteer Fire Dept.,87.69,36.63,district_constrained_review,19
774,LOWNDES,FT_ DEPOSIT ARMORY,FT DEPOSIT ARMORY,FT DEPOSIT ARMORY,2014-General-Lowndes.xlsx,contest_rows,False,010850131,0131,Fort Deposit National Guard Armory Voting District,FORT DEPOSIT NATIONAL GUARD ARMORY,review,85.5,0.0,2,FORT DEPOSIT NATIONAL GUARD ARMORY,85.5,BURKVILLE VOLUNTEER FIRE DEPARTMENT,45.0,False,True,low_or_ambiguous_score,,,True,69,23,1.0,1.0,1.0,1.0,69,23,0.9999999999999994,0.9999999999999994,True,True,compatible,False,False,False,010850131,Fort Deposit National Guard Armory Voting District,85.5,0.0,district_constrained_review,19
775,LOWNDES,HAYNEVILLE COURT HOUSE ANNEX,HAYNEVILLE COURT HOUSE ANNEX,HAYNEVILLE COURT HOUSE ANNEX,2014-General-Lowndes.xlsx,contest_rows,False,010850061,0061,Hayneville Courthouse Annex Voting District,HAYNEVILLE COURTHOUSE ANNEX,fuzzy_high,98.18,47.56,1,NEW SALEM CHURCH,50.62,NEW HOPE CHURCH,48.0,True,False,,1.0,,True,69,23,1.0,1.0,1.0,1.0,69,23,0.9999999999999994,0.9999999999999994,True,True,compatible,True,False,False,,,,,,
776,LOWNDES,LILY BAPTIST CHURCH,LILY BAPTIST CHURCH,LILY BAPTIST CHURCH,2014-General-Lowndes.xlsx,contest_rows,False,010850081,0081,Lily Baptist Church,LILY BAPTIST CHURCH,review,100.0,0.0,2,LILY BAPTIST CHURCH,100.0,OLD BETHEL CHURCH,61.11,False,True,low_or_ambiguous_score,,,True,69,23,1.0,1.0,1.0,1.0,69,23,0.9999999999999964,0.9999999999999964,True,True,compatible,False,False,False,010850081,Lily Baptist Church,100.0,0.0,district_constrained_review,19
777,LOWNDES,LOWNDES CTY DEV OFC,LOWNDES COUNTY DEV OFC,LOWNDES COUNTY DEV OFC,2014-General-Lowndes.xlsx,contest_rows,False,010850021,0021,Lowndesboro CME Church Voting District,LOWNDESBORO CME CHURCH,review,56.14,0.0,2,LOWNDESBORO CME CHURCH,56.14,COMMUNITY CENTER,42.11,False,True,low_or_ambiguous_score,,,True,69,23,1.0,1.0,1.0,1.0,69,23,0.9999999999999991,0.9999999919096982,True,True,compatible,False,False,False,010850021,Lowndesboro CME Church Voting District,56.14,0.0,district_constrained_review,19
778,LOWNDES,LOWNDESBORO CME CHURCH,LOWNDESBORO CME CHURCH,LOWNDESBORO CME CHURCH,2014-General-Lowndes.xlsx,contest_rows,False,010850021,0021,Lowndesboro CME Church Voting District,LOWNDESBORO CME CHURCH,review,100.0,0.0,2,LOWNDESBORO CME CHURCH,100.0,NEW HOPE CHURCH,59.46,False,True,low_or_ambiguous_score,,,True,69,23,1.0,1.0,1.0,1.0,69,23,0.9999999999999991,0.9999999919096982,True,True,compatible,False,False,False,010850021,Lowndesboro CME Church Voting District,100.0,0.0,district_constrained_review,19
779,LOWNDES,MOSSES TOWN HALL,MOSSES TOWN HALL,MOSSES TOWN HALL,2014-General-Lowndes.xlsx,contest_rows,False,010850041,0041,Mosses Town Hall,MOSSES TOWN HALL,exact_normalized,100.0,100.0,1,LOWNDESBORO CME CHURCH,100.0,NEW HOPE CHURCH,59.46,True,False,,1.0,,True,69,23,1.0,1.0,1.0,1.0,69,23,0.9999999999999993,0.9999999999999993,True,True,compatible,True,False,False,,,,,,
780,LOWNDES,NEW HOPE CHURCH,NEW HOPE CHURCH,NEW HOPE CHURCH,2014-General-Lowndes.xlsx,contest_rows,False,010850091,0091,New Hope Church Voting District,NEW HOPE CHURCH,review,100.0,0.0,3,NEW HOPE CHURCH,100.0,NEW HOPE CHURCH,100.0,False,True,low_or_ambiguous_score,,,True,69,23,1.0,1.0,1.0,1.0,69,23,1.000000000000001,1.000000000000001,True,True,compatible,False,False,False,010850091,New Hope Church Voting District,100.0,0.0,district_constrained_review,19
781,LOWNDES,NEW SALEM CHURCH,NEW SALEM CHURCH,NEW SALEM CHURCH,2014-General-Lowndes.xlsx,contest_rows,False,010850051,0051,New Salem Church Voting District,NEW SALEM CHURCH,exact_normalized,100.0,100.0,1,NEW HOPE CHURCH,100.0,NEW HOPE CHURCH,100.0,True,False,,1.0,,True,69,23,1.0,1.0,1.0,1.0,69,23,0.9999999999999998,0.9999999999999998,True,True,compatible,True,False,False,,,,,,
782,LOWNDES,PROVISIONAL,PROVISIONAL,PROVISIONAL,2014-General-Lowndes.xlsx,contest_rows,True,,,,,non_geographic,,,0,,,,,False,False,,,,True,,,,,,,,,,,,,no_election_evidence,False,False,False,,,,,,
783,LOWNDES,SANDY RIDGE COMMUNITY CENTER,SANDY RIDGE COMMUNITY CENTER,SANDY RIDGE COMMUNITY CENTER,2014-General-Lowndes.xlsx,contest_rows,False,010850141,0141,Community Center,COMMUNITY CENTER,fuzzy_medium,90.0,46.36,1,HAYNEVILLE COURTHOUSE ANNEX,43.64,OLD BETHEL CHURCH,39.46,True,False,,1.0,,True,69,23,1.0,1.0,1.0,1.0,69,23,1.0000000000000004,0.9999998776389057,True,True,compatible,True,False,False,,,,,,
784,LOWNDES,WHITEHALL TOWN HALL,WHITEHALL TOWN HALL,WHITEHALL TOWN HALL,2014-General-Lowndes.xlsx,contest_rows,False,010850011,0011,White Hall Town Hall,WHITE HALL TOWN HALL,fuzzy_high,97.44,29.04,1,MOSSES TOWN HALL,68.4,FORT DEPOSIT NATIONAL GUARD ARMORY,39.46,True,False,,1.0,,True,69,23,1.0,1.0,1.0,1.0,69,23,0.9999999999999998,0.9999999722230489,True,True,compatible,True,False,False,,,,,,
785,MADISON,1ST BAPTIST CHURCH,FIRST BAPTIST CHURCH,FIRST BAPTIST CHURCH,2014-General-Madison.xlsx,contest_rows,False,0108976,76,Meridianville 1st Bapt Church,MERIDIANVILLE FIRST BAPTIST CHURCH,review,90.0,4.29,1,HARVEST BAPTIST CHURCH,85.71,WEATHERLY HEIGHTS BAPTIST CHURCH,85.5,False,True,low_or_ambiguous_score,,,True,21,7,1.0,1.0,1.0,1.0,19;21,1,0.6046630786888473,0.999999909173734,True,False,conflict,False,False,False,0108983,Church Of Christ Meridianville,85.5,7.26,district_constrained_review,21
786,MADISON,A & M UNIVERSITY NEW GYM,A AND M UNIVERSITY NEW GYM,A AND M UNIVERSITY NEW GYM,2014-General-Madison.xlsx,contest_rows,False,010891,1,A&M University New Gym,A AND M UNIVERSITY NEW GYM,exact_normalized,100.0,100.0,1,HARVEST BAPTIST CHURCH,85.71,WEATHERLY HEIGHTS BAPTIST CHURCH,85.5,True,False,,1.0,,True,19,7,1.0,1.0,1.0,1.0,19,7,0.9999999999999996,0.9999999999999996,True,True,compatible,True,False,False,,,,,,
787,MADISON,ABSENTEE,ABSENTEE,ABSENTEE,2014-General-Madison.xlsx,contest_rows,True,,,,,non_geographic,,,0,,,,,False,False,,,,True,6;10;19;20;21;22;25;53,1;2;3;7;8;9,8.0,6.0,0.24296205630354958,0.47661338069863823,,,,,False,False,conflict,False,False,False,,,,,,
788,MADISON,ALDERSGATE UNITED METHODIST,ALDERSGATE UNITED METHODIST,ALDERSGATE UNITED METHODIST,2014-General-Madison.xlsx,contest_rows,False,0108920,20,Aldersgate United Meth Church,ALDERSGATE UNITED METH CHURCH,review,78.57,7.87,1,TONEY UNITED METHODIST CHURCH,70.7,CHASE VALLEY UNITED METH,62.75,False,True,low_or_ambiguous_score,,,True,10;20,8;9,2.0,2.0,0.9791154791154791,0.9840881272949816,10;20,9,0.7445560504318405,0.999999972515975,True,True,compatible,False,False,False,0108920,Aldersgate United Meth Church,78.57,25.37,district_constrained_review,10
789,MADISON,ALL NATIONS CHURCH,ALL NATIONS CHURCH,ALL NATIONS CHURCH,2014-General-Madison.xlsx,contest_rows,False,0108919,19,Weatherly Heights Bapt Church,WEATHERLY HEIGHTS BAPTIST CHURCH,review,85.5,0.0,3,ALDERSGATE UNITED METH CHURCH,85.5,SAINT LUKE MISSIONARY BAPTIST CHURCH,85.5,False,True,low_or_ambiguous_score,,,True,10;53,2;7,2.0,2.0,0.7267326732673267,0.8547918683446273,20,8,0.9999999999999996,0.999999979149087,False,False,conflict,False,False,False,0108950,St.Luke Missionary Bapt Church,85.5,0.0,district_constrained_review,30
790,MADISON,BOBO VOLUNTEER FIRE,BOBO VOLUNTEER FIRE,BOBO VOLUNTEER FIRE,2014-General-Madison.xlsx,contest_rows,False,0108981,81,Bobo Volunteer Fire Dept,BOBO VOLUNTEER FIRE DEPARTMENT,review,90.0,4.5,1,PLEVNA NEW MARKET FIRE DEPARTMENT 2,85.5,KEEL MOUNT VOLUNTEER FIRE DEPARTMENT,85.5,False,True,low_or_ambiguous_score,,,True,6,1,1.0,1.0,1.0,1.0,6,1,1.0000000000000004,0.9999999218068328,True,True,compatible,False,False,False,0108981,Bobo Volunteer Fire Dept,90.0,47.65,district_constrained_medium,4
791,MADISON,BROWNSBORO BAPTIST CHURCH,BROWNSBORO BAPTIST CHURCH,BROWNSBORO BAPTIST CHURCH,2014-General-Madison.xlsx,contest_rows,False,0108977,77,Brownsboro Bapt Church,BROWNSBORO BAPTIST CHURCH,exact_normalized,100.0,100.0,1,PLEVNA NEW MARKET FIRE DEPARTMENT 2,85.5,KEEL MOUNT VOLUNTEER FIRE DEPARTMENT,85.5,True,False,,1.0,,True,21;22,7,2.0,1.0,0.9200779727095516,1.0,21;22,7,0.9787537756478987,0.9999999826232415,True,True,compatible,True,False,False,,,,,,
792,MADISON,CAVALRY FRIENDSHIP CENTER,CAVALRY FRIENDSHIP CENTER,CAVALRY FRIENDSHIP CENTER,2014-General-Madison.xlsx,contest_rows,False,0108939,39,Calvary Friendship Center,CALVARY FRIENDSHIP CENTER,fuzzy_high,96.0,10.5,1,SENIOR CENTER,85.5,DR RICHARD SHOWERS CENTER,56.0,True,False,,1.0,,True,6;53,2;7,2.0,2.0,0.9515828677839852,0.8120805369127517,53,7,0.9999999999999997,0.9999999999999997,True,True,compatible,True,False,False,,,,,,
793,MADISON,CHARLES STONE AG_ CENTER,CHARLES STONE AG CENTER,CHARLES STONE AG CENTER,2014-General-Madison.xlsx,contest_rows,False,010892,2,Charles Stone Agricultural Center,CHARLES STONE AGRICULTURAL CENTER,review,88.37,2.87,1,SENIOR CENTER,85.5,DR RICHARD SHOWERS CENTER,63.33,False,True,low_or_ambiguous_score,,,True,21;53,7,2.0,1.0,0.6654275092936803,1.0,21;53,7,0.9572652914140184,0.9999999999999997,True,True,compatible,False,False,False,010892,Charles Stone Agricultural Center,88.37,2.87,district_constrained_review,31
794,MADISON,CO_ COMMISSION DIST_ 1,COUNTY COMMISSION DIST 1,COUNTY COMMISSION DIST,2014-General-Madison.xlsx,contest_rows,False,0108980,80,County Commission Dist 1 Office,COUNTY COMMISSION DIST 1 OFFICE,fuzzy_high,95.0,9.5,1,MAD COUNTY TEACHER RESOURCE CENTER,85.5,MADISON COUNTY NATURE TRAIL,54.29,True,False,,1.0,,True,22,7;8,1.0,2.0,1.0,0.743047830923248,22,7;8,0.9999815717343788,0.7452461603792502,True,True,compatible,True,False,False,,,,,,
795,MADISON,COMMUNITY FELLOWSHIP,COMMUNITY FELLOWSHIP,COMMUNITY FELLOWSHIP,2014-General-Madison.xlsx,contest_rows,False,0108979,79,Hurricane Creek Community Center,HURRICANE CREEK COMMUNITY CENTER,review,85.5,26.53,1,LAKEWOOD COMMUNITY CENTER,58.97,MONROVIA COMMUNITY CENTER,58.97,False,True,low_or_ambiguous_score,,,True,10,3;7;8,1.0,3.0,1.0,0.5850467289719626,22,8,1.0000000000000007,1.0000000000000007,False,True,conflict,False,False,False,0108952,McDonnell School,44.44,2.22,district_constrained_review,13
796,MADISON,COVE CHURCH AT CHASE,COVE CHURCH AT CHASE,COVE CHURCH AT CHASE,2014-General-Madison.xlsx,contest_rows,False,0108919,19,Weatherly Heights Bapt Church,WEATHERLY HEIGHTS BAPTIST CHURCH,review,85.5,0.0,3,SAINT LUKE MISSIONARY BAPTIST CHURCH,85.5,FIRST MISSIONARY BAPTIST CHURCH,85.5,False,True,low_or_ambiguous_score,,,True,19;21,7,2.0,1.0,0.712742980561555,1.0,20,8,0.9999999999999996,0.999999979149087,False,False,conflict,False,False,False,0108935,First Missionary Baptist Church,85.5,0.0,district_constrained_review,27
797,MADISON,COVE UNITED METHODIST CHURCH,COVE UNITED METHODIST CHURCH,COVE UNITED METHODIST CHURCH,2014-General-Madison.xlsx,contest_rows,False,0108965,65,Toney United Methodist Church,TONEY UNITED METHODIST CHURCH,review,91.23,1.03,2,COVE UNITED METH CHURCH,90.2,ASBURY METH CHURCH,85.5,False,True,low_or_ambiguous_score,,,True,20;22,7;8,2.0,2.0,0.8063616071428571,0.9783236994219653,6,1;2,0.9999996924108185,0.8349494039383718,False,False,conflict,False,False,False,0108911,Cove United Meth Church,90.2,19.83,district_constrained_medium,22
798,MADISON,COVENANT PRESBYTERIAN CHURCH,COVENANT PRESBYTERIAN CHURCH,COVENANT PRESBYTERIAN CHURCH,2014-General-Madison.xlsx,contest_rows,False,0108913,13,Covenant Presbyterian Church,COVENANT PRESBYTERIAN CHURCH,exact_normalized,100.0,100.0,1,COVE UNITED METH CHURCH,90.2,ASBURY METH CHURCH,85.5,True,False,,1.0,,True,21,7,1.0,1.0,1.0,1.0,21,7,0.9964315515335072,0.9999999999999991,True,True,compatible,True,False,False,,,,,,
799,MADISON,DR_ RICHARD SHOWERS CENTER,DR RICHARD SHOWERS CENTER,DR RICHARD SHOWERS CENTER,2014-General-Madison.xlsx,contest_rows,False,0108936,36,Dr.Richard Showers Center,DR RICHARD SHOWERS CENTER,exact_normalized,100.0,100.0,1,COVE UNITED METH CHURCH,90.2,ASBURY METH CHURCH,85.5,True,False,,1.0,,True,19,7,1.0,1.0,1.0,1.0,19,7,1.000000000000001,0.9999999130112153,True,True,compatible,True,False,False,,,,,,
800,MADISON,FAITH LUTHERAN,FAITH LUTHERAN,FAITH LUTHERAN,2014-General-Madison.xlsx,contest_rows,False,0108950,50,St.Luke Missionary Bapt Church,SAINT LUKE MISSIONARY BAPTIST CHURCH,review,52.5,1.83,2,TRIANA CITY HALL,50.67,MERIDIANVILLE FIRST BAPTIST CHURCH,48.86,False,True,low_or_ambiguous_score,,,True,10;25,2,2.0,1.0,0.7029787234042553,1.0,19;53,2,0.7998947061425098,0.9999999999999989,False,True,conflict,False,False,False,0108992,Monrovia Comm Center,45.0,0.0,district_constrained_review,15
801,MADISON,FIRE & RESCUE TRAINING,FIRE AND RESCUE TRAINING,FIRE AND RESCUE TRAINING,2014-General-Madison.xlsx,contest_rows,False,0108962,62,Keel Mt Volunteer Fire Dept,KEEL MOUNT VOLUNTEER FIRE DEPARTMENT,review,85.5,10.5,1,FIRE AND RESCUE ACADEMY,75.0,NEW MARKET FIRE STATION,56.6,False,True,low_or_ambiguous_score,,,True,21;53,7,2.0,1.0,0.8985074626865671,1.0,22,8,0.9999999999999994,0.9999999002321727,False,False,conflict,False,False,False,0108931,Fire and Rescue Academy,75.0,24.02,district_constrained_review,31
802,MADISON,FIRST BAPTIST MERIDANVILLE,FIRST BAPTIST MERIDANVILLE,FIRST BAPTIST MERIDANVILLE,2014-General-Madison.xlsx,contest_rows,False,0108976,76,Meridianville 1st Bapt Church,MERIDIANVILLE FIRST BAPTIST CHURCH,review,82.33,18.05,1,CHURCH OF CHRIST MERIDIANVILLE,64.29,FIRST MISSIONARY BAPTIST CHURCH,63.33,False,True,low_or_ambiguous_score,,,True,19;21,1,2.0,1.0,0.8533190578158458,1.0,19;21,1,0.6046630786888473,0.999999909173734,True,True,compatible,False,False,False,0108976,Meridianville 1st Bapt Church,82.33,18.05,district_constrained_review,6
803,MADISON,FIRST CHURH OF GOD MADISON,FIRST CHURH OF GOD MADISON,FIRST CHURH OF GOD MADISON,2014-General-Madison.xlsx,contest_rows,False,0108971,71,Madison City Hall,MADISON CITY HALL,review,85.5,17.1,1,MADISON CHURCH OF CHRIST,68.4,FIRST MISSIONARY BAPTIST CHURCH,56.67,False,True,low_or_ambiguous_score,,,True,25,2,1.0,1.0,1.0,1.0,10;25,2,0.7075652846423374,0.9999999999999997,True,True,compatible,False,False,False,0108971,Madison City Hall,85.5,33.34,district_constrained_review,10
804,MADISON,FIRST MISSIONARY BAPTIST,FIRST MISSIONARY BAPTIST,FIRST MISSIONARY BAPTIST,2014-General-Madison.xlsx,contest_rows,False,0108935,35,First Missionary Baptist Church,FIRST MISSIONARY BAPTIST CHURCH,fuzzy_high,95.0,9.5,1,SAINT LUKE MISSIONARY BAPTIST CHURCH,85.5,MERIDIANVILLE FIRST BAPTIST CHURCH,66.76,True,False,,1.0,,True,19,7,1.0,1.0,1.0,1.0,19,7,1.0000000000000004,0.9999999985411724,True,True,compatible,True,False,False,,,,,,
805,MADISON,GRACE UNITED METHODIST,GRACE UNITED METHODIST,GRACE UNITED METHODIST,2014-General-Madison.xlsx,contest_rows,False,0108965,65,Toney United Methodist Church,TONEY UNITED METHODIST CHURCH,review,80.0,6.09,1,GRACE UNITED METH CHURCH,73.91,TRINITY UNITED METH CHURCH,63.33,False,True,low_or_ambiguous_score,,,True,6;19,1;2,2.0,2.0,0.6154661016949152,0.9947019867549669,6,1;2,0.9999996924108185,0.8349494039383718,True,True,compatible,False,False,False,0108965,Toney United Methodist Church,80.0,6.09,district_constrained_review,23
806,MADISON,GURLEY CITY HALL,GURLEY CITY HALL,GURLEY CITY HALL,2014-General-Madison.xlsx,contest_rows,False,0108970,70,Gurley City Hall,GURLEY CITY HALL,exact_normalized,100.0,100.0,1,GRACE UNITED METH CHURCH,73.91,TRINITY UNITED METH CHURCH,63.33,True,False,,1.0,,True,22,8,1.0,1.0,1.0,1.0,22,7;8,0.9969672220618084,0.9416580006835157,True,True,compatible,True,False,False,,,,,,
807,MADISON,HAMPTON COVE CHURCH,HAMPTON COVE CHURCH,HAMPTON COVE CHURCH,2014-General-Madison.xlsx,contest_rows,False,0108919,19,Weatherly Heights Bapt Church,WEATHERLY HEIGHTS BAPTIST CHURCH,review,85.5,0.0,3,ALDERSGATE UNITED METH CHURCH,85.5,SAINT LUKE MISSIONARY BAPTIST CHURCH,85.5,False,True,low_or_ambiguous_score,,,True,20;22,7;8,2.0,2.0,0.7088607594936709,0.9131767109295199,20,8,0.9999999999999996,0.999999979149087,True,True,compatible,False,False,False,0108919,Weatherly Heights Bapt Church,85.5,0.0,district_constrained_review,22
